Team,Opp,Game Num,Date,Team Score,Opp Score,Result,Location,TSP,TOV,ORB,FTR,Poss,OEff,DEff,Opp TSP,Opp TOV,Opp ORB,Opp FTR,Opp Poss,Opp OEff,Opp DEff,Rolling4TSP,Rolling4TOV,Rolling4ORB,Rolling4FTR,Rolling4Poss,Rolling4OEff,Rolling4DEff,Opp R4TSP,Opp R4TOV,Opp R4ORB,Opp R4FTR,Opp R4Poss,Opp R4OEff,Opp R4DEff
ATL,WAS,34,"Sun, Sep 13, 2015",73,71,1,0,0.494579946,0.13986014,0.322580645,0.215384615,72.768,100.3188215,97.57036059999999,0.517492711,0.18912529600000003,0.294117647,0.20967741899999998,71.616,99.13985702,101.932529,0.48110635,0.168505774,0.327973033,0.245080902,80.0736,95.13819704,88.15148367,0.540113139,0.152849339,0.24642087399999998,0.145371107,75.6288,105.0765361,97.00745209
WAS,CON,1,"Fri, Jun 5, 2015",73,68,1,0,0.47799895200000003,0.105435801,0.384615385,0.25,67.5456,108.0751374,100.6727307,0.433231397,0.09250693800000001,0.31578947399999996,0.21126760600000002,71.5008,95.10383101,102.0967598,,,,,,,,,,,,,,
WAS,NYL,2,"Sat, Jun 6, 2015",67,62,1,1,0.434162779,0.104456825,0.153846154,0.15492957699999998,76.9536,87.06545243,80.56803061,0.447718082,0.19712430399999997,0.228571429,0.283333333,75.1104,82.54516019,89.20202795,,,,,,,,,,,,,,
WAS,ATL,3,"Fri, Jun 12, 2015",61,64,0,1,0.4466901,0.180115274,0.297297297,0.158730159,69.3888,87.91044088,92.23390518,0.48192771100000004,0.194174757,0.275862069,0.14516129,71.42399999999999,89.60573477,85.40546595,,,,,,,,,,,,,,
WAS,NYL,4,"Sun, Jun 14, 2015",74,59,1,0,0.540303738,0.14910536800000002,0.10344827599999999,0.163934426,74.3808,99.48803992,79.32154535,0.38015463899999996,0.19668737100000003,0.37777777799999995,0.19718309899999997,76.416,77.20896147,96.83835846,,,,,,,,,,,,,,
WAS,TUL,5,"Fri, Jun 19, 2015",82,86,0,1,0.521098119,0.13233348,0.303030303,0.260869565,77.4528,105.8709304,111.03536609999999,0.5158349329999999,0.097444781,0.333333333,0.213333333,75.2256,114.3227837,109.005445,0.474788892,0.13477831699999998,0.23480177800000002,0.18189854100000002,72.0672,95.63476765,88.19905296,0.479657809,0.12154467,0.36932614,0.213371509,75.2736,104.8510598,93.01515400000001
WAS,IND,6,"Sat, Jun 20, 2015",87,75,1,0,0.6363370389999999,0.19915651399999998,0.37037037,0.25,72.3456,120.25610400000001,103.6690552,0.464108911,0.138592751,0.31578947399999996,0.25,78.528,95.50733496,110.78850859999999,0.485563684,0.141502737,0.214405508,0.18461593199999998,74.544,95.08371591,90.7897118,0.477724305,0.14336422599999998,0.273662168,0.254675997,77.8464,95.59083752,107.63989620000001
WAS,LAS,7,"Tue, Jun 23, 2015",84,80,1,1,0.579150579,0.110402355,0.161290323,0.413793103,73.4592,114.3491898,108.9039902,0.5627462010000001,0.19300635800000002,0.36666666700000006,0.088235294,73.9968,108.11278329999999,113.51842240000002,0.536107249,0.165177659,0.268536562,0.208383538,73.392,103.3813788,96.56496795,0.508050249,0.18744759,0.287728669,0.122459187,71.5872,95.88590409,107.3544774
WAS,ATL,8,"Fri, Jun 26, 2015",69,72,0,0,0.546231792,0.212075848,0.208333333,0.19298245600000002,72.1536,95.62932411,99.78712081,0.47268907600000004,0.182481752,0.441176471,0.12857142900000001,75.0336,95.95701126,91.95880246,0.569222369,0.14774942900000002,0.234534818,0.272149274,74.4096,109.99106599999999,100.7324892,0.478162552,0.201403677,0.29725683399999997,0.16432267,79.1328,88.76420356,96.42227901
WAS,CHI,9,"Sun, Jun 28, 2015",86,71,1,1,0.5883962779999999,0.12036591199999999,0.310344828,0.085714286,71.1168,120.9278258,99.83576314,0.5115273779999999,0.11479591800000001,0.125,0.138461538,71.42399999999999,99.40636201,120.4077061,0.5707043820000001,0.163492049,0.260756082,0.279411281,73.8528,109.02638710000001,105.8488831,0.533207458,0.141287475,0.247908623,0.284053395,82.6464,105.9329719,100.7987277
