0,Cover,DEff,Date,FTR,Game Num,Line,Location,OEff,ORB,Odds,Opp,Opp DEff,Opp FTR,Opp OEff,Opp ORB,Opp Poss,Opp R4DEff,Opp R4FTR,Opp R4OEff,Opp R4ORB,Opp R4Poss,Opp R4TOV,Opp R4TSP,Opp Score,Opp TOV,Opp TSP,Poss,Result,Rolling4DEff,Rolling4FTR,Rolling4OEff,Rolling4ORB,Rolling4Poss,Rolling4TOV,Rolling4TSP,TOV,TSP,Team,Team Score,Unnamed: 0
0.43478260869565216,,104.88429606076664,20160909,0.2545454545454545,31,,0,111.7845786963434,0.09090909090909093,130.0,WAS,105.57432432432432,0.1917808219178082,99.05739072405736,0.15,76.7232,104.47916721735926,0.22370782987221333,113.91550042101795,0.24408310749774165,76.60800000000002,0.0952008674632133,0.5449862864806964,76.0,0.05819366852886406,0.4695996045477014,72.4608,1,103.68487286503756,0.2458248957712923,117.19722469252754,0.33358358358358364,76.57919999999997,0.12247835423060195,0.5678679513661435,0.19359834796076408,0.6482074263764405,SEA,81.0,
0.4444444444444444,,81.25325013000521,20160911,0.29508196721311475,32,,1,105.62922516900677,0.26666666666666666,125.0,LAS,104.54194544518784,0.18032786885245905,80.41688111168297,0.05882352941176471,74.6112,112.05255590921864,0.2799610351850019,114.6767863486334,0.18882390794155507,72.30720000000002,0.11159390474804903,0.5776241801321754,60.0,0.1630707476166583,0.44964028776978415,73.8432,1,107.96072216112812,0.2261279260743225,119.20810378949386,0.2637182637182637,75.89759999999998,0.13407993397441614,0.6004721181036419,0.18841262364578426,0.5658734764944864,SEA,78.0,
0.35714285714285715,,119.38077469793886,20160915,0.25,33,,0,86.06520966595592,0.2352941176470588,180.0,PHO,85.42768959435627,0.21739130434782608,118.49647266313934,0.2727272727272727,72.57600000000002,112.06452438665757,0.2959917192969628,105.49907957552122,0.2712301587301587,77.71200000000002,0.1342239426119856,0.5195070035136781,86.0,0.10638297872340426,0.5687830687830688,72.03840000000002,0,98.62263205336541,0.2398984178776013,117.2531988606235,0.25606060606060604,74.9664,0.15939659751113455,0.6106755707594831,0.19267822736030826,0.4624105011933174,SEA,62.0,
0.6,,97.5099850224663,20160918,0.2794117647058824,34,,1,114.41171575969379,0.2857142857142857,-150.0,CHI,109.1789741146578,0.1176470588235294,93.05026202953786,0.13793103448275862,80.60159999999998,105.71105364850796,0.3027378725950612,114.29537110889507,0.33420608108108113,81.85919999999997,0.12458192801354945,0.5565700982390985,75.0,0.18190086402910416,0.5211228460255698,76.9152,1,102.11766942643517,0.2444274033848477,109.52725464993246,0.23988413547237075,73.5264,0.16869454173459678,0.5766858762261449,0.13315579227696406,0.5632360471070148,SEA,88.0,
,,112.86306265206812,20160514,0.2833333333333333,1,,0,90.29045012165449,0.09375,,MIN,91.88331785824822,0.16216216216216214,114.85414732281029,0.34375,82.7136,,,,,,,,95.0,0.17496912309592424,0.5925648702594809,84.17280000000002,0,,,,,,,,0.2315835906484341,0.5453501722158438,PHO,76.0,
0.5744680851063829,,117.21771075019336,20160518,0.390625,2,,0,112.38399071925757,0.15151515151515152,-135.0,IND,109.83560090702947,0.3888888888888889,114.55971277399851,0.2058823529411765,84.67200000000003,,,,,,,,97.0,0.10504201680672268,0.5692488262910798,82.75200000000002,0,,,,,,,,0.15350877192982454,0.6023316062176166,PHO,93.0,
0.8888888888888888,,104.8918448533068,20160520,0.375,3,,1,103.59688380573513,0.19444444444444445,-800.0,SEA,102.17426843223801,0.3076923076923077,103.45144678764099,0.2857142857142857,78.2976,,,,,,,,81.0,0.17474879860200962,0.5359978824775014,77.2224,0,,,,,,,,0.1372369624885636,0.5302226935312832,PHO,80.0,
0.43478260869565216,,108.98777285409487,20160525,0.3050847457627119,4,,1,100.01230920728706,0.2,130.0,MIN,97.23551938726663,0.3548387096774194,105.96178394766235,0.3125,80.2176,,,,,,,,85.0,0.2244548952543822,0.5857221609702316,77.9904,0,,,,,,,,0.21779000458505274,0.5715123094958969,PHO,78.0,
0.8181818181818182,,109.8744292237443,20160529,0.3225806451612903,5,,1,132.70547945205482,0.2903225806451613,-450.0,WAS,129.51203208556151,0.2112676056338028,107.23039215686278,0.2972972972972973,71.80799999999998,109.37547510739974,0.2939243178049148,95.72195112974691,0.25887707722385145,79.41119999999998,0.18860256229692998,0.5124237279530195,77.0,0.06993006993006994,0.4824561403508772,70.08,1,110.99009777741578,0.3385107697740113,101.57090846348356,0.15992739898989902,80.5344,0.18502983241296872,0.5623541953651601,0.1097560975609756,0.6369863013698629,PHO,93.0,
0.8666666666666667,,108.20637119113572,20160531,0.35526315789473684,6,,1,119.02700831024931,0.17073170731707318,-650.0,CON,117.72260273972604,0.1791044776119403,107.0205479452055,0.17857142857142858,84.09599999999998,100.70154952520474,0.2245187702196138,94.39088874621832,0.3037891986062718,80.1408,0.1373424129968566,0.4652258965004464,90.0,0.20518358531317496,0.6114130434782609,83.17439999999998,1,110.24293942033484,0.3483225977310005,112.17466579608364,0.2090705441511893,77.0112,0.1545729591411041,0.5852632276536648,0.04271678769756514,0.5522088353413654,PHO,99.0,
