Team,Location,Game Number,Team Points,Opp Points,Result,Date,Opponent,EFG%,TOV%,ORB%,FTR,Pace,OEff,DEff,Opp TSP,Opp TOV,Opp ORB,Opp FTR,Opp Poss,Opp OEff,Opp DEff,Rolling3EFG,Rolling3TOV,Rolling3ORB,Rolling3FTR,Rolling3Pace,Rolling3OEff,Rolling3DEff,Opp R3EFG,Opp R3TOV,Opp R3ORB,Opp R3FTR,Opp R3Pace,Opp R3 OEff,Opp R3 DEff,Rolling9EFG,Rolling9TOV,Rolling9ORB,Rolling9FTR,Rolling9Pace,Rolling9OEff,Rolling9DEff,Opp R9EFG,Opp R9TOV,Opp R9ORB,Opp R9FTR,Opp R9Pace,Opp R9 OEff,Opp R9 DEff,Odds,Line,Cover
DAL,0,14,92,95,0,20141122,HOU,0.4320000000000001,0.125,0.327,0.182,92.1,99.9,103.1,0.457,0.156,0.292,0.244,92.1,103.1,99.9,0.5970000000000001,0.08999999999999997,0.28366666666666673,0.2266666666666667,90.5,129.89999999999998,105.89999999999998,0.44166666666666665,0.16433333333333336,0.26999999999999985,0.21600000000000005,89.89999999999996,93.79999999999997,103.5,0.5448888888888888,0.09366666666666668,0.2647777777777777,0.22511111111111115,92.05555555555556,120.62222222222223,104.91111111111113,0.4911111111111111,0.1705555555555556,0.2818888888888889,0.245,92.97777777777776,102.01111111111106,99.44444444444444,-140.0,-2.5,-1.0
DAL,1,15,100,111,0,20141124,IND,0.55,0.11900000000000001,0.14300000000000002,0.15,94.5,105.9,117.5,0.565,0.114,0.205,0.312,94.5,117.5,105.9,0.5506666666666667,0.10799999999999996,0.30500000000000005,0.2436666666666667,92.13333333333334,122.29999999999997,109.7,0.4663333333333333,0.126,0.301,0.202,88.2333333333333,102.06666666666666,106.5,0.549111111111111,0.10011111111111112,0.28300000000000003,0.2255555555555556,92.14444444444445,121.13333333333335,103.22222222222223,0.4599999999999999,0.12911111111111115,0.2945555555555555,0.1753333333333334,88.67777777777776,101.38888888888887,104.58888888888893,-1100.0,-12.5,-1.0
DAL,1,16,109,102,1,20141126,NYK,0.421,0.09,0.345,0.305,91.9,107.4,100.5,0.5,0.175,0.294,0.109,91.9,100.5,107.4,0.5713333333333334,0.11033333333333332,0.2750000000000001,0.1920000000000001,92.2,120.46666666666664,112.8,0.5343333333333334,0.19233333333333336,0.2389999999999999,0.2463333333333333,89.90000000000002,102.23333333333332,106.86666666666665,0.5515555555555554,0.10466666666666667,0.2667777777777777,0.2271111111111111,92.9777777777778,119.50000000000006,105.81111111111107,0.5308888888888889,0.14266666666666666,0.2507777777777779,0.1918888888888889,89.26666666666668,108.7444444444445,111.09999999999998,-925.0,-13.0,-1.0
DAL,0,17,106,102,1,20141128,TOR,0.529,0.077,0.13,0.174,96.1,110.3,106.1,0.495,0.14800000000000002,0.326,0.132,96.1,106.1,110.3,0.4676666666666666,0.11133333333333333,0.2716666666666668,0.21233333333333326,92.83333333333331,104.39999999999998,107.03333333333332,0.5079999999999997,0.09599999999999996,0.23833333333333345,0.37766666666666665,94.8,119.73333333333336,108.43333333333337,0.5454444444444443,0.10111111111111112,0.2696666666666666,0.23822222222222225,93.22222222222223,119.54444444444452,103.96666666666664,0.5298888888888889,0.11288888888888887,0.2415555555555555,0.2820000000000001,93.5222222222222,117.54444444444441,102.68888888888887,155.0,4.0,1.0
DAL,0,18,110,103,1,20141129,PHI,0.494,0.105,0.28300000000000003,0.247,98.0,112.2,105.1,0.459,0.196,0.449,0.294,98.0,105.1,112.2,0.5,0.09533333333333333,0.2060000000000001,0.20966666666666667,94.16666666666669,107.86666666666665,108.0333333333333,0.4686666666666667,0.14900000000000002,0.221,0.201,94.0,98.60000000000002,107.83333333333331,0.5444444444444443,0.09766666666666668,0.2591111111111111,0.2297777777777777,93.84444444444445,118.78888888888895,103.72222222222223,0.4364444444444445,0.1607777777777778,0.2233333333333333,0.19411111111111107,97.07777777777778,89.92222222222222,109.59999999999997,-1000.0,-12.0,-1.0
DAL,0,19,132,129,1,20141202,CHI,0.534,0.109,0.245,0.225,94.6,115.5,112.8,0.495,0.132,0.306,0.262,94.6,112.8,115.5,0.4813333333333333,0.09066666666666666,0.2526666666666668,0.242,95.33333333333331,109.96666666666664,103.89999999999998,0.4839999999999999,0.13433333333333333,0.2810000000000001,0.3713333333333333,96.46666666666664,110.56666666666663,103.69999999999996,0.5347777777777777,0.09433333333333332,0.2635555555555555,0.2155555555555556,93.66666666666669,117.5333333333334,107.58888888888887,0.4872222222222223,0.1337777777777778,0.25722222222222235,0.2653333333333334,93.66666666666669,105.24444444444441,104.89999999999998,120.0,2.0,1.0
DAL,0,20,107,105,1,20141203,MIL,0.5,0.136,0.354,0.163,96.8,110.6,108.5,0.568,0.171,0.21600000000000005,0.301,96.8,108.5,110.6,0.519,0.09699999999999998,0.21933333333333346,0.2153333333333333,96.23333333333336,112.66666666666664,108.0,0.5346666666666667,0.13399999999999998,0.2526666666666666,0.2360000000000001,93.06666666666663,112.90000000000003,113.3,0.5278888888888887,0.09944444444444443,0.2582222222222221,0.21811111111111112,93.18888888888893,115.65555555555565,106.97777777777776,0.5036666666666668,0.13288888888888892,0.29544444444444445,0.2308888888888888,91.91111111111107,109.94444444444449,112.06666666666666,-185.0,-4.5,-1.0
DAL,1,21,106,118,0,20141205,PHO,0.477,0.098,0.32,0.25,93.4,113.4,126.3,0.644,0.129,0.2,0.188,93.4,126.3,113.4,0.5093333333333333,0.11666666666666665,0.2940000000000001,0.21166666666666667,96.4666666666667,112.76666666666664,108.8,0.482,0.13766666666666671,0.2063333333333333,0.21866666666666654,99.90000000000002,101.06666666666668,104.66666666666669,0.5199999999999999,0.10666666666666667,0.2683333333333333,0.22166666666666665,94.25555555555556,114.31111111111116,108.84444444444445,0.5298888888888887,0.14399999999999996,0.2366666666666667,0.1858888888888889,97.65555555555551,108.9,103.18888888888887,-230.0,-5.5,-1.0
DAL,1,22,125,102,1,20141207,MIL,0.655,0.106,0.242,0.179,94.3,132.5,108.1,0.524,0.157,0.282,0.16699999999999998,94.3,108.1,132.5,0.5036666666666666,0.11433333333333333,0.30633333333333346,0.21266666666666667,94.93333333333337,113.16666666666664,115.86666666666667,0.5750000000000001,0.17266666666666666,0.299,0.2466666666666668,95.66666666666669,112.36666666666672,105.36666666666667,0.5187777777777777,0.10511111111111114,0.2779999999999999,0.2155555555555556,94.15555555555555,114.53333333333336,110.85555555555555,0.5171111111111112,0.1497777777777778,0.2775555555555556,0.2468888888888888,93.61111111111107,108.28888888888893,108.6333333333333,-485.0,-9.0,1.0
DAL,0,23,105,114,0,20141209,MEM,0.5529999999999999,0.149,0.293,0.129,90.2,116.4,126.4,0.524,0.049,0.27899999999999997,0.294,90.2,126.4,116.4,0.5439999999999999,0.11333333333333333,0.3053333333333335,0.19733333333333333,94.83333333333336,118.83333333333331,114.3,0.5546666666666668,0.1393333333333334,0.2313333333333333,0.20300000000000007,89.93333333333334,111.83333333333331,110.66666666666664,0.5102222222222221,0.10722222222222226,0.2654444444444444,0.2083333333333333,94.63333333333333,111.96666666666671,109.77777777777777,0.530888888888889,0.12933333333333333,0.2547777777777777,0.2078888888888889,91.98888888888888,111.70000000000006,104.32222222222224,135.0,3.5,-1.0
DAL,1,24,112,107,1,20141210,NOP,0.584,0.081,0.147,0.181,89.9,124.6,119.1,0.494,0.1,0.4,0.227,89.9,119.1,124.6,0.5616666666666665,0.11766666666666666,0.2850000000000002,0.18600000000000005,92.63333333333335,120.76666666666664,120.2666666666667,0.5386666666666667,0.11933333333333332,0.2853333333333332,0.19,90.2666666666667,113.76666666666664,111.09999999999997,0.5236666666666665,0.10988888888888892,0.2616666666666666,0.2024444444444445,94.42222222222222,113.80000000000004,112.36666666666665,0.4757777777777777,0.11388888888888893,0.2963333333333333,0.1938888888888889,91.12222222222219,106.26666666666668,108.86666666666665,-280.0,-6.5,-1.0
DAL,1,25,98,105,0,20141213,GSW,0.433,0.128,0.321,0.236,97.4,100.6,107.8,0.506,0.121,0.2,0.253,97.4,107.8,100.6,0.5973333333333332,0.112,0.2273333333333335,0.163,91.4666666666667,124.5,117.86666666666667,0.5163333333333333,0.13033333333333336,0.26566666666666666,0.19266666666666668,96.39999999999998,110.36666666666667,97.26666666666664,0.5274444444444443,0.1056666666666667,0.262111111111111,0.20588888888888893,93.91111111111107,115.87777777777781,112.54444444444442,0.534888888888889,0.12388888888888888,0.2555555555555556,0.1751111111111112,95.9777777777778,111.66666666666669,98.53333333333336,-125.0,-1.5,-1.0
DAL,0,26,107,87,1,20141216,NYK,0.596,0.16399999999999998,0.28600000000000003,0.096,89.2,120.0,97.5,0.47,0.12,0.244,0.095,89.2,97.5,120.0,0.5233333333333332,0.11933333333333332,0.2536666666666668,0.182,92.5,113.86666666666667,117.7666666666667,0.4953333333333336,0.1643333333333334,0.27066666666666656,0.22566666666666665,88.93333333333334,103.96666666666664,108.9,0.5287777777777776,0.10988888888888892,0.2594444444444444,0.19822222222222227,94.5222222222222,115.12222222222219,113.35555555555555,0.4928888888888889,0.13977777777777775,0.2564444444444445,0.17211111111111102,88.56666666666666,104.15555555555565,109.71111111111117,-330.0,-7.0,1.0
DAL,0,27,117,106,1,20141217,DET,0.57,0.129,0.22,0.342,97.0,120.6,109.3,0.522,0.102,0.217,0.146,97.0,109.3,120.6,0.5376666666666665,0.12433333333333335,0.25133333333333346,0.171,92.16666666666669,115.06666666666668,108.13333333333335,0.4836666666666667,0.1466666666666667,0.2966666666666666,0.21600000000000005,92.79999999999997,104.43333333333338,110.13333333333333,0.5362222222222219,0.11955555555555558,0.2767777777777777,0.1895555555555556,93.75555555555556,116.2,112.39999999999998,0.4411111111111111,0.1212222222222222,0.27655555555555555,0.22011111111111106,93.3,100.47777777777776,108.04444444444442,-290.0,-6.5,1.0
DAL,1,28,99,93,1,20141220,SAS,0.483,0.11199999999999999,0.265,0.18600000000000005,91.8,107.8,101.3,0.435,0.177,0.308,0.338,91.8,101.3,107.8,0.5329999999999998,0.14033333333333334,0.2756666666666668,0.22466666666666665,94.53333333333336,113.73333333333336,104.86666666666672,0.4843333333333331,0.12333333333333325,0.2616666666666665,0.16966666666666685,88.80000000000004,102.96666666666664,110.7333333333333,0.5446666666666665,0.12222222222222225,0.2697777777777777,0.2001111111111112,93.64444444444445,117.13333333333333,112.86666666666665,0.5242222222222224,0.1282222222222222,0.2566666666666665,0.21644444444444447,91.34444444444445,110.41111111111114,107.66666666666666,-650.0,-10.0,-1.0
DAL,1,29,102,105,0,20141222,ATL,0.494,0.132,0.26,0.14400000000000002,100.5,101.5,104.5,0.537,0.155,0.15,0.222,100.5,104.5,101.5,0.5496666666666664,0.135,0.2570000000000002,0.20800000000000002,92.66666666666669,116.13333333333335,102.70000000000003,0.6023333333333333,0.113,0.14600000000000002,0.19433333333333336,90.96666666666664,119.39999999999992,103.23333333333328,0.5389999999999998,0.12255555555555556,0.272,0.19577777777777786,93.33333333333331,116.27777777777777,111.58888888888887,0.5260000000000002,0.1157777777777778,0.1817777777777778,0.197888888888889,92.65555555555555,109.05555555555551,95.1777777777778,-185.0,-4.5,-1.0
DAL,0,30,115,124,0,20141223,PHO,0.517,0.166,0.318,0.273,104.6,109.9,118.5,0.521,0.09699999999999999,0.28600000000000003,0.237,104.6,118.5,109.9,0.5156666666666664,0.12433333333333335,0.2483333333333335,0.22399999999999998,96.43333333333334,109.9666666666667,105.03333333333336,0.5476666666666669,0.12600000000000006,0.2790000000000001,0.2233333333333332,89.69999999999996,116.7333333333333,107.03333333333336,0.5383333333333331,0.12211111111111113,0.2615555555555555,0.19366666666666674,93.74444444444444,115.26666666666664,111.14444444444445,0.5107777777777778,0.1403333333333333,0.2665555555555555,0.19377777777777785,92.95555555555552,107.79999999999998,109.1777777777778,110.0,2.0,-1.0
DAL,1,31,102,98,1,20141226,LAL,0.536,0.122,0.133,0.157,97.4,104.7,100.6,0.419,0.129,0.414,0.152,97.4,100.6,104.7,0.4979999999999998,0.1366666666666667,0.2810000000000002,0.201,98.96666666666664,106.40000000000002,108.10000000000004,0.4796666666666664,0.10600000000000002,0.3216666666666668,0.195,93.06666666666672,110.56666666666666,117.23333333333336,0.5427777777777776,0.12966666666666668,0.26133333333333325,0.19622222222222227,94.98888888888888,114.87777777777777,110.27777777777777,0.4653333333333333,0.09266666666666667,0.2515555555555556,0.19122222222222224,93.46666666666668,105.72222222222216,111.0222222222222,-1100.0,-12.5,-1.0
DAL,1,32,112,107,1,20141228,OKC,0.5,0.107,0.152,0.273,102.2,109.6,104.7,0.528,0.154,0.318,0.133,102.2,104.7,109.6,0.5156666666666664,0.14,0.2370000000000002,0.19133333333333333,100.83333333333331,105.36666666666667,107.86666666666667,0.5046666666666665,0.10666666666666663,0.29466666666666663,0.19766666666666646,94.33333333333331,110.36666666666677,100.73333333333339,0.5295555555555552,0.13144444444444445,0.2492222222222221,0.19377777777777785,95.33333333333331,111.78888888888888,109.44444444444444,0.5093333333333333,0.1185555555555555,0.30066666666666664,0.2201111111111111,94.60000000000002,111.73333333333332,102.8222222222222,-155.0,-4.0,1.0
DAL,1,33,114,87,1,20141230,WAS,0.573,0.069,0.073,0.244,96.8,117.7,89.9,0.473,0.204,0.244,0.23,96.8,89.9,117.7,0.5176666666666664,0.13166666666666668,0.2010000000000002,0.2343333333333333,101.39999999999998,108.06666666666668,107.93333333333337,0.5380000000000003,0.14466666666666664,0.2443333333333333,0.16799999999999995,94.23333333333336,109.0,100.03333333333336,0.5236666666666664,0.12677777777777774,0.2335555555555555,0.2097777777777778,96.66666666666669,111.03333333333332,107.03333333333332,0.5137777777777778,0.11977777777777784,0.2490000000000001,0.18,92.72222222222223,108.18888888888887,103.61111111111107,-200.0,-4.5,1.0
DAL,0,34,119,101,1,20150102,BOS,0.536,0.096,0.35600000000000004,0.16699999999999998,96.0,123.9,105.2,0.494,0.11,0.2,0.146,96.0,105.2,123.9,0.5363333333333332,0.09933333333333334,0.11933333333333353,0.22466666666666665,98.8,110.66666666666669,98.40000000000002,0.5023333333333333,0.13266666666666665,0.17266666666666666,0.15266666666666673,99.19999999999992,101.16666666666664,98.9666666666667,0.5224444444444443,0.12544444444444444,0.2253333333333333,0.21677777777777785,97.43333333333334,110.26666666666664,103.78888888888883,0.5032222222222222,0.13833333333333328,0.2448888888888889,0.17633333333333331,96.04444444444445,104.64444444444445,101.31111111111113,-250.0,-5.5,1.0
DAL,0,35,109,90,1,20150104,CLE,0.6409999999999999,0.10800000000000001,0.133,0.115,88.7,122.8,101.4,0.453,0.114,0.273,0.14,88.7,101.4,122.8,0.5363333333333332,0.09066666666666667,0.19366666666666688,0.228,98.33333333333331,117.06666666666666,99.93333333333337,0.4359999999999999,0.114,0.2470000000000001,0.1910000000000001,92.96666666666664,97.36666666666667,104.6,0.5338888888888886,0.12188888888888888,0.2292222222222221,0.20911111111111114,97.27777777777777,112.85555555555551,103.49999999999996,0.4858888888888889,0.1318888888888889,0.2396666666666667,0.2236666666666665,91.8222222222222,104.7,105.40000000000008,-320.0,-7.0,1.0
DAL,0,36,96,88,1,20150105,BRK,0.447,0.08900000000000001,0.237,0.128,88.6,98.1,90.0,0.411,0.129,0.159,0.226,88.6,90.0,98.1,0.5833333333333331,0.091,0.18733333333333355,0.1753333333333333,93.83333333333331,121.46666666666664,98.83333333333336,0.5079999999999999,0.14033333333333334,0.19000000000000009,0.15833333333333344,91.26666666666661,102.2,97.83333333333331,0.5388888888888886,0.11566666666666668,0.21222222222222206,0.21122222222222226,97.22222222222223,113.16666666666664,103.93333333333332,0.5094444444444444,0.13077777777777774,0.19022222222222224,0.2046666666666667,93.53333333333336,104.97777777777776,104.41111111111107,-260.0,-6.5,1.0
DAL,1,37,95,108,0,20150107,DET,0.471,0.129,0.17600000000000002,0.149,98.3,96.7,109.9,0.495,0.127,0.34600000000000003,0.124,98.3,109.9,96.7,0.5413333333333332,0.09766666666666668,0.2420000000000002,0.13666666666666666,91.1,114.93333333333334,98.86666666666667,0.5449999999999999,0.1346666666666667,0.25399999999999995,0.15566666666666668,94.76666666666661,111.06666666666668,98.39999999999996,0.5252222222222219,0.11122222222222224,0.21411111111111106,0.18744444444444447,96.28888888888888,110.66666666666664,101.78888888888888,0.5356666666666664,0.1107777777777778,0.2727777777777778,0.14299999999999993,95.24444444444444,111.74444444444441,103.86666666666665,-485.0,-9.0,-1.0
DAL,0,38,100,120,0,20150110,LAC,0.512,0.105,0.174,0.14,95.7,104.5,125.4,0.597,0.09300000000000001,0.22,0.17,95.7,125.4,104.5,0.5196666666666666,0.10866666666666668,0.18200000000000024,0.13066666666666665,91.86666666666667,105.86666666666667,100.43333333333334,0.5543333333333333,0.109,0.1996666666666668,0.2773333333333334,95.76666666666664,118.33333333333336,99.73333333333336,0.5238888888888886,0.11311111111111112,0.20422222222222214,0.18333333333333326,97.01111111111112,109.4333333333333,102.74444444444444,0.5228888888888888,0.1101111111111111,0.21588888888888874,0.2292222222222222,94.58888888888887,112.7555555555555,104.57777777777777,130.0,2.5,-1.0
DAL,0,39,108,104,1,20150113,SAC,0.46,0.083,0.203,0.16,96.2,101.7,97.9,0.448,0.165,0.273,0.314,96.2,97.9,101.7,0.4766666666666666,0.10766666666666667,0.19566666666666688,0.139,94.2,99.76666666666668,108.43333333333337,0.4973333333333335,0.10033333333333333,0.2366666666666668,0.1996666666666667,96.59999999999998,109.13333333333328,98.8333333333332,0.5258888888888887,0.11011111111111113,0.1946666666666665,0.18288888888888893,96.4777777777778,109.76666666666662,105.06666666666668,0.5013333333333331,0.13466666666666666,0.25333333333333324,0.2485555555555556,96.61111111111107,107.43333333333334,109.58888888888882,-210.0,-4.5,-1.0
DAL,0,40,107,114,0,20150114,DEN,0.455,0.068,0.2,0.16,101.7,105.3,112.1,0.524,0.141,0.275,0.341,101.7,112.1,105.3,0.4809999999999999,0.10566666666666667,0.1843333333333336,0.1496666666666667,96.73333333333336,100.96666666666664,111.06666666666668,0.5546666666666665,0.13833333333333328,0.2286666666666667,0.2083333333333334,95.09999999999997,112.7666666666667,105.03333333333336,0.5195555555555553,0.10088888888888893,0.1818888888888888,0.17033333333333334,95.54444444444445,108.85555555555551,102.7777777777778,0.5006666666666667,0.12633333333333327,0.2840000000000001,0.2356666666666667,95.58888888888887,109.71111111111105,107.18888888888893,110.0,2.0,-1.0
DAL,1,41,97,89,1,20150116,DEN,0.468,0.132,0.204,0.29100000000000004,95.1,102.0,93.6,0.464,0.138,0.23600000000000002,0.145,95.1,93.6,102.0,0.4756666666666665,0.08533333333333336,0.1923333333333336,0.15333333333333335,97.86666666666667,103.83333333333331,111.80000000000004,0.5329999999999999,0.1466666666666666,0.237,0.2783333333333334,98.49999999999994,110.0666666666667,103.33333333333331,0.5105555555555554,0.09488888888888893,0.18933333333333324,0.1706666666666667,96.02222222222224,108.92222222222219,104.05555555555556,0.5053333333333333,0.12377777777777772,0.2766666666666667,0.25055555555555564,96.61111111111107,110.63333333333328,106.63333333333334,-370.0,-8.0,0.0
DAL,0,42,103,95,1,20150119,MEM,0.513,0.126,0.267,0.329,92.5,111.4,102.7,0.441,0.121,0.231,0.235,92.5,102.7,111.4,0.4609999999999999,0.09433333333333337,0.2023333333333336,0.2036666666666667,97.66666666666669,103.0,101.20000000000003,0.5076666666666668,0.10766666666666673,0.2776666666666666,0.2456666666666668,91.96666666666664,112.86666666666667,103.86666666666665,0.5069999999999999,0.0976666666666667,0.195111111111111,0.1726666666666667,95.23333333333336,108.07777777777771,102.82222222222224,0.5035555555555558,0.13133333333333333,0.2525555555555555,0.1948888888888889,93.24444444444441,106.40000000000008,105.33333333333336,125.0,2.5,1.0
DAL,0,43,98,75,1,20150121,MIN,0.586,0.109,0.182,0.118,85.2,115.1,88.1,0.36,0.095,0.308,0.124,85.2,88.1,115.1,0.4786666666666665,0.10866666666666668,0.2236666666666669,0.26,96.43333333333337,106.23333333333332,102.80000000000004,0.4976666666666665,0.13033333333333327,0.24766666666666684,0.17166666666666652,92.83333333333331,104.80000000000008,114.9999999999999,0.5003333333333332,0.10400000000000004,0.2166666666666666,0.18211111111111114,94.75555555555556,107.37777777777771,104.24444444444448,0.4786666666666666,0.13077777777777785,0.2625555555555555,0.193,93.06666666666668,104.93333333333332,113.69999999999996,-365.0,-8.0,1.0
DAL,1,44,98,102,0,20150123,CHI,0.488,0.11800000000000001,0.22,0.22,89.9,109.0,113.5,0.545,0.195,0.41700000000000004,0.218,89.9,113.5,109.0,0.5223333333333331,0.12233333333333335,0.2176666666666669,0.24600000000000002,90.93333333333337,109.5,94.80000000000004,0.4856666666666668,0.10199999999999992,0.21300000000000008,0.28900000000000003,90.43333333333332,109.53333333333326,109.09999999999992,0.5058888888888888,0.1054444444444445,0.19733333333333325,0.17666666666666667,93.55555555555559,106.39999999999996,102.34444444444445,0.4836666666666669,0.11266666666666675,0.2557777777777778,0.22844444444444445,91.11111111111113,108.12222222222216,110.92222222222223,-280.0,-7.0,-1.0
DAL,0,45,106,109,0,20150125,NOP,0.537,0.08900000000000001,0.31,0.235,85.7,123.7,127.2,0.557,0.091,0.306,0.266,85.7,127.2,123.7,0.5289999999999998,0.11766666666666667,0.22300000000000025,0.2223333333333333,89.2,111.83333333333331,101.43333333333337,0.4863333333333336,0.11966666666666664,0.2863333333333334,0.1616666666666666,87.36666666666672,107.33333333333336,101.63333333333328,0.4888888888888887,0.1065555555555556,0.2069999999999999,0.18833333333333327,93.68888888888893,104.86666666666662,103.68888888888893,0.4862222222222222,0.13355555555555554,0.2916666666666665,0.2245555555555556,89.30000000000004,107.43333333333332,105.81111111111107,-145.0,-2.5,-1.0
DAL,1,46,90,109,0,20150127,MEM,0.532,0.163,0.205,0.09,89.7,100.4,121.6,0.595,0.129,0.25,0.19,89.7,121.6,100.4,0.5369999999999998,0.10533333333333336,0.2373333333333336,0.191,86.93333333333334,115.93333333333332,109.60000000000002,0.4973333333333336,0.14766666666666675,0.21166666666666656,0.2976666666666669,93.0333333333333,106.03333333333336,94.43333333333328,0.4988888888888887,0.1065555555555556,0.215111111111111,0.20022222222222225,93.36666666666667,107.71111111111105,107.82222222222224,0.4952222222222225,0.1292222222222222,0.2449999999999999,0.2491111111111111,92.64444444444445,107.80000000000008,102.1777777777778,-225.0,-5.5,-1.0
DAL,0,47,94,99,0,20150128,HOU,0.488,0.205,0.263,0.171,97.6,96.3,101.5,0.489,0.145,0.23399999999999999,0.14800000000000002,97.6,101.5,96.3,0.5189999999999998,0.12333333333333335,0.24500000000000025,0.18166666666666664,88.43333333333334,111.0333333333333,120.7666666666667,0.5200000000000001,0.13899999999999996,0.2466666666666666,0.22066666666666665,98.89999999999998,109.5,108.96666666666664,0.5056666666666665,0.1103333333333334,0.21833333333333324,0.19366666666666668,92.41111111111114,108.12222222222216,109.12222222222222,0.5366666666666668,0.14955555555555558,0.2360000000000001,0.2323333333333332,98.55555555555556,110.14444444444445,107.31111111111113,165.0,4.0,-1.0
DAL,0,48,93,72,1,20150130,MIA,0.494,0.099,0.271,0.146,86.9,107.0,82.8,0.381,0.14800000000000002,0.321,0.057,86.9,82.8,107.0,0.5189999999999998,0.15233333333333335,0.2593333333333336,0.16533333333333333,91.0,106.79999999999997,116.7666666666667,0.5059999999999998,0.12733333333333338,0.1913333333333336,0.2173333333333335,90.99999999999994,105.23333333333336,102.56666666666663,0.5029999999999997,0.12144444444444452,0.22822222222222216,0.19711111111111115,92.62222222222223,107.21111111111105,106.46666666666664,0.4854444444444445,0.13466666666666666,0.22311111111111115,0.21577777777777765,89.10000000000002,101.80000000000004,100.3444444444444,-500.0,-9.0,1.0
DAL,0,49,108,93,1,20150131,ORL,0.642,0.125,0.08800000000000001,0.17600000000000002,91.2,118.5,102.0,0.474,0.145,0.25,0.244,91.2,102.0,118.5,0.5046666666666665,0.15566666666666668,0.2463333333333336,0.13566666666666669,91.4,101.2333333333333,101.9666666666667,0.5026666666666662,0.15833333333333344,0.22433333333333347,0.2263333333333333,96.6666666666666,101.13333333333335,111.66666666666669,0.5067777777777774,0.12322222222222227,0.2357777777777777,0.1955555555555556,91.58888888888893,107.79999999999993,104.78888888888888,0.5234444444444443,0.13844444444444448,0.1945555555555553,0.20855555555555555,99.86666666666665,106.01111111111106,113.89999999999992,-380.0,-8.5,1.0
DAL,1,50,100,94,1,20150202,MIN,0.524,0.14,0.27899999999999997,0.14300000000000002,91.3,109.5,102.9,0.433,0.138,0.34,0.28,91.3,102.9,109.5,0.5413333333333331,0.14300000000000002,0.2073333333333336,0.16433333333333336,91.9,107.26666666666664,95.43333333333337,0.4876666666666665,0.13933333333333325,0.2390000000000003,0.2783333333333333,91.79999999999997,106.56666666666678,111.73333333333322,0.5275555555555553,0.12955555555555562,0.22333333333333327,0.19733333333333333,90.42222222222223,109.26666666666661,103.66666666666666,0.4617777777777778,0.13188888888888894,0.25833333333333325,0.2337777777777777,91.06666666666668,101.24444444444441,111.49999999999993,-850.0,-12.0,-1.0
DAL,0,51,114,128,0,20150204,GSW,0.469,0.068,0.28,0.224,98.8,115.4,129.6,0.634,0.11800000000000001,0.263,0.221,98.8,129.6,115.4,0.5533333333333331,0.12133333333333335,0.21266666666666686,0.15500000000000005,89.8,111.66666666666664,95.90000000000002,0.5220000000000001,0.11699999999999995,0.251,0.193,98.0,111.23333333333336,99.76666666666664,0.5337777777777775,0.13044444444444447,0.2316666666666665,0.1808888888888889,90.00000000000001,110.09999999999994,104.7,0.5450000000000004,0.11966666666666664,0.25855555555555554,0.19277777777777785,100.75555555555556,115.32222222222224,99.84444444444445,425.0,9.5,-1.0
DAL,0,52,101,78,1,20150205,SAC,0.49,0.08199999999999999,0.16,0.073,98.2,102.8,79.4,0.386,0.161,0.149,0.215,98.2,79.4,102.8,0.5449999999999997,0.11100000000000004,0.21566666666666687,0.181,93.76666666666664,114.46666666666664,111.5,0.4393333333333335,0.1406666666666667,0.2153333333333336,0.2956666666666667,96.33333333333331,98.7,109.1666666666665,0.5288888888888886,0.12400000000000005,0.23311111111111105,0.16922222222222225,90.7,110.54444444444441,107.68888888888887,0.4682222222222222,0.1524444444444444,0.2492222222222221,0.2744444444444446,95.67777777777776,101.47777777777776,113.05555555555547,-130.0,-2.0,1.0
DAL,1,53,111,101,1,20150207,POR,0.476,0.11800000000000001,0.32799999999999996,0.105,93.8,107.2,97.6,0.472,0.18100000000000002,0.327,0.191,93.8,97.6,107.2,0.4943333333333329,0.09666666666666668,0.2396666666666669,0.14666666666666664,96.09999999999998,109.23333333333332,103.9666666666667,0.4766666666666671,0.13266666666666674,0.2716666666666667,0.2280000000000002,95.26666666666672,104.76666666666664,99.70000000000007,0.518222222222222,0.12100000000000008,0.23066666666666666,0.16422222222222224,92.14444444444445,109.1777777777777,106.7222222222222,0.4802222222222223,0.1202222222222222,0.2317777777777777,0.20077777777777786,95.17777777777776,104.63333333333338,103.71111111111107,-145.0,-2.5,1.0
DAL,1,54,98,115,0,20150209,LAC,0.469,0.113,0.28,0.272,90.8,107.9,126.6,0.495,0.054000000000000006,0.34,0.261,90.8,126.6,107.9,0.4783333333333329,0.08933333333333332,0.2560000000000003,0.13399999999999998,96.93333333333332,108.46666666666664,102.20000000000003,0.5013333333333333,0.10166666666666664,0.2073333333333336,0.19899999999999995,94.13333333333333,109.53333333333336,127.1666666666667,0.5168888888888886,0.12100000000000008,0.2426666666666666,0.15144444444444444,92.57777777777778,108.9777777777777,104.95555555555555,0.5086666666666666,0.10000000000000003,0.2549999999999999,0.19355555555555548,92.61111111111107,112.05555555555559,112.99999999999996,-450.0,-8.5,-1.0
