,Team,Spread,Date
972,TOR,4.5,20150220
973,ATL,-4.5,20150220
974,MIA,-5.5,20150220
975,NYK,5.5,20150220
976,CHI,-6.0,20150220
977,DET,6.0,20150220
978,CLE,-3.0,20150220
979,WAS,3.0,20150220
980,PHO,2.5,20150220
981,MIN,-2.5,20150220
982,DEN,7.5,20150220
983,MIL,-7.5,20150220
984,HOU,2.0,20150220
985,DAL,-2.0,20150220
986,POR,-5.0,20150220
987,UTA,5.0,20150220
988,BOS,3.0,20150220
989,SAC,-3.0,20150220
990,BRK,-3.0,20150220
991,LAL,3.0,20150220
992,SAS,7.0,20150220
993,GSW,-7.0,20150220
994,CLE,-15.0,20150222
995,NYK,15.0,20150222
996,ATL,-4.0,20150222
997,MIL,4.0,20150222
998,WAS,-1.0,20150222
999,DET,1.0,20150222
1000,PHI,8.5,20150222
1001,ORL,-8.5,20150222
1002,GSW,-6.5,20150222
1003,IND,6.5,20150222
1004,DEN,10.5,20150222
1005,OKC,-10.5,20150222
1006,CHO,10.0,20150222
1007,DAL,-10.0,20150222
1008,MEM,3.5,20150222
1009,POR,-3.5,20150222
1010,BOS,-2.0,20150222
1011,LAL,2.0,20150222
1012,GSW,-4.5,20150224
1013,WAS,4.5,20150224
1014,CLE,-6.5,20150224
1015,DET,6.5,20150224
1016,IND,7.0,20150224
1017,OKC,-7.0,20150224
1018,TOR,4.0,20150224
1019,DAL,-4.0,20150224
1020,GSW,3.5,20150226
1021,CLE,-3.5,20150226
1022,OKC,-5.0,20150226
1023,PHO,5.0,20150226
1024,WAS,-8.5,20150227
1025,PHI,8.5,20150227
1026,CLE,-3.0,20150227
1027,IND,3.0,20150227
1028,NYK,13.5,20150227
1029,DET,-13.5,20150227
1030,ORL,11.5,20150227
1031,ATL,-11.5,20150227
1032,GSW,1.0,20150227
1033,TOR,-1.0,20150227
1034,CHO,2.0,20150227
1035,BOS,-2.0,20150227
1036,LAC,5.0,20150227
1037,MEM,-5.0,20150227
1038,BRK,6.0,20150227
1039,HOU,-6.0,20150227
1040,MIA,-1.5,20150227
1041,NOP,1.5,20150227
1042,MIN,6.5,20150227
1043,CHI,-6.5,20150227
1044,UTA,-3.5,20150227
1045,DEN,3.5,20150227
1046,SAS,-7.5,20150227
1047,SAC,7.5,20150227
1048,MIL,-5.5,20150227
1049,LAL,5.5,20150227
1050,OKC,4.5,20150227
1051,POR,-4.5,20150227
1052,LAC,0.0,20150301
1053,CHI,0.0,20150301
1054,CLE,0.0,20150301
1055,HOU,0.0,20150301
1056,CHO,-1.5,20150301
1057,ORL,1.5,20150301
1058,GSW,-8.0,20150301
1059,BOS,8.0,20150301
1060,PHI,11.5,20150301
1061,IND,-11.5,20150301
1062,POR,-8.5,20150301
1063,SAC,8.5,20150301
1064,OKC,-3.5,20150301
1065,LAL,3.5,20150301
1066,NOP,-5.5,20150301
1067,DEN,5.5,20150301
1068,LAL,9.0,20150303
1069,CHO,-9.0,20150303
1070,BOS,12.5,20150303
1071,CLE,-12.5,20150303
1072,SAC,-1.5,20150303
1073,NYK,1.5,20150303
1074,HOU,9.0,20150303
1075,ATL,-9.0,20150303
1076,UTA,8.0,20150303
1077,MEM,-8.0,20150303
1078,WAS,1.0,20150303
1079,CHI,-1.0,20150303
1080,MIL,-6.0,20150303
1081,DEN,6.0,20150303
1082,NYK,13.0,20150304
1083,IND,-13.0,20150304
1084,PHO,-4.0,20150304
1085,ORL,4.0,20150304
1086,UTA,2.0,20150304
1087,BOS,-2.0,20150304
1088,CLE,-4.5,20150304
1089,TOR,4.5,20150304
1090,CHO,5.5,20150304
1091,BRK,-5.5,20150304
1092,DEN,5.5,20150304
1093,MIN,-5.5,20150304
1094,MEM,3.0,20150304
1095,HOU,-3.0,20150304
1096,LAL,9.0,20150304
1097,MIA,-9.0,20150304
1098,PHI,15.0,20150304
1099,OKC,-15.0,20150304
1100,DET,2.0,20150304
1101,NOP,-2.0,20150304
1102,SAC,10.5,20150304
1103,SAS,-10.5,20150304
1104,POR,2.5,20150304
1105,LAC,-2.5,20150304
1106,MIL,12.5,20150304
1107,GSW,-12.5,20150304
1108,TOR,0.0,20150306
1109,CHO,0.0,20150306
1110,CHI,5.5,20150306
1111,IND,-5.5,20150306
1112,SAC,-1.0,20150306
1113,ORL,1.0,20150306
1114,UTA,-7.0,20150306
1115,PHI,7.0,20150306
1116,CLE,-1.0,20150306
1117,ATL,1.0,20150306
1118,PHO,2.5,20150306
1119,BRK,-2.5,20150306
1120,LAL,11.5,20150306
1121,MEM,-11.5,20150306
1122,DET,7.5,20150306
1123,HOU,-7.5,20150306
1124,BOS,7.0,20150306
1125,NOP,-7.0,20150306
1126,DEN,12.0,20150306
1127,SAS,-12.0,20150306
1128,DAL,10.5,20150306
1129,GSW,-10.5,20150306
1130,MEM,-1.0,20150307
1131,NOP,1.0,20150307
1132,SAC,5.5,20150307
1133,MIA,-5.5,20150307
1134,ATL,-11.0,20150307
1135,PHI,11.0,20150307
1136,IND,-8.5,20150307
1137,NYK,8.5,20150307
1138,PHO,10.5,20150307
1139,CLE,-10.5,20150307
1140,POR,-4.5,20150307
1141,MIN,4.5,20150307
1142,WAS,3.5,20150307
1143,MIL,-3.5,20150307
1144,HOU,-5.0,20150307
1145,DEN,5.0,20150307
1146,ORL,9.0,20150310
1147,IND,-9.0,20150310
1148,NOP,2.5,20150310
1149,BRK,-2.5,20150310
1150,TOR,7.5,20150310
1151,SAS,-7.5,20150310
1152,CLE,-3.5,20150310
1153,DAL,3.5,20150310
1154,NYK,13.5,20150310
1155,UTA,-13.5,20150310
1156,DET,-2.0,20150310
1157,LAL,2.0,20150310
1158,MIL,7.5,20150312
1159,IND,-7.5,20150312
1160,MEM,0.0,20150312
1161,WAS,0.0,20150312
1162,HOU,1.0,20150312
1163,UTA,-1.0,20150312
1164,CLE,0.0,20150312
1165,SAS,0.0,20150312
1166,NYK,7.5,20150312
1167,LAL,-7.5,20150312
1168,CHI,8.0,20150315
1169,OKC,-8.0,20150315
1170,HOU,3.5,20150315
1171,LAC,-3.5,20150315
1172,CLE,-10.0,20150315
1173,ORL,10.0,20150315
1174,DEN,7.0,20150315
1175,NOP,-7.0,20150315
1176,POR,2.0,20150315
1177,TOR,-2.0,20150315
1178,MIN,13.5,20150315
1179,SAS,-13.5,20150315
1180,NYK,11.5,20150315
1181,PHO,-11.5,20150315
1182,ATL,-8.5,20150315
1183,LAL,8.5,20150315
1184,TOR,5.0,20150316
1185,IND,-5.0,20150316
1186,POR,2.5,20150316
1187,WAS,-2.5,20150316
1188,PHI,9.0,20150316
1189,BOS,-9.0,20150316
1190,BRK,-1.5,20150316
1191,MIN,1.5,20150316
1192,DEN,9.0,20150316
1193,MEM,-9.0,20150316
1194,CLE,-6.0,20150316
1195,MIA,6.0,20150316
1196,OKC,3.0,20150316
1197,DAL,-3.0,20150316
1198,CHO,5.0,20150316
1199,UTA,-5.0,20150316
1200,ATL,-5.0,20150316
1201,SAC,5.0,20150316
1202,LAL,18.0,20150316
1203,GSW,-18.0,20150316
1204,BRK,11.5,20150318
1205,CLE,-11.5,20150318
1206,DET,-1.5,20150318
1207,PHI,1.5,20150318
1208,MIN,11.5,20150318
1209,TOR,-11.5,20150318
1210,POR,-2.5,20150318
1211,MIA,2.5,20150318
1212,SAS,-4.5,20150318
1213,MIL,4.5,20150318
1214,IND,1.5,20150318
1215,CHI,-1.5,20150318
1216,ORL,12.0,20150318
1217,DAL,-12.0,20150318
1218,BOS,7.0,20150318
1219,OKC,-7.0,20150318
1220,LAC,-7.5,20150318
1221,SAC,7.5,20150318
1222,ATL,6.0,20150318
1223,GSW,-6.0,20150318
1224,WAS,3.5,20150318
1225,UTA,-3.5,20150318
1226,NYK,5.5,20150320
1227,PHI,-5.5,20150320
1228,POR,-6.5,20150320
1229,ORL,6.5,20150320
1230,DEN,6.5,20150320
1231,MIA,-6.5,20150320
1232,MIL,3.0,20150320
1233,BRK,-3.0,20150320
1234,IND,11.0,20150320
1235,CLE,-11.0,20150320
1236,ATL,-2.0,20150320
1237,OKC,2.0,20150320
1238,TOR,1.5,20150320
1239,CHI,-1.5,20150320
1240,MEM,3.5,20150320
1241,DAL,-3.5,20150320
1242,BOS,9.5,20150320
1243,SAS,-9.5,20150320
1244,CHO,-3.0,20150320
1245,SAC,3.0,20150320
1246,NOP,13.0,20150320
1247,GSW,-13.0,20150320
1248,WAS,6.5,20150320
1249,LAC,-6.5,20150320
1250,MIA,4.0,20150322
1251,OKC,-4.0,20150322
1252,SAS,2.0,20150322
1253,ATL,-2.0,20150322
1254,CLE,-8.0,20150322
1255,MIL,8.0,20150322
1256,NOP,9.0,20150322
1257,LAC,-9.0,20150322
1258,NYK,13.0,20150322
1259,TOR,-13.0,20150322
1260,WAS,-3.0,20150322
1261,SAC,3.0,20150322
1262,DET,6.0,20150322
1263,BOS,-6.0,20150322
1264,DEN,-1.0,20150322
1265,ORL,1.0,20150322
1266,CHO,-4.0,20150322
1267,MIN,4.0,20150322
1268,DAL,-3.5,20150322
1269,PHO,3.5,20150322
1270,PHI,5.0,20150322
1271,LAL,-5.0,20150322
1272,BRK,3.5,20150325
1273,CHO,-3.5,20150325
1274,LAC,-14.0,20150325
1275,NYK,14.0,20150325
1276,IND,3.0,20150325
1277,WAS,-3.0,20150325
1278,ATL,-7.5,20150325
1279,ORL,7.5,20150325
1280,CHI,-1.0,20150325
1281,TOR,1.0,20150325
1282,MIA,5.0,20150325
1283,BOS,-5.0,20150325
1284,CLE,-2.0,20150325
1285,MEM,2.0,20150325
1286,HOU,-1.5,20150325
1287,NOP,1.5,20150325
1288,LAL,2.0,20150325
1289,MIN,-2.0,20150325
1290,POR,4.5,20150325
1291,UTA,-4.5,20150325
1292,PHI,11.0,20150325
1293,DEN,-11.0,20150325
1294,OKC,7.5,20150325
1295,SAS,-7.5,20150325
1296,SAC,8.0,20150325
1297,PHO,-8.0,20150325
1298,DET,-2.0,20150327
1299,ORL,2.0,20150327
1300,LAC,-11.5,20150327
1301,PHI,11.5,20150327
1302,CHO,3.5,20150327
1303,WAS,-3.5,20150327
1304,LAL,9.5,20150327
1305,TOR,-9.5,20150327
1306,CLE,-8.5,20150327
1307,BRK,8.5,20150327
1308,MIA,8.5,20150327
1309,ATL,-8.5,20150327
1310,BOS,-9.5,20150327
1311,NYK,9.5,20150327
1312,SAC,7.0,20150327
1313,NOP,-7.0,20150327
1314,MIN,12.5,20150327
1315,HOU,-12.5,20150327
1316,GSW,-3.5,20150327
1317,MEM,3.5,20150327
1318,DAL,8.5,20150327
1319,SAS,-8.5,20150327
1320,UTA,2.0,20150327
1321,DEN,-2.0,20150327
1322,POR,-1.0,20150327
1323,PHO,1.0,20150327
1324,HOU,-2.0,20150329
1325,WAS,2.0,20150329
1326,LAL,7.0,20150329
1327,BRK,-7.0,20150329
1328,MIN,12.0,20150329
1329,NOP,-12.0,20150329
1330,PHI,16.5,20150329
1331,CLE,-16.5,20150329
1332,LAC,-5.5,20150329
1333,BOS,5.5,20150329
1334,DET,3.0,20150329
1335,MIA,-3.0,20150329
1336,DAL,1.0,20150329
1337,IND,-1.0,20150329
1338,MEM,7.5,20150329
1339,SAS,-7.5,20150329
1340,OKC,-1.0,20150329
1341,PHO,1.0,20150329
1342,MIA,12.0,20150402
1343,CLE,-12.0,20150402
1344,HOU,2.0,20150402
1345,DAL,-2.0,20150402
1346,PHO,11.5,20150402
1347,GSW,-11.5,20150402
1348,HOU,2.0,20150405
1349,OKC,-2.0,20150405
1350,CHI,8.0,20150405
1351,CLE,-8.0,20150405
1352,MIA,6.0,20150405
1353,IND,-6.0,20150405
1354,GSW,5.5,20150405
1355,SAS,-5.5,20150405
1356,PHI,-1.0,20150405
1357,NYK,1.0,20150405
1358,UTA,0.0,20150405
1359,SAC,0.0,20150405
1360,LAC,-11.5,20150405
1361,LAL,11.5,20150405
1362,WAS,-7.5,20150408
1363,PHI,7.5,20150408
1364,CHI,-8.0,20150408
1365,ORL,8.0,20150408
1366,TOR,-3.0,20150408
1367,CHO,3.0,20150408
1368,BOS,1.0,20150408
1369,DET,-1.0,20150408
1370,IND,-12.0,20150408
1371,NYK,12.0,20150408
1372,ATL,5.0,20150408
1373,BRK,-5.0,20150408
1374,CLE,-7.0,20150408
1375,MIL,7.0,20150408
1376,NOP,5.0,20150408
1377,MEM,-5.0,20150408
1378,HOU,5.5,20150408
1379,SAS,-5.5,20150408
1380,SAC,11.0,20150408
1381,UTA,-11.0,20150408
1382,LAL,11.5,20150408
1383,DEN,-11.5,20150408
1384,PHO,8.5,20150408
1385,DAL,-8.5,20150408
1386,MIN,16.5,20150408
1387,POR,-16.5,20150408
1388,TOR,-5.5,20150410
1389,ORL,5.5,20150410
1390,IND,-4.0,20150410
1391,DET,4.0,20150410
1392,MIL,-9.0,20150410
1393,NYK,9.0,20150410
1394,CHO,9.5,20150410
1395,ATL,-9.5,20150410
1396,BOS,3.0,20150410
1397,CLE,-3.0,20150410
1398,WAS,4.5,20150410
1399,BRK,-4.5,20150410
1400,PHO,8.5,20150410
1401,NOP,-8.5,20150410
1402,SAC,13.5,20150410
1403,OKC,-13.5,20150410
1404,SAS,-2.5,20150410
1405,HOU,2.5,20150410
1406,DAL,4.0,20150410
1407,DEN,-4.0,20150410
1408,MEM,-3.0,20150410
1409,UTA,3.0,20150410
1410,MIN,5.5,20150410
1411,LAL,-5.5,20150410
1412,BRK,-1.0,20150412
1413,MIL,1.0,20150412
1414,CLE,5.0,20150412
1415,BOS,-5.0,20150412
1416,CHO,7.5,20150412
1417,DET,-7.5,20150412
1418,SAC,10.0,20150412
1419,DEN,-10.0,20150412
1420,ATL,2.0,20150412
1421,WAS,-2.0,20150412
1422,OKC,3.0,20150412
1423,IND,-3.0,20150412
1424,NOP,4.5,20150412
1425,HOU,-4.5,20150412
1426,PHO,15.5,20150412
1427,SAS,-15.5,20150412
1428,DAL,-5.0,20150412
1429,LAL,5.0,20150412
1430,HOU,-10.5,20150413
1431,CHO,10.5,20150413
1432,MIL,-2.5,20150413
1433,PHI,2.5,20150413
1434,DET,8.0,20150413
1435,CLE,-8.0,20150413
1436,NYK,14.0,20150413
1437,ATL,-14.0,20150413
1438,ORL,9.5,20150413
1439,MIA,-9.5,20150413
1440,CHI,0.0,20150413
1441,BRK,0.0,20150413
1442,NOP,-11.0,20150413
1443,MIN,11.0,20150413
1444,POR,7.5,20150413
1445,OKC,-7.5,20150413
1446,DAL,10.5,20150413
1447,UTA,-10.5,20150413
1448,LAL,4.0,20150413
1449,SAC,-4.0,20150413
1450,MEM,8.5,20150413
1451,GSW,-8.5,20150413
1452,DEN,16.0,20150413
1453,LAC,-16.0,20150413
1454,CHO,11.5,20150415
1455,TOR,-11.5,20150415
1456,OKC,-13.5,20150415
1457,MIN,13.5,20150415
1458,ATL,5.0,20150415
1459,CHI,-5.0,20150415
1460,POR,6.0,20150415
1461,DAL,-6.0,20150415
1462,UTA,9.5,20150415
1463,HOU,-9.5,20150415
1464,SAS,-5.0,20150415
1465,NOP,5.0,20150415
1466,WAS,11.0,20150415
1467,CLE,-11.0,20150415
1468,ORL,7.5,20150415
1469,BRK,-7.5,20150415
1470,BOS,4.0,20150415
1471,MIL,-4.0,20150415
1472,DET,-5.5,20150415
1473,NYK,5.5,20150415
1474,MIA,2.5,20150415
1475,PHI,-2.5,20150415
1476,IND,2.0,20150415
1477,MEM,-2.0,20150415
1478,DEN,11.5,20150415
1479,GSW,-11.5,20150415
1480,SAC,3.5,20150415
1481,LAL,-3.5,20150415
1482,MIL,9.0,20141029
1483,CHO,-9.0,20141029
1484,PHI,6.5,20141029
1485,IND,-6.5,20141029
1486,BRK,-1.5,20141029
1487,BOS,1.5,20141029
1488,ATL,4.5,20141029
1489,TOR,-4.5,20141029
1490,WAS,4.0,20141029
1491,MIA,-4.0,20141029
1492,CHI,-4.0,20141029
1493,NYK,4.0,20141029
1494,MIN,8.5,20141029
1495,MEM,-8.5,20141029
1496,DET,7.0,20141029
1497,DEN,-7.0,20141029
1498,HOU,-3.0,20141029
1499,UTA,3.0,20141029
1500,LAL,10.5,20141029
1501,PHO,-10.5,20141029
1502,GSW,-4.0,20141029
1503,SAC,4.0,20141029
1504,OKC,8.0,20141029
1505,POR,-8.0,20141029
1506,HOU,-9.5,20141103
1507,PHI,9.5,20141103
1508,OKC,7.0,20141103
1509,BRK,-7.0,20141103
1510,NOP,4.5,20141103
1511,MEM,-4.5,20141103
1512,BOS,10.0,20141103
1513,DAL,-10.0,20141103
1514,SAC,7.0,20141103
1515,DEN,-7.0,20141103
1516,UTA,9.0,20141103
1517,LAC,-9.0,20141103
1518,POR,4.5,20141108
1519,LAC,-4.5,20141108
1520,WAS,-3.5,20141108
1521,IND,3.5,20141108
1522,NYK,6.5,20141108
1523,ATL,-6.5,20141108
1524,MIN,7.5,20141108
