Unnamed: 0,Team,Game Number,Location,Result,Date,Season,Opponent,EFG%,TOV%,ORB%,FTR,teamCumEFG%,teamCumTOV%,teamCumORB%,teamCumFTR,Opp EFG%,Opp TOV%,Opp ORB%,Opp FTR,Opp CumEFG%,Opp CumTOV%,Opp CumORB%,Opp CumFTR,Opp R9EFG,Opp R9TOV,Opp R9ORB,Opp R9FTR,Pace,Opp R3EFG,Opp R3TOV,Opp R3ORB,Opp R3FTR,Opp R3Pace,Opp R9Pace,Rolling9EFG,Rolling9TOV,Rolling9ORB,Rolling9FTR,Rolling9Pace,Rolling3EFG,Rolling3TOV,Rolling3ORB,Rolling3FTR,Rolling3Pace,Odds,Line,Implied Prob,Team Points,Opp Points,Cover,Oeff,Deff,Opp Oeff,Opp Deff,Rolling9OEff,Rolling9DEff,Rolling3OEff,Rolling3DEff,Opp R9 OEff,Opp R9 DEff,Opp R3 OEff,Opp R3 DEff
293,CHO,48,0,0,20180127,2017-2018,MIA,0.375,0.066,0.231,0.33299999999999996,0.496361702,0.113553191,0.226234043,0.234468085,0.494,0.114,0.244,0.129,0.527617021,0.135,0.19787234,0.173702128,0.524444444,0.12555555599999998,0.203111111,0.163555556,91.7,0.515,0.131,0.226,0.11833333300000001,93.1,94.37777778,0.516,0.108444444,0.206666667,0.236888889,98.68888889,0.5073333329999999,0.11833333300000001,0.244333333,0.254333333,99.4,160,4.5,38.46153846,91,95,1,99.3,103.6,103.6,99.3,110.86666670000001,106.2222222,110.33333329999999,106.63333329999999,107.24444440000002,106.0,104.1,109.2
294,CHO,49,0,0,20180129,2017-2018,IND,0.5,0.14800000000000002,0.256,0.157,0.493833333,0.1125625,0.226333333,0.236520833,0.578,0.12,0.171,0.10800000000000001,0.5341875,0.1195625,0.2149375,0.173604167,0.5287777779999999,0.109666667,0.19111111100000003,0.15566666699999998,93.4,0.49166666700000006,0.099,0.15833333300000002,0.168666667,96.2,94.73333333,0.49422222200000004,0.104444444,0.221222222,0.254,97.68888889,0.45399999999999996,0.095666667,0.23600000000000002,0.287666667,97.36666667,135,2.5,42.55319149,96,105,-1,102.8,112.4,112.4,102.8,109.65555559999999,105.04444440000002,105.26666670000002,104.7,108.37777779999999,103.42222220000001,102.33333329999999,99.03333333
295,CHO,50,0,1,20180131,2017-2018,ATL,0.606,0.09300000000000001,0.324,0.156,0.493959184,0.11328571400000001,0.226938776,0.234897959,0.584,0.094,0.11800000000000001,0.26,0.5154081629999999,0.13785714300000002,0.22626530600000003,0.187836735,0.509222222,0.139444444,0.22155555600000001,0.18144444399999998,91.0,0.498,0.142666667,0.217,0.192,98.86666667,96.87777778,0.49777777799999995,0.10822222199999999,0.22988888899999999,0.23444444399999997,97.73333333,0.46766666700000004,0.10366666699999999,0.245666667,0.269333333,95.16666667,-130,-2.5,56.52173913,123,110,1,135.2,120.9,120.9,135.2,109.24444440000002,107.01111110000001,107.53333329999998,108.5,105.55555559999999,110.05555559999999,103.7333333,121.16666670000001
296,CHO,51,1,1,20180202,2017-2018,IND,0.62,0.133,0.314,0.361,0.4962,0.11288,0.22888000000000003,0.23331999999999997,0.575,0.1,0.179,0.299,0.53508,0.11936,0.21498,0.17207999999999998,0.530111111,0.10433333300000001,0.18411111100000002,0.141888889,99.7,0.577333333,0.11533333300000001,0.172666667,0.161333333,97.53333333,94.6,0.514888889,0.10400000000000001,0.244666667,0.230333333,97.26666667,0.493666667,0.10233333300000001,0.270333333,0.21533333300000002,92.03333333,-155,-3.5,60.78431373,133,126,1,133.4,126.4,126.4,133.4,113.64444440000001,108.65555559999999,112.43333329999999,112.3,109.4,105.5888889,115.76666670000002,112.33333329999999
297,CHO,52,0,1,20180204,2017-2018,PHO,0.469,0.069,0.26,0.26,0.498627451,0.11327451,0.23054902,0.23582352899999998,0.63,0.187,0.063,0.16899999999999998,0.49727451,0.13439215699999998,0.239392157,0.225666667,0.501,0.139333333,0.221777778,0.206666667,99.4,0.46233333299999996,0.132333333,0.252333333,0.22033333300000002,98.03333333,96.32222222,0.520333333,0.10411111099999999,0.256777778,0.241333333,96.87777778,0.575333333,0.124666667,0.298,0.224666667,94.7,-240,-6.0,70.58823529,115,110,-1,115.7,110.7,110.7,115.7,115.75555559999998,111.17777779999999,123.8,119.9,105.42222220000001,117.1888889,100.6333333,115.63333329999999
298,CHO,53,0,0,20180205,2017-2018,DEN,0.578,0.10300000000000001,0.122,0.195,0.49805769200000005,0.112423077,0.231115385,0.236288462,0.679,0.113,0.139,0.136,0.5250576920000001,0.134538462,0.262980769,0.191769231,0.531333333,0.129888889,0.252666667,0.19066666699999998,91.8,0.540333333,0.10266666699999999,0.269333333,0.153,96.06666667,96.37777778,0.509555556,0.10333333300000001,0.254222222,0.24533333300000001,96.68888889,0.565,0.09833333300000001,0.29933333300000003,0.259,96.7,230,5.5,30.303030300000003,104,121,-1,113.3,131.8,131.8,113.3,113.98888889999999,111.5,128.1,119.33333329999999,112.24444440000002,111.48888889999999,118.1,118.23333329999998
299,CHO,54,0,0,20180208,2017-2018,POR,0.45399999999999996,0.094,0.127,0.14300000000000002,0.499566038,0.112245283,0.229056604,0.235509434,0.506,0.146,0.196,0.2,0.515339623,0.124,0.226698113,0.195867925,0.540333333,0.11177777800000001,0.22388888899999998,0.201,96.5,0.5579999999999999,0.11233333300000001,0.167333333,0.21899999999999997,95.1,94.32222222,0.518888889,0.107444444,0.24888888899999997,0.247222222,96.13333333,0.555666667,0.10166666699999999,0.23199999999999998,0.272,96.96666667,135,3.0,42.55319149,103,109,-1,96.6,102.3,102.3,96.6,114.5222222,113.96666670000002,120.8,122.96666670000002,115.14444440000001,110.4111111,113.66666670000001,117.7
300,CHO,55,0,0,20180209,2017-2018,UTA,0.465,0.07,0.106,0.17600000000000002,0.49872222200000005,0.11190740699999999,0.227166667,0.23379629600000001,0.5479999999999999,0.11599999999999999,0.2,0.16699999999999998,0.525425926,0.132240741,0.203314815,0.199944444,0.564888889,0.137555556,0.22355555600000002,0.23277777800000002,93.8,0.593,0.157,0.23,0.33666666700000003,96.33333333,97.34444444,0.509888889,0.10300000000000001,0.23455555600000003,0.23722222199999998,95.98888889,0.5003333329999999,0.08866666699999999,0.169666667,0.199333333,95.9,180,5.5,35.71428571,94,106,-1,100.3,113.1,113.1,100.3,112.53333329999998,113.17777779999999,108.53333329999998,114.93333329999999,114.16666670000001,102.6444444,118.83333329999999,106.4
301,CHO,56,1,0,20180211,2017-2018,TOR,0.483,0.11599999999999999,0.244,0.191,0.498109091,0.111145455,0.22496363600000002,0.232745455,0.667,0.11599999999999999,0.162,0.08,0.5362,0.116472727,0.2312,0.20672727300000002,0.555,0.105444444,0.233,0.17144444399999997,97.1,0.6033333329999999,0.111666667,0.166666667,0.123666667,97.4,96.32222222,0.510555556,0.09699999999999999,0.22111111100000003,0.23322222199999998,95.3,0.499,0.08900000000000001,0.11833333300000001,0.171333333,94.03333333,130,3.0,43.47826087,103,123,-1,106.0,126.6,126.6,106.0,113.01111110000001,114.5222222,103.4,115.73333329999998,117.96666670000002,104.67777779999999,118.76666670000002,96.53333333
302,CHO,57,0,1,20180214,2017-2018,ORL,0.506,0.111,0.17,0.17,0.497839286,0.111232143,0.225303571,0.23199999999999998,0.506,0.17600000000000002,0.196,0.174,0.522035714,0.128303571,0.204839286,0.18876785699999998,0.550111111,0.121111111,0.209555556,0.21811111100000002,100.4,0.49200000000000005,0.10800000000000001,0.19266666699999999,0.231,94.76666667,95.01111111,0.505555556,0.099111111,0.220444444,0.21911111100000003,94.93333333,0.46733333299999996,0.093333333,0.159,0.17,95.8,-200,-5.0,66.66666667,104,102,-1,103.6,101.6,101.6,103.6,111.4,116.42222220000001,100.9666667,114.0,114.06666670000001,113.57777779999999,107.3,110.56666670000001
303,CHO,58,1,1,20180222,2017-2018,BRK,0.546,0.128,0.302,0.184,0.497982456,0.11122807,0.224333333,0.23091228100000002,0.462,0.083,0.212,0.10800000000000001,0.506350877,0.131052632,0.218157895,0.205929825,0.503444444,0.122888889,0.22011111100000003,0.180222222,94.6,0.524333333,0.12666666699999998,0.232666667,0.16066666699999999,97.56666667,94.95555556,0.5201111110000001,0.10411111099999999,0.213666667,0.201,95.9,0.48466666700000005,0.099,0.173333333,0.179,97.1,-325,-7.5,76.47058824,111,96,1,117.4,101.5,101.5,117.4,111.87777779999999,116.2,103.3,113.76666670000002,107.5888889,118.2888889,111.43333329999999,120.73333329999998
304,CHO,59,0,1,20180223,2017-2018,WAS,0.583,0.075,0.302,0.18899999999999997,0.498810345,0.111517241,0.225672414,0.23010344800000002,0.5489999999999999,0.13699999999999998,0.17600000000000002,0.198,0.525431034,0.124844828,0.231844828,0.20260344800000002,0.531333333,0.122,0.24344444399999998,0.18633333300000002,92.6,0.557,0.108333333,0.178666667,0.141666667,96.3,96.24444444,0.525222222,0.10188888900000001,0.218777778,0.204,96.03333333,0.5116666670000001,0.11833333300000001,0.238666667,0.181666667,97.36666667,145,3.5,40.81632653,122,105,1,131.8,113.4,113.4,131.8,113.5,114.98888889999999,109.0,109.9,112.6,108.03333329999998,113.8,105.7
305,CHO,60,1,1,20180225,2017-2018,DET,0.568,0.155,0.28300000000000003,0.159,0.500237288,0.110898305,0.226966102,0.22940678,0.518,0.157,0.19,0.11800000000000001,0.512271186,0.12020339,0.223677966,0.17279661,0.513222222,0.12300000000000001,0.231222222,0.18933333300000002,100.1,0.504,0.141,0.228333333,0.178666667,96.7,97.92222222,0.5226666670000001,0.09988888900000001,0.21633333300000002,0.207666667,96.21111111,0.545,0.10466666699999999,0.258,0.18100000000000002,95.86666667,-190,-4.0,65.51724138,114,98,1,113.9,97.9,97.9,113.9,113.12222220000001,114.15555559999999,117.6,105.5,107.87777779999999,110.1111111,103.5,111.1
306,CHO,61,1,1,20180227,2017-2018,CHI,0.628,0.133,0.154,0.183,0.501366667,0.111633333,0.2279,0.228233333,0.537,0.18100000000000002,0.275,0.198,0.4995,0.11758333300000001,0.19446666699999998,0.166283333,0.48111111100000004,0.106555556,0.189222222,0.18600000000000003,97.6,0.47766666700000004,0.11566666699999999,0.202333333,0.136666667,101.6333333,98.24444444,0.516888889,0.10233333300000001,0.212888889,0.185222222,96.25555556,0.565666667,0.11933333300000001,0.295666667,0.177333333,95.76666667,-600,-10.0,85.71428571,118,103,1,120.9,105.5,105.5,120.9,110.95555559999998,110.98888889999999,121.03333329999998,104.2666667,103.4444444,112.54444440000002,100.4333333,112.1
307,CHO,62,0,0,20180228,2017-2018,BOS,0.511,0.065,0.17300000000000001,0.14300000000000002,0.503442623,0.111983607,0.226688525,0.22749180300000002,0.69,0.09699999999999999,0.14300000000000002,0.161,0.5173278689999999,0.12213114800000001,0.208491803,0.186032787,0.5043333329999999,0.111666667,0.21644444399999999,0.195777778,97.8,0.5379999999999999,0.090333333,0.233666667,0.197666667,98.33333333,96.42222222,0.534555556,0.109444444,0.201111111,0.176666667,96.05555556,0.593,0.121,0.24633333300000002,0.177,96.76666667,255,7.0,28.16901408,106,134,-1,108.3,137.0,137.0,108.3,111.53333329999998,110.4111111,122.2,105.6,108.9111111,111.43333329999999,118.66666670000001,114.76666670000002
308,CHO,63,0,0,20180302,2017-2018,PHI,0.488,0.095,0.152,0.247,0.503564516,0.111225806,0.22582258100000002,0.22612903199999998,0.562,0.107,0.179,0.235,0.528774194,0.147822581,0.254016129,0.2135,0.539888889,0.142777778,0.26388888899999996,0.235888889,95.2,0.573,0.144666667,0.226333333,0.230666667,95.7,96.18888889,0.527111111,0.10522222199999999,0.206777778,0.170888889,96.72222222,0.569,0.11766666699999999,0.203333333,0.161666667,98.5,155,3.5,39.21568627,99,110,-1,104.0,115.5,115.5,104.0,110.9777778,110.98888889999999,114.36666670000001,113.46666670000002,111.7111111,108.4777778,114.26666670000002,109.3
309,CHO,64,0,0,20180304,2017-2018,TOR,0.406,0.08199999999999999,0.18,0.341,0.50331746,0.110968254,0.224650794,0.226460317,0.494,0.13699999999999998,0.196,0.253,0.53752381,0.115,0.225063492,0.21031746,0.56,0.106111111,0.180555556,0.217777778,98.3,0.48766666700000005,0.10433333300000001,0.24766666699999998,0.275666667,93.46666667,96.54444444,0.530888889,0.105333333,0.209555556,0.18244444399999998,96.57777778,0.542333333,0.097666667,0.15966666699999998,0.191,96.86666667,360,9.0,21.73913043,98,103,1,99.7,104.8,104.8,99.7,111.8,112.45555559999998,111.06666670000001,119.33333329999999,117.2,104.1555556,111.13333329999999,101.1
310,CHO,65,1,0,20180306,2017-2018,PHI,0.569,0.096,0.19,0.28800000000000003,0.501796875,0.110515625,0.223953125,0.22825,0.667,0.13,0.28600000000000003,0.138,0.53021875,0.14771875,0.25325,0.211890625,0.547,0.140666667,0.23922222199999998,0.227666667,95.0,0.6023333329999999,0.178333333,0.224333333,0.193666667,98.5,97.02222222,0.524333333,0.10666666699999999,0.217777778,0.20077777800000002,97.07777778,0.46833333299999996,0.080666667,0.168333333,0.243666667,97.1,115,1.5,46.51162791,114,128,-1,120.0,134.8,134.8,120.0,111.73333329999998,111.53333329999998,104.0,119.1,112.63333329999999,110.8111111,114.6,115.33333329999999
311,CHO,66,1,0,20180308,2017-2018,BRK,0.506,0.11699999999999999,0.15,0.294,0.502830769,0.110292308,0.22343076899999997,0.22916923100000003,0.5710000000000001,0.09,0.231,0.217,0.5079076920000001,0.129830769,0.217015385,0.202215385,0.513444444,0.11966666699999999,0.217444444,0.176666667,101.3,0.5063333329999999,0.133666667,0.275666667,0.203,96.83333333,97.36666667,0.533888889,0.104444444,0.211777778,0.211555556,96.84444444,0.48766666700000005,0.091,0.174,0.292,96.16666667,-280,-7.0,73.68421053,111,125,-1,109.6,123.4,123.4,109.6,113.2888889,112.44444440000001,107.9,118.36666670000001,108.8,114.6888889,110.56666670000001,117.63333329999999
312,CHO,67,1,1,20180310,2017-2018,PHO,0.58,0.10800000000000001,0.18899999999999997,0.24100000000000002,0.502878788,0.11039393900000001,0.222318182,0.230151515,0.614,0.133,0.128,0.157,0.497515152,0.13207575800000002,0.229409091,0.213090909,0.495555556,0.119777778,0.210666667,0.182222222,100.0,0.545333333,0.129,0.21833333300000002,0.11199999999999999,100.7,102.4888889,0.533888889,0.105111111,0.209555556,0.225333333,96.94444444,0.493666667,0.09833333300000001,0.173333333,0.307666667,98.2,-750,-13.0,88.23529412,122,115,-1,122.0,115.0,115.0,122.0,113.95555559999998,114.86666670000001,109.76666670000002,121.0,103.82222220000001,115.0,109.6,120.16666670000001
313,CHO,68,0,0,20180313,2017-2018,NOP,0.522,0.11199999999999999,0.182,0.19399999999999998,0.504029851,0.110358209,0.22182089600000002,0.230313433,0.5429999999999999,0.1,0.275,0.057999999999999996,0.5437164179999999,0.130910448,0.19680597,0.191179104,0.539222222,0.112555556,0.19,0.151444444,104.7,0.5053333329999999,0.11966666699999999,0.177333333,0.11966666699999999,102.2666667,102.81111109999999,0.537666667,0.102888889,0.19699999999999998,0.231666667,97.54444444,0.551666667,0.107,0.176333333,0.274333333,98.76666667,165,4.5,37.73584906,115,119,1,109.8,113.7,113.7,109.8,114.46666670000002,116.36666670000001,117.2,124.4,111.73333329999998,109.7,102.6,113.16666670000001
314,CHO,69,0,1,20180315,2017-2018,ATL,0.626,0.091,0.13,0.23,0.504294118,0.110382353,0.22123529399999997,0.229779412,0.556,0.098,0.133,0.18899999999999997,0.514661765,0.138691176,0.21697058800000002,0.194338235,0.504888889,0.155888889,0.192777778,0.19288888899999998,103.9,0.534666667,0.148666667,0.18933333300000002,0.19066666699999998,97.36666667,102.1,0.530888889,0.107,0.183666667,0.232222222,98.88888889,0.536,0.11233333300000001,0.173666667,0.243,102.0,-185,-4.5,64.9122807,129,117,1,124.1,112.6,112.6,124.1,112.0222222,116.4,113.8,117.36666670000001,101.58888890000001,112.7111111,108.23333329999998,123.26666670000002
315,CHO,70,0,0,20180317,2017-2018,NYK,0.41700000000000004,0.08800000000000001,0.228,0.289,0.506057971,0.110101449,0.219913043,0.229782609,0.55,0.069,0.245,0.14,0.511,0.132086957,0.24269565199999998,0.181826087,0.5121111110000001,0.124666667,0.23322222199999998,0.13922222199999998,100.4,0.525666667,0.127,0.209,0.166,97.53333333,97.44444444,0.537333333,0.09988888900000001,0.166666667,0.24011111100000002,99.31111111,0.5760000000000001,0.10366666699999999,0.16699999999999998,0.22166666699999998,102.8666667,-270,-6.0,72.97297297,101,124,-1,100.6,123.6,123.6,100.6,113.15555559999999,118.03333329999998,118.63333329999999,113.76666670000002,106.93333329999999,121.57777779999999,106.86666670000001,122.96666670000002
316,CHO,71,0,0,20180319,2017-2018,PHI,0.41700000000000004,0.085,0.122,0.28600000000000003,0.5047857139999999,0.109785714,0.220028571,0.230628571,0.5479999999999999,0.135,0.34,0.065,0.5321571429999999,0.14515714300000002,0.25351428600000003,0.20907142899999998,0.569333333,0.138,0.245666667,0.18388888899999997,95.4,0.5589999999999999,0.10366666699999999,0.238666667,0.162333333,97.66666667,98.2,0.513888889,0.094888889,0.174888889,0.251888889,99.62222222,0.5216666670000001,0.09699999999999999,0.18,0.237666667,103.0,300,7.5,25.0,94,108,-1,98.5,113.2,113.2,98.5,110.9,120.04444440000002,111.5,116.63333329999999,115.5888889,109.04444440000002,118.4,107.53333329999998
317,CHO,72,0,1,20180321,2017-2018,BRK,0.39899999999999997,0.102,0.39,0.38299999999999995,0.503549296,0.10943662,0.21864788699999999,0.23140845100000001,0.489,0.105,0.182,0.151,0.5107887320000001,0.129478873,0.21864788699999999,0.20600000000000002,0.530111111,0.128333333,0.249444444,0.232333333,102.3,0.58,0.133666667,0.24600000000000002,0.273333333,96.36666667,97.01111111,0.503444444,0.097111111,0.169222222,0.267777778,99.35555556,0.48666666700000005,0.08800000000000001,0.16,0.268333333,99.9,-110,0.0,52.38095238,111,105,1,108.6,102.7,102.7,108.6,109.8111111,117.4,107.73333329999998,116.46666670000002,113.75555559999998,118.0,120.5,117.96666670000002
318,CHO,73,1,1,20180322,2017-2018,MEM,0.636,0.07200000000000001,0.275,0.25,0.5020972220000001,0.109333333,0.221027778,0.23351388899999997,0.41,0.179,0.17600000000000002,0.192,0.49719444399999996,0.13570833300000001,0.22086111100000003,0.208902778,0.479777778,0.128,0.233666667,0.182888889,97.2,0.47966666700000005,0.14300000000000002,0.24600000000000002,0.167333333,99.73333333,95.68888889,0.493555556,0.097888889,0.195666667,0.282888889,100.1444444,0.41100000000000003,0.091666667,0.246666667,0.319333333,99.36666667,-475,-9.0,82.60869565,140,79,1,144.0,81.2,81.2,144.0,110.32222220000001,115.9777778,102.5666667,113.16666670000001,102.2333333,119.5222222,99.7,126.2
319,CHO,74,0,1,20180324,2017-2018,DAL,0.446,0.11,0.217,0.217,0.503931507,0.108821918,0.221767123,0.233739726,0.462,0.10800000000000001,0.09300000000000001,0.154,0.5172876710000001,0.11187671199999999,0.17909589,0.17090411,0.5191111110000001,0.10333333300000001,0.211888889,0.170222222,104.3,0.529666667,0.106333333,0.164666667,0.12766666699999998,97.73333333,95.7,0.5191111110000001,0.09677777800000001,0.20622222199999998,0.272777778,100.0222222,0.484,0.08633333300000001,0.262333333,0.306333333,98.3,-117,-1.0,53.91705069,102,98,1,97.8,94.0,94.0,97.8,115.24444440000002,113.35555559999999,117.03333329999998,99.03333333,110.36666670000001,110.53333329999998,107.93333329999999,115.2
320,CHO,75,1,1,20180326,2017-2018,NYK,0.608,0.11699999999999999,0.268,0.258,0.503148649,0.108837838,0.221702703,0.23351351399999998,0.557,0.083,0.256,0.105,0.510918919,0.130621622,0.24410810800000002,0.178527027,0.5156666670000001,0.11433333300000001,0.24211111100000002,0.141666667,95.8,0.498,0.11633333300000001,0.255666667,0.13,93.83333333,97.2,0.505444444,0.09833333300000001,0.20922222199999999,0.26488888899999996,101.0555556,0.493666667,0.094666667,0.294,0.283333333,101.2666667,-850,-11.5,89.47368421,137,128,-1,129.5,121.0,121.0,129.5,112.7777778,108.82222220000001,116.8,92.63333333,109.8888889,114.1888889,107.66666670000001,115.4
321,CHO,76,1,0,20180328,2017-2018,CLE,0.546,0.131,0.182,0.289,0.5045466670000001,0.108946667,0.22232,0.23384000000000002,0.5429999999999999,0.055999999999999994,0.244,0.183,0.5481600000000001,0.123053333,0.198533333,0.213666667,0.563888889,0.111,0.222222222,0.213666667,92.9,0.502,0.095666667,0.253666667,0.192333333,93.13333333,97.53333333,0.516777778,0.09833333300000001,0.222333333,0.260888889,100.4444444,0.563333333,0.09966666699999999,0.253333333,0.241666667,99.1,105,1.5,48.780487799999996,105,118,-1,113.0,127.0,127.0,113.0,114.98888889999999,108.55555559999999,123.76666670000002,98.73333333,118.7222222,113.0,113.46666670000002,113.36666670000001
322,CHO,77,0,0,20180331,2017-2018,WAS,0.494,0.161,0.214,0.221,0.505092105,0.10923684199999999,0.221789474,0.234565789,0.557,0.114,0.22899999999999998,0.102,0.526605263,0.127723684,0.236657895,0.19993421100000003,0.5337777779999999,0.133666667,0.254555556,0.174666667,94.1,0.535333333,0.132333333,0.253333333,0.134,95.86666667,93.48888889,0.513,0.10088888900000001,0.22155555600000001,0.266222222,99.65555556,0.533333333,0.11933333300000001,0.222333333,0.254666667,97.66666667,195,5.5,33.89830508,93,107,-1,98.8,113.7,113.7,98.8,113.98888889999999,109.8888889,113.43333329999999,114.0,110.0222222,110.6,109.5,104.9
323,CHO,78,1,0,20180401,2017-2018,PHI,0.457,0.142,0.196,0.32899999999999996,0.504948052,0.109909091,0.221688312,0.23438961,0.585,0.125,0.184,0.096,0.53387013,0.143025974,0.250480519,0.20550649399999998,0.5575555560000001,0.124222222,0.22133333300000002,0.160444444,102.1,0.556,0.11566666699999999,0.176333333,0.107666667,103.4666667,103.18888890000001,0.509888889,0.106333333,0.225111111,0.269222222,98.47777778,0.549333333,0.136333333,0.22133333300000002,0.256,94.26666667,120,2.0,45.45454545,102,119,-1,99.9,116.5,116.5,99.9,112.76666670000002,109.8888889,113.76666670000002,120.56666670000001,112.84444440000001,96.75555556,109.96666670000002,92.83333333
324,CHO,79,0,0,20180403,2017-2018,CHI,0.574,0.17600000000000002,0.233,0.259,0.5043333329999999,0.11032051300000001,0.221358974,0.235602564,0.54,0.061,0.22,0.131,0.4985,0.118769231,0.204320513,0.16746153800000002,0.47433333299999997,0.12644444400000002,0.243888889,0.160222222,101.4,0.5379999999999999,0.122666667,0.195333333,0.143666667,98.16666667,97.83333333,0.491111111,0.11199999999999999,0.23244444399999997,0.28022222199999997,98.27777778,0.499,0.144666667,0.197333333,0.279666667,96.36666667,-220,-5.5,68.75,114,120,-1,112.5,118.4,118.4,112.5,110.07777779999999,110.32222220000001,103.9,119.06666670000001,101.82222220000001,112.7111111,109.6,98.26666667
325,CHO,80,0,1,20180406,2017-2018,ORL,0.657,0.085,0.273,0.27899999999999997,0.50521519,0.111151899,0.22150632899999997,0.235898734,0.495,0.07400000000000001,0.226,0.07400000000000001,0.514151899,0.127481013,0.201468354,0.182202532,0.462777778,0.100111111,0.225444444,0.14,94.5,0.492666667,0.098,0.24600000000000002,0.143666667,94.23333333,95.66666667,0.508555556,0.121777778,0.233,0.27688888899999997,98.38888889,0.5083333329999999,0.15966666699999998,0.21433333300000001,0.26966666699999997,99.2,-225,-5.5,69.23076923,137,100,1,145.0,105.9,105.9,145.0,111.4,109.74444440000002,103.7333333,116.2,100.5222222,106.2222222,106.83333329999999,109.5
326,CHO,81,1,0,20180408,2017-2018,IND,0.569,0.184,0.135,0.325,0.5071125,0.110825,0.22215,0.2364375,0.586,0.122,0.184,0.151,0.5259875,0.1194,0.225975,0.1766375,0.5086666670000001,0.110555556,0.259222222,0.160555556,106.5,0.499666667,0.11466666699999999,0.231333333,0.144666667,95.9,92.26666667,0.535222222,0.121777778,0.249777778,0.276111111,98.28888889,0.562666667,0.134333333,0.23399999999999999,0.289,99.33333333,113,2.0,46.94835681,117,123,-1,109.9,115.5,115.5,109.9,116.56666670000001,108.93333329999999,119.13333329999999,113.6,110.51111110000001,107.24444440000002,105.33333329999999,105.96666670000002
327,CHO,82,0,1,20180410,2017-2018,IND,0.556,0.054000000000000006,0.245,0.091,0.507876543,0.111728395,0.22107407399999998,0.23753086399999998,0.444,0.064,0.23600000000000002,0.051,0.526728395,0.119432099,0.22545679,0.176320988,0.529,0.110555556,0.24933333300000002,0.157,95.1,0.514333333,0.113666667,0.245,0.143333333,99.06666667,93.41111111,0.554111111,0.130888889,0.221444444,0.26966666699999997,98.75555556,0.6,0.148333333,0.213666667,0.287666667,100.8,240,6.5,29.41176471,119,93,1,125.2,97.8,97.8,125.2,116.7111111,110.35555559999999,122.46666670000002,113.26666670000002,112.7222222,108.36666670000001,108.06666670000001,105.83333329999999
328,MIN,1,0,0,20171018,2017-2018,SAS,0.48200000000000004,0.12,0.22399999999999998,0.2,,,,,0.506,0.102,0.27899999999999997,0.191,,,,,,,,,94.5,,,,,,,,,,,,,,,,,105,1.0,48.780487799999996,99,107,-1,104.8,113.3,113.3,104.8,,,,,,,,
329,MIN,2,1,1,20171020,2017-2018,UTA,0.488,0.14,0.244,0.259,0.48200000000000004,0.12,0.22399999999999998,0.2,0.539,0.184,0.171,0.182,0.562,0.146,0.162,0.185,,,,,95.1,,,,,,,,,,,,,,,,,-190,-5.5,65.51724138,100,97,-1,105.2,102.0,102.0,105.2,,,,,,,,
330,MIN,3,0,1,20171022,2017-2018,OKC,0.5579999999999999,0.15,0.27,0.221,0.485,0.13,0.23399999999999999,0.2295,0.536,0.096,0.205,0.10400000000000001,0.4875,0.1585,0.24600000000000002,0.166,,,,,101.1,,,,,,,,,,,,,,,,,165,4.5,37.73584906,115,113,1,113.7,111.8,111.8,113.7,,,,,,,,
331,MIN,4,1,0,20171024,2017-2018,IND,0.541,0.128,0.209,0.163,0.5093333329999999,0.136666667,0.24600000000000002,0.226666667,0.726,0.161,0.308,0.095,0.5073333329999999,0.10333333300000001,0.228,0.227666667,,,,,97.6,0.5073333329999999,0.10333333300000001,0.228,0.227666667,103.5333333,,,,,,,0.5093333329999999,0.136666667,0.24600000000000002,0.226666667,96.9,-750,-11.0,88.23529412,107,130,-1,109.7,133.2,133.2,109.7,,,107.9,109.03333329999998,,,110.06666670000001,114.96666670000002
332,MIN,5,0,0,20171025,2017-2018,DET,0.488,0.129,0.16699999999999998,0.212,0.51725,0.1345,0.23675,0.21075,0.603,0.12300000000000001,0.28600000000000003,0.12,0.49575,0.1195,0.23925,0.1515,,,,,99.1,0.503,0.135,0.262333333,0.163666667,95.66666667,,,,,,,0.529,0.139333333,0.24100000000000002,0.21433333300000001,97.93333333,-118,-1.5,54.12844037,101,122,-1,101.9,123.1,123.1,101.9,,,109.53333329999998,115.66666670000001,,,107.53333329999998,111.23333329999998
333,MIN,6,1,1,20171027,2017-2018,OKC,0.535,0.129,0.415,0.314,0.5114,0.1334,0.2228,0.21100000000000002,0.547,0.126,0.289,0.256,0.5194,0.1424,0.2716,0.1788,,,,,96.1,0.540666667,0.131666667,0.288666667,0.18733333300000002,99.16666667,,,,,,,0.529,0.135666667,0.21533333300000002,0.198666667,99.26666667,135,2.5,42.55319149,119,116,1,123.9,120.7,120.7,123.9,,,108.43333329999999,122.7,,,115.4,111.1
334,MIN,7,0,1,20171030,2017-2018,MIA,0.511,0.131,0.222,0.35200000000000004,0.515333333,0.132666667,0.254833333,0.228166667,0.565,0.188,0.33299999999999996,0.183,0.528833333,0.145,0.2,0.158,,,,,99.8,0.5196666670000001,0.154,0.2,0.195333333,95.26666667,,,,,,,0.521333333,0.12866666699999998,0.26366666699999997,0.229666667,97.6,-150,-1.5,60.0,125,122,1,113.4,110.7,110.7,113.4,,,111.83333329999999,125.66666670000001,,,105.03333329999998,114.2
