Unnamed: 0,Team,Game Number,Location,Result,Date,Season,Opponent,EFG%,TOV%,ORB%,FTR,teamCumEFG%,teamCumTOV%,teamCumORB%,teamCumFTR,Opp EFG%,Opp TOV%,Opp ORB%,Opp FTR,Opp CumEFG%,Opp CumTOV%,Opp CumORB%,Opp CumFTR,Opp R9EFG,Opp R9TOV,Opp R9ORB,Opp R9FTR,Pace,Opp R3EFG,Opp R3TOV,Opp R3ORB,Opp R3FTR,Opp R3Pace,Opp R9Pace,Rolling9EFG,Rolling9TOV,Rolling9ORB,Rolling9FTR,Rolling9Pace,Rolling3EFG,Rolling3TOV,Rolling3ORB,Rolling3FTR,Rolling3Pace,Odds,Line,Implied Prob,Team Points,Opp Points,Cover,Oeff,Deff,Opp Oeff,Opp Deff,Rolling9OEff,Rolling9DEff,Rolling3OEff,Rolling3DEff,Opp R9 OEff,Opp R9 DEff,Opp R3 OEff,Opp R3 DEff
0,CLE,1,1,1,20171017,2017-2018,BOS,0.488,0.153,0.196,0.253,,,,,0.455,0.092,0.18,0.21600000000000003,,,,,,,,,99.3,,,,,,,,,,,,,,,,,-175,-3.0,63.63636364,102,99,0,102.7,99.7,99.7,102.7,,,,,,,,
1,CLE,2,0,1,20171020,2017-2018,MIL,0.611,0.161,0.29,0.21,0.488,0.153,0.196,0.253,0.53,0.138,0.18600000000000003,0.122,0.546,0.14400000000000002,0.158,0.32899999999999996,,,,,92.7,,,,,,,,,,,,,,,,,-135,-1.5,57.44680851,116,97,1,125.2,104.7,104.7,125.2,,,,,,,,
2,CLE,3,1,0,20171021,2017-2018,ORL,0.424,0.14,0.22399999999999998,0.233,0.5495,0.157,0.243,0.2315,0.539,0.10800000000000001,0.267,0.18899999999999997,0.5645,0.1535,0.23199999999999998,0.195,,,,,97.9,,,,,,,,,,,,,,,,,-900,-11.0,90.0,93,114,-1,95.0,116.4,116.4,95.0,,,,,,,,
3,CLE,4,1,1,20171024,2017-2018,CHI,0.614,0.08900000000000001,0.205,0.205,0.5076666670000001,0.15133333300000001,0.236666667,0.23199999999999998,0.574,0.08800000000000001,0.205,0.125,0.491,0.144333333,0.198666667,0.13,,,,,92.1,0.491,0.144333333,0.198666667,0.13,95.7,,,,,,,0.5076666670000001,0.15133333300000001,0.236666667,0.23199999999999998,96.63333333,-1500,-14.0,93.75,119,112,-1,129.3,121.7,121.7,129.3,,,107.63333329999999,106.93333329999999,,,100.9,112.66666670000001
4,CLE,5,0,0,20171025,2017-2018,BRK,0.556,0.185,0.243,0.21,0.53425,0.13575,0.22875,0.22525,0.522,0.105,0.20800000000000002,0.161,0.525,0.14225,0.2835,0.2895,,,,,101.5,0.519,0.137666667,0.294666667,0.28300000000000003,105.96666670000002,,,,,,,0.549666667,0.13,0.239666667,0.21600000000000003,94.23333333,-270,-7.0,72.97297297,107,112,-1,105.4,110.3,110.3,105.4,,,116.5,114.26666670000002,,,114.13333329999999,110.03333329999998
5,CLE,6,0,0,20171028,2017-2018,NOP,0.5379999999999999,0.17,0.11900000000000001,0.218,0.5386,0.1456,0.2316,0.2222,0.584,0.09699999999999999,0.23800000000000002,0.126,0.522,0.1498,0.2296,0.2284,,,,,100.3,0.548333333,0.15233333300000002,0.169666667,0.231666667,100.9333333,,,,,,,0.531333333,0.138,0.22399999999999998,0.21600000000000003,97.16666667,-170,-4.0,62.96296296,101,123,-1,100.7,122.7,122.7,100.7,,,109.9,116.13333329999999,,,107.63333329999999,106.0
6,CLE,7,1,0,20171029,2017-2018,NYK,0.444,0.139,0.149,0.284,0.5385,0.149666667,0.212833333,0.2215,0.545,0.125,0.244,0.191,0.5005,0.145666667,0.29533333300000003,0.201833333,,,,,99.0,0.539666667,0.137333333,0.318666667,0.183,96.8,,,,,,,0.569333333,0.14800000000000002,0.18899999999999997,0.21100000000000002,97.96666667,-470,-9.5,82.45614035,95,114,-1,96.0,115.2,115.2,96.0,,,111.8,118.23333329999998,,,116.06666670000001,100.1333333
7,CLE,8,1,0,20171101,2017-2018,IND,0.541,0.14400000000000002,0.18600000000000003,0.163,0.525,0.148142857,0.20371428600000002,0.23042857100000003,0.633,0.10300000000000001,0.195,0.111,0.524571429,0.134714286,0.246857143,0.219142857,,,,,99.5,0.47466666700000004,0.15733333300000002,0.24533333300000001,0.252,97.73333333,,,,,,,0.5126666670000001,0.164666667,0.170333333,0.237333333,100.2666667,-600,-11.0,85.71428571,107,124,-1,107.5,124.6,124.6,107.5,,,100.7,116.06666670000001,,,100.33333329999999,99.0
8,CLE,9,0,1,20171103,2017-2018,WAS,0.634,0.129,0.222,0.317,0.527,0.147625,0.2015,0.222,0.601,0.141,0.257,0.25,0.52075,0.120625,0.247375,0.249125,,,,,100.2,0.557333333,0.127,0.284,0.22133333300000002,96.96666667,,,,,,,0.5076666670000001,0.151,0.15133333300000001,0.22166666699999998,99.6,155,3.5,39.21568627,130,122,1,129.8,121.8,121.8,129.8,,,101.4,120.83333329999999,,,119.6,114.7
9,CLE,10,1,0,20171105,2017-2018,ATL,0.49,0.109,0.313,0.21899999999999997,0.538888889,0.145555556,0.20377777800000002,0.23255555600000002,0.541,0.14400000000000002,0.256,0.27899999999999997,0.49,0.136555556,0.188222222,0.19111111100000003,0.49,0.136555556,0.188222222,0.19111111100000003,102.2,0.526666667,0.15533333300000002,0.146,0.22,102.7,99.94444444,0.538888889,0.145555556,0.20377777800000002,0.23255555600000002,98.05555556,0.539666667,0.137333333,0.18566666699999998,0.254666667,99.56666667,-1000,-13.5,90.90909091,115,117,-1,112.5,114.5,114.5,112.5,110.17777779999999,115.23333329999998,111.1,120.53333329999998,101.2666667,110.13333329999999,103.66666670000001,115.43333329999999
10,CLE,11,1,1,20171107,2017-2018,MIL,0.555,0.10800000000000001,0.3,0.402,0.534,0.1419,0.2147,0.2312,0.645,0.151,0.22899999999999998,0.145,0.5566,0.1377,0.157,0.18,0.557777778,0.13699999999999998,0.156888889,0.163444444,96.3,0.591333333,0.135333333,0.205666667,0.124333333,96.0,95.94444444,0.539111111,0.140666667,0.216777778,0.22877777800000001,98.37777778,0.555,0.12733333300000002,0.240333333,0.233,100.6333333,-165,-4.0,62.26415094,124,119,1,128.7,123.6,123.6,128.7,111.26666670000002,116.87777779999999,116.6,120.3,109.4111111,114.33333329999999,116.43333329999999,123.03333329999998
