,Team,ML Odds,Date
1725,TOR,-3500,20150114
1726,MEM,-250,20150114
1727,BRK,210,20150114
1728,ATL,-320,20150114
1729,BOS,260,20150114
1730,WAS,210,20150114
1731,CHI,-250,20150114
1732,DAL,110,20150114
1733,DEN,-130,20150114
1734,MIA,1400,20150114
1735,GSW,-1800,20150114
1736,LAC,145,20150114
1737,POR,-165,20150114
1738,UTA,260,20150122
1739,MIL,-320,20150122
1740,SAS,-200,20150122
1741,CHI,170,20150122
1742,BOS,240,20150122
1743,POR,-280,20150122
1744,BRK,550,20150122
1745,LAC,-800,20150122
1746,MIN,1250,20150126
1747,OKC,-2000,20150126
1748,ORL,800,20150126
1749,MEM,-1250,20150126
1750,PHI,925,20150126
1751,NOP,-1400,20150126
1752,BOS,315,20150126
1753,UTA,-380,20150126
1754,DEN,800,20150126
1755,LAC,-1250,20150126
1756,SAC,-165,20150126
1757,NYK,145,20150126
1758,POR,-350,20150126
1759,BRK,290,20150126
1760,MIA,145,20150201
1761,BOS,-165,20150201
1762,LAL,135,20150201
1763,NYK,-155,20150201
1764,DEN,-350,20150203
1765,PHI,290,20150203
1766,BOS,100,20150203
1767,NYK,-120,20150203
1768,MIA,155,20150203
1769,DET,-175,20150203
1770,UTA,350,20150203
1771,POR,-440,20150203
1772,GSW,-550,20150203
1773,SAC,425,20150203
1774,DET,145,20150204
1775,IND,-165,20150204
1776,BRK,270,20150204
1777,TOR,-330,20150204
1778,WAS,180,20150204
1779,ATL,-220,20150204
1780,DEN,125,20150204
1781,BOS,-145,20150204
1782,CHI,125,20150204
1783,HOU,-145,20150204
1784,MIA,105,20150204
1785,MIN,-125,20150204
1786,LAL,315,20150204
1787,MIL,-380,20150204
1788,OKC,130,20150204
1789,NOP,-150,20150204
1790,ORL,800,20150204
1791,SAS,-1250,20150204
1792,MEM,-260,20150204
1793,UTA,220,20150204
1794,DAL,425,20150204
1795,GSW,-550,20150204
1796,CHI,-125,20150207
1797,NOP,105,20150207
1798,BRK,200,20150207
1799,WAS,-240,20150207
1800,GSW,-1200,20150207
1801,NYK,775,20150207
1802,CHO,-310,20150207
1803,PHI,255,20150207
1804,POR,125,20150207
1805,DAL,-145,20150207
1806,BOS,195,20150207
1807,MIL,-235,20150207
1808,SAC,185,20150207
1809,UTA,-225,20150207
1810,PHI,475,20150223
1811,MIA,-650,20150223
1812,TOR,-320,20150223
1813,NOP,260,20150223
1814,MIL,270,20150223
1815,CHI,-330,20150223
1816,MIN,400,20150223
1817,HOU,-500,20150223
1818,SAS,-220,20150223
1819,UTA,180,20150223
1820,BOS,295,20150223
1821,PHO,-325,20150223
1822,BRK,-130,20150223
1823,DEN,110,20150223
1824,MEM,140,20150223
1825,LAC,-160,20150223
1826,MIA,-155,20150225
1827,ORL,135,20150225
1828,NYK,700,20150225
1829,BOS,-1100,20150225
1830,DAL,245,20150225
1831,ATL,-265,20150225
1832,WAS,115,20150225
1833,MIN,-135,20150225
1834,BRK,-145,20150225
1835,NOP,125,20150225
1836,PHI,475,20150225
1837,MIL,-650,20150225
1838,LAC,145,20150225
1839,HOU,-165,20150225
1840,CHO,265,20150225
1841,CHI,-325,20150225
1842,PHO,-215,20150225
1843,DEN,195,20150225
1844,LAL,425,20150225
1845,UTA,-550,20150225
1846,MEM,-290,20150225
1847,SAC,245,20150225
1848,SAS,135,20150225
1849,POR,-155,20150225
1850,CHI,425,20150308
1851,SAS,-550,20150308
1852,LAC,340,20150308
1853,GSW,-425,20150308
1854,UTA,115,20150308
1855,BRK,-135,20150308
1856,BOS,-118,20150308
1857,ORL,-102,20150308
1858,CHO,100,20150308
1859,DET,-120,20150308
1860,TOR,245,20150308
1861,OKC,-290,20150308
1862,DAL,-290,20150308
1863,LAL,245,20150308
1864,WAS,115,20150309
1865,CHO,-135,20150309
1866,BOS,130,20150309
1867,MIA,-150,20150309
1868,SAC,550,20150309
1869,ATL,-800,20150309
1870,MEM,-175,20150309
1871,CHI,155,20150309
1872,NOP,115,20150309
1873,MIL,-135,20150309
1874,NYK,400,20150309
1875,DEN,-500,20150309
1876,GSW,-200,20150309
1877,PHO,185,20150309
1878,MIN,310,20150309
1879,LAC,-370,20150309
1880,CHI,-220,20150311
1881,PHI,180,20150311
1882,SAC,300,20150311
1883,CHO,-360,20150311
1884,MEM,-185,20150311
1885,BOS,160,20150311
1886,BRK,160,20150311
1887,MIA,-170,20150311
1888,ORL,270,20150311
1889,MIL,-330,20150311
1890,LAC,245,20150311
1891,OKC,-290,20150311
1892,ATL,-320,20150311
1893,DEN,290,20150311
1894,MIN,185,20150311
1895,PHO,-200,20150311
1896,HOU,135,20150311
1897,POR,-155,20150311
1898,DET,1000,20150311
1899,GSW,-1500,20150311
1900,CHI,-117,20150313
1901,CHO,-103,20150313
1902,SAC,-175,20150313
1903,PHI,155,20150313
1904,ORL,180,20150313
1905,BOS,-220,20150313
1906,MIA,200,20150313
1907,TOR,-240,20150313
1908,MIN,550,20150313
1909,OKC,-800,20150313
1910,LAC,125,20150313
1911,DAL,-145,20150313
1912,GSW,-330,20150313
1913,DEN,270,20150313
1914,ATL,-200,20150313
1915,PHO,170,20150313
1916,DET,350,20150313
1917,POR,-440,20150313
1918,BOS,280,20150314
1919,IND,-310,20150314
1920,SAC,325,20150314
1921,WAS,-400,20150314
1922,BRK,-225,20150314
1923,PHI,185,20150314
1924,MIL,240,20150314
1925,MEM,-280,20150314
1926,DET,270,20150314
1927,UTA,-330,20150314
1928,NYK,2750,20150314
1929,GSW,-6000,20150314
1930,HOU,100,20150323
1931,IND,-120,20150323
1932,MEM,-1500,20150323
1933,NYK,1000,20150323
1934,BOS,155,20150323
1935,BRK,-175,20150323
1936,CHO,180,20150323
1937,CHI,-220,20150323
1938,MIN,700,20150323
1939,UTA,-1100,20150323
1940,WAS,600,20150323
1941,GSW,-900,20150323
1942,BOS,155,20150330
1943,CHO,-175,20150330
1944,LAL,155,20150330
1945,PHI,-175,20150330
1946,HOU,105,20150330
1947,TOR,-125,20150330
1948,MIL,270,20150330
1949,ATL,-330,20150330
1950,UTA,-200,20150330
1951,MIN,170,20150330
1952,SAC,325,20150330
1953,MEM,-400,20150330
1954,PHO,305,20150330
1955,POR,-365,20150330
1956,DET,160,20150401
1957,CHO,-185,20150401
1958,PHI,550,20150401
1959,WAS,-800,20150401
1960,SAS,-450,20150401
1961,ORL,360,20150401
1962,IND,145,20150401
1963,BOS,-165,20150401
1964,BRK,-550,20150401
1965,NYK,425,20150401
1966,CHI,-200,20150401
1967,MIL,170,20150401
1968,TOR,-440,20150401
1969,MIN,350,20150401
1970,DAL,135,20150401
1971,OKC,-155,20150401
1972,SAC,600,20150401
1973,HOU,-900,20150401
1974,DEN,155,20150401
1975,UTA,-175,20150401
1976,LAC,140,20150401
1977,POR,-150,20150401
1978,NOP,-330,20150401
1979,LAL,270,20150401
1980,NYK,1250,20150403
1981,WAS,-2000,20150403
1982,CHO,180,20150403
1983,IND,-220,20150403
1984,TOR,135,20150403
1985,BRK,-155,20150403
1986,MIL,200,20150403
1987,BOS,-220,20150403
1988,OKC,170,20150403
1989,MEM,-200,20150403
1990,ORL,-155,20150403
1991,MIN,135,20150403
1992,DET,400,20150403
1993,CHI,-500,20150403
1994,DEN,800,20150403
1995,SAS,-1250,20150403
1996,NOP,-220,20150403
1997,SAC,180,20150403
1998,POR,-600,20150403
1999,LAL,450,20150403
2000,PHI,270,20150404
2001,CHO,-330,20150404
2002,MIA,-105,20150404
2003,DET,-105,20150404
2004,BOS,135,20150404
2005,TOR,-155,20150404
2006,BRK,350,20150404
2007,ATL,-440,20150404
2008,WAS,260,20150404
2009,MEM,-320,20150404
2010,ORL,325,20150404
2011,MIL,-400,20150404
2012,GSW,-190,20150404
2013,DAL,165,20150404
2014,LAC,-550,20150404
2015,DEN,425,20150404
2016,UTA,105,20150404
2017,PHO,-125,20150404
2018,NOP,180,20150404
2019,POR,-220,20150404
2020,TOR,125,20150414
2021,BOS,-135,20150414
2022,WAS,380,20150414
2023,IND,-430,20150414
2024,LAC,-560,20150414
2025,PHO,475,20150414
2026,ATL,170,20141125
2027,WAS,-200,20141125
2028,GSW,-220,20141125
2029,MIA,180,20141125
2030,DET,135,20141125
2031,MIL,-155,20141125
2032,SAC,135,20141125
2033,NOP,-155,20141125
2034,CHI,150,20141125
2035,DEN,-170,20141125
2036,MIA,185,20141201
2037,WAS,-200,20141201
2038,SAS,-1300,20141201
2039,PHI,850,20141201
2040,DEN,-150,20141201
2041,UTA,130,20141201
2042,MIN,1100,20141201
2043,LAC,-1700,20141201
2044,UTA,600,20141214
2045,WAS,-900,20141214
2046,CHI,-175,20141214
2047,MIA,155,20141214
2048,GSW,-240,20141214
2049,NOP,200,20141214
2050,LAL,-150,20141214
2051,MIN,130,20141214
2052,PHO,240,20141214
2053,OKC,-280,20141214
2054,TOR,-280,20141214
2055,NYK,240,20141214
2056,SAS,-165,20141214
2057,DEN,145,20141214
2058,MIN,775,20141216
2059,WAS,-1200,20141216
2060,MIA,240,20141216
2061,BRK,-280,20141216
2062,DAL,-330,20141216
2063,NYK,270,20141216
2064,UTA,300,20141216
2065,NOP,-360,20141216
2066,GSW,115,20141216
2067,MEM,-135,20141216
2068,OKC,-350,20141216
2069,SAC,290,20141216
2070,CHI,-230,20141229
2071,IND,190,20141229
2072,MIL,145,20141229
2073,CHO,-165,20141229
2074,ORL,200,20141229
2075,MIA,-220,20141229
2076,SAC,105,20141229
2077,BRK,-125,20141229
2078,WAS,155,20141229
2079,HOU,-175,20141229
2080,UTA,650,20141229
2081,LAC,-1000,20141229
2082,IND,115,20150117
2083,CHO,-125,20150117
2084,PHI,775,20150117
2085,DET,-1200,20150117
2086,ATL,-140,20150117
2087,CHI,120,20150117
2088,WAS,-185,20150117
2089,BRK,160,20150117
2090,GSW,120,20150117
2091,HOU,-140,20150117
2092,MIN,600,20150117
2093,DEN,-900,20150117
2094,POR,130,20150117
2095,MEM,-140,20150117
2096,LAC,-280,20150117
2097,SAC,240,20150117
2098,NYK,375,20150124
2099,CHO,-470,20150124
2100,DET,-125,20150124
2101,MIL,105,20150124
2102,PHI,1750,20150124
2103,MEM,-3500,20150124
2104,BRK,160,20150124
2105,UTA,-170,20150124
2106,WAS,-175,20150124
2107,POR,155,20150124
2108,ORL,468,20150209
2109,WAS,-550,20150209
2110,SAS,-190,20150209
2111,IND,165,20150209
2112,GSW,-2300,20150209
2113,PHI,1350,20150209
2114,NYK,170,20150209
2115,MIA,-200,20150209
2116,ATL,-235,20150209
2117,MIN,195,20150209
2118,UTA,200,20150209
2119,NOP,-220,20150209
2120,BRK,160,20150209
2121,MIL,-185,20150209
2122,LAC,360,20150209
2123,DAL,-450,20150209
2124,OKC,-270,20150209
2125,DEN,230,20150209
2126,DET,145,20150228
2127,WAS,-165,20150228
2128,TOR,-1100,20150228
2129,NYK,700,20150228
2130,ATL,-200,20150228
2131,MIA,170,20150228
2132,MEM,-200,20150228
2133,MIN,170,20150228
2134,BRK,360,20150228
2135,DAL,-450,20150228
2136,MIL,145,20150228
2137,UTA,-165,20150228
2138,SAS,103,20150228
2139,PHO,-113,20150228
2140,SAC,460,20141102
2141,LAC,-620,20141102
2142,TOR,130,20141102
2143,MIA,-150,20141102
2144,CHO,155,20141102
2145,NYK,-175,20141102
2146,GSW,145,20141102
2147,POR,-155,20141102
2148,ORL,315,20141109
2149,BRK,-380,20141109
2150,UTA,155,20141109
2151,DET,-175,20141109
2152,SAC,-125,20141109
2153,OKC,105,20141109
2154,PHI,775,20141109
2155,TOR,-1200,20141109
2156,MIA,300,20141109
2157,DAL,-360,20141109
2158,GSW,-118,20141109
2159,PHO,-102,20141109
2160,DEN,325,20141109
2161,POR,-400,20141109
2162,CHO,-165,20141109
2163,LAL,145,20141109
2164,ORL,500,20141111
2165,TOR,-700,20141111
2166,LAL,460,20141111
2167,MEM,-620,20141111
2168,OKC,130,20141111
2169,MIL,-150,20141111
2170,SAC,230,20141111
2171,DAL,-270,20141111
2172,CHO,280,20141111
2173,POR,-340,20141111
2174,SAS,210,20141111
2175,GSW,-250,20141111
2176,GSW,105,20141213
2177,DAL,-125,20141213
2178,ATL,-170,20141213
2179,ORL,150,20141213
2180,POR,-185,20141213
2181,IND,160,20141213
2182,BRK,130,20141213
2183,CHO,-150,20141213
2184,MEM,-700,20141213
2185,PHI,500,20141213
2186,LAC,-210,20141213
2187,MIL,175,20141213
2188,DEN,240,20141213
2189,HOU,-280,20141213
2190,DET,210,20141213
2191,SAC,-250,20141213
2192,PHO,-290,20141220
2193,NYK,260,20141220
2194,POR,170,20141220
2195,NOP,-185,20141220
2196,UTA,160,20141220
2197,CHO,-185,20141220
2198,ATL,185,20141220
2199,HOU,-200,20141220
2200,SAS,535,20141220
2201,DAL,-650,20141220
2202,IND,150,20141220
2203,DEN,-170,20141220
2204,MIL,500,20141220
2205,LAC,-700,20141220
2206,DEN,110,20141222
2207,CHO,-130,20141222
2208,POR,145,20141222
2209,HOU,-165,20141222
2210,UTA,375,20141222
2211,MEM,-470,20141222
2212,TOR,165,20141222
2213,CHI,-175,20141222
2214,ATL,160,20141222
2215,DAL,-185,20141222
2216,LAC,110,20141222
2217,SAS,-120,20141222
2218,SAC,650,20141222
2219,GSW,-1000,20141222
2220,CHO,700,20150108
2221,TOR,-1100,20150108
2222,HOU,-900,20150108
2223,NYK,600,20150108
2224,MIA,350,20150108
2225,POR,-440,20150108
2226,DET,115,20150210
2227,CHO,-135,20150210
2228,BRK,600,20150210
2229,MEM,-900,20150210
2230,HOU,115,20150210
2231,PHO,-135,20150210
2232,SAC,435,20150210
2233,CHI,-500,20150210
2234,DEN,115,20150210
2235,LAL,-135,20150210
2236,OKC,-230,20150221
2237,CHO,190,20150221
2238,NOP,105,20150221
2239,MIA,-125,20150221
2240,PHO,325,20150221
2241,CHI,-400,20150221
2242,TOR,135,20150221
2243,HOU,-155,20150221
2244,SAC,380,20150221
2245,LAC,-475,20150221
2246,SAS,-1250,20150317
2247,NYK,800,20150317
2248,MEM,-185,20150317
2249,DET,160,20150317
2250,MIL,250,20150317
2251,NOP,-300,20150317
2252,ORL,600,20150317
2253,HOU,-900,20150317
2254,CHO,475,20150317
2255,LAC,-650,20150317
2256,ATL,-155,20150328
2257,CHO,135,20150328
2258,NYK,1750,20150328
2259,CHI,-3500,20150328
2260,GSW,-200,20150328
2261,MIL,170,20150328
2262,OKC,-185,20150328
2263,UTA,160,20150328
2264,DEN,350,20150328
2265,POR,-440,20150328
2266,CHO,135,20150407
2267,MIA,-155,20150407
2268,PHO,350,20150407
2269,ATL,-440,20150407
2270,SAS,-220,20150407
2271,OKC,180,20150407
2272,GSW,-165,20150407
2273,NOP,145,20150407
2274,MIN,450,20150407
2275,SAC,-600,20150407
2276,LAL,1750,20150407
2277,LAC,-3500,20150407
2278,PHI,400,20141206
2279,DET,-500,20141206
2280,PHO,-105,20141206
2281,HOU,-105,20141206
2282,GSW,-140,20141206
2283,CHI,120,20141206
2284,MIN,650,20141206
2285,SAS,-1000,20141206
2286,ORL,250,20141206
2287,SAC,-300,20141206
2288,NOP,425,20141206
2289,LAC,-550,20141206
2290,DEN,525,20150101
2291,CHI,-750,20150101
2292,SAC,-117,20150101
2293,MIN,-103,20150101
2294,TOR,-380,20150302
2295,PHI,315,20150302
2296,PHO,140,20150302
2297,MIA,-160,20150302
2298,GSW,-210,20150302
2299,BRK,175,20150302
2300,LAC,-210,20150302
2301,MIN,175,20150302
2302,NOP,323,20150302
2303,DAL,-395,20150302
2304,MIN,-102,20150319
2305,NYK,-118,20150319
2306,DEN,315,20150319
2307,HOU,-380,20150319
2308,NOP,-120,20150319
2309,PHO,110,20150319
2310,UTA,-165,20150319
2311,LAL,145,20150319
2312,NYK,550,20150411
2313,ORL,-800,20150411
2314,TOR,135,20150411
2315,MIA,-155,20150411
2316,PHI,1100,20150411
2317,CHI,-1700,20150411
2318,MEM,340,20150411
2319,LAC,-425,20150411
2320,UTA,260,20150411
2321,POR,-290,20150411
2322,MIN,4500,20150411
2323,GSW,-11000,20150411
2324,DAL,170,20141028
2325,SAS,-200,20141028
2326,ORL,450,20141028
2327,NOP,-600,20141028
2328,HOU,-280,20141028
2329,LAL,240,20141028
2330,SAS,130,20141106
2331,HOU,-150,20141106
2332,DAL,120,20141106
2333,POR,-140,20141106
2334,CHI,120,20141113
2335,TOR,-140,20141113
2336,SAC,230,20141113
2337,MEM,-270,20141113
2338,PHI,775,20141113
2339,DAL,-1200,20141113
2340,BRK,380,20141113
2341,GSW,-475,20141113
2342,DAL,180,20150219
2343,OKC,-220,20150219
2344,SAS,-145,20150219
2345,LAC,125,20150219
2346,OKC,-185,20150305
2347,CHI,160,20150305
2348,DAL,120,20150305
2349,POR,-140,20150305
2350,TOR,-135,20150324
2351,DET,115,20150324
2352,LAL,475,20150324
2353,OKC,-650,20150324
2354,MIA,-125,20150324
2355,MIL,105,20150324
2356,SAS,-155,20150324
2357,DAL,135,20150324
2358,PHI,315,20150324
2359,SAC,-380,20150324
2360,GSW,-350,20150324
2361,POR,290,20150324
2362,DEN,100,20141116
2363,NYK,-120,20141116
2364,MIL,170,20141116
2365,MIA,-185,20141116
2366,HOU,-175,20141116
2367,OKC,155,20141116
2368,GSW,-390,20141116
2369,LAL,320,20141116
2370,LAL,425,20141118
2371,ATL,-550,20141118
2372,NYK,145,20141118
2373,MIL,-165,20141118
2374,OKC,155,20141118
2375,UTA,-175,20141118
2376,NOP,130,20141118
2377,SAC,-150,20141118
2378,NYK,525,20141218
2379,CHI,-750,20141218
2380,NOP,175,20141218
2381,HOU,-210,20141218
2382,MIL,200,20141218
2383,SAC,-240,20141218
2384,OKC,125,20141218
2385,GSW,-145,20141218
2386,PHO,-185,20150106
2387,MIL,160,20150106
2388,DET,320,20150106
2389,SAS,-390,20150106
2390,MIL,-175,20150129
2391,ORL,155,20150129
2392,NYK,310,20150129
2393,IND,-340,20150129
2394,DEN,480,20150129
2395,MEM,-570,20150129
2396,CHI,-420,20150129
2397,LAL,375,20150129
2398,IND,105,20150326
2399,MIL,-125,20150326
2400,BRK,245,20150321
2401,IND,-290,20150321
2402,CHI,-135,20150321
2403,DET,115,20150321
2404,POR,150,20150321
2405,MEM,-170,20150321
2406,PHO,350,20150321
2407,HOU,-440,20150321
2408,UTA,355,20150321
2409,GSW,-400,20150321
2410,NOP,305,20150118
2411,TOR,-335,20150118
2412,OKC,-485,20150118
2413,ORL,385,20150118
2414,UTA,550,20150118
2415,SAS,-800,20150118
2416,LAC,-160,20141120
2417,MIA,140,20141120
2418,CHI,102,20141120
2419,SAC,-112,20141120
2420,ATL,125,20150331
2421,DET,-145,20150331
2422,IND,125,20150331
2423,BRK,-145,20150331
2424,SAS,-250,20150331
2425,MIA,210,20150331
2426,GSW,115,20150331
2427,LAC,-135,20150331
2428,CHI,105,20150409
2429,MIA,-125,20150409
2430,POR,400,20150409
2431,GSW,-500,20150409
2432,OKC,-280,20150120
2433,MIA,240,20150120
2434,SAS,-320,20150120
2435,DEN,260,20150120
2436,POR,245,20150406
2437,BRK,-290,20150406
