Team,Game Number,Location,Result,Date,Season,Opponent,EFG%,TOV%,ORB%,FTR,teamCumEFG%,teamCumTOV%,teamCumORB%,teamCumFTR,Opp EFG%,Opp TOV%,Opp ORB%,Opp FTR,Opp CumEFG%,Opp CumTOV%,Opp CumORB%,Opp CumFTR,Opp R9EFG,Opp R9TOV,Opp R9ORB,Opp R9FTR,Pace,Opp R3EFG,Opp R3TOV,Opp R3ORB,Opp R3FTR,Opp R3Pace,Opp R9Pace,Rolling9EFG,Rolling9TOV,Rolling9ORB,Rolling9FTR,Rolling9Pace,Rolling3EFG,Rolling3TOV,Rolling3ORB,Rolling3FTR,Rolling3Pace,Odds,Line,Implied Prob,Team Points,Opp Points,Cover,Oeff,Deff,Opp Oeff,Opp Deff,Rolling9OEff,Rolling9DEff,Rolling3OEff,Rolling3DEff,Opp R9 Oeff,Opp R9 Deff,Opp R3 Oeff,Opp R3 Deff
DAL,33,0,1,20161229,2016-2017,LAL,0.584,0.153,0.27,0.14300000000000002,0.4908125,0.1119375,0.19253125,0.1759375,0.522,0.16,0.179,0.265,0.50003125,0.13628125,0.254875,0.20596875,0.502,0.138222222,0.246888889,0.197666667,86.2,0.556666667,0.112666667,0.230666667,0.12,94.0,97.82222222,0.535222222,0.102,0.185444444,0.182444444,88.68888889,0.515333333,0.101333333,0.210333333,0.186666667,90.63333333,125,2.5,44.44444444,101,89,1.0,117.2,103.2,103.2,117.2,112.98888888888892,113.17777777777783,110.7,118.36666666666672,106.91111111111107,117.47777777777775,116.36666666666663,124.53333333333335
DAL,34,0,0,20161230,2016-2017,GSW,0.462,0.091,0.22,0.14,0.493636364,0.113181818,0.194878788,0.174939394,0.565,0.125,0.121,0.155,0.56769697,0.133151515,0.221242424,0.216181818,0.5624444439999999,0.134444444,0.207555556,0.201333333,96.9,0.607666667,0.186666667,0.177333333,0.265333333,100.8,100.3555556,0.526555556,0.108,0.186777778,0.183888889,89.05555556,0.554666667,0.114333333,0.205,0.2,89.26666667,2200,18.0,4.347826087,99,108,1.0,102.1,111.4,111.4,102.1,111.00000000000004,112.31111111111116,116.53333333333335,120.26666666666671,114.84444444444449,100.22222222222223,115.13333333333333,110.13333333333331
DAL,35,1,1,20170103,2016-2017,WAS,0.583,0.119,0.057,0.282,0.492705882,0.112529412,0.195617647,0.173911765,0.505,0.084,0.111,0.13,0.515852941,0.125941176,0.234323529,0.198058824,0.539444444,0.137111111,0.209333333,0.203777778,98.8,0.536333333,0.138666667,0.172333333,0.13,98.96666667,97.25555556,0.526555556,0.105333333,0.196777778,0.180888889,90.0,0.515333333,0.109333333,0.245,0.171,92.16666667,-102,1.0,50.4950495,113,105,1.0,114.4,106.3,106.3,114.4,111.6555555555556,112.7444444444445,111.2666666666667,115.4333333333334,109.35555555555554,108.98888888888895,105.80000000000003,104.09999999999998
DAL,36,1,0,20170105,2016-2017,PHO,0.513,0.104,0.16699999999999998,0.177,0.495285714,0.112714286,0.191657143,0.177,0.488,0.13699999999999998,0.429,0.224,0.489171429,0.134228571,0.254914286,0.219971429,0.494888889,0.136444444,0.277333333,0.209888889,87.7,0.448666667,0.121333333,0.257666667,0.149666667,95.86666667,98.82222222,0.532222222,0.111333333,0.183666667,0.186222222,91.71111111,0.5429999999999999,0.121,0.182333333,0.188333333,93.96666667,-220,-5.5,68.75,95,102,-1.0,108.3,116.3,116.3,108.3,111.0444444444445,110.83333333333339,111.23333333333335,106.96666666666674,105.53333333333336,113.58888888888895,98.36666666666656,101.1333333333334
DAL,37,1,0,20170107,2016-2017,ATL,0.445,0.139,0.128,0.11,0.495777778,0.112472222,0.190972222,0.177,0.48,0.102,0.146,0.35100000000000003,0.5074722220000001,0.13875,0.241027778,0.192583333,0.501222222,0.119444444,0.225444444,0.192888889,91.5,0.536666667,0.113666667,0.186666667,0.163333333,94.93333333,93.8,0.5307777779999999,0.110333333,0.186333333,0.179888889,91.37777778,0.519333333,0.104666667,0.14800000000000002,0.199666667,94.46666667,113,2.0,46.94835681,82,97,-1.0,89.6,106.0,106.0,89.6,110.9444444444445,114.07777777777784,108.2666666666667,111.33333333333341,106.91111111111111,105.0666666666667,110.03333333333337,101.06666666666665
DAL,38,0,0,20170109,2016-2017,MIN,0.545,0.146,0.132,0.09,0.494405405,0.113189189,0.18927027,0.175189189,0.606,0.183,0.31,0.211,0.5021081079999999,0.129459459,0.278135135,0.223162162,0.5091111110000001,0.121444444,0.280666667,0.19111111100000006,88.4,0.481,0.132333333,0.275333333,0.189,91.2,90.96666667,0.510777778,0.111888889,0.188888889,0.182333333,91.46666667,0.5136666670000001,0.120666667,0.117333333,0.189666667,92.66666667,175,5.0,36.36363636,92,101,-1.0,104.1,114.3,114.3,104.1,107.80000000000004,111.52222222222228,104.10000000000002,109.53333333333342,110.92222222222217,111.22222222222227,105.60000000000004,109.6666666666667
DAL,39,0,1,20170112,2016-2017,PHO,0.5670000000000001,0.085,0.19,0.135,0.495736842,0.114052632,0.187763158,0.17294736800000002,0.551,0.175,0.35100000000000003,0.282,0.4925,0.135131579,0.263421053,0.219184211,0.5046666670000001,0.144888889,0.300777778,0.210666667,94.1,0.531333333,0.145666667,0.3626666670000001,0.21,91.0,96.67777778,0.519777778,0.117333333,0.178333333,0.166888889,91.26666667,0.501,0.129666667,0.142333333,0.12566666699999998,89.2,-105,0.0,51.2195122,113,108,1.0,120.1,114.8,114.8,120.1,107.53333333333337,112.51111111111116,100.6666666666667,112.20000000000009,107.7,110.33333333333339,116.06666666666655,111.50000000000007
DAL,40,1,1,20170115,2016-2017,MIN,0.545,0.114,0.15,0.182,0.497564103,0.113307692,0.187820513,0.171974359,0.469,0.12,0.222,0.15,0.507102564,0.131512821,0.278615385,0.224410256,0.528333333,0.133444444,0.283444444,0.192444444,88.8,0.56,0.161,0.300333333,0.227666667,91.66666667,91.62222222,0.531,0.114111111,0.167666667,0.17044444399999994,91.68888889,0.519,0.123333333,0.15,0.111666667,91.33333333,-117,-1.0,53.91705069,98,87,1.0,110.4,98.0,98.0,110.4,109.80000000000003,114.4333333333334,104.60000000000004,111.70000000000009,111.8333333333333,107.53333333333337,113.20000000000006,105.90000000000005
DAL,41,0,1,20170117,2016-2017,CHI,0.545,0.123,0.158,0.179,0.49875,0.113325,0.186875,0.172225,0.488,0.124,0.268,0.22,0.4705,0.117625,0.297475,0.22685,0.461666667,0.116666667,0.302888889,0.253555556,90.6,0.439,0.121333333,0.255333333,0.208333333,94.1,93.64444444,0.527111111,0.115,0.17322222199999998,0.165444444,91.75555556,0.552333333,0.115,0.15733333300000002,0.135666667,90.43333333,180,6.0,35.71428571,99,98,1.0,109.3,108.2,108.2,109.3,108.96666666666671,111.3333333333334,111.53333333333337,109.03333333333342,108.6222222222222,113.10000000000008,99.89999999999998,111.5
DAL,42,0,0,20170119,2016-2017,MIA,0.537,0.094,0.128,0.085,0.499878049,0.113560976,0.186170732,0.172390244,0.541,0.132,0.17600000000000002,0.274,0.49,0.114902439,0.231536585,0.168658537,0.498888889,0.118333333,0.177333333,0.16677777800000002,89.8,0.477666667,0.107,0.146,0.171666667,95.83333333,95.2,0.532111111,0.119333333,0.163555556,0.159777778,91.44444444,0.552333333,0.107333333,0.166,0.165333333,91.16666667,115,1.5,46.51162791,95,99,-1.0,105.8,110.2,110.2,105.8,108.38888888888894,108.72222222222227,113.26666666666672,107.00000000000007,102.93333333333332,112.61111111111111,100.93333333333345,112.06666666666665
DAL,43,1,0,20170120,2016-2017,UTA,0.494,0.108,0.191,0.241,0.500761905,0.113095238,0.184785714,0.170309524,0.506,0.123,0.306,0.337,0.530071429,0.13161904800000002,0.215047619,0.222714286,0.521222222,0.131,0.234888889,0.202666667,89.8,0.579,0.136666667,0.222666667,0.18,94.93333333,90.86666667,0.526888889,0.112777778,0.147777778,0.15333333300000002,91.84444444,0.542333333,0.110333333,0.145333333,0.148666667,89.73333333,235,5.5,29.85074627,107,112,1.0,108.0,113.0,113.0,108.0,107.12222222222226,109.50000000000006,108.50000000000007,105.46666666666674,108.24444444444443,103.7555555555556,113.80000000000014,96.53333333333332
DAL,44,1,1,20170122,2016-2017,LAL,0.5920000000000001,0.095,0.325,0.218,0.5006046510000001,0.112976744,0.184930233,0.17195348800000002,0.404,0.174,0.122,0.192,0.49972093,0.129093023,0.252162791,0.213116279,0.506777778,0.103444444,0.240777778,0.229888889,90.1,0.472,0.1,0.170333333,0.199666667,96.76666667,94.83333333,0.530444444,0.114666667,0.144555556,0.164555556,91.05555556,0.525333333,0.108333333,0.159,0.168333333,90.06666667,-220,-5.5,68.75,122,73,1.0,135.4,81.0,81.0,135.4,107.77777777777781,109.67777777777783,107.70000000000009,110.46666666666674,110.7777777777777,115.43333333333334,100.3333333333333,116.63333333333333
DAL,45,1,1,20170125,2016-2017,NYK,0.506,0.07,0.159,0.229,0.502681818,0.112568182,0.18811363600000006,0.173,0.462,0.156,0.383,0.109,0.5001363639999999,0.121113636,0.271363636,0.18715909100000006,0.523555556,0.12733333300000002,0.29111111100000003,0.175777778,92.6,0.535666667,0.124666667,0.365333333,0.184,94.66666667,94.98888889,0.531444444,0.112,0.174333333,0.15744444400000002,90.08888889,0.541,0.099,0.214666667,0.181333333,89.9,-140,-2.5,58.33333333,103,95,1.0,111.2,102.6,102.6,111.2,110.11111111111114,106.86666666666672,116.40000000000008,101.40000000000008,112.04444444444438,113.82222222222225,117.73333333333333,115.19999999999993
DAL,46,0,0,20170126,2016-2017,OKC,0.518,0.118,0.182,0.131,0.502755556,0.111622222,0.187466667,0.174244444,0.5760000000000001,0.154,0.2,0.361,0.504733333,0.128644444,0.261422222,0.222244444,0.498666667,0.126,0.252222222,0.226888889,93.6,0.473,0.129666667,0.219,0.198333333,96.96666667,97.51111111,0.530666667,0.108222222,0.17344444399999998,0.163222222,90.63333333,0.530666667,0.091,0.225,0.229333333,90.83333333,315,8.0,24.09638554,98,109,-1.0,104.7,116.5,116.5,104.7,110.43333333333337,105.34444444444449,118.20000000000006,98.86666666666673,108.36666666666679,109.64444444444446,101.40000000000003,115.3
DAL,47,0,1,20170129,2016-2017,SAS,0.517,0.06,0.13,0.172,0.5030869570000001,0.11176087,0.187347826,0.173304348,0.518,0.106,0.125,0.181,0.536043478,0.117652174,0.226934783,0.227956522,0.547333333,0.103888889,0.21600000000000005,0.245666667,95.0,0.489333333,0.096666667,0.221333333,0.241666667,97.4,96.04444444,0.5387777779999999,0.105888889,0.17944444399999998,0.165555556,90.86666667,0.538666667,0.094333333,0.222,0.192666667,92.1,925,13.0,9.756097561,105,101,1.0,110.5,106.3,106.3,110.5,112.11111111111114,106.51111111111115,117.10000000000007,100.0333333333334,117.55555555555556,109.31111111111116,110.56666666666672,106.39999999999988
DAL,48,1,1,20170130,2016-2017,CLE,0.506,0.087,0.2,0.198,0.503382979,0.110659574,0.18612766,0.173276596,0.547,0.168,0.162,0.2,0.53206383,0.123106383,0.234659574,0.221234043,0.548888889,0.12666666699999998,0.195777778,0.185111111,92.8,0.546333333,0.12666666699999998,0.178666667,0.175333333,99.56666667,98.26666667,0.535666667,0.096333333,0.179222222,0.174666667,91.6,0.5136666670000001,0.082666667,0.157,0.177333333,93.73333333,160,4.5,38.46153846,104,97,1.0,112.1,104.5,104.5,112.1,112.82222222222227,105.62222222222226,108.80000000000007,108.46666666666674,111.47777777777782,111.35555555555555,109.7,104.53333333333337
DAL,49,1,1,20170201,2016-2017,PHI,0.523,0.101,0.306,0.267,0.5034375,0.110166667,0.186416667,0.17379166699999998,0.494,0.128,0.122,0.247,0.504833333,0.148833333,0.214916667,0.196229167,0.537,0.152222222,0.189888889,0.230333333,94.0,0.532333333,0.119666667,0.205,0.200333333,96.93333333,98.76666667,0.528888889,0.096555556,0.180333333,0.181666667,91.45555556,0.5136666670000001,0.08833333300000001,0.170666667,0.16699999999999998,93.8,-260,-6.0,72.22222222,113,95,1.0,120.2,101.0,101.0,120.2,111.93333333333338,104.47777777777782,109.10000000000008,109.10000000000007,107.88888888888886,110.93333333333341,111.80000000000003,121.39999999999998
DAL,50,0,1,20170203,2016-2017,POR,0.586,0.044,0.059,0.25,0.503836735,0.109979592,0.188857143,0.175693878,0.506,0.085,0.261,0.17,0.5161428570000001,0.120346939,0.218204082,0.215102041,0.482222222,0.113888889,0.234444444,0.194555556,89.1,0.538666667,0.124,0.207,0.170333333,97.56666667,97.43333333,0.526444444,0.095111111,0.197666667,0.19111111100000006,92.03333333,0.515333333,0.082666667,0.212,0.212333333,93.93333333,165,4.5,37.73584906,108,104,1.0,121.2,116.7,116.7,121.2,113.02222222222227,104.81111111111116,114.26666666666675,103.9333333333334,106.45555555555559,108.67777777777775,112.50000000000004,109.63333333333328
DAL,51,0,0,20170206,2016-2017,DEN,0.481,0.104,0.071,0.139,0.50548,0.10866,0.18626,0.17718,0.565,0.141,0.278,0.179,0.5184,0.1317,0.28142,0.23176,0.523888889,0.127777778,0.309,0.277111111,92.6,0.485333333,0.14800000000000002,0.313,0.246333333,98.96666667,97.22222222,0.531,0.08633333300000001,0.186666667,0.199,91.86666667,0.538333333,0.077333333,0.188333333,0.238333333,91.96666667,120,2.5,45.45454545,87,110,-1.0,93.9,118.7,118.7,93.9,114.34444444444449,105.7555555555556,117.83333333333341,107.40000000000005,116.31111111111116,115.54444444444445,106.56666666666656,120.39999999999999
DAL,52,1,0,20170207,2016-2017,POR,0.573,0.073,0.051,0.36,0.505,0.108568627,0.184,0.176431373,0.552,0.134,0.391,0.221,0.5158431370000001,0.118705882,0.219078431,0.214215686,0.491,0.113555556,0.23,0.199,92.4,0.5216666670000001,0.104,0.235333333,0.160666667,97.13333333,96.83333333,0.5247777779999999,0.08744444400000001,0.180333333,0.205,92.17777778,0.53,0.083,0.145333333,0.218666667,91.9,103,0.0,49.26108374,113,114,-1.0,122.2,123.3,123.3,122.2,113.02222222222228,106.70000000000005,111.76666666666672,112.13333333333338,108.0888888888889,110.13333333333331,113.50000000000004,109.86666666666662
DAL,53,1,1,20170209,2016-2017,UTA,0.534,0.101,0.158,0.218,0.506307692,0.107884615,0.181442308,0.179961538,0.535,0.185,0.262,0.165,0.5275769229999999,0.128153846,0.218711538,0.229211538,0.518333333,0.118,0.227,0.265,90.9,0.585333333,0.129,0.262666667,0.205666667,91.9,91.46666667,0.533555556,0.083555556,0.164777778,0.218222222,92.46666667,0.546666667,0.073666667,0.060333333,0.249666667,91.36666667,115,2.5,46.51162791,112,105,1.0,111.6,104.7,104.7,111.6,114.60000000000007,107.84444444444449,112.4333333333334,119.56666666666672,111.69999999999997,105.66666666666674,119.40000000000016,101.93333333333332
DAL,54,1,1,20170211,2016-2017,ORL,0.588,0.13,0.293,0.055,0.506830189,0.107754717,0.181,0.180679245,0.409,0.135,0.22,0.159,0.490773585,0.117226415,0.21345283,0.17598113199999998,0.480333333,0.115222222,0.212111111,0.214555556,92.2,0.442333333,0.122333333,0.197666667,0.289666667,92.26666667,94.63333333,0.527111111,0.084222222,0.146222222,0.218222222,92.55555556,0.529333333,0.092666667,0.093333333,0.239,91.96666667,-255,-6.0,71.83098592,112,80,1.0,121.5,86.8,86.8,121.5,111.9555555555556,110.47777777777782,109.2333333333334,115.56666666666672,104.02222222222225,112.65555555555561,99.79999999999995,110.13333333333325
DAL,55,1,0,20170213,2016-2017,BOS,0.513,0.12,0.105,0.247,0.5083333329999999,0.108166667,0.183074074,0.178351852,0.593,0.119,0.175,0.185,0.527222222,0.112240741,0.212388889,0.213407407,0.544444444,0.114,0.18911111100000005,0.252888889,93.4,0.562333333,0.134666667,0.192333333,0.260666667,94.2,96.17777778,0.536222222,0.090888889,0.161111111,0.198888889,92.51111111,0.565,0.101333333,0.167333333,0.211,91.83333333,105,1.5,48.7804878,98,111,-1.0,104.9,118.8,118.8,104.9,113.10000000000004,108.72222222222226,118.4333333333334,104.9333333333334,115.05555555555553,108.74444444444438,114.83333333333333,114.29999999999995
DAL,56,0,0,20170215,2016-2017,DET,0.435,0.058,0.098,0.12,0.508418182,0.108381818,0.181654545,0.1796,0.476,0.141,0.209,0.244,0.498836364,0.108545455,0.23196363600000006,0.163981818,0.5023333329999999,0.103222222,0.26,0.164888889,96.0,0.491,0.091666667,0.231333333,0.171666667,97.46666667,96.61111111,0.535666667,0.091111111,0.152555556,0.211777778,92.48888889,0.545,0.117,0.185333333,0.173333333,92.16666667,170,5.0,37.03703704,91,98,-1.0,94.8,102.1,102.1,94.8,113.12222222222226,108.97777777777782,112.66666666666673,103.4333333333334,110.14444444444456,108.71111111111108,107.73333333333336,105.30000000000005
DAL,57,0,0,20170224,2016-2017,MIN,0.47,0.147,0.18600000000000005,0.07200000000000001,0.5071071429999999,0.107482143,0.180160714,0.17853571399999998,0.5579999999999999,0.16,0.25,0.128,0.511625,0.12676785699999998,0.267982143,0.22775,0.521888889,0.106666667,0.258444444,0.228111111,90.9,0.540333333,0.112666667,0.241,0.250333333,95.66666667,93.1,0.526555556,0.090888889,0.149,0.206,92.6,0.512,0.102666667,0.165333333,0.140666667,93.86666667,140,3.5,41.66666667,84,97,-1.0,92.4,106.7,106.7,92.4,111.37777777777781,108.51111111111115,107.06666666666672,102.56666666666673,114.74444444444443,118.66666666666669,115.36666666666675,113.9333333333334
DAL,58,1,1,20170225,2016-2017,NOP,0.5379999999999999,0.16699999999999998,0.163,0.154,0.50645614,0.108175439,0.180263158,0.176666667,0.429,0.17600000000000002,0.2,0.205,0.5021929820000001,0.113894737,0.17954386,0.192947368,0.525333333,0.137333333,0.166666667,0.209777778,95.5,0.522333333,0.142333333,0.12733333300000002,0.250666667,98.93333333,97.5,0.522555556,0.097555556,0.147444444,0.192,92.38888889,0.472666667,0.108333333,0.129666667,0.146333333,93.43333333,-117,0.0,53.91705069,96,83,1.0,100.5,86.9,86.9,100.5,109.18888888888893,108.7555555555556,97.36666666666672,109.20000000000006,104.38888888888889,110.08888888888889,102.33333333333341,102.33333333333333
DAL,59,1,1,20170227,2016-2017,MIA,0.493,0.131,0.256,0.276,0.507,0.109189655,0.179965517,0.176275862,0.5,0.128,0.295,0.07200000000000001,0.5075172410000001,0.117534483,0.231862069,0.175051724,0.5487777779999999,0.134,0.275444444,0.188,86.5,0.532333333,0.112,0.248,0.192666667,95.83333333,97.03333333,0.524222222,0.104888889,0.131555556,0.17944444399999998,92.55555556,0.481,0.124,0.149,0.115333333,94.13333333,105,1.0,48.7804878,96,89,1.0,110.9,102.8,102.8,110.9,107.00000000000003,107.18888888888894,95.90000000000005,98.56666666666673,115.92222222222225,106.2777777777778,115.83333333333343,109.63333333333337
DAL,60,0,0,20170301,2016-2017,ATL,0.545,0.195,0.25,0.14300000000000002,0.506762712,0.109559322,0.181254237,0.177966102,0.6409999999999999,0.228,0.14800000000000002,0.281,0.505389831,0.13379661,0.232101695,0.21038983100000005,0.494444444,0.126888889,0.209777778,0.258555556,91.1,0.452666667,0.121333333,0.232,0.212333333,99.03333333,95.77777778,0.513888889,0.114555556,0.153444444,0.182333333,92.26666667,0.5003333329999999,0.148333333,0.201666667,0.167333333,90.96666667,195,5.5,33.89830508,95,100,1.0,104.3,109.8,109.8,104.3,105.85555555555558,105.64444444444449,101.26666666666671,98.80000000000007,104.98888888888895,107.41111111111121,97.33333333333333,104.89999999999998
DAL,61,1,1,20170303,2016-2017,MEM,0.506,0.079,0.2,0.256,0.5074,0.110983333,0.1824,0.177383333,0.518,0.098,0.159,0.183,0.487833333,0.1166,0.246133333,0.232616667,0.487222222,0.130222222,0.273666667,0.287888889,92.5,0.464333333,0.12566666699999998,0.269666667,0.214333333,92.13333333,92.62222222,0.521,0.124666667,0.173333333,0.182777778,92.1,0.525333333,0.164333333,0.223,0.191,91.03333333,130,3.0,43.47826087,104,100,1.0,112.5,108.2,108.2,112.5,107.01111111111113,104.6555555555556,105.23333333333339,99.83333333333341,109.82222222222222,107.58888888888899,104.26666666666667,106.76666666666667
DAL,62,1,1,20170305,2016-2017,OKC,0.529,0.079,0.122,0.151,0.507377049,0.110459016,0.182688525,0.178672131,0.415,0.136,0.289,0.256,0.499655738,0.128786885,0.27042623,0.225737705,0.496111111,0.12566666699999998,0.314222222,0.232555556,94.3,0.527333333,0.119333333,0.269333333,0.292666667,95.93333333,98.36666667,0.513555556,0.12533333300000002,0.189888889,0.17122222199999998,92.11111111,0.5146666670000001,0.135,0.235333333,0.225,90.03333333,-103,-1.0,50.73891626,104,89,1.0,110.3,94.4,94.4,110.3,105.93333333333337,102.97777777777782,109.23333333333339,106.9333333333334,110.90000000000012,110.73333333333336,116.73333333333336,114.63333333333331
DAL,63,1,1,20170307,2016-2017,LAL,0.645,0.133,0.154,0.181,0.5077258060000001,0.109951613,0.181709677,0.178225806,0.528,0.099,0.239,0.17800000000000002,0.497935484,0.13066129,0.246016129,0.202903226,0.495777778,0.131444444,0.214555556,0.188555556,97.9,0.5066666670000001,0.140666667,0.187666667,0.139,98.6,100.9777778,0.513,0.122888889,0.185888889,0.163777778,92.48888889,0.526666667,0.117666667,0.190666667,0.183333333,92.63333333,-600,-10.0,85.71428571,122,111,1.0,124.6,113.3,113.3,124.6,105.78888888888892,101.83333333333337,109.03333333333337,104.13333333333338,102.75555555555546,113.1333333333333,100.63333333333331,116.03333333333329
DAL,64,1,1,20170310,2016-2017,BRK,0.513,0.142,0.184,0.321,0.509904762,0.11031746,0.181269841,0.178269841,0.494,0.12,0.091,0.244,0.511253968,0.147253968,0.192428571,0.223968254,0.542666667,0.145444444,0.188888889,0.23655555600000006,95.1,0.588666667,0.156,0.173666667,0.267,101.1333333,100.5666667,0.519333333,0.123222222,0.17044444399999994,0.177777778,93.12222222,0.56,0.097,0.15866666699999998,0.196,94.9,-1100,-11.5,91.66666667,105,96,-1.0,110.4,100.9,100.9,110.4,106.13333333333337,104.77777777777783,115.80000000000005,105.30000000000005,108.65555555555561,115.30000000000008,113.56666666666668,115.46666666666665
DAL,65,1,0,20170311,2016-2017,PHO,0.439,0.126,0.222,0.446,0.509953125,0.1108125,0.1813125,0.1805,0.494,0.107,0.116,0.217,0.499625,0.13284375,0.2595625,0.235671875,0.548444444,0.142333333,0.227555556,0.237777778,93.4,0.521333333,0.130666667,0.201666667,0.266333333,107.0,102.5666667,0.519333333,0.12566666699999998,0.179222222,0.18600000000000005,93.31111111,0.562333333,0.118,0.15333333300000002,0.217666667,95.76666667,-290,-7.0,74.35897436,98,100,-1.0,104.9,107.0,107.0,104.9,106.74444444444448,102.78888888888895,115.10000000000007,102.86666666666673,112.17777777777785,109.44444444444451,110.16666666666656,108.26666666666678
DAL,66,0,0,20170313,2016-2017,TOR,0.406,0.07200000000000001,0.132,0.106,0.508861538,0.111046154,0.181938462,0.184584615,0.532,0.123,0.25,0.218,0.517707692,0.106630769,0.243153846,0.241353846,0.496777778,0.113111111,0.219555556,0.234,87.9,0.4876666670000001,0.108333333,0.195,0.213,92.4,92.63333333,0.519777778,0.133222222,0.193,0.222222222,93.02222222,0.532333333,0.133666667,0.186666667,0.316,95.46666667,155,4.5,39.21568627,78,100,-1.0,88.7,113.8,113.8,88.7,107.86666666666672,103.3333333333334,113.30000000000005,107.06666666666672,107.69999999999997,105.85555555555547,103.60000000000004,105.59999999999991
DAL,67,0,1,20170315,2016-2017,WAS,0.595,0.1,0.119,0.228,0.50730303,0.110454545,0.181181818,0.183393939,0.561,0.116,0.125,0.183,0.529030303,0.122545455,0.236590909,0.201363636,0.529444444,0.108666667,0.235444444,0.250111111,95.4,0.534,0.101333333,0.215666667,0.224,97.16666667,98.46666667,0.5126666670000001,0.124888889,0.187,0.226,92.68888889,0.452666667,0.113333333,0.179333333,0.29100000000000004,92.13333333,260,7.5,27.77777778,112,107,1.0,117.4,112.2,112.2,117.4,107.4555555555556,104.12222222222229,101.33333333333337,107.23333333333339,115.94444444444441,114.3777777777779,115.16666666666676,117.23333333333335
DAL,68,0,0,20170317,2016-2017,PHI,0.374,0.113,0.098,0.103,0.50861194,0.110298507,0.18025373100000006,0.184059701,0.6,0.151,0.237,0.25,0.502791045,0.145880597,0.217522388,0.202238806,0.5131111110000001,0.153222222,0.229666667,0.200777778,97.7,0.533666667,0.15666666699999998,0.195,0.216666667,102.1333333,99.11111111,0.519,0.117444444,0.182111111,0.234222222,92.67777778,0.48,0.099333333,0.15766666699999998,0.26,92.23333333,-190,-4.5,65.51724138,74,116,-1.0,75.7,118.7,118.7,75.7,109.33333333333339,106.93333333333341,103.6666666666667,111.00000000000004,104.81111111111107,115.64444444444446,105.03333333333337,109.13333333333331
DAL,69,0,1,20170319,2016-2017,BRK,0.605,0.103,0.059,0.25,0.506632353,0.110338235,0.179044118,0.182867647,0.521,0.145,0.225,0.403,0.511529412,0.145411765,0.191897059,0.229220588,0.531666667,0.131888889,0.181222222,0.27555555600000003,93.1,0.504,0.128,0.182,0.330666667,98.46666667,99.06666667,0.505777778,0.115444444,0.164555556,0.215,93.92222222,0.458333333,0.095,0.116333333,0.145666667,93.66666667,-185,-4.5,64.9122807,111,104,1.0,119.3,111.8,111.8,119.3,105.42222222222227,108.70000000000007,93.93333333333335,114.90000000000003,109.53333333333336,113.17777777777786,108.30000000000003,111.69999999999997
DAL,70,1,0,20170321,2016-2017,GSW,0.418,0.102,0.236,0.109,0.508057971,0.110231884,0.177304348,0.18384058,0.635,0.158,0.133,0.16699999999999998,0.561913043,0.12859420300000002,0.222043478,0.212449275,0.517444444,0.124888889,0.237888889,0.17622222199999998,94.1,0.585,0.128,0.210666667,0.218666667,99.03333333,96.31111111,0.512444444,0.105222222,0.143333333,0.226888889,94.14444444,0.524666667,0.105333333,0.092,0.193666667,95.4,155,3.5,39.21568627,87,112,-1.0,92.4,119.0,119.0,92.4,107.08888888888896,108.92222222222229,104.13333333333337,114.23333333333336,108.14444444444442,104.91111111111108,116.76666666666664,97.13333333333338
DAL,71,1,1,20170323,2016-2017,LAC,0.518,0.091,0.1,0.146,0.5067714289999999,0.110114286,0.178142857,0.182771429,0.506,0.16,0.231,0.175,0.533314286,0.118085714,0.2126,0.231557143,0.552888889,0.121555556,0.175555556,0.241333333,94.0,0.561,0.123333333,0.139666667,0.218333333,95.03333333,94.03333333,0.5026666670000001,0.107777778,0.147333333,0.210555556,94.32222222,0.465666667,0.106,0.131,0.154,94.96666667,155,4.0,39.21568627,97,95,1.0,103.2,101.0,101.0,103.2,104.85555555555564,110.12222222222229,95.80000000000003,116.50000000000004,113.44444444444451,108.53333333333336,111.56666666666656,106.83333333333333
DAL,72,1,0,20170325,2016-2017,TOR,0.421,0.117,0.273,0.207,0.5069295770000001,0.10984507,0.17704225399999998,0.182253521,0.537,0.141,0.3,0.086,0.51543662,0.108197183,0.245380282,0.239788732,0.489777778,0.119555556,0.244666667,0.219555556,86.1,0.513,0.130333333,0.298,0.198666667,92.9,92.97777778,0.501444444,0.109111111,0.144888889,0.21,94.28888889,0.5136666670000001,0.098666667,0.131666667,0.168333333,93.73333333,-118,-1.0,54.12844037,86,94,-1.0,99.9,109.2,109.2,99.9,104.06666666666676,110.85555555555563,104.9666666666667,110.60000000000004,106.56666666666663,103.93333333333325,112.26666666666665,98.3666666666666
DAL,73,1,0,20170327,2016-2017,OKC,0.475,0.13699999999999998,0.17800000000000002,0.188,0.505736111,0.109944444,0.178375,0.182597222,0.471,0.157,0.262,0.141,0.504013889,0.128819444,0.27720833300000003,0.226430556,0.546444444,0.125111111,0.326666667,0.217222222,93.4,0.525,0.122333333,0.34566666700000004,0.219333333,99.0,96.66666667,0.476555556,0.107333333,0.158111111,0.212888889,92.97777778,0.452333333,0.103333333,0.203,0.154,91.4,100,1.0,50.0,91,92,0.0,97.4,98.5,98.5,97.4,101.32222222222232,110.40000000000006,98.50000000000001,109.73333333333336,118.57777777777788,110.88888888888891,115.16666666666669,115.69999999999993
