Team,Game Number,Location,Result,Date,Season,Opponent,EFG%,TOV%,ORB%,FTR,teamCumEFG%,teamCumTOV%,teamCumORB%,teamCumFTR,Opp EFG%,Opp TOV%,Opp ORB%,Opp FTR,Opp CumEFG%,Opp CumTOV%,Opp CumORB%,Opp CumFTR,Opp R9EFG,Opp R9TOV,Opp R9ORB,Opp R9FTR,Pace,Opp R3EFG,Opp R3TOV,Opp R3ORB,Opp R3FTR,Opp R3Pace,Opp R9Pace,Rolling9EFG,Rolling9TOV,Rolling9ORB,Rolling9FTR,Rolling9Pace,Rolling3EFG,Rolling3TOV,Rolling3ORB,Rolling3FTR,Rolling3Pace,Odds,Line,Implied Prob,Team Points,Opp Points,Cover,Oeff,Deff,Opp Oeff,Opp Deff,Rolling9OEff,Rolling9DEff,Rolling3OEff,Rolling3DEff,Opp R9 Oeff,Opp R9 Deff,Opp R3 Oeff,Opp R3 Deff
CLE,13,1,1,20161123,2016-2017,POR,0.65,0.08900000000000001,0.237,0.222,0.519916667,0.115416667,0.243916667,0.209,0.594,0.084,0.22,0.2,0.5105,0.124166667,0.180666667,0.2215,0.503,0.124333333,0.187444444,0.214444444,98.3,0.479333333,0.08533333300000001,0.217,0.2,96.93333333,97.75555556,0.525,0.113555556,0.242,0.211777778,97.04444444,0.542333333,0.146,0.211333333,0.179333333,97.13333333,-900,-11.5,90.0,137,125,1.0,139.3,127.1,127.1,139.3,113.13333333333334,107.76666666666667,109.06666666666668,103.09999999999998,105.46666666666667,111.51111111111112,107.00000000000001,112.59999999999998
CLE,14,1,1,20161125,2016-2017,DAL,0.624,0.128,0.243,0.259,0.5299230770000001,0.113384615,0.243384615,0.21,0.451,0.119,0.224,0.08800000000000001,0.459076923,0.117384615,0.190461538,0.17569230800000002,0.450111111,0.122555556,0.193666667,0.178555556,96.7,0.4236666670000001,0.15633333300000002,0.183666667,0.231666667,89.93333333,90.35555556,0.529,0.112111111,0.227888889,0.201666667,97.65555556,0.556333333,0.12533333300000002,0.202666667,0.173,96.9,-2350,-15.0,95.91836735,128,90,1.0,132.3,93.0,93.0,132.3,113.27777777777777,107.52222222222223,114.7666666666667,106.06666666666666,95.66666666666666,103.21111111111115,89.50000000000004,100.33333333333336
CLE,15,0,1,20161127,2016-2017,PHI,0.478,0.079,0.275,0.261,0.536642857,0.114428571,0.243357143,0.2135,0.5489999999999999,0.142,0.289,0.076,0.500357143,0.151642857,0.184857143,0.16992857100000006,0.5111111110000001,0.150888889,0.208888889,0.183111111,96.6,0.531666667,0.146666667,0.209666667,0.179,95.56666667,96.16666667,0.534888889,0.118111111,0.233333333,0.18811111100000005,97.35555556,0.6073333329999999,0.114666667,0.204,0.212666667,96.76666667,-1100,-12.0,91.66666667,112,108,-1.0,115.9,111.8,111.8,115.9,113.66666666666667,104.21111111111112,126.93333333333335,101.7,102.30000000000001,110.76666666666668,106.69999999999997,108.3
CLE,16,0,0,20161129,2016-2017,MIL,0.52,0.177,0.175,0.307,0.5327333329999999,0.112066667,0.245466667,0.216666667,0.5760000000000001,0.15,0.263,0.221,0.502066667,0.128,0.2358,0.189333333,0.488555556,0.128222222,0.214111111,0.180777778,99.6,0.519333333,0.113,0.186666667,0.142,93.36666667,94.46666667,0.534222222,0.111444444,0.239888889,0.2,96.72222222,0.584,0.098666667,0.251666667,0.247333333,97.2,-280,-6.5,73.68421053,101,118,-1.0,101.4,118.4,118.4,101.4,115.46666666666667,105.66666666666667,129.16666666666669,110.63333333333334,102.16666666666669,106.18888888888891,106.09999999999998,104.3
CLE,17,1,0,20161201,2016-2017,LAC,0.471,0.173,0.154,0.42,0.5319375,0.116125,0.2410625,0.2223125,0.545,0.099,0.318,0.18,0.535,0.10625,0.207625,0.2769375,0.564333333,0.104666667,0.221666667,0.303555556,94.7,0.5760000000000001,0.115,0.207666667,0.330333333,93.7,95.52222222,0.544333333,0.12533333300000002,0.231555556,0.210555556,96.94444444,0.540666667,0.128,0.231,0.275666667,97.63333333,-210,-5.0,67.74193548,94,113,-1.0,99.2,119.3,119.3,99.2,114.66666666666669,106.30000000000001,116.53333333333336,107.73333333333335,121.43333333333334,107.94444444444446,124.06666666666665,111.76666666666667
CLE,18,0,0,20161202,2016-2017,CHI,0.602,0.171,0.154,0.06,0.528352941,0.119470588,0.235941176,0.23394117600000006,0.505,0.104,0.3720000000000001,0.146,0.477941176,0.110058824,0.3,0.226352941,0.456777778,0.097444444,0.288555556,0.215666667,97.0,0.445333333,0.093333333,0.224666667,0.203666667,99.26666667,94.78888889,0.541111111,0.129777778,0.219222222,0.232666667,96.64444444,0.4896666670000001,0.14300000000000002,0.201333333,0.329333333,96.96666667,-135,-2.5,57.44680851,105,111,-1.0,108.2,114.4,114.4,108.2,113.71111111111115,108.83333333333333,105.50000000000001,116.50000000000001,107.53333333333333,101.2888888888889,101.56666666666665,99.20000000000003
CLE,19,0,1,20161205,2016-2017,TOR,0.56,0.127,0.361,0.262,0.532444444,0.122333333,0.231388889,0.224277778,0.506,0.065,0.222,0.261,0.5257777779999999,0.107777778,0.251666667,0.259722222,0.551666667,0.115444444,0.256,0.27577777800000003,92.9,0.6153333329999999,0.128333333,0.284666667,0.304666667,89.63333333,95.06666667,0.552444444,0.139444444,0.208,0.229666667,97.14444444,0.531,0.173666667,0.161,0.262333333,97.1,-113,1.5,53.05164319,116,112,1.0,124.9,120.6,120.6,124.9,113.72222222222226,110.36666666666667,102.93333333333335,117.36666666666669,119.02222222222223,113.77777777777776,128.8666666666667,111.26666666666667
CLE,20,0,1,20161207,2016-2017,NYK,0.625,0.114,0.25,0.325,0.533894737,0.122578947,0.238210526,0.226263158,0.466,0.146,0.265,0.149,0.499315789,0.118894737,0.261157895,0.175842105,0.505555556,0.106111111,0.264888889,0.166222222,93.8,0.499333333,0.098333333,0.270333333,0.225,95.46666667,95.62222222,0.547111111,0.13677777800000002,0.218888889,0.232,96.46666667,0.544333333,0.157,0.223,0.247333333,94.86666667,-390,-8.5,79.59183673,126,94,1.0,134.3,100.2,100.2,134.3,114.02222222222225,110.63333333333334,110.7666666666667,118.10000000000002,111.5222222222222,111.08888888888889,114.0666666666666,115.19999999999999
CLE,21,1,1,20161209,2016-2017,MIA,0.608,0.107,0.324,0.157,0.53845,0.12215,0.2388,0.2312,0.378,0.116,0.39,0.17800000000000002,0.48015,0.112,0.2441,0.1722,0.4970000000000001,0.102222222,0.250111111,0.196,87.8,0.508,0.079,0.243666667,0.150333333,93.33333333,92.61111111,0.564222222,0.131666667,0.22011111100000005,0.252555556,96.1,0.595666667,0.137333333,0.255,0.215666667,94.56666667,-1500,-13.0,93.75,114,84,1.0,129.9,95.7,95.7,129.9,118.30000000000003,109.97777777777779,122.4666666666667,111.73333333333335,108.43333333333335,111.67777777777776,111.1333333333334,110.59999999999997
CLE,22,1,1,20161210,2016-2017,CHO,0.664,0.166,0.206,0.26,0.541761905,0.121428571,0.242857143,0.227666667,0.512,0.127,0.267,0.198,0.500619048,0.105047619,0.192047619,0.236857143,0.502111111,0.113111111,0.208555556,0.255,95.3,0.512333333,0.109666667,0.209333333,0.268,94.36666667,94.92222222,0.570888889,0.129444444,0.241444444,0.252555556,95.26666667,0.597666667,0.116,0.311666667,0.248,91.5,-350,-8.0,77.77777778,116,105,1.0,121.7,110.2,110.2,121.7,120.60000000000004,111.16666666666667,129.70000000000002,105.5,107.56666666666669,108.50000000000001,111.16666666666667,106.20000000000003
CLE,23,1,1,20161213,2016-2017,MEM,0.531,0.157,0.238,0.21,0.547318182,0.123454545,0.241181818,0.229136364,0.43,0.139,0.234,0.14,0.4765,0.124136364,0.226045455,0.223545455,0.481,0.110444444,0.206555556,0.200222222,95.1,0.4836666670000001,0.104333333,0.239,0.17600000000000002,92.5,92.21111111,0.5724444439999999,0.138,0.238,0.256777778,94.93333333,0.6323333329999999,0.129,0.26,0.247333333,92.3,-1500,-13.0,93.75,103,86,1.0,108.3,90.4,90.4,108.3,118.64444444444449,109.28888888888889,128.63333333333335,102.03333333333335,103.95555555555555,105.68888888888891,104.19999999999997,102.13333333333328
CLE,24,0,0,20161214,2016-2017,MEM,0.433,0.11,0.146,0.267,0.5466086960000001,0.124913043,0.241043478,0.228304348,0.506,0.154,0.304,0.136,0.4729565220000001,0.123695652,0.227086957,0.228,0.464,0.112111111,0.216333333,0.219222222,89.7,0.461333333,0.109333333,0.260333333,0.192,94.36666667,93.15555556,0.562111111,0.14122222199999998,0.237444444,0.251333333,94.75555556,0.601,0.143333333,0.256,0.209,92.73333333,245,6.5,28.98550725,85,93,-1.0,94.7,103.6,103.6,94.7,115.97777777777782,109.0,119.9666666666667,98.76666666666667,101.83333333333333,104.84444444444446,102.59999999999997,99.19999999999997
CLE,25,1,1,20161217,2016-2017,LAL,0.601,0.076,0.262,0.135,0.541875,0.124291667,0.237083333,0.229916667,0.57,0.107,0.233,0.116,0.495958333,0.13879166699999998,0.258708333,0.211041667,0.4402222220000001,0.137111111,0.284111111,0.205777778,91.6,0.457333333,0.156,0.316666667,0.248,96.2,97.42222222,0.557111111,0.144666667,0.22311111100000006,0.252,93.98888889,0.542666667,0.144333333,0.196666667,0.245666667,93.36666667,-1900,-16.0,95.0,119,108,-1.0,129.9,117.9,117.9,129.9,113.62222222222228,108.08888888888889,108.23333333333335,101.39999999999999,98.39999999999998,114.35555555555554,103.39999999999996,118.86666666666667
CLE,26,0,1,20161220,2016-2017,MIL,0.5,0.08900000000000001,0.184,0.253,0.54424,0.12236,0.23808,0.22612,0.5,0.123,0.244,0.241,0.51456,0.12684,0.23188000000000006,0.1992,0.528555556,0.122333333,0.221888889,0.213222222,91.2,0.5166666670000001,0.095666667,0.268666667,0.106333333,91.2,96.05555556,0.566111111,0.133444444,0.232777778,0.232888889,93.1,0.5216666670000001,0.114333333,0.215333333,0.204,92.13333333,-165,-3.5,62.26415094,114,108,1.0,113.2,107.2,107.2,113.2,116.78888888888893,108.03333333333335,110.96666666666668,103.96666666666668,110.18888888888888,105.38888888888893,110.7333333333333,104.86666666666663
CLE,27,1,1,20161221,2016-2017,MIL,0.58,0.103,0.214,0.138,0.542538462,0.121076923,0.236,0.227153846,0.526,0.08199999999999999,0.154,0.273,0.514,0.126692308,0.232346154,0.200807692,0.523666667,0.117888889,0.212,0.206666667,92.7,0.5186666670000001,0.102666667,0.259,0.141666667,90.86666667,95.57777778,0.569333333,0.124111111,0.236111111,0.214333333,92.71111111,0.511333333,0.091666667,0.197333333,0.218333333,90.83333333,-250,-8.0,71.42857143,113,102,1.0,121.9,110.1,110.1,121.9,118.34444444444449,106.6888888888889,112.60000000000001,109.56666666666668,109.17777777777776,107.14444444444447,110.29999999999997,98.46666666666663
CLE,28,1,1,20161223,2016-2017,BRK,0.495,0.091,0.229,0.212,0.543925926,0.120407407,0.235185185,0.223851852,0.494,0.17,0.149,0.17600000000000002,0.502962963,0.145555556,0.209962963,0.237074074,0.500888889,0.143777778,0.23655555600000006,0.284555556,105.0,0.502,0.14400000000000002,0.198,0.263666667,102.6333333,101.9222222,0.566888889,0.116555556,0.242777778,0.223,92.23333333,0.560333333,0.089333333,0.22,0.175333333,91.83333333,-1900,-16.0,95.0,119,99,1.0,113.3,94.3,94.3,113.3,119.86666666666672,106.21111111111111,121.66666666666669,111.73333333333335,106.90000000000003,112.42222222222227,104.59999999999998,111.06666666666668
CLE,29,1,1,20161225,2016-2017,GSW,0.453,0.099,0.327,0.242,0.542178571,0.119357143,0.234964286,0.223428571,0.539,0.175,0.161,0.325,0.568107143,0.130107143,0.226428571,0.216607143,0.568222222,0.128,0.241444444,0.210444444,100.1,0.566333333,0.12733333300000002,0.253666667,0.139333333,100.2,98.78888889,0.559666667,0.112555556,0.228111111,0.217444444,93.57777778,0.525,0.094333333,0.209,0.201,96.3,125,1.5,44.44444444,109,108,1.0,108.9,107.9,107.9,108.9,118.57777777777781,103.28888888888889,116.13333333333337,103.86666666666667,118.69999999999999,103.43333333333335,116.76666666666665,95.99999999999999
CLE,30,0,0,20161226,2016-2017,DET,0.449,0.191,0.222,0.241,0.539103448,0.118655172,0.238137931,0.224068966,0.5329999999999999,0.108,0.213,0.087,0.494172414,0.105241379,0.224310345,0.161206897,0.508,0.113666667,0.227888889,0.147777778,98.0,0.5096666670000001,0.118666667,0.239666667,0.202333333,90.03333333,91.96666667,0.540555556,0.110888889,0.236666667,0.208222222,94.27777778,0.5093333329999999,0.097666667,0.256666667,0.197333333,99.26666667,240,6.0,29.41176471,90,106,-1.0,91.9,108.2,108.2,91.9,115.7555555555556,104.14444444444445,114.70000000000003,104.10000000000001,106.57777777777784,104.09999999999997,108.46666666666664,115.30000000000005
