Cover,Date,Deff,EFG%,FTR,Game Number,Implied Prob,Line,Location,ORB%,Odds,Oeff,Opp CumEFG%,Opp CumFTR,Opp CumORB%,Opp CumTOV%,Opp Deff,Opp EFG%,Opp FTR,Opp ORB%,Opp Oeff,Opp Points,Opp R3 Deff,Opp R3 Oeff,Opp R3EFG,Opp R3FTR,Opp R3ORB,Opp R3Pace,Opp R3TOV,Opp R9 Deff,Opp R9 Oeff,Opp R9EFG,Opp R9FTR,Opp R9ORB,Opp R9Pace,Opp R9TOV,Opp TOV%,Opponent,Pace,Result,Rolling3DEff,Rolling3EFG,Rolling3FTR,Rolling3OEff,Rolling3ORB,Rolling3Pace,Rolling3TOV,Rolling9DEff,Rolling9EFG,Rolling9FTR,Rolling9OEff,Rolling9ORB,Rolling9Pace,Rolling9TOV,Season,TOV%,Team,Team Points,Unnamed: 0,teamCumEFG%,teamCumFTR,teamCumORB%,teamCumTOV%
1.0,20180319,98.5,0.5479999999999999,0.065,69,78.26086957,-7.5,1,0.34,-360,113.2,0.504294118,0.229779412,0.22123529399999997,0.110382353,113.2,0.41700000000000004,0.28600000000000003,0.122,98.5,94,117.36666670000001,113.8,0.536,0.243,0.173666667,102.0,0.11233333300000001,116.4,112.0222222,0.530888889,0.232222222,0.183666667,98.88888889,0.107,0.085,CHO,95.4,1,111.16666670000001,0.527333333,0.234333333,114.16666670000001,0.26466666699999997,98.1,0.120333333,109.53333329999998,0.558333333,0.203888889,115.4777778,0.247222222,97.43333333,0.129333333,2017-2018,0.135,PHI,108,642.0,0.530735294,0.21147058800000001,0.254338235,0.145514706
1.0,20180321,103.9,0.613,0.19,70,90.47619048,-13.0,1,0.111,-950,117.7,0.497956522,0.210710145,0.219768116,0.135391304,117.7,0.449,0.162,0.306,103.9,105,116.73333329999998,112.76666670000002,0.507,0.208333333,0.257333333,92.93333333,0.105,113.67777779999999,103.5,0.487777778,0.171666667,0.236333333,94.65555556,0.129333333,0.10800000000000001,MEM,101.1,1,109.53333329999998,0.532333333,0.17600000000000002,118.46666670000002,0.316666667,97.33333333,0.099,109.05555559999999,0.563666667,0.18888888899999998,115.34444440000001,0.253222222,97.54444444,0.135333333,2017-2018,0.131,PHI,119,643.0,0.530985507,0.20934782600000001,0.25557971,0.14536231900000002
1.0,20180322,96.1,0.556,0.213,71,75.0,-7.0,0,0.25,-300,115.7,0.520757143,0.18762857100000002,0.198385714,0.131,115.7,0.462,0.154,0.135,96.1,98,108.63333329999999,95.6,0.47100000000000003,0.151666667,0.19699999999999998,97.2,0.159333333,107.34444440000001,101.3666667,0.501555556,0.185555556,0.17444444399999998,95.35555556,0.145666667,0.09,ORL,102.0,1,107.53333329999998,0.5589999999999999,0.162333333,118.4,0.238666667,97.66666667,0.10366666699999999,109.04444440000002,0.569333333,0.18388888899999997,115.5888889,0.245666667,98.2,0.138,2017-2018,0.138,PHI,118,644.0,0.5321571429999999,0.20907142899999998,0.25351428600000003,0.14515714300000002
1.0,20180324,97.8,0.551,0.261,72,74.35897436,-7.0,1,0.149,-290,108.7,0.527915493,0.22888732399999998,0.245521127,0.10926760599999999,108.7,0.41700000000000004,0.292,0.228,97.8,108,130.2666667,123.03333329999998,0.558333333,0.208666667,0.311666667,91.26666667,0.11866666699999999,116.5,115.95555559999998,0.539333333,0.22788888899999998,0.241333333,96.21111111,0.112111111,0.11,MIN,110.4,1,99.5,0.572333333,0.156,115.53333329999998,0.233666667,99.5,0.134666667,106.26666670000002,0.558111111,0.179,115.9,0.24966666699999998,98.7,0.126,2017-2018,0.126,PHI,120,645.0,0.532492958,0.20912676100000002,0.25346478899999997,0.145056338
1.0,20180326,101.5,0.5770000000000001,0.198,73,69.23076923,-5.5,1,0.33299999999999996,-225,120.0,0.5382083329999999,0.197111111,0.255208333,0.131694444,120.0,0.494,0.25,0.188,101.5,104,116.66666670000001,122.8,0.568333333,0.23600000000000002,0.271666667,93.36666667,0.108666667,113.7888889,117.92222220000001,0.562222222,0.22133333300000002,0.232111111,98.0,0.123111111,0.132,DEN,102.5,1,99.26666667,0.573333333,0.22133333300000002,114.03333329999998,0.17,104.5,0.131666667,103.8,0.545222222,0.19266666699999999,113.0,0.23444444399999997,100.41111109999999,0.12555555599999998,2017-2018,0.14300000000000002,PHI,123,646.0,0.53275,0.209847222,0.252013889,0.14479166699999999
1.0,20180328,94.5,0.505,0.19399999999999998,74,92.59259259,-12.5,1,0.28,-1250,110.4,0.511068493,0.178945205,0.24419178100000002,0.13064383599999999,110.4,0.431,0.213,0.185,94.5,101,111.8,108.63333329999999,0.499666667,0.12566666699999998,0.278333333,95.76666667,0.11800000000000001,116.14444440000001,108.51111110000001,0.5116666670000001,0.138555556,0.237888889,96.94444444,0.115,0.132,NYK,106.9,1,98.46666667,0.561333333,0.22399999999999998,114.8,0.244,104.96666670000002,0.135666667,103.42222220000001,0.555666667,0.19399999999999998,115.65555559999999,0.252222222,100.3555556,0.123777778,2017-2018,0.098,PHI,118,647.0,0.533356164,0.209684932,0.253123288,0.144767123
1.0,20180330,86.3,0.484,0.095,75,75.90361446,-7.5,0,0.17,-315,95.8,0.513648649,0.192364865,0.212162162,0.137148649,95.8,0.401,0.099,0.254,86.3,91,113.8,97.96666667,0.49200000000000005,0.121333333,0.135666667,96.33333333,0.11466666699999999,116.2,104.6333333,0.513,0.176888889,0.168222222,98.88888889,0.129333333,0.129,ATL,105.4,1,97.93333333,0.544333333,0.21766666699999998,113.03333329999998,0.254,106.6,0.122333333,102.8666667,0.5479999999999999,0.202666667,114.24444440000002,0.250777778,101.4,0.125777778,2017-2018,0.13,PHI,101,648.0,0.532972973,0.209472973,0.253486486,0.144135135
1.0,20180401,99.9,0.585,0.096,76,58.33333333,-2.0,0,0.184,-140,116.5,0.5045466670000001,0.23384000000000002,0.22232,0.108946667,116.5,0.457,0.32899999999999996,0.196,99.9,102,98.73333333,123.76666670000002,0.563333333,0.241666667,0.253333333,99.1,0.09966666699999999,108.55555559999999,114.98888889999999,0.516777778,0.260888889,0.222333333,100.4444444,0.09833333300000001,0.142,CHO,102.1,1,94.1,0.522,0.162333333,108.73333329999998,0.261,104.93333329999999,0.123666667,100.9666667,0.542555556,0.186555556,113.74444440000002,0.249222222,102.2555556,0.11811111099999999,2017-2018,0.125,PHI,119,649.0,0.53232,0.207946667,0.25237333300000003,0.143946667
1.0,20180403,92.3,0.599,0.132,77,81.81818182,-9.0,1,0.175,-450,117.6,0.511605263,0.20678947399999997,0.215447368,0.12726315800000002,117.6,0.525,0.12300000000000001,0.059000000000000004,92.3,95,112.6,112.96666670000002,0.524333333,0.237666667,0.184,95.93333333,0.096666667,115.32222220000001,113.54444440000002,0.538888889,0.23422222199999998,0.19688888899999998,97.18888889,0.109333333,0.165,BRK,102.9,1,93.56666667,0.524666667,0.128333333,107.56666670000001,0.211333333,104.8,0.11766666699999999,99.85555556,0.548333333,0.17155555600000003,113.5888889,0.231333333,102.4777778,0.11900000000000001,2017-2018,0.092,PHI,121,650.0,0.5330131579999999,0.206473684,0.251473684,0.14369736800000002
1.0,20180404,105.3,0.5670000000000001,0.157,78,53.91705069,-1.0,0,0.175,-117,112.1,0.50987013,0.172233766,0.227623377,0.118480519,112.1,0.534,0.159,0.196,105.3,108,103.1,113.16666670000001,0.531333333,0.225666667,0.238333333,96.0,0.106,100.4555556,109.98888889999999,0.518444444,0.18044444399999998,0.22855555600000002,95.9,0.10099999999999999,0.14800000000000002,DET,102.6,1,92.83333333,0.556,0.107666667,109.96666670000002,0.176333333,103.4666667,0.11566666699999999,96.75555556,0.5575555560000001,0.160444444,112.84444440000001,0.22133333300000002,103.18888890000001,0.124222222,2017-2018,0.11800000000000001,PHI,115,651.0,0.53387013,0.20550649399999998,0.250480519,0.143025974
-1.0,20180406,121.4,0.564,0.17800000000000002,79,60.78431373,-3.5,1,0.25,-155,123.3,0.547423077,0.21341025600000002,0.19714102600000002,0.122384615,123.3,0.609,0.276,0.195,121.4,130,102.6,110.3,0.529,0.207,0.162333333,95.7,0.10566666699999999,110.98888889999999,117.45555559999998,0.545444444,0.216222222,0.23,95.54444444,0.10311111099999999,0.129,CLE,107.1,1,99.16666667,0.583666667,0.128333333,115.4,0.17800000000000002,102.5333333,0.111666667,97.51111111,0.559666667,0.170666667,112.7222222,0.203,103.9888889,0.122333333,2017-2018,0.098,PHI,132,652.0,0.534294872,0.204884615,0.24951282100000002,0.14270512800000001
-1.0,20180408,99.2,0.5489999999999999,0.099,80,92.30769231,-13.0,1,0.214,-1200,111.5,0.516531646,0.16870886100000002,0.17634177199999998,0.111632911,111.5,0.484,0.064,0.18899999999999997,99.2,97,107.86666670000001,104.16666670000001,0.51,0.138,0.164333333,96.36666667,0.106333333,108.3888889,104.1444444,0.514777778,0.137222222,0.150111111,96.56666667,0.107888889,0.099,DAL,97.8,1,106.33333329999999,0.576666667,0.15566666699999998,117.66666670000001,0.2,104.2,0.10266666699999999,99.45555556,0.554222222,0.169333333,113.34444440000001,0.218444444,104.6555556,0.11866666699999999,2017-2018,0.09300000000000001,PHI,109,653.0,0.534670886,0.20454430399999998,0.249518987,0.142139241
-1.0,20180410,105.9,0.5920000000000001,0.207,81,83.33333333,-9.5,0,0.262,-500,113.3,0.5129625,0.1880375,0.210225,0.13805,113.3,0.485,0.184,0.157,105.9,113,105.83333329999999,97.16666667,0.487333333,0.15,0.201,98.56666667,0.146,108.01111110000001,98.2,0.5003333329999999,0.130222222,0.16944444399999997,98.41111111,0.137666667,0.084,ATL,106.8,1,108.63333329999999,0.56,0.144666667,115.63333329999999,0.213,102.5,0.10300000000000001,99.8,0.553444444,0.15666666699999998,112.87777779999999,0.21444444399999998,104.18888890000001,0.113666667,2017-2018,0.152,PHI,121,654.0,0.53485,0.203225,0.249075,0.141525
1.0,20180411,91.0,0.5670000000000001,0.105,82,76.19047619,-5.5,1,0.34,-320,124.5,0.5325802470000001,0.224246914,0.202975309,0.12291358,124.5,0.45,0.156,0.2,91.0,95,104.9,111.96666670000002,0.494666667,0.194666667,0.254666667,97.93333333,0.1,109.46666670000002,112.8,0.528555556,0.188444444,0.221777778,96.62222222,0.111555556,0.171,MIL,104.4,1,108.83333329999999,0.568333333,0.161333333,116.03333329999998,0.242,103.9,0.11433333300000001,100.7,0.5579999999999999,0.150666667,113.3888889,0.22699999999999998,103.7888889,0.11655555599999999,2017-2018,0.09699999999999999,PHI,130,655.0,0.535555556,0.203271605,0.24923456800000002,0.141654321
-1.0,20171018,125.6,0.354,0.146,1,49.26108374,1.0,1,0.192,103,77.0,,,,,77.0,0.5670000000000001,0.244,0.395,125.6,124,,,,,,,,,,,,,,,0.135,POR,98.7,0,,,,,,,,,,,,,,,2017-2018,0.142,PHO,76,656.0,,,,
-1.0,20171020,112.7,0.565,0.28300000000000003,2,60.0,-3.0,1,0.213,-150,110.9,0.429,0.154,0.222,0.158,110.9,0.581,0.258,0.111,112.7,132,,,,,,,,,,,,,,,0.14300000000000002,LAL,117.2,0,,,,,,,,,,,,,,,2017-2018,0.149,PHO,130,657.0,0.354,0.146,0.192,0.142
-1.0,20171021,128.1,0.423,0.39399999999999996,3,11.11111111,11.5,0,0.087,800,86.7,0.5315,0.18100000000000002,0.268,0.10800000000000001,86.7,0.614,0.25,0.23800000000000002,128.1,130,,,,,,,,,,,,,,,0.106,LAC,101.5,0,,,,,,,,,,,,,,,2017-2018,0.17800000000000002,PHO,88,658.0,0.4595,0.2145,0.2025,0.1455
0.0,20171023,112.2,0.61,0.299,4,54.54545455,-2.0,1,0.2,-120,114.2,0.47266666700000004,0.1,0.26899999999999996,0.13699999999999998,114.2,0.48,0.20199999999999999,0.25,112.2,115,105.66666670000001,99.46666667,0.47266666700000004,0.1,0.26899999999999996,91.13333333,0.13699999999999998,,,,,,,,0.075,SAC,102.5,1,122.13333329999999,0.44733333299999994,0.274333333,91.53333333,0.16399999999999998,105.8,0.15633333300000002,,,,,,,,2017-2018,0.184,PHO,117,659.0,0.44733333299999994,0.274333333,0.16399999999999998,0.15633333300000002
1.0,20171025,87.6,0.469,0.073,5,36.36363636,6.0,1,0.302,175,96.6,0.532,0.156,0.17925,0.17125,96.6,0.455,0.23399999999999999,0.152,87.6,88,103.1,98.76666667,0.522,0.146333333,0.185,93.46666667,0.179666667,,,,,,,,0.207,UTA,100.4,1,117.66666670000001,0.532666667,0.325333333,103.9333333,0.166666667,107.06666670000001,0.170333333,,,,,,,,2017-2018,0.138,PHO,97,660.0,0.488,0.2805,0.17300000000000001,0.16325
1.0,20171028,110.8,0.47700000000000004,0.276,6,18.18181818,10.5,0,0.226,450,104.0,0.4982,0.2568,0.3232,0.1182,104.0,0.5,0.253,0.261,110.8,114,109.2,111.1,0.46399999999999997,0.301,0.323666667,95.1,0.125,,,,,,,,0.11900000000000001,POR,102.9,0,109.3,0.5006666670000001,0.255333333,99.16666667,0.196333333,101.4666667,0.166666667,,,,,,,,2017-2018,0.145,PHO,107,661.0,0.4842,0.239,0.1988,0.1582
1.0,20171031,100.9,0.521,0.22899999999999998,7,39.21568627,3.0,0,0.213,155,108.0,0.515833333,0.253166667,0.244,0.139,108.0,0.456,0.20600000000000002,0.111,100.9,114,112.63333329999999,105.5,0.48966666700000006,0.224666667,0.199666667,100.3,0.128,,,,,,,,0.057,BRK,112.9,1,103.5333333,0.5186666670000001,0.21600000000000003,104.93333329999999,0.242666667,101.9333333,0.15566666699999998,,,,,,,,2017-2018,0.145,PHO,122,662.0,0.483,0.245166667,0.203333333,0.156
1.0,20171101,119.3,0.5479999999999999,0.373,8,11.76470588,13.0,0,0.268,750,125.5,0.509285714,0.249,0.24600000000000002,0.117714286,125.5,0.5,0.261,0.306,119.3,116,109.9,116.5,0.530666667,0.193,0.278333333,98.23333333,0.11866666699999999,,,,,,,,0.102,WAS,97.2,1,99.76666667,0.489,0.19266666699999999,102.8666667,0.247,105.4,0.142666667,,,,,,,,2017-2018,0.083,PHO,122,663.0,0.48842857100000003,0.242857143,0.20471428600000002,0.154428571
-1.0,20171103,121.8,0.397,0.309,9,40.0,4.0,0,0.33299999999999996,150,108.6,0.5055,0.19825,0.27025,0.143625,108.6,0.563,0.253,0.25,121.8,120,111.96666670000002,111.33333329999999,0.54,0.210333333,0.23800000000000002,100.0,0.156,,,,,,,,0.109,NYK,98.5,0,110.33333329999999,0.515333333,0.292666667,112.5,0.235666667,104.33333329999999,0.124333333,,,,,,,,2017-2018,0.081,PHO,107,664.0,0.495875,0.259125,0.212625,0.1455
-1.0,20171105,116.8,0.506,0.16,10,17.39130435,10.5,0,0.239,475,99.1,0.47311111100000003,0.19388888899999998,0.263222222,0.128111111,99.1,0.563,0.14800000000000002,0.19,116.8,112,111.76666670000002,102.16666670000001,0.479333333,0.18766666699999998,0.227333333,95.9,0.127,104.7333333,102.7666667,0.47311111100000003,0.19388888899999998,0.263222222,96.06666667,0.128111111,0.086,SAS,95.9,0,114.0,0.48866666700000005,0.303666667,114.03333329999998,0.271333333,102.8666667,0.10300000000000001,113.2222222,0.484888889,0.26466666699999997,103.5,0.226,103.5333333,0.138333333,2017-2018,0.166,PHO,95,665.0,0.484888889,0.26466666699999997,0.226,0.138333333
-1.0,20171106,96.7,0.384,0.302,11,54.54545455,-1.0,1,0.275,-120,90.8,0.4924,0.2493,0.2225,0.1278,90.8,0.44799999999999995,0.23,0.22399999999999998,96.7,98,102.7,98.8,0.45333333299999995,0.251666667,0.15766666699999998,109.2,0.10800000000000001,108.46666670000002,105.2,0.486777778,0.242666667,0.219444444,105.05555559999999,0.124666667,0.138,BRK,101.3,0,119.3,0.48366666700000005,0.280666667,111.06666670000001,0.28,97.2,0.11,112.24444440000002,0.501777778,0.266222222,105.95555559999998,0.231222222,103.2222222,0.141,2017-2018,0.14400000000000002,PHO,92,666.0,0.48700000000000004,0.2542,0.2273,0.1411
-1.0,20171108,124.7,0.523,0.261,12,36.36363636,5.5,1,0.125,175,113.8,0.523545455,0.175,0.196181818,0.150181818,113.8,0.605,0.34600000000000003,0.282,124.7,126,106.9,105.83333329999999,0.513,0.22699999999999998,0.225333333,97.56666667,0.152,105.56666670000001,103.9444444,0.5206666670000001,0.18933333300000002,0.19777777800000002,96.74444444,0.157111111,0.127,MIA,101.1,0,111.76666670000002,0.429,0.257,99.5,0.282333333,98.56666667,0.130333333,110.46666670000002,0.48166666700000005,0.268333333,103.7222222,0.23811111100000001,101.4555556,0.140444444,2017-2018,0.098,PHO,115,667.0,0.477636364,0.258545455,0.23163636399999998,0.141363636
-1.0,20171110,119.2,0.495,0.20199999999999999,13,40.81632653,3.0,1,0.245,145,104.3,0.55025,0.19425,0.18625,0.139916667,104.3,0.604,0.354,0.2,119.2,128,104.6333333,108.86666670000001,0.539666667,0.231,0.183,100.3666667,0.128333333,104.3,107.84444440000001,0.548333333,0.194666667,0.167111111,100.68888890000001,0.140444444,0.151,ORL,107.4,0,112.73333329999998,0.47100000000000003,0.24100000000000002,101.2333333,0.213,99.43333333,0.136,110.0888889,0.49277777799999994,0.253555556,106.73333329999998,0.242333333,101.41111109999999,0.131555556,2017-2018,0.125,PHO,112,668.0,0.481416667,0.25875,0.22275,0.13775
1.0,20171111,106.8,0.593,0.18600000000000003,14,22.98850575,9.5,1,0.2,335,114.5,0.516769231,0.253153846,0.253,0.136615385,114.5,0.42700000000000005,0.292,0.32799999999999996,106.8,110,112.5,106.4,0.486333333,0.287,0.227666667,100.7666667,0.11766666699999999,109.7888889,110.26666670000002,0.516555556,0.272,0.260222222,99.14444444,0.137555556,0.09,MIN,103.0,1,113.53333329999998,0.46733333299999996,0.255,102.9666667,0.215,103.2666667,0.122333333,110.86666670000001,0.48,0.242777778,105.63333329999999,0.24733333300000002,101.9555556,0.125,2017-2018,0.157,PHO,118,669.0,0.48246153799999997,0.254384615,0.22446153800000002,0.136769231
-1.0,20171113,95.7,0.426,0.126,15,55.55555556,1.0,1,0.2,-125,89.0,0.4955,0.202071429,0.19978571399999998,0.152214286,89.0,0.5,0.087,0.17300000000000001,95.7,100,98.73333333,93.03333333,0.445666667,0.244333333,0.225666667,102.0333333,0.161333333,102.38888890000001,101.08888890000001,0.492111111,0.21044444399999998,0.21144444399999998,100.5555556,0.146444444,0.141,LAL,104.5,0,116.9,0.537,0.21633333300000002,110.86666670000001,0.19,103.83333329999999,0.12666666699999998,113.0,0.49377777799999995,0.255333333,107.62222220000001,0.23600000000000002,102.2444444,0.127111111,2017-2018,0.126,PHO,93,670.0,0.490357143,0.2495,0.222714286,0.138214286
-1.0,20171116,132.8,0.5,0.115,16,14.28571429,11.5,1,0.29100000000000004,600,108.5,0.546,0.248266667,0.226733333,0.143533333,108.5,0.594,0.389,0.27899999999999997,132.8,142,107.7,115.26666670000002,0.536,0.287666667,0.257333333,98.93333333,0.139,107.7,115.06666670000001,0.556111111,0.268333333,0.23922222199999998,99.32222222,0.146666667,0.11599999999999999,HOU,106.9,0,107.23333329999998,0.5046666670000001,0.171333333,102.6,0.215,104.96666670000002,0.136,111.32222220000001,0.48811111100000004,0.238666667,105.95555559999998,0.233111111,102.42222220000001,0.125,2017-2018,0.11,PHO,116,671.0,0.486066667,0.241266667,0.2212,0.1374
1.0,20171117,101.7,0.529,0.126,17,30.76923077,6.0,0,0.184,225,109.8,0.4918125,0.2004375,0.2084375,0.147375,109.8,0.5329999999999999,0.17600000000000002,0.205,101.7,113,102.7333333,100.3666667,0.47733333299999997,0.155,0.237,106.93333329999999,0.122666667,104.2,100.9555556,0.487444444,0.219777778,0.212333333,103.83333329999999,0.14088888900000002,0.158,LAL,111.2,1,111.76666670000002,0.5063333329999999,0.142333333,104.0,0.230333333,104.8,0.131,114.86666670000001,0.485777778,0.226,106.01111110000001,0.241777778,101.7555556,0.121111111,2017-2018,0.105,PHO,122,672.0,0.4869375,0.233375,0.2255625,0.1356875
1.0,20171119,103.5,0.545,0.18,18,60.78431373,-2.5,1,0.205,-155,111.4,0.464647059,0.148176471,0.204294118,0.129470588,111.4,0.475,0.08900000000000001,0.235,103.5,105,120.86666670000001,91.16666667,0.421333333,0.148666667,0.226,97.93333333,0.134,118.33333329999999,99.12222222,0.474777778,0.147333333,0.18711111100000002,97.31111111,0.120888889,0.09300000000000001,CHI,101.5,1,110.06666670000001,0.485,0.122333333,102.4333333,0.225,107.53333329999998,0.113666667,112.9111111,0.48366666700000005,0.19855555600000002,104.2666667,0.23244444399999997,103.31111109999999,0.123555556,2017-2018,0.10800000000000001,PHO,113,673.0,0.489411765,0.227058824,0.223117647,0.133882353
-1.0,20171122,103.8,0.435,0.28,19,36.36363636,5.0,1,0.431,175,98.3,0.530333333,0.189277778,0.18494444399999999,0.129055556,98.3,0.474,0.21600000000000003,0.255,103.8,113,113.23333329999998,106.3,0.5086666670000001,0.209,0.21100000000000002,93.5,0.12,110.43333329999999,106.82222220000001,0.513888889,0.194666667,0.22088888899999998,93.4,0.121888889,0.11199999999999999,MIL,98.6,0,112.66666670000001,0.524666667,0.140333333,109.9,0.226666667,106.53333329999998,0.107666667,110.87777779999999,0.500111111,0.184222222,104.57777779999999,0.218222222,103.6444444,0.12655555599999999,2017-2018,0.212,PHO,107,674.0,0.4925,0.224444444,0.22211111100000003,0.132444444
-1.0,20171124,114.9,0.40399999999999997,0.16,20,33.89830508,6.0,1,0.294,195,90.9,0.539789474,0.20063157899999998,0.20794736800000002,0.143105263,90.9,0.544,0.17600000000000002,0.28300000000000003,114.9,115,95.13333333,111.16666670000001,0.541666667,0.253666667,0.217,100.7333333,0.146333333,111.98888889999999,113.85555559999999,0.576444444,0.19388888899999998,0.20800000000000002,99.37777778,0.145333333,0.13,NOP,100.1,0,103.0,0.503,0.195333333,106.5,0.273333333,103.7666667,0.141666667,109.43333329999999,0.49222222200000004,0.19755555600000002,104.4888889,0.239555556,103.9444444,0.131666667,2017-2018,0.136,PHO,91,675.0,0.48947368399999996,0.22736842100000001,0.233105263,0.136631579
1.0,20171126,130.5,0.5820000000000001,0.106,21,14.92537313,11.5,0,0.275,570,118.4,0.5156,0.2393,0.25575,0.12295,118.4,0.575,0.129,0.42200000000000004,130.5,119,118.06666670000001,119.56666670000001,0.521,0.244333333,0.306,94.7,0.082666667,110.1111111,113.43333329999999,0.512555556,0.237666667,0.259222222,94.9,0.10277777800000001,0.091,MIN,91.2,0,107.4,0.46133333299999996,0.206666667,100.2,0.31,100.0666667,0.152,111.45555559999998,0.494444444,0.181777778,104.5,0.241666667,103.81111109999999,0.130777778,2017-2018,0.142,PHO,108,676.0,0.4852,0.22399999999999998,0.23615,0.1366
1.0,20171128,102.7,0.5,0.195,22,49.26108374,0.0,0,0.289,103,107.8,0.474619048,0.142761905,0.196190476,0.123285714,107.8,0.489,0.07400000000000001,0.17,102.7,99,112.83333329999999,110.4,0.539666667,0.111,0.17,95.13333333,0.08966666699999999,114.76666670000002,102.7,0.490777778,0.12733333300000002,0.184222222,97.78888889,0.109444444,0.084,CHI,96.4,1,116.4,0.47366666700000004,0.182,102.5333333,0.333333333,96.63333333,0.163333333,112.1,0.501,0.164555556,105.01111110000001,0.258333333,102.7111111,0.135666667,2017-2018,0.134,PHO,104,677.0,0.489809524,0.218380952,0.23800000000000002,0.13685714300000001
-1.0,20171129,121.1,0.506,0.262,23,13.33333333,12.0,0,0.17,650,98.9,0.526636364,0.1685,0.233227273,0.130590909,98.9,0.6459999999999999,0.18,0.147,121.1,131,109.2,108.4,0.546666667,0.22166666699999998,0.14800000000000002,99.36666667,0.15233333300000002,110.6111111,107.13333329999999,0.5277777779999999,0.17255555600000003,0.204777778,95.71111111,0.142333333,0.162,DET,108.2,0,116.03333329999998,0.495333333,0.15366666699999998,105.7,0.28600000000000003,95.9,0.137333333,110.26666670000002,0.501555556,0.163777778,105.4,0.263222222,101.4888889,0.136666667,2017-2018,0.165,PHO,107,678.0,0.490272727,0.217318182,0.240318182,0.136727273
1.0,20171202,123.5,0.51,0.079,24,11.11111111,13.0,0,0.37200000000000005,800,118.2,0.512782609,0.21695652199999998,0.22,0.125826087,118.2,0.613,0.225,0.114,123.5,116,111.33333329999999,115.33333329999999,0.61,0.153,0.15233333300000002,93.66666667,0.154,104.8555556,110.63333329999999,0.537444444,0.221222222,0.17644444399999998,95.61111111,0.132333333,0.091,BOS,93.9,0,118.1,0.529333333,0.18766666699999998,108.36666670000001,0.244666667,98.6,0.147,111.85555559999999,0.491888889,0.17222222199999998,103.66666670000001,0.259888889,102.0666667,0.137555556,2017-2018,0.086,PHO,111,679.0,0.490956522,0.21926087,0.23726087,0.137956522
1.0,20171204,106.1,0.5379999999999999,0.187,25,16.66666667,10.5,0,0.306,500,120.8,0.516416667,0.201916667,0.263291667,0.146541667,120.8,0.467,0.17600000000000002,0.295,106.1,101,111.66666670000001,107.46666670000002,0.49166666700000006,0.233333333,0.286333333,97.1,0.145333333,106.03333329999998,107.7777778,0.497444444,0.222444444,0.30111111100000004,98.54444444,0.140444444,0.125,PHI,95.2,1,115.76666670000002,0.5053333329999999,0.178666667,108.3,0.27699999999999997,99.5,0.128333333,114.94444440000001,0.501222222,0.16699999999999998,106.9111111,0.27899999999999997,100.88888890000001,0.133111111,2017-2018,0.098,PHO,115,680.0,0.49175,0.213416667,0.242875,0.135791667
1.0,20171205,117.2,0.5529999999999999,0.4,26,12.5,13.5,0,0.0,700,105.1,0.54976,0.21364,0.21272,0.12652,105.1,0.56,0.25,0.18600000000000003,117.2,126,102.4333333,109.33333329999999,0.5043333329999999,0.257,0.204666667,94.56666667,0.11666666699999999,105.26666670000002,113.74444440000002,0.544555556,0.183666667,0.233888889,97.43333333,0.123888889,0.127,TOR,107.5,0,116.9,0.518,0.17600000000000002,112.63333329999999,0.282666667,99.1,0.11633333300000001,111.9777778,0.505444444,0.175,108.2777778,0.280666667,99.58888889,0.131777778,2017-2018,0.156,PHO,113,681.0,0.4936,0.21236,0.2454,0.13427999999999998
-1.0,20171207,118.9,0.506,0.256,27,25.64102564,7.5,1,0.25,290,108.0,0.515692308,0.221961538,0.22880769199999998,0.122230769,108.0,0.556,0.235,0.2,118.9,109,108.6,116.86666670000001,0.560333333,0.180666667,0.22699999999999998,93.26666667,0.10266666699999999,111.46666670000002,109.42222220000001,0.501222222,0.19788888899999998,0.22033333300000002,93.96666667,0.10055555599999999,0.098,WAS,91.7,0,115.6,0.533666667,0.222,114.7,0.226,98.86666667,0.11333333300000001,113.7,0.5081111110000001,0.20544444399999998,107.75555559999998,0.260222222,99.17777778,0.137444444,2017-2018,0.126,PHO,99,682.0,0.495884615,0.219576923,0.235961538,0.135115385
1.0,20171209,112.9,0.48100000000000004,0.3,28,28.16901408,8.5,1,0.22699999999999998,255,109.7,0.511851852,0.198222222,0.247592593,0.128592593,109.7,0.494,0.207,0.375,112.9,104,113.7,120.36666670000001,0.538666667,0.201333333,0.337,90.33333333,0.121,104.1444444,112.73333329999998,0.530444444,0.22877777800000001,0.233888889,91.7,0.12322222199999999,0.133,SAS,92.1,0,114.06666670000001,0.532333333,0.281,111.3,0.18533333300000002,98.13333333,0.12666666699999998,115.4111111,0.503777778,0.213888889,107.37777779999999,0.265222222,98.08888889,0.139444444,2017-2018,0.09699999999999999,PHO,101,683.0,0.496259259,0.22092592600000002,0.23648148100000002,0.13477777800000001
