Team,ML Odds,Date
DAL,+180,20151114.0
HOU,-220,20151114.0
CLE,-220,20151114.0
MIL,+180,20151114.0
PHI,+2250,20151114.0
SAS,-4500,20151114.0
DEN,+315,20151114.0
PHO,-380,20151114.0
BRK,+2375,20151114.0
GSW,-4750,20151114.0
MIL,+165,20151117.0
WAS,-190,20151117.0
ATL,-175,20151117.0
BRK,+155,20151117.0
MIN,+350,20151117.0
MIA,-440,20151117.0
CLE,-190,20151117.0
DET,+165,20151117.0
CHO,-120,20151117.0
NYK,+100,20151117.0
DEN,+195,20151117.0
NOP,-235,20151117.0
TOR,+350,20151117.0
GSW,-440,20151117.0
SAC,+275,20151119.0
MIA,-335,20151119.0
MIL,+385,20151119.0
CLE,-485,20151119.0
GSW,-270,20151119.0
LAC,+230,20151119.0
SAC,+430,20151121.0
ORL,-140,20151121.0
MIL,+175,20151121.0
IND,-210,20151121.0
ATL,+180,20151121.0
CLE,-220,20151121.0
WAS,-155,20151121.0
DET,+135,20151121.0
PHI,+1100,20151121.0
MIA,-1700,20151121.0
NYK,+165,20151121.0
HOU,-190,20151121.0
MEM,+270,20151121.0
SAS,-330,20151121.0
ORL,+415,20151123.0
CLE,-525,20151123.0
SAC,+170,20151123.0
CHO,-200,20151123.0
NYK,+173,20151123.0
MIA,-205,20151123.0
PHI,+245,20151123.0
MIN,-290,20151123.0
DET,-125,20151123.0
MIL,+105,20151123.0
PHO,+325,20151123.0
SAS,-400,20151123.0
OKC,+145,20151123.0
UTA,-155,20151123.0
NYK,+105,20151125.0
ORL,-125,20151125.0
WAS,+135,20151125.0
CHO,-155,20151125.0
PHI,+500,20151125.0
BOS,-700,20151125.0
MIA,-120,20151125.0
DET,+100,20151125.0
CLE,-125,20151125.0
TOR,+105,20151125.0
MEM,+145,20151125.0
HOU,-165,20151125.0
SAC,+180,20151125.0
MIL,-220,20151125.0
BRK,+800,20151125.0
OKC,-1250,20151125.0
ATL,-145,20151125.0
MIN,+125,20151125.0
DAL,+380,20151125.0
SAS,-475,20151125.0
NOP,+165,20151125.0
PHO,-190,20151125.0
UTA,+165,20151125.0
LAC,-190,20151125.0
MIL,+155,20151127.0
ORL,-175,20151127.0
CLE,-175,20151127.0
CHO,+155,20151127.0
MIA,-135,20151127.0
NYK,+115,20151127.0
WAS,+135,20151127.0
BOS,-155,20151127.0
PHI,+550,20151127.0
HOU,-800,20151127.0
ATL,+135,20151127.0
MEM,-155,20151127.0
DET,+270,20151127.0
OKC,-330,20151127.0
CHI,+135,20151127.0
IND,-155,20151127.0
SAS,-390,20151127.0
DEN,+320,20151127.0
GSW,-380,20151127.0
PHO,+340,20151127.0
MIN,+110,20151127.0
SAC,-130,20151127.0
NOP,+210,20151127.0
LAC,-250,20151127.0
TOR,-145,20151128.0
WAS,+125,20151128.0
BRK,+450,20151128.0
CLE,-600,20151128.0
ATL,+270,20151128.0
SAS,-330,20151128.0
DEN,+360,20151128.0
DAL,-450,20151128.0
NOP,+320,20151128.0
UTA,-390,20151128.0
LAL,+315,20151128.0
POR,-380,20151128.0
SAC,+1100,20151128.0
GSW,-1400,20151128.0
WAS,+425,20151201.0
CLE,-550,20151201.0
LAL,-102,20151201.0
PHI,-118,20151201.0
PHO,-155,20151201.0
BRK,+135,20151201.0
MEM,+100,20151201.0
NOP,-120,20151201.0
ORL,+105,20151201.0
MIN,-125,20151201.0
DAL,-125,20151201.0
POR,+105,20151201.0
DEN,-145,20151205.0
PHI,+125,20151205.0
GSW,-315,20151205.0
TOR,+285,20151205.0
CLE,+120,20151205.0
MIA,-140,20151205.0
POR,+115,20151205.0
MIN,-135,20151205.0
SAC,+135,20151205.0
HOU,-155,20151205.0
CHO,+180,20151205.0
CHI,-220,20151205.0
NYK,-125,20151205.0
MIL,+105,20151205.0
BOS,+350,20151205.0
SAS,-440,20151205.0
IND,-125,20151205.0
UTA,+105,20151205.0
ORL,+125,20151205.0
LAC,-145,20151205.0
GSW,-220,20151208.0
IND,+180,20151208.0
POR,+385,20151208.0
CLE,-485,20151208.0
HOU,-175,20151208.0
BRK,+155,20151208.0
OKC,-135,20151208.0
MEM,+115,20151208.0
ORL,-160,20151208.0
DEN,+140,20151208.0
UTA,+110,20151208.0
SAC,-130,20151208.0
DET,-330,20151211.0
PHI,+270,20151211.0
MIA,+170,20151211.0
IND,-200,20151211.0
CLE,-155,20151211.0
ORL,+135,20151211.0
GSW,-245,20151211.0
BOS,+205,20151211.0
MIL,+270,20151211.0
TOR,-330,20151211.0
WAS,+125,20151211.0
NOP,-145,20151211.0
CHO,+145,20151211.0
MEM,-165,20151211.0
OKC,-155,20151211.0
UTA,+135,20151211.0
MIN,-120,20151211.0
DEN,+100,20151211.0
LAL,+1250,20151211.0
SAS,-2000,20151211.0
POR,+155,20151211.0
PHO,-175,20151211.0
CLE,-135,20151215.0
BOS,+115,20151215.0
DEN,+180,20151215.0
MIN,-220,20151215.0
HOU,+125,20151215.0
SAC,-145,20151215.0
MIL,-145,20151215.0
LAL,+125,20151215.0
TOR,-115,20151217.0
CHO,-105,20151217.0
OKC,+135,20151217.0
CLE,-155,20151217.0
HOU,-235,20151217.0
LAL,+195,20151217.0
MIN,+105,20151220.0
BRK,-125,20151220.0
POR,+180,20151220.0
MIA,-220,20151220.0
PHI,+2300,20151220.0
CLE,-3100,20151220.0
MIL,+195,20151220.0
PHO,-235,20151220.0
ATL,+102,20151220.0
ORL,-112,20151220.0
SAC,+175,20151220.0
TOR,-210,20151220.0
NOP,-120,20151220.0
DEN,+100,20151220.0
NYK,+550,20151223.0
CLE,-800,20151223.0
BOS,+125,20151223.0
CHO,-145,20151223.0
HOU,+105,20151223.0
ORL,-125,20151223.0
MEM,+100,20151223.0
WAS,-120,20151223.0
SAC,+245,20151223.0
IND,-290,20151223.0
DAL,-150,20151223.0
BRK,+130,20151223.0
SAS,-700,20151223.0
MIN,+500,20151223.0
POR,+320,20151223.0
NOP,-390,20151223.0
PHI,+450,20151223.0
MIL,-600,20151223.0
DET,+190,20151223.0
ATL,-230,20151223.0
DEN,+335,20151223.0
PHO,-420,20151223.0
UTA,+1100,20151223.0
GSW,-1700,20151223.0
OKC,-1150,20151223.0
LAL,+950,20151223.0
NOP,+180,20151225.0
MIA,-220,20151225.0
CHI,+400,20151225.0
OKC,-500,20151225.0
CLE,+250,20151225.0
GSW,-300,20151225.0
SAS,-290,20151225.0
HOU,+245,20151225.0
LAC,-1100,20151225.0
LAL,+700,20151225.0
WAS,-145,20151226.0
BRK,+125,20151226.0
TOR,-155,20151226.0
MIL,+135,20151226.0
HOU,+100,20151226.0
NOP,-120,20151226.0
MEM,+125,20151226.0
CHO,-145,20151226.0
MIA,+145,20151226.0
ORL,-165,20151226.0
BOS,+100,20151226.0
DET,-120,20151226.0
NYK,+280,20151226.0
ATL,-340,20151226.0
IND,-175,20151226.0
MIN,+155,20151226.0
DEN,+1100,20151226.0
SAS,-1400,20151226.0
CHI,+145,20151226.0
DAL,-165,20151226.0
PHI,+700,20151226.0
PHO,-1100,20151226.0
LAC,-120,20151226.0
UTA,+100,20151226.0
CLE,-280,20151226.0
POR,+240,20151226.0
NOP,+165,20151228.0
ORL,-190,20151228.0
ATL,+115,20151228.0
IND,-135,20151228.0
LAL,+800,20151228.0
CHO,-1250,20151228.0
LAC,+105,20151228.0
WAS,-125,20151228.0
BRK,+400,20151228.0
MIA,-500,20151228.0
TOR,+115,20151228.0
CHI,-135,20151228.0
MIN,+1315,20151228.0
SAS,-2200,20151228.0
MIL,+210,20151228.0
DAL,-250,20151228.0
PHI,+415,20151228.0
UTA,-525,20151228.0
CLE,-440,20151228.0
PHO,+350,20151228.0
SAC,+850,20151228.0
GSW,-1300,20151228.0
DET,-120,20151229.0
NYK,+100,20151229.0
MIA,+165,20151229.0
MEM,-175,20151229.0
MIL,+1000,20151229.0
OKC,-1500,20151229.0
ATL,+125,20151229.0
HOU,-145,20151229.0
CLE,-250,20151229.0
DEN,+210,20151229.0
BRK,+350,20160102.0
BOS,-440,20160102.0
PHO,+220,20160102.0
SAC,-260,20160102.0
DET,+165,20160102.0
IND,-190,20160102.0
OKC,-250,20160102.0
CHO,+210,20160102.0
ORL,+350,20160102.0
CLE,-440,20160102.0
MIL,+100,20160102.0
MIN,-120,20160102.0
NOP,+135,20160102.0
DAL,-155,20160102.0
HOU,+550,20160102.0
SAS,-800,20160102.0
MEM,-118,20160102.0
UTA,-102,20160102.0
DEN,+950,20160102.0
GSW,-1450,20160102.0
PHI,+775,20160102.0
LAC,-1200,20160102.0
MIN,-210,20160104.0
PHI,+175,20160104.0
TOR,+315,20160104.0
CLE,-380,20160104.0
IND,+125,20160104.0
MIA,-145,20160104.0
ORL,+140,20160104.0
DET,-150,20160104.0
BOS,-290,20160104.0
BRK,+245,20160104.0
SAS,-550,20160104.0
MIL,+425,20160104.0
SAC,+550,20160104.0
OKC,-800,20160104.0
HOU,-125,20160104.0
UTA,+115,20160104.0
MEM,-135,20160104.0
POR,+115,20160104.0
CHO,+400,20160104.0
GSW,-500,20160104.0
IND,-120,20160106.0
ORL,+100,20160106.0
NYK,-350,20160106.0
MIA,+290,20160106.0
CLE,-290,20160106.0
WAS,+245,20160106.0
TOR,-265,20160106.0
BRK,+225,20160106.0
DET,+155,20160106.0
BOS,-175,20160106.0
DAL,+195,20160106.0
NOP,-215,20160106.0
DEN,+145,20160106.0
MIN,-165,20160106.0
UTA,+1600,20160106.0
SAS,-3200,20160106.0
CHO,-150,20160106.0
PHO,+130,20160106.0
MEM,+180,20160106.0
OKC,-220,20160106.0
LAC,-175,20160106.0
POR,+155,20160106.0
TOR,-125,20160108.0
WAS,+105,20160108.0
ORL,-220,20160108.0
BRK,+180,20160108.0
IND,-130,20160108.0
NOP,+110,20160108.0
CLE,-600,20160108.0
MIN,+450,20160108.0
DAL,-103,20160108.0
MIL,-107,20160108.0
DEN,+170,20160108.0
MEM,-200,20160108.0
NYK,+1250,20160108.0
SAS,-2000,20160108.0
MIA,-200,20160108.0
PHO,+170,20160108.0
GSW,-550,20160108.0
POR,+425,20160108.0
OKC,-1800,20160108.0
LAL,+1400,20160108.0
NOP,+325,20160110.0
LAC,-400,20160110.0
DAL,-175,20160110.0
MIN,+155,20160110.0
CLE,-2500,20160110.0
PHI,+1400,20160110.0
BOS,+105,20160110.0
MEM,-125,20160110.0
IND,+100,20160110.0
HOU,-120,20160110.0
MIL,+175,20160110.0
NYK,-210,20160110.0
CHO,+105,20160110.0
DEN,-125,20160110.0
OKC,-330,20160110.0
POR,+270,20160110.0
UTA,-125,20160110.0
LAL,+105,20160110.0
PHO,+425,20160112.0
IND,-550,20160112.0
BOS,+115,20160112.0
NYK,-135,20160112.0
SAS,-310,20160112.0
DET,+255,20160112.0
HOU,+105,20160112.0
MEM,-125,20160112.0
CHI,-160,20160112.0
MIL,+140,20160112.0
OKC,-800,20160112.0
MIN,+550,20160112.0
CLE,-220,20160112.0
DAL,+180,20160112.0
NOP,-130,20160112.0
LAL,+110,20160112.0
TOR,-175,20160114.0
ORL,+155,20160114.0
CHI,-400,20160114.0
PHI,+355,20160114.0
DET,+110,20160114.0
MEM,-120,20160114.0
CLE,+180,20160114.0
SAS,-220,20160114.0
SAC,+125,20160114.0
UTA,-135,20160114.0
LAL,+1750,20160114.0
GSW,-3500,20160114.0
WAS,+280,20160115.0
IND,-340,20160115.0
MIN,+900,20160115.0
OKC,-1375,20160115.0
PHO,+375,20160115.0
BOS,-470,20160115.0
POR,-165,20160115.0
BRK,+145,20160115.0
DAL,+108,20160115.0
CHI,-118,20160115.0
ATL,-165,20160115.0
MIL,+145,20160115.0
CHO,+120,20160115.0
NOP,-130,20160115.0
MIA,-135,20160115.0
DEN,+115,20160115.0
CLE,+108,20160115.0
HOU,-118,20160115.0
PHI,+365,20160118.0
NYK,-460,20160118.0
UTA,+135,20160118.0
CHO,-155,20160118.0
POR,+170,20160118.0
WAS,-200,20160118.0
NOP,+155,20160118.0
MEM,-175,20160118.0
CHI,+135,20160118.0
DET,-155,20160118.0
ORL,+300,20160118.0
ATL,-360,20160118.0
BRK,+700,20160118.0
TOR,-1100,20160118.0
GSW,+135,20160118.0
CLE,-155,20160118.0
BOS,-125,20160118.0
DAL,+105,20160118.0
HOU,+200,20160118.0
LAC,-240,20160118.0
PHI,+250,20160120.0
ORL,-300,20160120.0
MIA,+155,20160120.0
WAS,-175,20160120.0
BOS,+145,20160120.0
TOR,-165,20160120.0
CLE,-1250,20160120.0
BRK,+800,20160120.0
UTA,+125,20160120.0
NYK,-135,20160120.0
DET,+135,20160120.0
HOU,-155,20160120.0
GSW,-250,20160120.0
CHI,+210,20160120.0
CHO,+410,20160120.0
OKC,-515,20160120.0
MIN,+400,20160120.0
DAL,-500,20160120.0
SAC,-290,20160120.0
LAL,+245,20160120.0
ATL,-135,20160120.0
POR,+115,20160120.0
DET,+115,20160121.0
NOP,-135,20160121.0
LAC,+180,20160121.0
CLE,-220,20160121.0
MEM,-130,20160121.0
DEN,+110,20160121.0
ATL,+100,20160121.0
SAC,-120,20160121.0
SAS,-2150,20160121.0
PHO,+1300,20160121.0
MIN,+925,20160125.0
CLE,-1400,20160125.0
BOS,+125,20160125.0
WAS,-145,20160125.0
ORL,+200,20160125.0
MEM,-240,20160125.0
MIA,+270,20160125.0
CHI,-330,20160125.0
HOU,+165,20160125.0
NOP,-175,20160125.0
DET,+110,20160125.0
UTA,-130,20160125.0
ATL,-210,20160125.0
DEN,+175,20160125.0
CHO,+230,20160125.0
SAC,-270,20160125.0
SAS,+175,20160125.0
GSW,-210,20160125.0
PHO,+2000,20160127.0
CLE,-4000,20160127.0
DEN,+340,20160127.0
BOS,-425,20160127.0
PHI,+700,20160127.0
DET,-1100,20160127.0
HOU,+475,20160127.0
SAS,-650,20160127.0
LAC,+140,20160127.0
ATL,-160,20160127.0
OKC,-350,20160127.0
MIN,+290,20160127.0
CHO,+205,20160127.0
UTA,-245,20160127.0
DAL,+2000,20160127.0
GSW,-4000,20160127.0
PHO,+325,20160129.0
NYK,-400,20160129.0
CLE,-185,20160129.0
DET,+160,20160129.0
ORL,+315,20160129.0
BOS,-380,20160129.0
MIA,-103,20160129.0
MIL,-107,20160129.0
HOU,+285,20160129.0
OKC,-345,20160129.0
BRK,+415,20160129.0
DAL,-525,20160129.0
MIN,+270,20160129.0
UTA,-330,20160129.0
CHO,+190,20160129.0
POR,-230,20160129.0
LAL,+1150,20160129.0
LAC,-1800,20160129.0
GSW,-4500,20160130.0
PHI,+2250,20160130.0
DET,+285,20160130.0
TOR,-345,20160130.0
DEN,+290,20160130.0
IND,-350,20160130.0
BRK,+260,20160130.0
NOP,-320,20160130.0
WAS,+135,20160130.0
HOU,-155,20160130.0
SAC,+125,20160130.0
MEM,-145,20160130.0
SAS,-140,20160130.0
CLE,+120,20160130.0
CLE,-210,20160201.0
IND,+175,20160201.0
DET,-220,20160201.0
BRK,+180,20160201.0
DAL,+230,20160201.0
ATL,-270,20160201.0
MEM,+135,20160201.0
NOP,-145,20160201.0
WAS,+425,20160201.0
OKC,-550,20160201.0
ORL,+1500,20160201.0
SAS,-3000,20160201.0
CHI,+165,20160201.0
UTA,-190,20160201.0
TOR,-230,20160201.0
DEN,+190,20160201.0
MIL,+150,20160201.0
SAC,-170,20160201.0
CLE,-540,20160203.0
CHO,+460,20160203.0
ATL,-360,20160203.0
PHI,+300,20160203.0
IND,-300,20160203.0
BRK,+250,20160203.0
DET,+158,20160203.0
BOS,-180,20160203.0
ORL,+885,20160203.0
OKC,-1350,20160203.0
GSW,-600,20160203.0
WAS,+450,20160203.0
MIA,+150,20160203.0
DAL,-160,20160203.0
NOP,+850,20160203.0
SAS,-1300,20160203.0
DEN,+230,20160203.0
UTA,-270,20160203.0
CHI,+115,20160203.0
SAC,-125,20160203.0
MIN,+550,20160203.0
LAC,-800,20160203.0
MIA,+100,20160205.0
CHO,-120,20160205.0
IND,+165,20160205.0
ATL,-190,20160205.0
PHI,+350,20160205.0
WAS,-440,20160205.0
LAC,-190,20160205.0
ORL,+165,20160205.0
BOS,+250,20160205.0
CLE,-300,20160205.0
MEM,-165,20160205.0
NYK,+145,20160205.0
SAC,-235,20160205.0
BRK,+195,20160205.0
MIL,+245,20160205.0
UTA,-290,20160205.0
CHI,-105,20160205.0
DEN,-105,20160205.0
SAS,-250,20160205.0
DAL,+210,20160205.0
POR,+170,20160206.0
HOU,-200,20160206.0
WAS,+160,20160206.0
CHO,-185,20160206.0
DET,+145,20160206.0
IND,-165,20160206.0
NOP,+425,20160206.0
CLE,-550,20160206.0
BRK,+105,20160206.0
PHI,-125,20160206.0
DAL,+195,20160206.0
MEM,-235,20160206.0
CHI,+155,20160206.0
MIN,-175,20160206.0
LAL,+1500,20160206.0
SAS,-3000,20160206.0
UTA,-235,20160206.0
PHO,+195,20160206.0
OKC,+350,20160206.0
GSW,-440,20160206.0
CHI,+295,20160208.0
CHO,-325,20160208.0
SAC,+685,20160208.0
CLE,-875,20160208.0
LAC,-420,20160208.0
PHI,+375,20160208.0
LAL,+800,20160208.0
IND,-1000,20160208.0
DEN,-140,20160208.0
BRK,+130,20160208.0
TOR,-120,20160208.0
DET,+110,20160208.0
NOP,+110,20160208.0
MIN,-120,20160208.0
ORL,+340,20160208.0
ATL,-380,20160208.0
POR,+148,20160208.0
MEM,-158,20160208.0
OKC,-1100,20160208.0
PHO,+900,20160208.0
SAS,-400,20160210.0
ORL,+355,20160210.0
SAC,-185,20160210.0
PHI,+170,20160210.0
CHO,+145,20160210.0
IND,-155,20160210.0
DEN,+185,20160210.0
DET,-225,20160210.0
MEM,-170,20160210.0
BRK,+160,20160210.0
LAC,+100,20160210.0
BOS,-120,20160210.0
LAL,+1500,20160210.0
CLE,-3000,20160210.0
UTA,+115,20160210.0
NOP,-125,20160210.0
ATL,-145,20160210.0
CHI,+125,20160210.0
TOR,-250,20160210.0
MIN,+210,20160210.0
GSW,-3000,20160210.0
PHO,+2000,20160210.0
HOU,+170,20160210.0
POR,-185,20160210.0
UTA,-107,20160218.0
WAS,-103,20160218.0
CHI,+650,20160218.0
CLE,-1000,20160218.0
SAS,-175,20160218.0
LAC,+155,20160218.0
CLE,+135,20160221.0
OKC,-155,20160221.0
NOP,+175,20160221.0
DET,-210,20160221.0
SAS,-2000,20160221.0
PHO,+1500,20160221.0
BOS,-155,20160221.0
DEN,+135,20160221.0
IND,+100,20160221.0
ORL,-120,20160221.0
MEM,+315,20160221.0
TOR,-380,20160221.0
CHO,-280,20160221.0
BRK,+240,20160221.0
PHI,+465,20160221.0
DAL,-630,20160221.0
LAL,+245,20160221.0
CHI,-290,20160221.0
UTA,+135,20160221.0
POR,-155,20160221.0
DET,+415,20160222.0
CLE,-525,20160222.0
IND,-103,20160222.0
MIA,-117,20160222.0
TOR,-170,20160222.0
NYK,+150,20160222.0
BOS,-200,20160222.0
MIN,+170,20160222.0
LAL,+305,20160222.0
MIL,-365,20160222.0
GSW,-310,20160222.0
ATL,+255,20160222.0
PHO,+1500,20160222.0
LAC,-3000,20160222.0
NYK,+300,20160224.0
IND,-360,20160224.0
CHO,+335,20160224.0
CLE,-420,20160224.0
PHI,+575,20160224.0
DET,-850,20160224.0
MIN,+400,20160224.0
TOR,-500,20160224.0
GSW,-425,20160224.0
MIA,+340,20160224.0
LAL,+390,20160224.0
MEM,-440,20160224.0
WAS,+115,20160224.0
CHI,-135,20160224.0
OKC,-190,20160224.0
DAL,+165,20160224.0
DEN,+540,20160224.0
LAC,-660,20160224.0
SAS,-305,20160224.0
SAC,+275,20160224.0
WAS,-420,20160226.0
PHI,+335,20160226.0
CHO,+150,20160226.0
IND,-160,20160226.0
ORL,+105,20160226.0
NYK,-125,20160226.0
CLE,-125,20160226.0
TOR,+105,20160226.0
CHI,+245,20160226.0
ATL,-265,20160226.0
DEN,+180,20160226.0
DAL,-220,20160226.0
LAC,-130,20160226.0
SAC,+110,20160226.0
MEM,-210,20160226.0
LAL,+190,20160226.0
CLE,-230,20160228.0
WAS,+190,20160228.0
CHO,+160,20160228.0
ATL,-185,20160228.0
TOR,-113,20160228.0
DET,+103,20160228.0
POR,+165,20160228.0
IND,-190,20160228.0
PHI,+475,20160228.0
ORL,-650,20160228.0
MIN,+220,20160228.0
DAL,-260,20160228.0
MIA,+100,20160228.0
NYK,-120,20160228.0
IND,+315,20160229.0
CLE,-380,20160229.0
PHI,+600,20160229.0
WAS,-900,20160229.0
UTA,+205,20160229.0
BOS,-245,20160229.0
HOU,-125,20160229.0
MIL,+105,20160229.0
MEM,-145,20160229.0
DEN,+125,20160229.0
OKC,-330,20160229.0
SAC,+270,20160229.0
BRK,+800,20160229.0
LAC,-1250,20160229.0
MIA,-600,20160304.0
PHI,+450,20160304.0
IND,+140,20160304.0
CHO,-150,20160304.0
PHO,+1025,20160304.0
ORL,-1250,20160304.0
POR,+175,20160304.0
TOR,-210,20160304.0
NYK,+425,20160304.0
BOS,-550,20160304.0
WAS,+325,20160304.0
CLE,-400,20160304.0
UTA,+105,20160304.0
MEM,-125,20160304.0
MIN,+160,20160304.0
MIL,-185,20160304.0
BRK,+180,20160304.0
DEN,-220,20160304.0
ATL,-660,20160304.0
LAL,+540,20160304.0
UTA,-105,20160305.0
NOP,-115,20160305.0
BOS,+255,20160305.0
CLE,-310,20160305.0
IND,+115,20160305.0
WAS,-125,20160305.0
DET,-210,20160305.0
NYK,+175,20160305.0
BRK,+180,20160305.0
MIN,-220,20160305.0
SAC,+850,20160305.0
SAS,-1300,20160305.0
HOU,-105,20160305.0
CHI,-105,20160305.0
ATL,+185,20160305.0
LAC,-200,20160305.0
MIN,+415,20160307.0
CHO,-525,20160307.0
MEM,+600,20160307.0
CLE,-900,20160307.0
SAS,-280,20160307.0
IND,+240,20160307.0
SAC,+102,20160307.0
NOP,-122,20160307.0
MIL,+250,20160307.0
CHI,-300,20160307.0
LAC,-210,20160307.0
DAL,+175,20160307.0
ORL,+1100,20160307.0
GSW,-1700,20160307.0
NOP,+360,20160309.0
CHO,-450,20160309.0
HOU,-550,20160309.0
PHI,+425,20160309.0
MEM,+360,20160309.0
