Team,Game Number,Location,Result,Date,Season,Opponent,EFG%,TOV%,ORB%,FTR,Pace,teamCumEFG%,teamCumTOV%,teamCumORB%,teamCumFTR,Opp EFG%,Opp TOV%,Opp ORB%,Opp FTR,Opp CumEFG%,Opp CumTOV%,Opp CumORB%,Opp CumFTR,Rolling9EFG,Rolling9TOV,Rolling9ORB,Rolling9FTR,Rolling9Pace,Opp R9EFG,Opp R9TOV,Opp R9ORB,Opp R9FTR,Opp R9Pace,Opp R3EFG,Opp R3TOV,Opp R3ORB,Opp R3FTR,Opp R3Pace,Rolling3EFG,Rolling3TOV,Rolling3ORB,Rolling3FTR,Rolling3Pace,Odds,Line,Implied Proba,Opp Points,Team Points,Cover,Oeff,Deff,Opp Oeff,Opp Deff,Rolling9OEff,Rolling9DEff,Rolling3OEff,Rolling3DEff,Opp R9 Oeff,Opp R9 Deff,Opp R3 Oeff,Opp R3 Deff
CLE,1,0,0,20181017,2018-2019,TOR,0.441,0.135,0.28600000000000003,0.341,100.3,,,,,0.565,0.08199999999999999,0.18600000000000005,0.13,,,,,,,,,,,,,,,,,,,,,,,,,600,11.5,14.28571429,116,104,-1.0,103.7,115.6,115.6,103.7,,,,,,,,
CLE,2,0,0,20181019,2018-2019,MIN,0.527,0.117,0.295,0.269,103.4,0.441,0.135,0.28600000000000003,0.341,0.563,0.113,0.231,0.379,0.462,0.097,0.298,0.264,,,,,,,,,,,,,,,,,,,,,305,8.5,24.69135802,131,123,1.0,119.0,126.7,126.7,119.0,,,,,,,,
CLE,3,1,0,20181021,2018-2019,ATL,0.515,0.146,0.3,0.091,106.0,0.484,0.126,0.2905,0.305,0.602,0.101,0.209,0.153,0.5445,0.179,0.2035,0.21,,,,,,,,,,,,,,,,,,,,,-260,-6.5,72.22222222,133,111,-1.0,104.7,125.5,125.5,104.7,,,,,,,,
CLE,4,1,0,20181024,2018-2019,BRK,0.399,0.135,0.308,0.16899999999999998,95.0,0.494333333,0.132666667,0.293666667,0.233666667,0.517,0.13,0.17800000000000002,0.138,0.553666667,0.17800000000000002,0.233,0.208666667,,,,,,,,,,,0.553666667,0.17800000000000002,0.233,0.208666667,98.56666667,0.494333333,0.132666667,0.293666667,0.233666667,103.2333333,-150,-3.0,60.0,102,86,-1.0,90.5,107.4,107.4,90.5,,,109.13333333333333,122.60000000000001,,,108.0,114.83333333333333
CLE,5,0,0,20181025,2018-2019,DET,0.506,0.086,0.16699999999999998,0.146,95.4,0.4705,0.13325,0.29725,0.2175,0.596,0.181,0.361,0.218,0.519,0.11,0.30425,0.19475,,,,,,,,,,,0.539666667,0.106333333,0.308333333,0.190666667,98.76666667,0.480333333,0.132666667,0.301,0.176333333,101.4666667,250,7.0,28.57142857,110,103,0.0,108.0,115.3,115.3,108.0,,,104.73333333333333,119.86666666666667,,,117.56666666666666,114.16666666666667
CLE,6,1,0,20181027,2018-2019,IND,0.506,0.136,0.444,0.233,91.6,0.4776,0.1238,0.2712,0.2032,0.682,0.149,0.14800000000000002,0.243,0.56,0.1304,0.2376,0.1308,,,,,,,,,,,0.567333333,0.107,0.206,0.117333333,98.03333333,0.473333333,0.122333333,0.258333333,0.135333333,98.8,245,6.0,28.98550725,119,107,-1.0,116.8,129.9,129.9,116.8,,,101.06666666666666,116.06666666666668,,,115.33333333333336,104.96666666666665
CLE,7,1,1,20181030,2018-2019,ATL,0.5720000000000001,0.107,0.28300000000000003,0.3670000000000001,105.7,0.482333333,0.12583333300000002,0.3,0.208166667,0.628,0.197,0.146,0.134,0.498,0.1475,0.196166667,0.198333333,,,,,,,,,,,0.432333333,0.142,0.187,0.205666667,105.1,0.470333333,0.119,0.306333333,0.182666667,94.0,-170,-4.0,62.96296296,114,136,1.0,128.6,107.8,107.8,128.6,,,105.10000000000001,117.53333333333335,,,91.16666666666664,99.53333333333336
CLE,8,1,0,20181101,2018-2019,DEN,0.44,0.125,0.302,0.217,87.4,0.4951428570000001,0.123142857,0.297571429,0.230857143,0.541,0.113,0.389,0.212,0.504428571,0.116571429,0.268428571,0.226,,,,,,,,,,,0.511333333,0.133666667,0.256333333,0.170333333,100.7333333,0.528,0.109666667,0.298,0.248666667,97.56666667,195,6.0,33.89830508,110,91,-1.0,104.1,125.8,125.8,104.1,,,117.8,117.66666666666667,,,108.36666666666667,108.63333333333328
CLE,9,0,0,20181103,2018-2019,CHO,0.494,0.129,0.073,0.173,96.6,0.48825,0.123375,0.298125,0.229125,0.626,0.134,0.343,0.132,0.536,0.098125,0.23025,0.203375,,,,,,,,,,,0.568333333,0.1,0.241,0.222666667,98.63333333,0.506,0.122666667,0.343,0.272333333,94.9,380,9.5,20.83333333,126,94,-1.0,97.3,130.4,130.4,97.3,,,116.5,121.16666666666667,,,122.90000000000002,109.53333333333332
CLE,10,0,0,20181105,2018-2019,ORL,0.575,0.174,0.211,0.1,95.2,0.488888889,0.124,0.273111111,0.222888889,0.511,0.138,0.227,0.149,0.479222222,0.107,0.22211111100000006,0.149777778,0.488888889,0.124,0.273111111,0.222888889,97.93333333,0.479222222,0.107,0.22211111100000006,0.149777778,99.42222222,0.498,0.101333333,0.207,0.147,99.13333333,0.502,0.120333333,0.219333333,0.252333333,96.56666667,130,3.5,43.47826087,102,100,1.0,105.1,107.2,107.2,105.1,108.07777777777777,120.48888888888888,110.0,121.33333333333333,102.75555555555555,112.51111111111112,104.93333333333338,113.39999999999999
CLE,11,1,0,20181107,2018-2019,OKC,0.421,0.16699999999999998,0.245,0.124,98.5,0.4975,0.129,0.2669,0.2106,0.458,0.112,0.152,0.214,0.4958,0.1149,0.2499,0.2216,0.503777778,0.128333333,0.264777778,0.196111111,97.36666667,0.504444444,0.114888889,0.246444444,0.216888889,103.7333333,0.551,0.110333333,0.195666667,0.231666667,102.0333333,0.503,0.142666667,0.195333333,0.163333333,93.06666667,210,6.5,32.25806452,95,86,-1.0,87.3,96.5,96.5,87.3,108.23333333333332,119.55555555555556,102.16666666666667,121.13333333333333,108.36666666666666,104.8,114.43333333333334,101.96666666666664
CLE,12,0,0,20181110,2018-2019,CHI,0.473,0.108,0.313,0.132,94.4,0.490545455,0.132454545,0.26490909100000004,0.202727273,0.518,0.108,0.116,0.171,0.522363636,0.133636364,0.184272727,0.206,0.4920000000000001,0.133888889,0.259222222,0.18,96.82222222,0.523333333,0.14088888900000002,0.198444444,0.215111111,96.81111111,0.492333333,0.15533333300000002,0.188333333,0.229333333,94.4,0.496666667,0.15666666699999998,0.176333333,0.132333333,96.76666667,185,5.5,35.0877193,99,98,1.0,103.8,104.8,104.8,103.8,104.7111111111111,116.19999999999999,96.56666666666668,111.36666666666666,107.1333333333333,113.4222222222222,102.09999999999998,105.30000000000003
CLE,13,1,1,20181113,2018-2019,CHO,0.606,0.174,0.359,0.118,95.7,0.489083333,0.130416667,0.268916667,0.196833333,0.389,0.08,0.207,0.158,0.533833333,0.105416667,0.239,0.196333333,0.487333333,0.129666667,0.260666667,0.184555556,95.53333333,0.5317777779999999,0.104555556,0.242888889,0.206444444,100.0222222,0.55,0.112666667,0.262333333,0.171333333,102.2333333,0.4896666670000001,0.149666667,0.256333333,0.118666667,96.03333333,220,6.5,31.25,89,113,1.0,118.1,93.0,93.0,118.1,104.61111111111109,113.89999999999999,98.73333333333335,102.83333333333333,116.33333333333331,110.17777777777778,117.36666666666669,103.26666666666667
CLE,14,0,0,20181114,2018-2019,WAS,0.481,0.202,0.22,0.273,104.6,0.498076923,0.133769231,0.275846154,0.190769231,0.5489999999999999,0.14800000000000002,0.267,0.196,0.516615385,0.127076923,0.195615385,0.251230769,0.510333333,0.134,0.266333333,0.178888889,95.61111111,0.523666667,0.13922222199999998,0.204,0.241333333,100.1111111,0.5660000000000001,0.131333333,0.258,0.266666667,97.23333333,0.5,0.149666667,0.305666667,0.124666667,96.2,700,12.0,12.5,119,95,-1.0,90.8,113.7,113.7,90.8,107.67777777777775,112.3,103.06666666666668,98.10000000000001,107.94444444444444,115.67777777777776,116.99999999999999,115.16666666666673
CLE,15,0,0,20181119,2018-2019,DET,0.494,0.087,0.229,0.304,89.9,0.496857143,0.13864285699999998,0.271857143,0.196642857,0.534,0.093,0.342,0.202,0.490285714,0.119142857,0.259357143,0.200642857,0.507555556,0.146888889,0.272222222,0.193,96.63333333,0.486444444,0.125222222,0.255444444,0.20555555600000006,100.9444444,0.498333333,0.108,0.285333333,0.144666667,97.16666667,0.52,0.161333333,0.29733333300000003,0.174333333,98.23333333,400,10.0,20.0,113,102,-1.0,113.4,125.7,125.7,113.4,105.76666666666662,112.1222222222222,104.23333333333335,103.83333333333333,106.53333333333333,105.70000000000002,111.06666666666665,109.80000000000007
CLE,16,1,0,20181121,2018-2019,LAL,0.446,0.027000000000000003,0.254,0.13699999999999998,95.3,0.496666667,0.1352,0.269,0.2038,0.5710000000000001,0.142,0.184,0.256,0.539266667,0.129933333,0.234466667,0.1748,0.506222222,0.141444444,0.248333333,0.200888889,96.44444444,0.532444444,0.143777778,0.255888889,0.17800000000000002,103.3444444,0.529,0.136666667,0.259333333,0.214333333,103.7666667,0.527,0.15433333300000002,0.269333333,0.231666667,96.73333333,360,9.0,21.73913043,109,105,1.0,110.2,114.4,114.4,110.2,105.38888888888886,111.65555555555555,107.43333333333334,110.8,109.72222222222224,109.35555555555554,112.46666666666665,113.40000000000002
CLE,17,0,1,20181123,2018-2019,PHI,0.586,0.07400000000000001,0.341,0.129,91.0,0.4935,0.1284375,0.2680625,0.199625,0.613,0.104,0.125,0.267,0.516125,0.137625,0.2224375,0.260875,0.492222222,0.132555556,0.245111111,0.175333333,95.28888889,0.529111111,0.15455555599999998,0.222888889,0.305333333,100.6666667,0.561,0.137666667,0.229,0.202333333,94.83333333,0.473666667,0.105333333,0.234333333,0.238,96.6,925,13.5,9.756097561,112,121,1.0,132.9,123.0,123.0,132.9,103.34444444444442,112.38888888888889,104.8,117.93333333333332,108.96666666666665,110.8111111111111,114.46666666666665,114.73333333333335
CLE,18,1,1,20181124,2018-2019,HOU,0.528,0.112,0.465,0.244,92.2,0.498941176,0.125235294,0.272352941,0.195470588,0.601,0.156,0.21600000000000005,0.257,0.526235294,0.124117647,0.233294118,0.212352941,0.508444444,0.126888889,0.249444444,0.165555556,95.68888889,0.548555556,0.131555556,0.229777778,0.245444444,92.91111111,0.602,0.151666667,0.233333333,0.299666667,97.73333333,0.5086666670000001,0.062666667,0.274666667,0.19,92.06666667,500,11.0,16.66666667,108,117,1.0,126.9,117.2,117.2,126.9,106.54444444444442,112.07777777777778,118.83333333333331,121.03333333333332,114.0888888888889,109.5444444444445,121.89999999999993,116.56666666666665
CLE,19,1,0,20181126,2018-2019,MIN,0.477,0.14800000000000002,0.225,0.151,93.5,0.500555556,0.1245,0.28305555600000004,0.198166667,0.512,0.078,0.205,0.163,0.500888889,0.123,0.238777778,0.219388889,0.512222222,0.125,0.293,0.17344444399999998,95.2,0.4962222220000001,0.139111111,0.233,0.208,99.03333333,0.5093333329999999,0.151666667,0.211333333,0.17600000000000002,96.26666667,0.52,0.071,0.353333333,0.17,92.83333333,200,7.0,33.33333333,102,95,0.0,101.6,109.1,109.1,101.6,109.83333333333331,110.61111111111113,123.33333333333333,118.19999999999999,105.0222222222222,109.85555555555557,103.73333333333339,103.69999999999999
CLE,20,0,0,20181128,2018-2019,OKC,0.444,0.114,0.14300000000000002,0.045,96.3,0.499315789,0.125736842,0.28,0.195684211,0.512,0.123,0.182,0.14,0.497894737,0.116,0.282210526,0.192842105,0.5013333329999999,0.122111111,0.294555556,0.17911111100000002,95.01111111,0.500222222,0.117222222,0.318111111,0.160888889,99.37777778,0.4816666670000001,0.094,0.302333333,0.131,101.1666667,0.530333333,0.111333333,0.34366666700000004,0.174666667,92.23333333,800,13.0,11.11111111,100,83,-1.0,86.2,103.8,103.8,86.2,109.4444444444444,110.82222222222224,120.46666666666668,116.43333333333332,111.05555555555556,102.35555555555554,108.6666666666667,100.19999999999995
CLE,21,0,0,20181130,2018-2019,BOS,0.435,0.123,0.205,0.364,94.0,0.49655,0.12515,0.27315,0.18815,0.625,0.092,0.308,0.141,0.5056,0.11805,0.2117,0.17095,0.503888889,0.116222222,0.283222222,0.170333333,94.76666667,0.512222222,0.116888889,0.208777778,0.166888889,99.07777778,0.5036666670000001,0.120333333,0.223666667,0.188,101.9333333,0.483,0.124666667,0.277666667,0.146666667,94.0,800,13.5,11.11111111,128,95,-1.0,101.1,136.2,136.2,101.1,109.32222222222218,111.63333333333334,104.90000000000002,110.03333333333332,107.15555555555555,106.85555555555553,106.89999999999996,107.0
CLE,22,1,0,20181201,2018-2019,TOR,0.415,0.1,0.234,0.25,94.4,0.493619048,0.125047619,0.269904762,0.19652381,0.531,0.099,0.154,0.263,0.553952381,0.125380952,0.249904762,0.186285714,0.499666667,0.117888889,0.271222222,0.196111111,94.72222222,0.5505555560000001,0.132666667,0.258555556,0.191,100.5111111,0.587666667,0.118666667,0.312,0.194333333,98.96666667,0.452,0.128333333,0.191,0.186666667,94.6,800,13.0,11.11111111,106,95,1.0,100.7,112.3,112.3,100.7,109.02222222222218,115.12222222222223,96.30000000000003,116.36666666666666,114.60000000000001,106.34444444444446,126.03333333333337,111.2666666666667
CLE,23,0,1,20181203,2018-2019,BRK,0.455,0.085,0.298,0.21600000000000005,91.3,0.490045455,0.123909091,0.268272727,0.198954545,0.444,0.062,0.293,0.091,0.5148181820000001,0.124727273,0.258681818,0.2005,0.478444444,0.109666667,0.257333333,0.210777778,94.57777778,0.4970000000000001,0.123333333,0.281111111,0.223666667,100.2666667,0.5146666670000001,0.159,0.250666667,0.227,99.06666667,0.431333333,0.112333333,0.194,0.219666667,94.9,240,6.0,29.41176471,97,99,1.0,108.4,106.2,106.2,108.4,107.08888888888885,117.26666666666668,96.00000000000004,117.43333333333332,109.71111111111115,113.3,107.03333333333332,114.5
CLE,24,1,0,20181205,2018-2019,GSW,0.5,0.092,0.245,0.18,93.8,0.488521739,0.122217391,0.269565217,0.199695652,0.635,0.077,0.237,0.247,0.558086957,0.12926087,0.237347826,0.206434783,0.475555556,0.096666667,0.266,0.204444444,93.1,0.5156666670000001,0.12644444400000002,0.250888889,0.206444444,97.14444444,0.542333333,0.120666667,0.29533333300000003,0.233,98.23333333,0.435,0.102666667,0.245666667,0.276666667,93.23333333,525,11.0,16.0,129,105,-1.0,112.0,137.6,137.6,112.0,109.04444444444441,116.43333333333334,103.40000000000003,118.2333333333333,110.37777777777774,113.5,118.50000000000001,117.10000000000002
CLE,25,1,0,20181207,2018-2019,SAC,0.593,0.152,0.219,0.173,96.8,0.489,0.120958333,0.268541667,0.198875,0.638,0.08199999999999999,0.263,0.041,0.5405,0.121875,0.222416667,0.175166667,0.476222222,0.097222222,0.267777778,0.190666667,93.53333333,0.545111111,0.112222222,0.249,0.170666667,103.0666667,0.5870000000000001,0.121333333,0.258,0.15566666699999998,101.4333333,0.456666667,0.092333333,0.259,0.215333333,93.16666667,125,3.0,44.44444444,129,110,-1.0,113.6,133.2,133.2,113.6,108.88888888888886,117.75555555555555,107.03333333333337,118.69999999999999,114.51111111111112,114.66666666666661,119.40000000000002,106.9666666666668
CLE,26,1,1,20181208,2018-2019,WAS,0.612,0.07,0.324,0.079,88.3,0.49316,0.1222,0.26656,0.19784,0.523,0.079,0.17800000000000002,0.128,0.52108,0.12052,0.1986,0.22424,0.492555556,0.111111111,0.263888889,0.194666667,93.7,0.533666667,0.111666667,0.191222222,0.192222222,102.3333333,0.555333333,0.114666667,0.166,0.17800000000000002,100.9666667,0.516,0.109666667,0.254,0.189666667,93.96666667,170,5.5,37.03703704,101,116,1.0,131.3,114.3,114.3,131.3,109.26666666666662,119.84444444444443,111.33333333333339,125.66666666666664,111.1888888888889,112.45555555555555,112.99999999999999,102.86666666666672
CLE,27,0,0,20181210,2018-2019,MIL,0.4270000000000001,0.081,0.14800000000000002,0.104,101.0,0.497730769,0.120192308,0.268769231,0.193269231,0.516,0.122,0.24,0.094,0.557384615,0.127653846,0.222961538,0.190692308,0.495444444,0.110666667,0.262,0.18911111100000005,93.4,0.537666667,0.123666667,0.197333333,0.211666667,101.5777778,0.4816666670000001,0.125,0.245666667,0.15433333300000002,99.06666667,0.568333333,0.104666667,0.262666667,0.14400000000000002,92.96666667,905,13.5,9.950248756,108,92,-1.0,91.1,106.9,106.9,91.1,109.08888888888885,118.87777777777777,118.96666666666674,128.36666666666665,111.0333333333333,107.16666666666661,103.50000000000004,99.7333333333333
CLE,28,1,1,20181212,2018-2019,NYK,0.527,0.107,0.261,0.187,99.5,0.495111111,0.118740741,0.26429629600000004,0.189962963,0.495,0.107,0.188,0.138,0.493296296,0.121444444,0.258777778,0.212851852,0.484222222,0.107222222,0.226777778,0.17355555600000006,94.37777778,0.492333333,0.113666667,0.243222222,0.219,99.3,0.486,0.128,0.288666667,0.208666667,97.73333333,0.544,0.101,0.230333333,0.118666667,95.36666667,113,2.0,46.94835681,106,113,1.0,113.6,106.5,106.5,113.6,105.11111111111107,117.73333333333332,112.00000000000007,118.13333333333333,108.2222222222222,114.00000000000003,106.13333333333331,119.2333333333333
CLE,29,1,0,20181214,2018-2019,MIL,0.477,0.135,0.25,0.218,97.4,0.49625,0.118321429,0.26417857100000003,0.189857143,0.489,0.078,0.275,0.234,0.552107143,0.125214286,0.223428571,0.189357143,0.489777778,0.102666667,0.230777778,0.177555556,95.04444444,0.5121111110000001,0.117888889,0.210777778,0.195888889,100.3444444,0.494333333,0.103,0.233,0.146,99.23333333,0.522,0.086,0.244333333,0.123333333,96.26666667,415,10.0,19.41747573,114,102,-1.0,104.7,117.0,117.0,104.7,106.4444444444444,117.44444444444444,112.00000000000007,109.23333333333333,108.25555555555553,105.23333333333328,107.20000000000003,103.19999999999999
CLE,30,1,0,20181216,2018-2019,PHI,0.534,0.112,0.14300000000000002,0.125,97.7,0.4955862070000001,0.118896552,0.263689655,0.190827586,0.621,0.091,0.308,0.165,0.5291379310000001,0.136068966,0.230310345,0.254344828,0.493444444,0.105,0.242666667,0.196777778,95.16666667,0.556777778,0.128888889,0.233666667,0.221777778,99.5,0.560666667,0.133,0.277,0.205,99.66666667,0.477,0.107666667,0.219666667,0.169666667,99.3,315,8.0,24.09638554,128,105,-1.0,107.4,131.0,131.0,107.4,108.49999999999994,118.91111111111111,103.1333333333334,110.13333333333333,116.3111111111111,110.02222222222218,119.39999999999993,113.60000000000007
CLE,31,0,1,20181218,2018-2019,IND,0.451,0.085,0.24,0.11,93.1,0.496866667,0.118666667,0.259666667,0.188633333,0.419,0.081,0.264,0.14,0.532233333,0.132433333,0.2137,0.182433333,0.504444444,0.103777778,0.235777778,0.170222222,95.57777778,0.519,0.14211111099999998,0.231111111,0.208333333,99.5,0.517,0.106,0.27,0.197666667,97.66666667,0.5126666670000001,0.118,0.218,0.176666667,98.2,600,12.5,14.28571429,91,92,1.0,98.8,97.8,97.8,98.8,109.19999999999996,118.33333333333333,108.56666666666672,118.16666666666667,108.00000000000003,99.33333333333333,114.66666666666667,101.39999999999998
CLE,32,0,0,20181219,2018-2019,CHO,0.541,0.07200000000000001,0.095,0.08199999999999999,92.8,0.4953870970000001,0.117580645,0.259032258,0.186096774,0.565,0.111,0.295,0.065,0.523645161,0.107032258,0.213741935,0.205064516,0.508444444,0.102111111,0.236444444,0.15466666699999998,95.43333333,0.505,0.109666667,0.217444444,0.214,98.61111111,0.5156666670000001,0.139666667,0.248666667,0.165,96.26666667,0.487333333,0.110666667,0.211,0.151,96.06666667,650,12.0,13.33333333,110,99,1.0,106.6,118.5,118.5,106.6,108.98888888888885,116.72222222222223,103.6333333333334,115.26666666666667,109.85555555555557,111.0888888888888,107.2333333333333,107.63333333333334
CLE,33,0,0,20181221,2018-2019,TOR,0.53,0.104,0.262,0.28,94.1,0.4968125,0.11615625,0.25390625,0.18284375,0.5770000000000001,0.07200000000000001,0.31,0.231,0.552625,0.12225,0.2343125,0.1866875,0.518,0.100666667,0.213888889,0.13977777800000002,95.6,0.522888889,0.111222222,0.212555556,0.16977777800000002,96.47777778,0.546,0.12,0.229,0.169666667,94.76666667,0.5086666670000001,0.08966666699999999,0.159333333,0.105666667,94.53333333,650,12.5,13.33333333,126,110,-1.0,117.0,134.0,134.0,117.0,108.78888888888883,118.08888888888889,104.26666666666675,115.76666666666667,110.51111111111112,105.83333333333334,112.50000000000006,111.23333333333336
CLE,34,1,0,20181223,2018-2019,CHI,0.494,0.109,0.163,0.107,90.0,0.4978181820000001,0.115787879,0.254151515,0.185787879,0.622,0.114,0.226,0.192,0.496939394,0.13727272699999998,0.165848485,0.181545455,0.521333333,0.102,0.215777778,0.150888889,95.63333333,0.491555556,0.148333333,0.178222222,0.154777778,95.8,0.48,0.117333333,0.229666667,0.157,92.56666667,0.5073333329999999,0.087,0.199,0.15733333300000002,93.33333333,-123,-1.5,55.15695067,112,92,-1.0,102.3,124.5,124.5,102.3,109.34444444444438,117.6888888888889,107.46666666666674,116.76666666666667,97.25555555555553,108.48888888888891,100.73333333333329,106.1666666666667
CLE,35,0,0,20181226,2018-2019,MEM,0.403,0.138,0.38,0.129,90.5,0.497705882,0.115588235,0.251470588,0.183470588,0.535,0.127,0.081,0.25,0.515941176,0.122705882,0.176088235,0.208323529,0.510333333,0.097222222,0.209555556,0.143555556,94.87777778,0.520444444,0.128777778,0.172333333,0.184222222,92.04444444,0.547333333,0.129666667,0.165666667,0.15433333300000002,92.5,0.5216666670000001,0.095,0.173333333,0.15633333300000002,92.3,425,10.0,19.04761905,95,87,1.0,96.1,104.9,104.9,96.1,108.08888888888882,116.72222222222223,108.6333333333334,125.66666666666667,105.40000000000002,107.73333333333335,108.40000000000002,103.69999999999999
CLE,36,0,0,20181228,2018-2019,MIA,0.463,0.134,0.205,0.235,93.3,0.495,0.116228571,0.255142857,0.181914286,0.5820000000000001,0.067,0.233,0.132,0.5047714289999999,0.125685714,0.26,0.190085714,0.487111111,0.104777778,0.215777778,0.149111111,95.12222222,0.506555556,0.118333333,0.269111111,0.168111111,93.77777778,0.542666667,0.114666667,0.244666667,0.149333333,95.3,0.475666667,0.117,0.268333333,0.172,91.53333333,320,9.5,23.80952381,118,94,-1.0,100.8,126.5,126.5,100.8,104.17777777777772,115.67777777777779,105.1333333333334,121.13333333333333,109.54444444444442,105.99999999999997,114.2333333333333,109.39999999999993
CLE,37,0,0,20181229,2018-2019,ATL,0.5,0.109,0.217,0.271,99.8,0.494111111,0.116722222,0.25375,0.183388889,0.49,0.107,0.333,0.153,0.51225,0.152,0.239527778,0.197305556,0.491111111,0.110666667,0.22211111100000006,0.163666667,94.26666667,0.532,0.152444444,0.315444444,0.206333333,101.3777778,0.513333333,0.141,0.3636666670000001,0.14,99.06666667,0.453333333,0.127,0.249333333,0.157,91.26666667,150,4.0,40.0,111,108,1.0,108.3,111.3,111.3,108.3,105.25555555555549,117.85555555555555,99.7333333333334,118.63333333333333,111.44444444444453,114.71111111111115,111.20000000000003,112.06666666666668
CLE,38,1,0,20190102,2018-2019,MIA,0.54,0.129,0.056,0.147,88.9,0.49427027,0.116513514,0.252756757,0.185756757,0.605,0.122,0.394,0.151,0.508243243,0.125864865,0.263675676,0.189243243,0.488111111,0.110888889,0.217222222,0.173,94.3,0.523555556,0.115888889,0.29633333300000003,0.16899999999999998,94.73333333,0.531333333,0.138333333,0.334333333,0.197666667,97.3,0.455333333,0.127,0.267333333,0.211666667,94.53333333,215,6.5,31.74603175,117,92,-1.0,103.5,131.6,131.6,103.5,104.6666666666666,118.38888888888889,101.7333333333334,114.23333333333333,114.13333333333328,104.05555555555553,115.73333333333333,107.4666666666666
CLE,39,1,0,20190104,2018-2019,UTA,0.457,0.127,0.152,0.195,93.4,0.495473684,0.116842105,0.247578947,0.184736842,0.598,0.107,0.2,0.232,0.528368421,0.137210526,0.219368421,0.214763158,0.495111111,0.110222222,0.195666667,0.165111111,93.35555556,0.5156666670000001,0.127555556,0.232111111,0.192777778,100.2888889,0.520333333,0.107,0.276,0.196,99.06666667,0.501,0.124,0.159333333,0.217666667,94.0,313,8.5,24.21307506,117,91,-1.0,97.4,125.2,125.2,97.4,104.53333333333327,120.0111111111111,104.20000000000009,123.13333333333333,108.5666666666667,102.72222222222227,114.93333333333332,112.10000000000014
CLE,40,1,0,20190105,2018-2019,NOP,0.477,0.151,0.227,0.159,97.7,0.494487179,0.117102564,0.245128205,0.185,0.667,0.13,0.294,0.309,0.532333333,0.123897436,0.255230769,0.213923077,0.486555556,0.111888889,0.196666667,0.172888889,92.87777778,0.524,0.108444444,0.244555556,0.182777778,99.52222222,0.559666667,0.122,0.246,0.192333333,97.7,0.499,0.121666667,0.141666667,0.204333333,94.03333333,255,7.0,28.16901408,133,98,-1.0,100.3,136.1,136.1,100.3,103.42222222222217,119.36666666666666,103.06666666666673,122.69999999999999,113.23333333333328,116.26666666666665,118.83333333333327,118.7333333333333
CLE,41,1,0,20190108,2018-2019,IND,0.625,0.157,0.235,0.263,94.4,0.49405,0.11795,0.244675,0.18435,0.593,0.057,0.182,0.165,0.53735,0.128675,0.218025,0.179775,0.489444444,0.119222222,0.195222222,0.178333333,93.38888889,0.567555556,0.121444444,0.227333333,0.175333333,97.43333333,0.5489999999999999,0.097333333,0.223,0.151333333,95.8,0.491333333,0.135666667,0.145,0.16699999999999998,93.33333333,475,10.5,17.39130435,123,115,1.0,121.8,130.3,130.3,121.8,103.58888888888886,123.6222222222222,100.40000000000008,130.96666666666664,116.4777777777778,108.69999999999999,117.03333333333337,118.56666666666665
CLE,42,0,0,20190109,2018-2019,NOP,0.557,0.114,0.214,0.295,102.2,0.497243902,0.118902439,0.244439024,0.186268293,0.619,0.13699999999999998,0.333,0.429,0.537146341,0.124243902,0.253439024,0.217195122,0.498777778,0.12866666699999998,0.210777778,0.198444444,93.56666667,0.547111111,0.112111111,0.249666667,0.216333333,99.64444444,0.616,0.123333333,0.227,0.26,98.0,0.5196666670000001,0.145,0.204666667,0.205666667,95.16666667,885,13.5,10.15228426,140,124,-1.0,121.3,136.9,136.9,121.3,105.27777777777774,124.93333333333332,106.50000000000007,130.5333333333333,117.24444444444437,112.54444444444442,125.19999999999993,108.5
CLE,43,0,0,20190111,2018-2019,HOU,0.5,0.115,0.14,0.27,106.5,0.498666667,0.118785714,0.243714286,0.188857143,0.629,0.127,0.195,0.326,0.54047619,0.123904762,0.241571429,0.231857143,0.501777778,0.129777778,0.205444444,0.200111111,94.46666667,0.560222222,0.118888889,0.220222222,0.298222222,97.93333333,0.537,0.124666667,0.224333333,0.303666667,100.7666667,0.5529999999999999,0.140666667,0.225333333,0.239,98.1,975,15.0,9.302325581,141,113,-1.0,106.1,132.5,132.5,106.1,105.75555555555553,125.25555555555555,114.46666666666674,134.4333333333333,119.55555555555559,114.43333333333337,118.46666666666668,114.43333333333327
CLE,44,0,1,20190113,2018-2019,LAL,0.472,0.092,0.208,0.191,97.9,0.498697674,0.118697674,0.241302326,0.190744186,0.434,0.097,0.236,0.17600000000000002,0.529883721,0.131627907,0.216534884,0.17972093,0.502444444,0.130444444,0.202888889,0.218222222,96.3,0.491111111,0.132555556,0.214,0.181777778,104.7222222,0.4906666670000001,0.113333333,0.241,0.165,100.6333333,0.560666667,0.12866666699999998,0.196333333,0.276,101.0333333,400,9.5,20.0,95,101,1.0,103.2,97.1,97.1,103.2,106.17777777777775,126.14444444444445,116.40000000000008,133.23333333333332,101.92222222222223,105.37777777777771,105.16666666666667,102.76666666666664
