Team, Location,Game Number,Team Points,Opp Points,Result,Date,Opponent,EFG%,TOV%,ORB%,FTR,Pace,OEff,DEff
PHI,0,48,85,91,0,20150131,ATL,0.469,0.138,0.217,0.111,88.8,95.7,102.5
PHI,0,49,84,97,0,20150202,CLE,0.474,0.2,0.256,0.128,91.4,91.9,106.1
PHI,1,50,105,98,1,20150203,DEN,0.521,0.184,0.19399999999999998,0.457,100.0,105.0,98.0
PHI,0,51,96,107,0,20150206,BOS,0.513,0.155,0.20800000000000002,0.19,96.0,100.0,111.4
PHI,1,52,89,81,1,20150207,CHO,0.453,0.147,0.11599999999999999,0.297,96.6,92.2,83.9
PHI,1,53,84,89,0,20150209,GSW,0.462,0.24100000000000002,0.22699999999999998,0.139,100.1,83.9,88.9
PHI,1,54,95,106,0,20150220,IND,0.452,0.149,0.3,0.226,96.6,98.3,109.7
PHI,0,55,98,103,0,20150222,ORL,0.545,0.19699999999999998,0.297,0.167,93.3,105.0,110.3
PHI,0,56,108,119,0,20150223,MIA,0.554,0.111,0.209,0.179,96.4,112.1,123.5
PHI,0,57,88,104,0,20150225,MIL,0.487,0.251,0.27899999999999997,0.2,97.5,90.2,106.7
PHI,1,58,89,81,1,20150227,WAS,0.425,0.136,0.24,0.263,96.9,91.8,83.6
PHI,0,59,74,94,0,20150301,IND,0.375,0.149,0.2,0.131,95.3,77.7,98.7
PHI,1,60,103,114,0,20150302,TOR,0.577,0.14800000000000002,0.278,0.167,88.3,116.6,129.1
PHI,0,61,118,123,0,20150304,OKC,0.432,0.128,0.262,0.365,102.8,104.0,108.4
PHI,1,62,83,89,0,20150306,UTA,0.42,0.11900000000000001,0.26,0.102,92.3,89.9,96.4
PHI,1,63,92,84,1,20150307,ATL,0.437,0.135,0.315,0.095,97.1,94.8,86.5
PHI,1,64,95,104,0,20150311,CHI,0.399,0.08,0.254,0.115,95.0,90.6,99.1
PHI,1,65,114,107,1,20150313,SAC,0.521,0.125,0.292,0.158,102.5,111.2,104.4
PHI,1,66,87,94,0,20150314,BRK,0.415,0.138,0.24,0.096,101.3,85.9,92.8
PHI,0,67,89,108,0,20150316,BOS,0.452,0.145,0.196,0.155,98.8,90.1,109.3
PHI,1,68,94,83,1,20150318,DET,0.494,0.14,0.267,0.131,91.2,103.1,91.0
PHI,1,69,97,81,1,20150320,NYK,0.483,0.10400000000000001,0.33299999999999996,0.136,88.1,110.1,92.0
PHI,0,70,87,101,0,20150322,LAL,0.41,0.075,0.25,0.157,89.0,97.8,113.5
PHI,0,71,106,107,0,20150324,SAC,0.574,0.18100000000000002,0.18899999999999997,0.16,100.0,106.0,107.0
PHI,0,72,99,85,1,20150325,DEN,0.5,0.146,0.265,0.179,95.0,104.2,89.4
PHI,1,73,98,119,0,20150327,LAC,0.483,0.11699999999999999,0.14300000000000002,0.174,102.2,95.9,116.4
PHI,0,74,86,87,0,20150329,CLE,0.464,0.125,0.239,0.095,90.1,95.5,96.6
PHI,1,75,111,113,0,20150330,LAL,0.458,0.11699999999999999,0.377,0.24,91.3,110.1,112.1
PHI,0,76,93,106,0,20150401,WAS,0.451,0.1,0.22399999999999998,0.121,93.4,99.6,113.5
PHI,0,77,91,92,0,20150404,CHO,0.441,0.142,0.262,0.316,90.0,101.1,102.2
PHI,0,78,91,101,0,20150405,NYK,0.434,0.08900000000000001,0.358,0.051,86.4,105.3,116.9
PHI,1,79,90,119,0,20150408,WAS,0.399,0.073,0.304,0.213,88.9,101.3,133.9
PHI,0,80,107,114,0,20150411,CHI,0.489,0.13,0.28600000000000003,0.225,98.7,108.4,115.5
PHI,1,81,97,107,0,20150413,MIL,0.432,0.23199999999999998,0.341,0.333,102.6,94.5,104.3
PHI,1,82,101,105,0,20150415,MIA,0.488,0.145,0.302,0.241,96.4,104.7,108.9
PHO,1,1,119,99,1,20141029,LAL,0.646,0.135,0.257,0.159,93.7,127.0,105.7
PHO,1,2,94,89,1,20141031,SAS,0.414,0.066,0.231,0.253,92.5,101.6,96.2
PHO,0,3,91,118,0,20141101,UTA,0.454,0.105,0.133,0.138,97.7,93.2,120.8
PHO,0,4,112,106,1,20141104,LAL,0.484,0.111,0.295,0.264,99.5,112.5,106.5
PHO,1,5,91,102,0,20141105,MEM,0.522,0.187,0.147,0.275,91.7,99.3,111.3
PHO,1,6,112,114,0,20141107,SAC,0.48,0.099,0.161,0.184,89.5,103.6,105.4
PHO,1,7,107,95,1,20141109,GSW,0.506,0.183,0.214,0.342,101.4,105.5,93.7
PHO,1,8,112,104,1,20141112,BRK,0.531,0.17600000000000002,0.293,0.321,98.5,113.8,105.6
PHO,1,9,95,103,0,20141114,CHO,0.477,0.107,0.256,0.151,89.3,106.4,115.4
PHO,0,10,107,120,0,20141115,LAC,0.439,0.084,0.271,0.202,100.6,106.3,119.2
PHO,0,11,118,114,1,20141117,BOS,0.565,0.152,0.195,0.14,107.0,110.3,106.6
PHO,0,12,88,86,1,20141119,DET,0.52,0.174,0.152,0.133,91.3,96.4,94.2
PHO,0,13,122,96,1,20141121,PHI,0.587,0.11900000000000001,0.275,0.244,97.0,125.7,98.9
PHO,0,14,106,83,1,20141122,IND,0.518,0.113,0.289,0.212,90.2,117.5,92.0
PHO,0,15,100,104,0,20141124,TOR,0.548,0.184,0.275,0.095,96.0,104.1,108.3
PHO,1,16,120,112,1,20141126,DEN,0.585,0.141,0.325,0.193,97.7,122.9,114.7
PHO,0,17,97,122,0,20141128,DEN,0.435,0.133,0.17600000000000002,0.271,101.3,95.8,120.5
PHO,1,18,90,93,0,20141130,ORL,0.441,0.17,0.22899999999999998,0.176,98.1,91.7,94.8
PHO,1,19,116,99,1,20141202,IND,0.57,0.11,0.214,0.209,100.3,115.7,98.7
PHO,0,20,118,106,1,20141205,DAL,0.644,0.129,0.2,0.188,93.4,126.3,113.4
PHO,0,21,95,100,0,20141206,HOU,0.403,0.10300000000000001,0.29600000000000004,0.215,94.7,100.3,105.6
PHO,0,22,120,121,0,20141208,LAC,0.571,0.138,0.16699999999999998,0.176,96.7,112.4,113.3
PHO,1,23,97,103,0,20141209,MIA,0.591,0.214,0.28600000000000003,0.078,88.1,110.1,116.9
PHO,1,24,103,105,0,20141212,DET,0.53,0.157,0.22699999999999998,0.181,97.2,106.0,108.0
PHO,0,25,88,112,0,20141214,OKC,0.379,0.086,0.222,0.131,98.5,89.3,113.7
PHO,1,26,94,96,0,20141215,MIL,0.48,0.187,0.364,0.293,92.3,101.9,104.0
PHO,0,27,111,106,1,20141217,CHO,0.579,0.081,0.22899999999999998,0.195,90.3,123.0,117.4
PHO,0,28,99,90,1,20141220,NYK,0.513,0.13699999999999998,0.3,0.244,87.9,112.7,102.4
PHO,0,29,104,92,1,20141221,WAS,0.551,0.16,0.308,0.231,90.9,114.5,101.3
PHO,1,30,124,115,1,20141223,DAL,0.521,0.09699999999999999,0.28600000000000003,0.237,104.6,118.5,109.9
PHO,0,31,115,106,1,20141226,SAC,0.564,0.124,0.348,0.096,94.3,121.9,112.4
PHO,0,32,116,107,1,20141228,LAL,0.557,0.11,0.205,0.218,100.5,115.4,106.4
PHO,0,33,106,110,0,20141230,NOP,0.529,0.06,0.23399999999999999,0.174,88.7,119.5,124.0
PHO,0,34,134,137,0,20141231,OKC,0.583,0.11,0.184,0.322,97.7,124.2,127.0
PHO,1,35,112,96,1,20150102,PHI,0.583,0.17300000000000001,0.342,0.167,95.1,117.7,100.9
PHO,1,36,125,109,1,20150104,TOR,0.584,0.136,0.19,0.236,106.1,117.9,102.8
PHO,0,37,102,96,1,20150106,MIL,0.5,0.17,0.27899999999999997,0.259,98.2,103.9,97.8
PHO,0,38,113,111,1,20150107,MIN,0.505,0.111,0.318,0.167,99.5,113.5,111.5
PHO,0,39,95,100,0,20150109,SAS,0.488,0.171,0.214,0.169,101.4,93.7,98.6
PHO,0,40,110,122,0,20150111,MEM,0.46,0.154,0.17300000000000001,0.18,99.0,91.9,102.0
PHO,1,41,107,100,1,20150113,CLE,0.572,0.111,0.257,0.263,88.8,120.4,112.6
PHO,1,42,110,99,1,20150116,MIN,0.58,0.14800000000000002,0.395,0.103,90.6,121.4,109.2
PHO,1,43,115,100,1,20150119,LAL,0.576,0.136,0.233,0.186,99.1,116.1,100.9
PHO,1,44,118,113,1,20150121,POR,0.56,0.11199999999999999,0.244,0.163,102.3,115.4,110.5
PHO,1,45,111,113,0,20150123,HOU,0.516,0.106,0.271,0.187,98.7,112.4,114.5
PHO,1,46,100,120,0,20150125,LAC,0.488,0.107,0.122,0.275,95.9,104.3,125.2
PHO,1,47,106,98,1,20150128,WAS,0.517,0.086,0.16699999999999998,0.17,94.6,112.1,103.6
PHO,1,48,99,93,1,20150130,CHI,0.467,0.11800000000000001,0.22899999999999998,0.167,96.6,102.5,96.2
PHO,0,49,87,106,0,20150131,GSW,0.412,0.16899999999999998,0.3,0.132,99.3,87.6,106.8
PHO,1,50,101,102,0,20150202,MEM,0.536,0.14800000000000002,0.268,0.131,93.5,108.0,109.1
PHO,0,51,87,108,0,20150205,POR,0.42,0.14400000000000002,0.2,0.148,98.3,88.5,109.8
PHO,1,52,100,93,1,20150206,UTA,0.536,0.109,0.213,0.119,92.2,108.4,100.9
PHO,0,53,83,85,0,20150208,SAC,0.39,0.092,0.22,0.132,93.8,88.5,90.6
PHO,1,54,118,127,0,20150210,HOU,0.54,0.12300000000000001,0.289,0.276,98.8,119.4,128.6
PHO,0,55,109,111,0,20150220,MIN,0.489,0.11199999999999999,0.33299999999999996,0.247,97.3,112.0,114.0
PHO,0,56,107,112,0,20150221,CHI,0.591,0.124,0.195,0.034,95.8,111.7,116.9
PHO,1,57,110,115,0,20150223,BOS,0.5,0.14,0.313,0.134,103.9,105.9,110.7
PHO,0,58,110,96,1,20150225,DEN,0.473,0.153,0.434,0.264,98.8,111.4,97.2
PHO,1,59,117,113,1,20150226,OKC,0.541,0.109,0.213,0.124,97.2,109.1,105.3
PHO,1,60,74,101,0,20150228,SAS,0.327,0.16,0.14800000000000002,0.226,101.3,73.0,99.7
PHO,0,61,98,115,0,20150302,MIA,0.468,0.16699999999999998,0.298,0.321,96.8,101.2,118.8
PHO,0,62,105,100,1,20150304,ORL,0.519,0.17300000000000001,0.214,0.291,99.6,105.5,100.4
PHO,0,63,108,100,1,20150306,BRK,0.445,0.124,0.235,0.297,97.0,100.8,93.4
PHO,0,64,79,89,0,20150307,CLE,0.411,0.1,0.27699999999999997,0.119,84.2,93.8,105.7
PHO,1,65,80,98,0,20150309,GSW,0.403,0.171,0.133,0.234,97.2,82.3,100.8
PHO,1,66,106,97,1,20150311,MIN,0.533,0.14300000000000002,0.42100000000000004,0.111,89.1,118.9,108.8
PHO,1,67,87,96,0,20150313,ATL,0.474,0.171,0.262,0.167,91.1,95.5,105.3
PHO,1,68,102,89,1,20150315,NYK,0.53,0.114,0.31,0.169,91.2,111.9,97.6
PHO,1,69,74,72,1,20150319,NOP,0.361,0.115,0.28,0.169,86.8,85.3,83.0
PHO,0,70,117,102,1,20150321,HOU,0.543,0.12,0.304,0.185,102.7,113.9,99.3
PHO,1,71,98,92,1,20150322,DAL,0.553,0.18100000000000002,0.265,0.184,96.7,101.4,95.2
PHO,1,72,99,108,0,20150325,SAC,0.471,0.155,0.28600000000000003,0.195,100.4,98.6,107.5
PHO,1,73,81,87,0,20150327,POR,0.402,0.12300000000000001,0.22,0.126,92.3,87.7,94.2
PHO,1,74,97,109,0,20150329,OKC,0.482,0.163,0.17800000000000002,0.22,99.9,97.1,109.1
PHO,0,75,86,109,0,20150330,POR,0.454,0.11599999999999999,0.174,0.08,93.8,91.7,116.3
PHO,0,76,106,107,0,20150402,GSW,0.494,0.098,0.205,0.189,99.3,106.8,107.8
PHO,1,77,87,85,1,20150404,UTA,0.471,0.155,0.15,0.319,87.4,99.5,97.2
PHO,0,78,69,96,0,20150407,ATL,0.337,0.142,0.16399999999999998,0.157,94.4,73.1,101.7
PHO,0,79,104,107,0,20150408,DAL,0.537,0.11699999999999999,0.2,0.195,91.6,113.6,116.9
PHO,0,80,75,90,0,20150410,NOP,0.394,0.10099999999999999,0.196,0.094,87.2,86.0,103.2
PHO,0,81,91,107,0,20150412,SAS,0.435,0.095,0.26,0.2,90.7,100.3,117.9
PHO,1,82,101,112,0,20150414,LAC,0.556,0.145,0.25,0.15,92.3,109.4,121.3
LAL,1,1,90,108,0,20141028,HOU,0.373,0.10300000000000001,0.25,0.392,90.9,99.0,118.8
LAL,0,2,99,119,0,20141029,PHO,0.453,0.11800000000000001,0.27899999999999997,0.244,93.7,105.7,127.0
LAL,1,3,111,118,0,20141031,LAC,0.555,0.129,0.231,0.244,96.8,114.7,122.0
LAL,0,4,104,127,0,20141101,GSW,0.489,0.182,0.354,0.205,100.8,103.2,126.0
LAL,1,5,106,112,0,20141104,PHO,0.432,0.102,0.316,0.341,99.5,106.5,112.5
LAL,1,6,107,92,1,20141109,CHO,0.549,0.107,0.22899999999999998,0.207,89.7,119.3,102.6
LAL,0,7,102,107,0,20141111,MEM,0.511,0.121,0.366,0.149,88.3,115.5,121.2
LAL,0,8,102,109,0,20141112,NOP,0.458,0.084,0.23399999999999999,0.298,93.3,109.3,116.8
LAL,1,9,80,93,0,20141114,SAS,0.387,0.128,0.22899999999999998,0.293,89.2,89.6,104.2
LAL,1,10,115,136,0,20141116,GSW,0.409,0.055999999999999994,0.33299999999999996,0.343,102.7,112.0,132.5
LAL,0,11,114,109,1,20141118,ATL,0.575,0.102,0.342,0.161,91.2,125.0,119.5
LAL,0,12,98,92,1,20141119,HOU,0.434,0.114,0.304,0.209,94.3,103.9,97.6
LAL,0,13,106,140,0,20141121,DAL,0.547,0.096,0.317,0.153,90.0,117.8,155.6
LAL,1,14,94,101,0,20141123,DEN,0.388,0.111,0.17300000000000001,0.281,95.6,89.0,95.7
LAL,1,15,93,99,0,20141126,MEM,0.457,0.107,0.255,0.235,90.4,102.9,109.6
LAL,1,16,119,120,0,20141128,MIN,0.584,0.124,0.324,0.169,98.3,121.0,122.0
LAL,1,17,129,122,1,20141130,TOR,0.542,0.083,0.235,0.26,97.8,119.5,113.0
LAL,0,18,106,96,1,20141202,DET,0.543,0.133,0.267,0.222,94.9,111.6,101.1
LAL,0,19,95,111,0,20141203,WAS,0.459,0.121,0.18,0.2,97.3,97.6,114.1
LAL,0,20,96,113,0,20141205,BOS,0.446,0.107,0.13699999999999998,0.152,103.5,92.8,109.2
LAL,1,21,87,104,0,20141207,NOP,0.428,0.068,0.146,0.111,93.9,92.6,110.7
LAL,1,22,98,95,1,20141209,SAC,0.422,0.045,0.264,0.177,93.1,105.2,102.0
LAL,0,23,112,110,1,20141212,SAS,0.521,0.12,0.28600000000000003,0.125,92.6,109.6,107.6
LAL,0,24,100,94,1,20141214,MIN,0.451,0.10300000000000001,0.256,0.333,94.3,106.1,99.7
LAL,0,25,91,110,0,20141215,IND,0.386,0.08199999999999999,0.20800000000000002,0.261,94.5,96.3,116.4
LAL,1,26,103,104,0,20141219,OKC,0.541,0.098,0.139,0.129,93.6,110.0,111.1
LAL,0,27,101,108,0,20141221,SAC,0.437,0.138,0.34600000000000003,0.287,95.6,105.7,113.0
LAL,1,28,115,105,1,20141223,GSW,0.584,0.142,0.317,0.124,96.9,118.7,108.4
LAL,0,29,93,113,0,20141225,CHI,0.418,0.038,0.302,0.174,86.7,107.3,130.3
LAL,0,30,98,102,0,20141226,DAL,0.419,0.129,0.414,0.152,97.4,100.6,104.7
LAL,1,31,107,116,0,20141228,PHO,0.593,0.159,0.098,0.136,100.5,106.4,115.4
LAL,0,32,111,103,1,20141230,DEN,0.618,0.171,0.125,0.224,98.4,112.8,104.6
LAL,1,33,106,109,0,20150102,MEM,0.568,0.127,0.132,0.173,95.8,110.6,113.8
LAL,1,34,88,87,1,20150104,IND,0.423,0.11599999999999999,0.128,0.394,89.4,98.4,97.3
LAL,0,35,94,98,0,20150105,POR,0.443,0.094,0.239,0.182,91.7,102.5,106.9
LAL,0,36,89,114,0,20150107,LAC,0.465,0.115,0.209,0.118,93.7,94.9,121.6
LAL,1,37,101,84,1,20150109,ORL,0.439,0.10400000000000001,0.36,0.244,94.8,106.6,88.6
LAL,1,38,94,106,0,20150111,POR,0.488,0.127,0.159,0.185,95.6,98.3,110.9
LAL,1,39,75,78,0,20150113,MIA,0.337,0.107,0.23199999999999998,0.141,93.6,80.1,83.3
LAL,1,40,102,109,0,20150115,CLE,0.566,0.113,0.235,0.211,87.4,116.7,124.7
LAL,0,41,85,94,0,20150116,UTA,0.5,0.198,0.235,0.308,86.8,97.9,108.3
LAL,0,42,100,115,0,20150119,PHO,0.507,0.203,0.295,0.32,99.1,100.9,116.1
LAL,0,43,80,96,0,20150121,NOP,0.403,0.156,0.222,0.234,92.2,86.8,104.1
LAL,0,44,85,99,0,20150123,SAS,0.428,0.08,0.16699999999999998,0.169,90.4,94.0,109.5
LAL,1,45,87,99,0,20150125,HOU,0.437,0.18899999999999997,0.271,0.228,97.2,89.5,101.9
LAL,1,46,92,98,0,20150127,WAS,0.454,0.105,0.16,0.149,95.4,96.5,102.7
LAL,1,47,123,118,1,20150129,CHI,0.486,0.1,0.36,0.189,88.7,114.8,110.1
LAL,0,48,80,92,0,20150201,NYK,0.401,0.14,0.25,0.25,86.8,92.2,106.0
LAL,0,49,105,113,0,20150204,MIL,0.468,0.133,0.375,0.194,87.7,108.4,116.7
LAL,0,50,97,103,0,20150206,ORL,0.459,0.12,0.28300000000000003,0.082,87.8,100.0,106.2
LAL,0,51,105,120,0,20150208,CLE,0.445,0.061,0.322,0.16,95.5,109.9,125.6
LAL,1,52,96,106,0,20150210,DEN,0.471,0.094,0.311,0.188,90.2,106.5,117.5
LAL,0,53,86,102,0,20150211,POR,0.403,0.09300000000000001,0.275,0.118,89.3,96.3,114.2
LAL,1,54,105,114,0,20150220,BRK,0.483,0.08900000000000001,0.298,0.213,95.2,110.3,119.8
LAL,1,55,118,111,1,20150222,BOS,0.554,0.14400000000000002,0.146,0.298,99.6,107.3,101.0
LAL,0,56,100,97,1,20150225,UTA,0.461,0.084,0.292,0.202,92.2,108.4,105.2
LAL,1,57,101,93,1,20150227,MIL,0.506,0.11199999999999999,0.2,0.176,96.1,105.1,96.8
LAL,1,58,101,108,0,20150301,OKC,0.494,0.084,0.188,0.133,97.0,104.2,111.4
LAL,0,59,103,104,0,20150303,CHO,0.488,0.10400000000000001,0.14,0.221,97.7,105.4,106.4
LAL,0,60,94,100,0,20150304,MIA,0.472,0.128,0.14300000000000002,0.125,99.4,94.6,100.6
LAL,0,61,90,97,0,20150306,MEM,0.494,0.09300000000000001,0.125,0.083,90.9,99.0,106.7
LAL,1,62,93,100,0,20150308,DAL,0.476,0.149,0.35700000000000004,0.183,88.3,105.3,113.2
LAL,1,63,93,85,1,20150310,DET,0.447,0.111,0.25,0.347,88.1,105.6,96.5
LAL,1,64,94,101,0,20150312,NYK,0.45,0.11599999999999999,0.341,0.144,91.7,102.5,110.1
LAL,1,65,86,91,0,20150315,ATL,0.441,0.187,0.413,0.129,89.4,96.2,101.8
LAL,0,66,105,108,0,20150316,GSW,0.506,0.16,0.25,0.224,99.2,105.8,108.8
LAL,1,67,73,80,0,20150319,UTA,0.422,0.142,0.209,0.104,86.8,84.1,92.1
LAL,1,68,101,87,1,20150322,PHI,0.512,0.125,0.33299999999999996,0.222,89.0,113.5,97.8
LAL,0,69,117,127,0,20150324,OKC,0.571,0.094,0.182,0.235,96.5,121.2,131.6
LAL,0,70,101,99,1,20150325,MIN,0.457,0.138,0.311,0.185,88.1,103.9,101.8
LAL,0,71,83,94,0,20150327,TOR,0.369,0.11,0.33299999999999996,0.25,86.3,96.2,108.9
LAL,0,72,99,107,0,20150329,BRK,0.495,0.10300000000000001,0.196,0.099,96.2,103.0,111.3
LAL,0,73,113,111,1,20150330,PHI,0.549,0.152,0.27899999999999997,0.28,91.3,112.1,110.1
LAL,1,74,92,113,0,20150401,NOP,0.476,0.051,0.27899999999999997,0.157,82.4,111.6,137.1
LAL,1,75,77,107,0,20150403,POR,0.409,0.109,0.113,0.122,93.7,82.2,114.3
LAL,1,76,78,106,0,20150405,LAC,0.433,0.16699999999999998,0.298,0.173,85.3,91.4,124.2
LAL,0,77,100,105,0,20150407,LAC,0.47,0.10300000000000001,0.16699999999999998,0.25,95.7,104.4,109.7
LAL,0,78,101,119,0,20150408,DEN,0.513,0.134,0.209,0.32,94.1,107.3,126.4
LAL,1,79,106,98,1,20150410,MIN,0.548,0.114,0.318,0.181,90.0,117.8,108.9
LAL,1,80,106,120,0,20150412,DAL,0.494,0.113,0.146,0.372,97.7,108.5,122.8
LAL,0,81,92,102,0,20150413,SAC,0.438,0.098,0.321,0.083,92.0,100.0,110.9
LAL,1,82,99,122,0,20150415,SAC,0.42,0.11800000000000001,0.308,0.213,101.3,97.8,120.5
UTA,1,1,93,104,0,20141029,HOU,0.488,0.128,0.325,0.173,87.8,106.0,118.5
UTA,0,2,102,120,0,20141030,DAL,0.518,0.15,0.326,0.193,89.5,113.9,134.0
UTA,1,3,118,91,1,20141101,PHO,0.517,0.113,0.317,0.307,97.7,120.8,93.2
UTA,0,4,101,107,0,20141103,LAC,0.532,0.163,0.231,0.247,92.9,108.7,115.2
UTA,1,5,102,100,1,20141105,CLE,0.552,0.122,0.361,0.221,87.1,117.2,114.9
UTA,1,6,82,105,0,20141107,DAL,0.493,0.21600000000000003,0.237,0.221,87.0,94.2,120.6
UTA,0,7,97,96,1,20141109,DET,0.5,0.11199999999999999,0.214,0.347,90.5,107.2,106.1
UTA,0,8,86,97,0,20141110,IND,0.473,0.11699999999999999,0.139,0.216,87.2,98.6,111.2
UTA,0,9,97,100,0,20141112,ATL,0.529,0.10800000000000001,0.195,0.07,89.7,108.2,111.5
UTA,0,10,102,100,1,20141114,NYK,0.586,0.182,0.314,0.286,87.7,116.3,114.0
UTA,0,11,93,111,0,20141115,TOR,0.473,0.111,0.256,0.293,86.9,107.0,127.8
UTA,1,12,98,81,1,20141118,OKC,0.494,0.12300000000000001,0.273,0.222,91.5,107.1,88.5
UTA,0,13,88,101,0,20141121,GSW,0.463,0.174,0.292,0.146,94.7,92.9,106.6
UTA,1,14,94,106,0,20141122,NOP,0.5,0.177,0.297,0.324,89.6,104.9,118.3
UTA,1,15,95,97,0,20141124,CHI,0.506,0.126,0.282,0.093,89.8,105.8,108.0
UTA,0,16,82,97,0,20141126,OKC,0.464,0.188,0.195,0.243,91.0,90.2,106.6
UTA,1,17,96,112,0,20141129,LAC,0.5,0.127,0.3,0.28,87.6,109.6,127.9
UTA,1,18,101,103,0,20141201,DEN,0.47,0.126,0.311,0.262,94.2,107.2,109.3
UTA,1,19,104,123,0,20141203,TOR,0.529,0.079,0.31,0.138,87.0,119.5,141.4
UTA,1,20,93,98,0,20141205,ORL,0.506,0.111,0.31,0.165,82.3,113.1,119.1
UTA,0,21,92,101,0,20141208,SAC,0.424,0.12,0.239,0.316,93.5,98.4,108.1
UTA,1,22,100,96,1,20141209,SAS,0.525,0.16699999999999998,0.235,0.2,95.7,104.5,100.3
UTA,1,23,95,100,0,20141212,MIA,0.494,0.113,0.3,0.247,84.7,112.1,118.0
UTA,0,24,84,93,0,20141214,WAS,0.417,0.158,0.27899999999999997,0.244,92.5,90.8,100.6
UTA,0,25,111,119,0,20141216,NOP,0.528,0.132,0.439,0.178,91.3,121.5,130.3
UTA,0,26,105,87,1,20141217,MIA,0.636,0.19,0.207,0.318,87.3,120.3,99.7
UTA,0,27,101,94,1,20141219,ORL,0.562,0.152,0.21899999999999997,0.26,89.7,112.6,104.8
UTA,0,28,86,104,0,20141220,CHO,0.435,0.08900000000000001,0.27699999999999997,0.141,82.7,104.0,125.8
UTA,0,29,97,91,1,20141222,MEM,0.513,0.11199999999999999,0.256,0.267,86.7,111.9,105.0
UTA,1,30,88,71,1,20141227,PHI,0.381,0.111,0.292,0.286,90.5,97.2,78.4
UTA,0,31,97,101,0,20141229,LAC,0.457,0.113,0.34600000000000003,0.141,94.8,102.3,106.6
UTA,1,32,100,94,1,20141230,MIN,0.525,0.128,0.297,0.215,88.0,113.7,106.9
UTA,1,33,92,98,0,20150102,ATL,0.43,0.127,0.321,0.209,90.1,102.1,108.7
UTA,0,34,101,89,1,20150103,MIN,0.58,0.125,0.324,0.187,84.1,120.1,105.8
UTA,1,35,101,105,0,20150105,IND,0.457,0.094,0.341,0.333,87.1,115.9,120.5
UTA,0,36,97,77,1,20150107,CHI,0.506,0.145,0.341,0.231,87.7,110.6,87.8
UTA,0,37,94,99,0,20150109,OKC,0.534,0.193,0.237,0.203,95.5,98.4,103.6
UTA,0,38,82,97,0,20150110,HOU,0.45,0.254,0.265,0.271,94.9,86.4,102.2
UTA,1,39,105,116,0,20150113,GSW,0.525,0.141,0.306,0.247,94.8,110.7,122.3
UTA,1,40,94,85,1,20150116,LAL,0.494,0.11800000000000001,0.261,0.118,86.8,108.3,97.9
UTA,0,41,69,89,0,20150118,SAS,0.351,0.11599999999999999,0.24,0.119,87.5,78.9,101.7
UTA,0,42,92,106,0,20150121,CLE,0.464,0.156,0.348,0.167,89.3,103.0,118.6
UTA,0,43,101,99,1,20150122,MIL,0.549,0.209,0.324,0.324,91.0,111.0,108.8
UTA,1,44,108,73,1,20150124,BRK,0.614,0.15,0.222,0.139,90.2,119.7,80.9
UTA,1,45,90,99,0,20150126,BOS,0.482,0.134,0.23800000000000002,0.134,91.3,98.5,108.4
UTA,1,46,89,94,0,20150128,LAC,0.463,0.091,0.37200000000000005,0.173,81.4,109.4,115.5
UTA,1,47,110,100,1,20150130,GSW,0.495,0.094,0.36200000000000004,0.181,96.7,113.8,103.5
UTA,0,48,102,103,0,20150203,POR,0.494,0.094,0.298,0.212,90.6,112.6,113.7
UTA,1,49,90,100,0,20150204,MEM,0.5,0.124,0.25,0.233,85.4,105.4,117.1
UTA,0,50,93,100,0,20150206,PHO,0.506,0.13699999999999998,0.15,0.15,92.2,100.9,108.4
UTA,1,51,102,90,1,20150207,SAC,0.529,0.08800000000000001,0.35,0.128,87.7,116.3,102.6
UTA,0,52,100,96,1,20150209,NOP,0.468,0.09,0.457,0.14,84.1,118.9,114.1
UTA,0,53,82,87,0,20150211,DAL,0.444,0.168,0.311,0.138,89.2,92.0,97.6
UTA,1,54,92,76,1,20150220,POR,0.506,0.081,0.27699999999999997,0.096,87.1,105.7,87.3
UTA,1,55,90,81,1,20150223,SAS,0.434,0.12300000000000001,0.256,0.217,94.6,95.2,85.7
UTA,1,56,97,100,0,20150225,LAL,0.514,0.185,0.317,0.301,92.2,105.2,108.4
UTA,0,57,104,82,1,20150227,DEN,0.64,0.20600000000000002,0.28600000000000003,0.25,89.7,116.0,91.4
UTA,1,58,82,75,1,20150228,MIL,0.421,0.203,0.295,0.237,92.8,88.4,80.8
UTA,0,59,93,82,1,20150303,MEM,0.481,0.145,0.35,0.2,87.8,105.9,93.4
UTA,0,60,84,85,0,20150304,BOS,0.473,0.134,0.289,0.173,84.6,99.3,100.5
UTA,0,61,89,83,1,20150306,PHI,0.423,0.168,0.28600000000000003,0.408,92.3,96.4,89.9
UTA,0,62,95,88,1,20150308,BRK,0.542,0.165,0.34299999999999997,0.236,84.7,112.2,103.9
UTA,1,63,87,82,1,20150310,NYK,0.471,0.11699999999999999,0.16699999999999998,0.3,86.7,100.3,94.5
UTA,1,64,109,91,1,20150312,HOU,0.538,0.10800000000000001,0.431,0.109,88.6,123.0,102.7
UTA,1,65,88,85,1,20150314,DET,0.522,0.159,0.263,0.232,85.4,103.0,99.5
UTA,1,66,94,66,1,20150316,CHO,0.519,0.131,0.318,0.167,84.4,111.4,78.2
UTA,1,67,84,88,0,20150318,WAS,0.439,0.08900000000000001,0.28600000000000003,0.146,86.1,97.5,102.2
