Team, Location,Game Number,Team Points,Opp Points,Result,Date,Opponent,EFG%,TOV%,ORB%,FTR,Pace,OEff,DEff
ATL,0,12,106,102,1,20141125,WAS,0.465,0.091,0.27899999999999997,0.318,96.0,110.4,106.2
ATL,1,13,115,126,0,20141126,TOR,0.573,0.12300000000000001,0.265,0.256,92.8,123.9,135.8
ATL,1,14,100,91,1,20141128,NOP,0.533,0.174,0.297,0.25,89.4,111.9,101.8
ATL,1,15,105,75,1,20141129,CHO,0.613,0.128,0.16699999999999998,0.173,88.9,118.1,84.4
ATL,1,16,109,105,1,20141202,BOS,0.591,0.154,0.10800000000000001,0.146,98.9,110.2,106.2
ATL,0,17,112,102,1,20141203,MIA,0.622,0.16,0.161,0.27,92.0,121.7,110.9
ATL,0,18,98,75,1,20141205,BRK,0.512,0.098,0.125,0.185,94.6,103.6,79.3
ATL,1,19,96,84,1,20141207,DEN,0.471,0.11199999999999999,0.23399999999999999,0.161,92.5,103.8,90.8
ATL,0,20,108,92,1,20141208,IND,0.578,0.153,0.15,0.247,98.7,109.4,93.2
ATL,1,21,95,79,1,20141210,PHI,0.473,0.126,0.33299999999999996,0.099,91.4,103.9,86.4
ATL,1,22,87,81,1,20141212,ORL,0.429,0.11800000000000001,0.11900000000000001,0.256,93.1,93.5,87.0
ATL,0,23,99,100,0,20141213,ORL,0.464,0.096,0.237,0.25,90.7,109.1,110.2
ATL,1,24,93,86,1,20141215,CHI,0.476,0.09,0.106,0.169,93.7,99.2,91.8
ATL,0,25,127,98,1,20141217,CLE,0.75,0.098,0.207,0.171,86.4,146.9,113.4
ATL,0,26,104,97,1,20141220,HOU,0.581,0.151,0.125,0.243,92.8,112.1,104.5
ATL,0,27,105,102,1,20141222,DAL,0.537,0.155,0.15,0.222,100.5,104.5,101.5
ATL,1,28,107,104,1,20141223,LAC,0.526,0.133,0.205,0.355,94.6,113.1,110.0
ATL,1,29,77,107,0,20141226,MIL,0.434,0.21100000000000002,0.19,0.145,95.3,80.8,112.2
ATL,0,30,90,85,1,20141227,MIL,0.417,0.10099999999999999,0.33299999999999996,0.167,89.2,100.9,95.3
ATL,1,31,109,101,1,20141230,CLE,0.57,0.142,0.184,0.241,97.8,111.5,103.3
ATL,0,32,98,92,1,20150102,UTA,0.444,0.096,0.268,0.321,90.1,108.7,102.1
ATL,0,33,115,107,1,20150103,POR,0.548,0.125,0.233,0.274,101.6,113.2,105.3
ATL,0,34,107,98,1,20150105,LAC,0.525,0.11199999999999999,0.159,0.272,99.2,107.9,98.8
ATL,1,35,96,86,1,20150107,MEM,0.535,0.172,0.205,0.264,91.8,104.6,93.7
ATL,0,36,106,103,1,20150109,DET,0.549,0.131,0.146,0.195,98.3,107.8,104.8
ATL,1,37,120,89,1,20150111,WAS,0.562,0.07400000000000001,0.295,0.225,91.7,130.8,97.0
ATL,0,38,105,87,1,20150113,PHI,0.552,0.145,0.395,0.103,90.6,115.9,96.0
ATL,0,39,105,91,1,20150114,BOS,0.562,0.124,0.182,0.315,88.5,118.7,102.8
ATL,0,40,110,89,1,20150116,TOR,0.696,0.183,0.14800000000000002,0.203,89.4,123.0,99.5
ATL,0,41,107,99,1,20150117,CHI,0.542,0.08800000000000001,0.2,0.19,92.3,116.0,107.3
ATL,1,42,93,82,1,20150119,DET,0.494,0.1,0.109,0.119,92.3,100.7,88.8
ATL,1,43,110,91,1,20150121,IND,0.583,0.152,0.22,0.244,95.1,115.7,95.7
ATL,1,44,103,93,1,20150123,OKC,0.542,0.153,0.27,0.157,93.1,110.6,99.8
ATL,1,45,112,100,1,20150125,MIN,0.625,0.102,0.235,0.15,84.9,131.9,117.7
ATL,1,46,113,102,1,20150128,BRK,0.537,0.105,0.316,0.305,89.9,125.7,113.5
ATL,1,47,105,99,1,20150130,POR,0.542,0.122,0.159,0.167,98.1,107.0,100.9
ATL,1,48,91,85,1,20150131,PHI,0.5,0.12300000000000001,0.19,0.167,88.8,102.5,95.7
ATL,0,49,100,115,0,20150202,NOP,0.489,0.059000000000000004,0.205,0.146,89.9,111.3,128.0
ATL,1,50,105,96,1,20150204,WAS,0.544,0.132,0.2,0.225,95.7,109.8,100.3
ATL,1,51,124,116,1,20150206,GSW,0.591,0.122,0.111,0.429,100.8,123.0,115.0
ATL,0,52,88,94,0,20150208,MEM,0.488,0.142,0.073,0.125,93.1,94.5,101.0
ATL,0,53,117,105,1,20150209,MIN,0.57,0.095,0.27,0.221,92.0,127.1,114.1
ATL,0,54,88,89,0,20150211,BOS,0.468,0.12,0.111,0.192,92.6,95.0,96.1
ATL,1,55,80,105,0,20150220,TOR,0.375,0.185,0.315,0.159,96.9,82.6,108.4
ATL,0,56,97,86,1,20150222,MIL,0.454,0.172,0.348,0.207,94.7,102.4,90.8
ATL,1,57,104,87,1,20150225,DAL,0.535,0.107,0.244,0.153,89.0,116.8,97.7
ATL,1,58,95,88,1,20150227,ORL,0.531,0.17300000000000001,0.268,0.111,90.8,104.6,96.9
ATL,0,59,93,91,1,20150228,MIA,0.494,0.17,0.195,0.19,95.5,97.4,95.3
ATL,1,60,104,96,1,20150303,HOU,0.5,0.136,0.214,0.209,97.6,106.6,98.4
ATL,1,61,106,97,1,20150306,CLE,0.548,0.11599999999999999,0.289,0.167,88.9,119.3,109.2
ATL,0,62,84,92,0,20150307,PHI,0.461,0.184,0.11599999999999999,0.169,97.1,86.5,94.8
ATL,1,63,130,105,1,20150309,SAC,0.716,0.125,0.294,0.045,89.7,145.0,117.1
ATL,0,64,102,115,0,20150311,DEN,0.475,0.155,0.195,0.309,97.9,104.2,117.4
ATL,0,65,96,87,1,20150313,PHO,0.518,0.111,0.171,0.12,91.1,105.3,95.5
ATL,0,66,91,86,1,20150315,LAL,0.48,0.102,0.16699999999999998,0.237,89.4,101.8,96.2
ATL,0,67,110,103,1,20150316,SAC,0.524,0.11,0.2,0.262,99.3,110.8,103.8
ATL,0,68,95,114,0,20150318,GSW,0.402,0.13,0.306,0.287,97.3,97.6,117.1
ATL,0,69,115,123,0,20150320,OKC,0.579,0.106,0.171,0.244,95.0,121.0,129.4
ATL,1,70,95,114,0,20150322,SAS,0.55,0.17800000000000002,0.154,0.088,93.5,101.6,121.9
ATL,0,71,95,83,1,20150325,ORL,0.489,0.121,0.273,0.078,91.8,103.4,90.4
ATL,1,72,99,86,1,20150327,MIA,0.556,0.162,0.14300000000000002,0.264,92.4,107.1,93.0
ATL,0,73,100,115,0,20150328,CHO,0.517,0.098,0.16699999999999998,0.128,90.9,110.0,126.5
ATL,1,74,101,88,1,20150330,MIL,0.513,0.109,0.316,0.253,83.5,121.0,105.4
ATL,0,75,95,105,0,20150331,DET,0.524,0.161,0.293,0.083,91.0,104.4,115.4
ATL,1,76,131,99,1,20150404,BRK,0.701,0.11699999999999999,0.20600000000000002,0.195,94.3,138.9,105.0
ATL,1,77,96,69,1,20150407,PHO,0.518,0.14400000000000002,0.222,0.12,94.4,101.7,73.1
ATL,0,78,114,111,1,20150408,BRK,0.564,0.102,0.233,0.198,94.8,120.2,117.1
ATL,1,79,104,80,1,20150410,CHO,0.561,0.127,0.209,0.146,90.5,115.0,88.4
ATL,0,80,99,108,0,20150412,WAS,0.466,0.10099999999999999,0.159,0.207,99.2,99.8,108.9
ATL,1,81,108,112,0,20150413,NYK,0.506,0.075,0.28600000000000003,0.216,91.1,118.6,122.9
ATL,0,82,85,91,0,20150415,CHI,0.435,0.136,0.18899999999999997,0.054,99.0,85.8,91.9
CHI,0,1,104,80,1,20141029,NYK,0.556,0.151,0.294,0.352,87.0,119.6,92.0
CHI,1,2,108,114,0,20141031,CLE,0.528,0.163,0.256,0.144,91.5,106.9,112.8
CHI,0,3,106,105,1,20141101,MIN,0.543,0.139,0.147,0.449,93.3,113.7,112.6
CHI,1,4,98,90,1,20141104,ORL,0.513,0.121,0.22699999999999998,0.28,88.5,110.7,101.7
CHI,0,5,95,86,1,20141105,MIL,0.5,0.157,0.179,0.301,92.1,103.2,93.4
CHI,0,6,118,115,1,20141107,PHI,0.59,0.155,0.324,0.333,94.5,124.9,121.7
CHI,1,7,101,106,0,20141108,BOS,0.5,0.075,0.22399999999999998,0.098,93.2,108.4,113.7
CHI,1,8,102,91,1,20141110,DET,0.483,0.094,0.196,0.193,95.9,106.4,94.9
CHI,0,9,100,93,1,20141113,TOR,0.506,0.17300000000000001,0.342,0.286,95.0,105.3,97.9
CHI,1,10,90,99,0,20141115,IND,0.446,0.12300000000000001,0.217,0.193,91.2,98.7,108.5
CHI,0,11,105,89,1,20141117,LAC,0.55,0.081,0.225,0.213,90.1,116.5,98.7
CHI,0,12,88,103,0,20141120,SAC,0.458,0.133,0.28300000000000003,0.131,90.1,97.7,114.3
CHI,0,13,87,105,0,20141121,POR,0.41,0.128,0.21600000000000003,0.229,97.4,89.3,107.8
CHI,0,14,97,95,1,20141124,UTA,0.563,0.163,0.18899999999999997,0.222,89.8,108.0,105.8
CHI,0,15,109,114,0,20141125,DEN,0.47,0.109,0.262,0.39,94.8,114.9,120.2
CHI,0,16,109,102,1,20141128,BOS,0.439,0.109,0.375,0.333,98.9,110.2,103.1
CHI,0,17,102,84,1,20141130,BRK,0.543,0.185,0.20600000000000002,0.391,95.7,106.6,87.8
CHI,1,18,129,132,0,20141202,DAL,0.495,0.132,0.306,0.262,94.6,112.8,115.5
CHI,0,19,102,95,1,20141203,CHO,0.538,0.11,0.10300000000000001,0.2,95.6,106.7,99.4
CHI,1,20,102,112,0,20141206,GSW,0.476,0.188,0.405,0.277,94.5,107.9,118.5
CHI,1,21,105,80,1,20141210,BRK,0.519,0.139,0.341,0.291,91.7,114.5,87.2
CHI,1,22,115,106,1,20141212,POR,0.528,0.065,0.35,0.25,90.0,127.7,117.7
CHI,0,23,93,75,1,20141214,MIA,0.528,0.191,0.22899999999999998,0.254,87.3,106.6,85.9
CHI,0,24,86,93,0,20141215,ATL,0.409,0.124,0.3,0.108,93.7,91.8,99.2
CHI,1,25,103,97,1,20141218,NYK,0.533,0.111,0.289,0.307,86.0,119.7,112.7
CHI,0,26,103,97,1,20141219,MEM,0.507,0.09300000000000001,0.205,0.397,89.4,115.2,108.5
CHI,1,27,129,120,1,20141222,TOR,0.581,0.13699999999999998,0.387,0.581,95.3,135.4,125.9
CHI,0,28,99,91,1,20141223,WAS,0.488,0.095,0.19,0.188,95.6,103.6,95.2
CHI,1,29,113,93,1,20141225,LAL,0.547,0.11800000000000001,0.465,0.221,86.7,130.3,107.3
CHI,1,30,107,100,1,20141227,NOP,0.494,0.11599999999999999,0.35700000000000004,0.213,94.6,113.1,105.7
CHI,0,31,92,90,1,20141229,IND,0.375,0.092,0.275,0.345,93.2,98.7,96.6
CHI,1,32,82,96,0,20141230,BRK,0.43,0.115,0.265,0.093,89.6,91.5,107.2
CHI,1,33,106,101,1,20150101,DEN,0.462,0.064,0.245,0.242,94.4,112.2,106.9
CHI,1,34,109,104,1,20150103,BOS,0.4,0.12,0.40700000000000003,0.29,97.8,101.0,96.3
CHI,1,35,114,105,1,20150105,HOU,0.512,0.14800000000000002,0.405,0.318,97.2,117.2,108.0
CHI,1,36,77,97,0,20150107,UTA,0.369,0.139,0.32,0.179,87.7,87.8,110.6
CHI,0,37,86,102,0,20150109,WAS,0.446,0.149,0.23399999999999999,0.145,94.1,91.4,108.4
CHI,1,38,95,87,1,20150110,MIL,0.42,0.109,0.46799999999999997,0.239,83.7,113.5,104.0
CHI,1,39,114,121,0,20150112,ORL,0.536,0.124,0.256,0.286,100.0,114.0,121.0
CHI,1,40,99,105,0,20150114,WAS,0.513,0.11800000000000001,0.195,0.228,91.3,108.4,115.0
CHI,0,41,119,103,1,20150116,BOS,0.612,0.069,0.19,0.112,91.9,129.4,112.0
CHI,1,42,99,107,0,20150117,ATL,0.519,0.128,0.184,0.2,92.3,107.3,116.0
CHI,0,43,94,108,0,20150119,CLE,0.425,0.078,0.244,0.325,89.2,105.4,121.1
CHI,1,44,104,81,1,20150122,SAS,0.513,0.1,0.21100000000000002,0.342,89.8,115.9,90.2
CHI,0,45,102,98,1,20150123,DAL,0.545,0.195,0.41700000000000004,0.218,89.9,113.5,109.0
CHI,1,46,84,96,0,20150125,MIA,0.397,0.086,0.255,0.172,88.2,95.3,108.9
CHI,0,47,113,111,1,20150127,GSW,0.469,0.163,0.365,0.214,99.1,103.3,101.5
CHI,0,48,118,123,0,20150129,LAL,0.442,0.085,0.321,0.25,88.7,110.1,114.8
CHI,0,49,93,99,0,20150130,PHO,0.437,0.1,0.235,0.195,96.6,96.2,102.5
CHI,0,50,90,101,0,20150204,HOU,0.393,0.107,0.33299999999999996,0.225,93.0,96.8,108.6
CHI,0,51,107,72,1,20150207,NOP,0.571,0.109,0.235,0.131,87.8,121.9,82.0
CHI,0,52,98,97,1,20150208,ORL,0.532,0.15,0.179,0.208,90.4,108.4,107.3
CHI,1,53,104,86,1,20150210,SAC,0.569,0.075,0.135,0.163,86.4,120.4,99.6
CHI,1,54,113,98,1,20150212,CLE,0.505,0.07200000000000001,0.28300000000000003,0.217,96.7,116.9,101.3
CHI,0,55,91,100,0,20150220,DET,0.455,0.18600000000000003,0.295,0.256,93.3,97.6,107.2
CHI,1,56,112,107,1,20150221,PHO,0.551,0.15,0.33299999999999996,0.157,95.8,116.9,111.7
CHI,1,57,87,71,1,20150223,MIL,0.408,0.16699999999999998,0.38299999999999995,0.329,88.7,98.1,80.0
CHI,1,58,86,98,0,20150225,CHO,0.461,0.121,0.214,0.195,88.6,97.1,110.6
CHI,1,59,96,89,1,20150227,MIN,0.432,0.08,0.386,0.135,88.0,109.1,101.2
CHI,1,60,86,96,0,20150301,LAC,0.368,0.099,0.28800000000000003,0.253,90.8,94.7,105.7
CHI,1,61,97,92,1,20150303,WAS,0.481,0.149,0.256,0.282,92.5,104.8,99.4
CHI,1,62,108,105,1,20150305,OKC,0.5,0.092,0.267,0.241,94.7,114.0,110.8
CHI,0,63,84,98,0,20150306,IND,0.39,0.10400000000000001,0.28,0.198,88.0,95.5,111.4
CHI,0,64,105,116,0,20150308,SAS,0.541,0.18899999999999997,0.20600000000000002,0.356,97.3,108.0,119.3
CHI,1,65,91,101,0,20150309,MEM,0.5,0.14800000000000002,0.214,0.138,92.3,98.6,109.4
CHI,0,66,104,95,1,20150311,PHI,0.517,0.158,0.174,0.161,95.0,99.1,90.6
CHI,0,67,91,101,0,20150313,CHO,0.47,0.1,0.095,0.171,93.9,96.9,107.6
CHI,0,68,100,109,0,20150315,OKC,0.5,0.105,0.205,0.205,93.8,106.6,116.2
CHI,1,69,103,86,1,20150318,IND,0.476,0.113,0.214,0.305,93.6,110.1,91.9
CHI,1,70,108,92,1,20150320,TOR,0.589,0.122,0.35100000000000003,0.19,82.8,130.4,111.1
CHI,0,71,91,107,0,20150321,DET,0.468,0.11199999999999999,0.174,0.247,90.3,100.8,118.5
CHI,1,72,98,86,1,20150323,CHO,0.47,0.06,0.13,0.256,91.6,106.9,93.8
CHI,0,73,116,103,1,20150325,TOR,0.689,0.08900000000000001,0.07400000000000001,0.189,86.0,134.9,119.7
CHI,1,74,111,80,1,20150328,NYK,0.548,0.114,0.316,0.226,90.4,122.8,88.5
CHI,0,75,91,95,0,20150401,MIL,0.453,0.18100000000000002,0.3,0.324,93.0,97.8,102.1
CHI,1,76,88,82,1,20150403,DET,0.412,0.096,0.38,0.212,83.3,105.7,98.5
CHI,0,77,94,99,0,20150405,CLE,0.52,0.158,0.231,0.197,90.3,104.1,109.6
CHI,0,78,103,105,0,20150408,ORL,0.506,0.139,0.27899999999999997,0.291,92.5,111.4,113.5
CHI,0,79,89,78,1,20150409,MIA,0.418,0.1,0.313,0.143,89.8,99.1,86.9
CHI,1,80,114,107,1,20150411,PHI,0.494,0.086,0.28300000000000003,0.278,98.7,115.5,108.4
CHI,0,81,113,86,1,20150413,BRK,0.568,0.068,0.231,0.148,91.2,124.0,94.3
CHI,1,82,91,85,1,20150415,ATL,0.448,0.192,0.179,0.286,99.0,91.9,85.8
MIA,1,1,107,95,1,20141029,WAS,0.537,0.133,0.293,0.247,91.1,117.5,104.3
MIA,0,2,114,96,1,20141101,PHI,0.566,0.14300000000000002,0.214,0.241,98.9,115.3,97.1
MIA,1,3,107,102,1,20141102,TOR,0.564,0.156,0.36700000000000005,0.4,91.1,117.5,112.0
MIA,1,4,91,108,0,20141104,HOU,0.5,0.149,0.31,0.23,84.9,107.2,127.2
MIA,0,5,89,96,0,20141105,CHO,0.416,0.081,0.14300000000000002,0.325,90.3,98.6,106.3
MIA,1,6,102,92,1,20141108,MIN,0.558,0.141,0.158,0.192,93.1,109.6,98.8
MIA,0,7,105,96,1,20141109,DAL,0.612,0.133,0.188,0.158,89.7,117.1,107.0
MIA,1,8,75,81,0,20141112,IND,0.493,0.106,0.14,0.118,78.4,95.6,103.3
MIA,0,9,103,114,0,20141114,ATL,0.541,0.141,0.132,0.311,93.1,110.6,122.5
MIA,1,10,84,91,0,20141116,MIL,0.486,0.171,0.146,0.178,93.6,89.8,97.3
MIA,0,11,95,83,1,20141117,BRK,0.493,0.14300000000000002,0.294,0.333,82.4,115.3,100.7
MIA,1,12,93,110,0,20141120,LAC,0.493,0.13,0.162,0.403,88.3,105.3,124.6
MIA,0,13,99,92,1,20141122,ORL,0.606,0.16899999999999998,0.212,0.183,85.2,116.2,107.9
MIA,1,14,94,93,1,20141123,CHO,0.583,0.177,0.09699999999999999,0.258,88.3,106.4,105.3
MIA,1,15,97,114,0,20141125,GSW,0.447,0.085,0.231,0.247,91.0,106.6,125.3
MIA,0,16,86,79,1,20141130,NYK,0.465,0.141,0.25,0.264,85.6,100.4,92.3
MIA,0,17,86,107,0,20141201,WAS,0.472,0.114,0.16699999999999998,0.25,87.1,98.8,122.9
MIA,1,18,102,112,0,20141203,ATL,0.609,0.187,0.138,0.375,92.0,110.9,121.7
MIA,0,19,85,109,0,20141205,MIL,0.493,0.184,0.083,0.265,91.8,92.6,118.8
MIA,0,20,87,103,0,20141207,MEM,0.519,0.11599999999999999,0.244,0.05,82.3,105.7,125.2
MIA,0,21,103,97,1,20141209,PHO,0.594,0.114,0.25,0.1,88.1,116.9,110.1
MIA,0,22,82,102,0,20141210,DEN,0.409,0.099,0.327,0.183,84.1,97.5,121.3
MIA,0,23,100,95,1,20141212,UTA,0.549,0.095,0.179,0.292,84.7,118.0,112.1
MIA,1,24,75,93,0,20141214,CHI,0.375,0.129,0.265,0.188,87.3,85.9,106.6
MIA,0,25,95,91,1,20141216,BRK,0.521,0.177,0.212,0.278,93.0,102.1,97.8
MIA,1,26,87,105,0,20141217,UTA,0.414,0.11199999999999999,0.2,0.414,87.3,99.7,120.3
MIA,1,27,103,105,0,20141219,WAS,0.593,0.153,0.179,0.187,89.4,115.2,117.4
MIA,1,28,100,84,1,20141221,BOS,0.513,0.08199999999999999,0.17600000000000002,0.256,88.2,113.4,95.3
MIA,1,29,87,91,0,20141223,PHI,0.463,0.185,0.33299999999999996,0.163,88.7,98.1,102.6
MIA,1,30,101,91,1,20141225,CLE,0.518,0.107,0.316,0.167,88.0,114.8,103.5
MIA,1,31,95,103,0,20141227,MEM,0.556,0.138,0.233,0.208,87.4,108.7,117.9
MIA,1,32,101,102,0,20141229,ORL,0.579,0.14800000000000002,0.188,0.444,87.5,115.4,116.5
MIA,0,33,95,106,0,20141231,IND,0.526,0.115,0.222,0.182,86.8,109.4,122.1
MIA,0,34,79,115,0,20150103,HOU,0.471,0.21,0.205,0.221,91.3,86.5,125.9
MIA,1,35,88,84,1,20150104,BRK,0.5,0.15,0.222,0.313,86.6,101.6,97.0
MIA,0,36,83,99,0,20150108,POR,0.396,0.091,0.222,0.286,87.9,94.4,112.6
MIA,0,37,104,90,1,20150111,LAC,0.519,0.11599999999999999,0.41700000000000004,0.247,86.0,121.0,104.7
MIA,0,38,78,75,1,20150113,LAL,0.436,0.175,0.214,0.128,93.6,83.3,80.1
MIA,0,39,89,104,0,20150114,GSW,0.465,0.17,0.297,0.324,87.9,101.2,118.3
MIA,0,40,95,83,1,20150116,SAC,0.527,0.098,0.171,0.23,86.3,110.1,96.2
MIA,1,41,86,94,0,20150120,OKC,0.529,0.19899999999999998,0.11800000000000001,0.206,91.1,94.4,103.2
MIA,0,42,76,78,0,20150121,CHO,0.375,0.07200000000000001,0.217,0.155,84.0,90.5,92.9
MIA,1,43,89,87,1,20150123,IND,0.507,0.16399999999999998,0.121,0.173,93.6,95.0,92.9
MIA,0,44,96,84,1,20150125,CHI,0.458,0.096,0.31,0.226,88.2,108.9,95.3
MIA,1,45,102,109,0,20150127,MIL,0.553,0.122,0.14300000000000002,0.253,91.2,111.8,119.5
MIA,1,46,72,93,0,20150130,DAL,0.381,0.14800000000000002,0.321,0.057,86.9,82.8,107.0
MIA,0,47,83,75,1,20150201,BOS,0.442,0.156,0.23800000000000002,0.195,90.6,91.6,82.8
MIA,0,48,91,108,0,20150203,DET,0.514,0.087,0.205,0.203,83.5,109.0,129.3
MIA,0,49,101,102,0,20150204,MIN,0.531,0.166,0.341,0.2,93.1,108.5,109.5
MIA,0,50,85,98,0,20150206,SAS,0.481,0.16,0.256,0.1,87.2,97.5,112.4
MIA,1,51,109,95,1,20150209,NYK,0.568,0.122,0.226,0.338,89.3,122.1,106.4
MIA,0,52,93,113,0,20150211,CLE,0.458,0.131,0.267,0.19,90.8,102.4,124.4
MIA,0,53,111,87,1,20150220,NYK,0.538,0.182,0.306,0.329,100.7,110.3,86.4
MIA,1,54,91,105,0,20150221,NOP,0.449,0.158,0.302,0.253,93.1,97.8,112.8
MIA,1,55,119,108,1,20150223,PHI,0.62,0.147,0.314,0.193,96.4,123.5,112.1
MIA,0,56,93,90,1,20150225,ORL,0.417,0.109,0.174,0.274,88.3,95.4,92.3
MIA,0,57,102,104,0,20150227,NOP,0.536,0.062,0.16699999999999998,0.143,88.4,115.3,117.6
MIA,1,58,91,93,0,20150228,ATL,0.438,0.203,0.326,0.247,95.5,95.3,97.4
MIA,1,59,115,98,1,20150302,PHO,0.567,0.128,0.293,0.268,96.8,118.8,101.2
MIA,1,60,100,94,1,20150304,LAL,0.424,0.133,0.271,0.418,99.4,100.6,94.6
MIA,0,61,97,99,0,20150306,WAS,0.532,0.138,0.195,0.165,92.0,105.5,107.6
MIA,1,62,114,109,1,20150307,SAC,0.556,0.121,0.105,0.313,92.7,111.4,106.5
MIA,1,63,90,100,0,20150309,BOS,0.449,0.134,0.156,0.406,86.3,104.3,115.9
MIA,1,64,104,98,1,20150311,BRK,0.494,0.09300000000000001,0.268,0.296,94.3,110.3,104.0
MIA,0,65,92,102,0,20150313,TOR,0.475,0.183,0.171,0.215,99.8,92.2,102.2
MIA,1,66,106,92,1,20150316,CLE,0.579,0.149,0.19399999999999998,0.237,94.3,112.4,97.6
MIA,1,67,108,104,1,20150318,POR,0.569,0.079,0.2,0.103,91.2,118.5,114.1
MIA,1,68,108,91,1,20150320,DEN,0.574,0.152,0.28600000000000003,0.185,92.7,116.5,98.2
MIA,0,69,75,93,0,20150322,OKC,0.414,0.17,0.302,0.099,89.2,84.1,104.2
MIA,0,70,88,89,0,20150324,MIL,0.493,0.17800000000000002,0.195,0.187,90.8,97.0,98.1
MIA,0,71,93,86,1,20150325,BOS,0.5,0.155,0.195,0.208,91.0,102.2,94.5
MIA,0,72,86,99,0,20150327,ATL,0.457,0.16899999999999998,0.25,0.134,92.4,93.0,107.1
MIA,1,73,109,102,1,20150329,DET,0.518,0.095,0.368,0.293,88.1,123.8,115.8
MIA,1,74,81,95,0,20150331,SAS,0.437,0.17600000000000002,0.25,0.152,89.4,90.6,106.3
MIA,0,75,88,114,0,20150402,CLE,0.473,0.16,0.195,0.227,91.6,96.1,124.5
MIA,0,76,98,99,0,20150404,DET,0.513,0.13699999999999998,0.306,0.247,88.6,110.6,111.7
MIA,0,77,89,112,0,20150405,IND,0.463,0.134,0.16699999999999998,0.159,92.7,96.0,120.8
MIA,1,78,105,100,1,20150407,CHO,0.512,0.105,0.21100000000000002,0.272,92.7,113.3,107.9
MIA,1,79,78,89,0,20150409,CHI,0.415,0.133,0.265,0.057,89.8,86.9,99.1
MIA,1,80,104,107,0,20150411,TOR,0.494,0.065,0.304,0.296,90.0,115.5,118.9
MIA,1,81,100,93,1,20150413,ORL,0.488,0.12300000000000001,0.268,0.229,92.5,108.1,100.5
MIA,0,82,105,101,1,20150415,PHI,0.506,0.141,0.273,0.169,96.4,108.9,104.7
MEM,1,1,105,101,1,20141029,MIN,0.549,0.158,0.263,0.183,95.7,109.7,105.5
MEM,0,2,97,89,1,20141031,IND,0.487,0.09,0.239,0.253,87.1,111.4,102.2
MEM,0,3,71,69,1,20141101,CHO,0.381,0.174,0.188,0.125,93.1,76.3,74.1
MEM,1,4,93,81,1,20141103,NOP,0.434,0.107,0.205,0.355,93.3,99.7,86.8
MEM,0,5,102,91,1,20141105,PHO,0.556,0.155,0.21100000000000002,0.163,91.7,111.3,99.3
MEM,0,6,91,89,1,20141107,OKC,0.475,0.083,0.209,0.173,87.1,104.5,102.2
MEM,0,7,92,93,0,20141108,MIL,0.372,0.11800000000000001,0.35700000000000004,0.378,88.4,104.1,105.3
MEM,1,8,107,102,1,20141111,LAL,0.551,0.127,0.34299999999999997,0.269,88.3,121.2,115.5
MEM,1,9,111,110,1,20141113,SAC,0.545,0.08900000000000001,0.205,0.351,90.0,123.4,122.2
MEM,1,10,95,88,1,20141115,DET,0.395,0.07400000000000001,0.34600000000000003,0.314,87.2,108.9,100.9
MEM,1,11,119,93,1,20141117,HOU,0.576,0.095,0.28600000000000003,0.233,93.8,126.9,99.2
MEM,0,12,92,96,0,20141119,TOR,0.456,0.124,0.349,0.238,87.4,105.3,109.9
MEM,1,13,117,100,1,20141121,BOS,0.571,0.126,0.237,0.143,99.2,117.9,100.8
MEM,1,14,107,91,1,20141123,LAC,0.535,0.152,0.308,0.188,94.9,112.7,95.8
MEM,0,15,99,93,1,20141126,LAL,0.481,0.133,0.25,0.275,90.4,109.6,102.9
MEM,0,16,112,99,1,20141128,POR,0.571,0.086,0.21100000000000002,0.19,94.1,119.0,105.2
MEM,0,17,97,85,1,20141130,SAC,0.5,0.125,0.244,0.228,92.1,105.3,92.3
MEM,0,18,96,105,0,20141203,HOU,0.526,0.185,0.256,0.211,96.0,100.0,109.4
MEM,1,19,101,107,0,20141205,SAS,0.494,0.099,0.179,0.275,91.5,110.3,116.9
MEM,1,20,103,87,1,20141207,MIA,0.644,0.134,0.259,0.123,82.3,125.2,105.7
MEM,1,21,114,105,1,20141209,DAL,0.524,0.049,0.27899999999999997,0.294,90.2,126.4,116.4
MEM,1,22,113,107,1,20141212,CHO,0.494,0.16399999999999998,0.163,0.341,91.0,102.7,97.3
MEM,0,23,120,115,1,20141213,PHI,0.543,0.11800000000000001,0.205,0.204,94.4,115.1,110.3
MEM,1,24,105,98,1,20141216,GSW,0.484,0.107,0.22699999999999998,0.174,98.1,107.0,99.9
MEM,0,25,117,116,1,20141217,SAS,0.495,0.096,0.24100000000000002,0.103,83.6,106.6,105.7
MEM,1,26,97,103,0,20141219,CHI,0.404,0.037000000000000005,0.24600000000000002,0.223,89.4,108.5,115.2
MEM,0,27,91,105,0,20141221,CLE,0.459,0.08900000000000001,0.293,0.14,88.0,103.4,119.3
MEM,1,28,91,97,0,20141222,UTA,0.483,0.043,0.114,0.093,86.7,105.0,111.9
MEM,1,29,111,117,0,20141226,HOU,0.447,0.05,0.268,0.173,91.2,110.3,116.2
MEM,0,30,103,95,1,20141227,MIA,0.514,0.127,0.257,0.384,87.4,117.9,108.7
MEM,1,31,95,87,1,20141230,SAS,0.535,0.19699999999999998,0.20600000000000002,0.25,91.2,104.1,95.3
