Team, Location,Game Number,Team Points,Opp Points,Result,Date,Opponent,EFG%,TOV%,ORB%,FTR,Pace,OEff,DEff,Opp TSP,Opp TOV,Opp ORB,Opp FTR,Opp Poss,Opp OEff,Opp DEff,Rolling3EFG,Rolling3TOV,Rolling3ORB,Rolling3FTR,Rolling3Pace,Rolling3OEff,Rolling3DEff,Opp R3EFG,Opp R3TOV,Opp R3ORB,Opp R3FTR,Opp R3Pace,Opp R3 OEff,Opp R3 DEff
CLE,0,19,110,88,1,20141208,BRK,0.528,0.115,0.465,0.16699999999999998,89.2,123.4,98.7,0.469,0.118,0.222,0.14800000000000002,89.2,98.7,123.4,0.5366666666666666,0.15666666666666665,0.2443333333333333,0.27899999999999997,92.5333333333333,110.2666666666667,102.86666666666663,0.4423333333333332,0.12633333333333338,0.2686666666666667,0.1466666666666667,89.10000000000001,97.5,102.96666666666665
CLE,1,20,105,101,1,20141209,TOR,0.551,0.111,0.343,0.228,84.1,124.9,120.1,0.555,0.14800000000000002,0.387,0.122,84.1,120.1,124.9,0.521,0.13666666666666666,0.33266666666666667,0.21133333333333335,89.46666666666663,113.7666666666667,99.16666666666663,0.5536666666666664,0.1083333333333333,0.2586666666666669,0.22533333333333339,88.46666666666665,119.03333333333335,115.33333333333337
CLE,0,21,94,103,0,20141211,OKC,0.418,0.125,0.3,0.271,93.7,100.3,109.9,0.47700000000000004,0.102,0.25,0.23,93.7,109.9,100.3,0.5403333333333333,0.116,0.3913333333333333,0.18733333333333335,87.3333333333333,122.23333333333335,107.13333333333331,0.521,0.15566666666666665,0.313,0.27233333333333326,94.46666666666665,110.33333333333337,100.9333333333334
CLE,0,22,114,119,0,20141212,NOP,0.539,0.057,0.25,0.20199999999999999,90.9,125.5,131.0,0.633,0.07200000000000001,0.171,0.24100000000000002,90.9,131.0,125.5,0.49900000000000005,0.117,0.36933333333333335,0.22200000000000006,88.99999999999996,116.2,109.56666666666665,0.5283333333333334,0.11666666666666665,0.3276666666666666,0.19899999999999998,90.63333333333334,115.93333333333332,107.59999999999995
CLE,1,23,97,88,1,20141215,CHO,0.512,0.1,0.2,0.145,91.4,106.2,96.3,0.488,0.101,0.125,0.084,91.4,96.3,106.2,0.5026666666666667,0.09766666666666668,0.2976666666666667,0.2336666666666667,89.56666666666662,116.90000000000002,120.33333333333331,0.4423333333333333,0.08966666666666669,0.19499999999999992,0.22766666666666655,92.03333333333336,98.39999999999993,107.4333333333333
CLE,1,24,98,127,0,20141217,ATL,0.5,0.081,0.227,0.195,86.4,113.4,146.9,0.75,0.098,0.207,0.171,86.4,146.9,113.4,0.48966666666666664,0.09400000000000001,0.25,0.20600000000000004,91.99999999999996,110.66666666666667,112.39999999999998,0.4563333333333334,0.10133333333333332,0.154,0.225,92.49999999999996,100.59999999999995,96.3333333333333
CLE,1,25,95,91,1,20141219,BRK,0.461,0.151,0.25,0.312,93.2,102.0,97.7,0.532,0.161,0.108,0.10300000000000001,93.2,97.7,102.0,0.517,0.07933333333333335,0.22566666666666668,0.18066666666666673,89.56666666666662,115.03333333333332,124.7333333333333,0.5413333333333331,0.1403333333333334,0.2310000000000001,0.20533333333333334,88.89999999999998,110.4666666666667,107.8
CLE,1,26,105,91,1,20141221,MEM,0.6509999999999999,0.14800000000000002,0.133,0.079,88.0,119.3,103.4,0.45899999999999996,0.08900000000000001,0.293,0.14,88.0,103.4,119.3,0.49099999999999994,0.11066666666666668,0.22566666666666668,0.21733333333333338,90.3333333333333,107.19999999999999,113.63333333333331,0.461,0.08000000000000003,0.238,0.1666666666666667,90.36666666666667,107.36666666666667,106.93333333333332
CLE,1,27,125,104,1,20141223,MIN,0.595,0.14800000000000002,0.333,0.298,98.4,127.1,105.7,0.466,0.152,0.381,0.25,98.4,105.7,127.1,0.5373333333333332,0.12666666666666668,0.20333333333333337,0.19533333333333336,89.19999999999997,111.56666666666666,115.99999999999999,0.4823333333333331,0.118,0.2676666666666668,0.19333333333333327,92.4333333333333,104.20000000000006,116.49999999999993
CLE,0,28,91,101,0,20141225,MIA,0.486,0.14800000000000002,0.262,0.292,88.0,103.5,114.8,0.518,0.107,0.316,0.16699999999999998,88.0,114.8,103.5,0.569,0.149,0.2386666666666667,0.22966666666666669,93.19999999999997,116.13333333333333,102.26666666666665,0.523,0.14,0.22933333333333347,0.20200000000000004,88.76666666666661,108.90000000000003,105.09999999999997
CLE,0,29,98,89,1,20141226,ORL,0.46299999999999997,0.09,0.205,0.3,88.5,110.7,100.5,0.555,0.17,0.147,0.11,88.5,100.5,110.7,0.5773333333333331,0.148,0.2426666666666667,0.223,91.46666666666664,116.63333333333333,107.96666666666665,0.4959999999999998,0.12733333333333346,0.20933333333333345,0.13599999999999998,93.7333333333333,100.30000000000003,104.06666666666668
CLE,1,30,80,103,0,20141228,DET,0.409,0.16,0.233,0.159,91.4,87.6,112.7,0.544,0.095,0.28,0.044000000000000004,91.4,112.7,87.6,0.5146666666666665,0.12866666666666662,0.26666666666666666,0.2966666666666667,91.63333333333331,113.76666666666665,107.0,0.5243333333333332,0.0986666666666667,0.29399999999999993,0.15200000000000002,96.59999999999995,111.80000000000005,113.5333333333333
CLE,0,31,101,109,0,20141230,ATL,0.518,0.162,0.229,0.16699999999999998,97.8,103.3,111.5,0.57,0.142,0.184,0.24100000000000002,97.8,111.5,103.3,0.45266666666666655,0.13266666666666663,0.2333333333333334,0.25033333333333335,89.3,100.59999999999998,109.33333333333333,0.4590000000000001,0.14833333333333332,0.2426666666666667,0.22233333333333336,93.03333333333329,98.26666666666661,105.8333333333333
CLE,1,32,80,96,0,20141231,MIL,0.38799999999999996,0.115,0.241,0.165,89.4,89.5,107.4,0.506,0.096,0.265,0.055999999999999994,89.4,107.4,89.5,0.4633333333333332,0.1373333333333333,0.22233333333333338,0.2086666666666667,92.56666666666666,100.53333333333332,108.23333333333333,0.5086666666666666,0.1643333333333333,0.1643333333333333,0.19700000000000006,94.13333333333331,101.23333333333339,89.53333333333335
CLE,0,33,91,87,1,20150102,CHO,0.402,0.065,0.271,0.24100000000000002,91.7,99.3,94.9,0.402,0.125,0.313,0.195,91.7,94.9,99.3,0.4383333333333332,0.14566666666666664,0.2343333333333334,0.1636666666666667,92.86666666666667,93.46666666666665,110.53333333333335,0.4240000000000001,0.13166666666666674,0.19099999999999984,0.22833333333333314,94.80000000000001,92.29999999999991,105.03333333333325
CLE,1,34,90,109,0,20150104,DAL,0.45299999999999996,0.114,0.273,0.14,88.7,101.4,122.8,0.6409999999999999,0.108,0.133,0.115,88.7,122.8,101.4,0.4359999999999999,0.11399999999999999,0.24700000000000008,0.19100000000000006,92.96666666666665,97.36666666666667,104.60000000000001,0.5363333333333332,0.09066666666666667,0.19366666666666688,0.22799999999999998,98.33333333333333,117.06666666666666,99.93333333333335
