Team,Location,Game Number,Team Points,Opp Points,Result,Date,Opponent,EFG%,TOV%,ORB%,FTR,Pace,OEff,DEff,Opp TSP,Opp TOV,Opp ORB,Opp FTR,Opp Poss,Opp OEff,Opp DEff,Rolling3EFG,Rolling3TOV,Rolling3ORB,Rolling3FTR,Rolling3Pace,Rolling3OEff,Rolling3DEff,Opp R3EFG,Opp R3TOV,Opp R3ORB,Opp R3FTR,Opp R3Pace,Opp R3 OEff,Opp R3 DEff,Rolling5EFG,Rolling5TOV,Rolling5ORB,Rolling5FTR,Rolling5Pace,Rolling5OEff,Rolling5DEff,Opp R5EFG,Opp R5TOV,Opp R5ORB,Opp R5FTR,Opp R5Pace,Opp R5 OEff,Opp R5 DEff,Rolling7EFG,Rolling7TOV,Rolling7ORB,Rolling7FTR,Rolling7Pace,Rolling7OEff,Rolling7DEff,Opp R7EFG,Opp R7TOV,Opp R7ORB,Opp R7FTR,Opp R7Pace,Opp R7 OEff,Opp R7 DEff,Odds,Line,Cover
CLE,0,11,93,103,0,20161116,IND,0.471,0.16,0.239,0.14,97.1,95.8,106.1,0.5579999999999999,0.099,0.111,0.081,97.1,106.1,95.8,0.5359999999999999,0.12266666666666667,0.26099999999999995,0.18299999999999994,96.30000000000004,112.7,105.1,0.4526666666666664,0.10700000000000004,0.1616666666666666,0.20166666666666666,93.7333333333333,100.3,96.93333333333337,0.5041999999999999,0.11179999999999997,0.2498,0.183,97.76000000000002,109.28000000000002,105.34000000000006,0.4849999999999999,0.1224,0.17820000000000005,0.1778,96.58,102.04,102.92000000000004,0.5294285714285715,0.105,0.2581428571428571,0.22985714285714284,97.28571428571428,116.17142857142859,111.25714285714287,0.5087142857142858,0.12914285714285714,0.19657142857142865,0.17557142857142854,96.2857142857143,105.58571428571429,106.11428571428574,102.0,1.0,-1.0
CLE,1,12,104,81,1,20161118,DET,0.5479999999999999,0.127,0.132,0.157,95.3,109.2,85.0,0.344,0.064,0.19,0.183,95.3,85.0,109.2,0.5263333333333332,0.13166666666666668,0.25233333333333324,0.15599999999999994,96.20000000000003,108.7,108.3,0.523,0.08966666666666663,0.19066666666666665,0.12333333333333335,93.43333333333332,111.6,103.33333333333336,0.5015999999999999,0.11599999999999999,0.2544,0.18019999999999994,96.72,108.5,106.82000000000004,0.4866000000000002,0.09579999999999997,0.193,0.1794,93.44,106.8,105.56000000000002,0.509,0.1132857142857143,0.2402857142857143,0.20514285714285715,97.9,110.14285714285714,107.94285714285715,0.4772857142857143,0.10085714285714284,0.19785714285714287,0.18671428571428567,93.74285714285713,104.2,105.74285714285715,-475.0,-9.0,1.0
CLE,1,13,137,125,1,20161123,POR,0.65,0.08900000000000001,0.237,0.222,98.3,139.3,127.1,0.594,0.084,0.22,0.2,98.3,127.1,139.3,0.5423333333333332,0.146,0.21133333333333326,0.17933333333333332,97.13333333333338,109.06666666666668,103.09999999999998,0.5283333333333337,0.13366666666666668,0.2523333333333333,0.231,98.93333333333334,112.03333333333336,110.86666666666666,0.5254,0.13099999999999998,0.2308,0.16919999999999993,96.26000000000002,108.62,101.28000000000006,0.5002,0.12119999999999995,0.24160000000000004,0.1996000000000002,98.72,107.22,115.06,0.5057142857142857,0.12085714285714287,0.23142857142857146,0.17314285714285718,97.31428571428572,107.34285714285716,102.54285714285713,0.5048571428571427,0.10928571428571428,0.2315714285714285,0.2117142857142857,98.12857142857143,109.54285714285713,113.88571428571429,-900.0,-11.5,1.0
CLE,1,14,128,90,1,20161125,DAL,0.624,0.128,0.243,0.259,96.7,132.3,93.0,0.451,0.11900000000000001,0.22399999999999998,0.08800000000000001,96.7,93.0,132.3,0.5563333333333332,0.12533333333333332,0.20266666666666647,0.17299999999999996,96.90000000000003,114.7666666666667,106.06666666666666,0.4890000000000002,0.1486666666666667,0.18933333333333327,0.2213333333333333,93.76666666666664,100.20000000000003,111.70000000000003,0.5553999999999999,0.12219999999999998,0.2252,0.16939999999999994,96.44,114.92000000000004,107.40000000000003,0.4494000000000001,0.14200000000000004,0.175,0.1962,91.54000000000003,93.37999999999997,105.52,0.5294285714285714,0.11371428571428573,0.23442857142857146,0.18285714285714288,96.74285714285715,113.0,106.60000000000002,0.4411428571428572,0.1265714285714286,0.19728571428571431,0.18857142857142856,90.77142857142859,94.3142857142857,108.92857142857143,-2350.0,-15.0,1.0
CLE,0,15,112,108,1,20161127,PHI,0.478,0.079,0.275,0.261,96.6,115.9,111.8,0.5489999999999999,0.142,0.289,0.076,96.6,111.8,115.9,0.6073333333333332,0.11466666666666665,0.204,0.21266666666666664,96.76666666666672,126.93333333333337,101.7,0.4803333333333331,0.17266666666666666,0.17966666666666675,0.2063333333333333,95.03333333333336,95.7333333333333,100.0,0.5801999999999999,0.13099999999999998,0.2228,0.20379999999999995,97.28000000000002,119.76000000000002,105.88000000000004,0.4981999999999999,0.16380000000000006,0.19480000000000008,0.1902,96.23999999999998,99.16,104.21999999999998,0.5572857142857142,0.12457142857142856,0.2334285714285715,0.18957142857142856,96.61428571428571,116.38571428571429,103.7857142857143,0.5010000000000001,0.15614285714285714,0.18928571428571425,0.18757142857142864,96.55714285714286,99.7142857142857,106.29999999999998,-1100.0,-12.0,-1.0
CLE,0,16,101,118,0,20161129,MIL,0.52,0.177,0.175,0.307,99.6,101.4,118.4,0.5760000000000001,0.15,0.263,0.221,99.6,118.4,101.4,0.584,0.09866666666666668,0.2516666666666666,0.2473333333333333,97.20000000000006,129.16666666666669,110.63333333333334,0.5193333333333333,0.113,0.1866666666666668,0.142,93.36666666666665,106.09999999999998,104.3,0.5541999999999999,0.11659999999999995,0.2252,0.2078,96.80000000000004,118.5,104.60000000000002,0.5004,0.1158,0.2104000000000001,0.15140000000000006,94.1,104.08000000000004,108.64,0.554142857142857,0.11685714285714285,0.2348571428571429,0.19528571428571428,96.5,117.54285714285713,105.97142857142859,0.5031428571428572,0.1172857142857142,0.2132857142857144,0.1852857142857143,94.51428571428568,105.21428571428574,107.92857142857142,-280.0,-6.5,-1.0
CLE,1,17,94,113,0,20161201,LAC,0.471,0.17300000000000001,0.154,0.42,94.7,99.2,119.3,0.545,0.099,0.318,0.18,94.7,119.3,99.2,0.5406666666666666,0.12799999999999995,0.2309999999999999,0.2756666666666667,97.63333333333338,116.53333333333336,107.73333333333336,0.4506666666666668,0.14800000000000005,0.1599999999999999,0.248,94.66666666666664,94.26666666666664,107.2,0.5639999999999998,0.11999999999999995,0.2124,0.2411999999999999,97.30000000000004,119.62,107.06000000000002,0.5082,0.13179999999999994,0.16119999999999987,0.2975999999999999,96.22,106.69999999999992,108.76000000000002,0.5569999999999998,0.13014285714285714,0.22342857142857145,0.2267142857142857,97.51428571428572,116.58571428571429,108.51428571428572,0.5274285714285712,0.1317142857142857,0.1792857142857142,0.3004285714285714,95.04285714285713,110.81428571428567,110.22857142857143,-210.0,-5.0,-1.0
CLE,0,18,105,111,0,20161202,CHI,0.602,0.171,0.154,0.06,97.0,108.2,114.4,0.505,0.10400000000000001,0.3720000000000001,0.146,97.0,114.4,108.2,0.4896666666666666,0.14300000000000002,0.20133333333333325,0.3293333333333333,96.96666666666671,105.5,116.5,0.4453333333333332,0.09333333333333334,0.2246666666666668,0.20366666666666666,99.2666666666667,101.56666666666663,99.20000000000003,0.5485999999999999,0.12919999999999995,0.21679999999999994,0.2937999999999999,97.18000000000004,117.62,113.92,0.4772,0.10799999999999996,0.2806000000000001,0.22020000000000006,96.14,107.42,106.08,0.5374285714285713,0.13328571428571426,0.20785714285714288,0.2522857142857143,96.90000000000002,113.29999999999998,108.67142857142856,0.4620000000000001,0.09985714285714288,0.2900000000000001,0.21457142857142847,94.9142857142857,107.37142857142857,101.44285714285714,-135.0,-2.5,-1.0
CLE,0,19,116,112,1,20161205,TOR,0.56,0.127,0.361,0.262,92.9,124.9,120.6,0.506,0.065,0.222,0.261,92.9,120.6,124.9,0.5309999999999999,0.17366666666666666,0.16099999999999992,0.26233333333333325,97.10000000000008,102.93333333333337,117.36666666666667,0.6426666666666666,0.1293333333333333,0.29566666666666663,0.21233333333333326,92.73333333333336,129.66666666666669,96.86666666666667,0.5389999999999999,0.14559999999999998,0.20019999999999988,0.2613999999999999,96.92000000000002,111.4,111.38,0.6214000000000002,0.11920000000000006,0.2768,0.22899999999999995,91.25999999999998,128.7,101.75999999999998,0.5561428571428569,0.13485714285714284,0.19571428571428573,0.24085714285714285,96.88571428571431,115.07142857142857,109.85714285714285,0.6020000000000003,0.11814285714285712,0.2618571428571429,0.2394285714285713,92.78571428571426,125.97142857142856,105.9142857142857,-113.0,1.5,1.0
CLE,0,20,126,94,1,20161207,NYK,0.625,0.114,0.25,0.325,93.8,134.3,100.2,0.466,0.146,0.265,0.149,93.8,100.2,134.3,0.5443333333333332,0.157,0.22299999999999995,0.2473333333333333,94.86666666666672,110.7666666666667,118.10000000000002,0.5263333333333332,0.12400000000000007,0.3136666666666669,0.19466666666666665,97.33333333333336,115.89999999999992,107.96666666666664,0.5261999999999999,0.14539999999999995,0.22379999999999986,0.2619999999999999,96.16000000000004,109.92,116.9,0.5059999999999999,0.1072,0.2968000000000001,0.19600000000000006,95.96000000000002,114.04000000000003,110.78,0.5578571428571427,0.1348571428571428,0.22842857142857145,0.25585714285714284,96.54285714285713,117.3142857142857,114.94285714285714,0.4978571428571426,0.10571428571428572,0.27957142857142864,0.18085714285714288,96.24285714285713,111.5857142857143,109.7,-390.0,-8.5,1.0
CLE,1,21,114,84,1,20161209,MIA,0.608,0.107,0.324,0.157,87.8,129.9,95.7,0.378,0.11599999999999999,0.39,0.17800000000000002,87.8,95.7,129.9,0.5956666666666665,0.13733333333333336,0.25499999999999995,0.21566666666666667,94.56666666666672,122.4666666666667,111.73333333333336,0.4866666666666666,0.12199999999999996,0.2316666666666666,0.1653333333333333,93.43333333333332,103.46666666666677,112.76666666666664,0.5555999999999999,0.15239999999999998,0.21879999999999988,0.27479999999999993,95.60000000000002,113.59999999999998,114.58,0.5013999999999997,0.096,0.2480000000000001,0.16620000000000007,93.21999999999996,109.24,113.00000000000004,0.5542857142857142,0.1384285714285714,0.2302857142857143,0.2705714285714286,95.90000000000002,116.6,111.1,0.5117142857142857,0.0985714285714286,0.23014285714285715,0.18628571428571425,93.3142857142857,110.28571428571428,114.64285714285714,-1500.0,-13.0,1.0
CLE,1,22,116,105,1,20161210,CHO,0.664,0.166,0.20600000000000002,0.26,95.3,121.7,110.2,0.512,0.127,0.267,0.198,95.3,110.2,121.7,0.5976666666666666,0.11600000000000005,0.3116666666666666,0.248,91.50000000000006,129.70000000000002,105.5,0.4783333333333332,0.09166666666666666,0.21433333333333326,0.2600000000000001,94.60000000000002,107.80000000000004,94.03333333333336,0.5731999999999999,0.1384,0.2485999999999999,0.2448,93.24,119.29999999999998,110.04000000000003,0.4894,0.09760000000000002,0.2028000000000001,0.25099999999999995,94.85999999999996,107.84,98.32,0.5519999999999999,0.1354285714285714,0.24185714285714285,0.2560000000000001,94.62857142857143,116.25714285714285,111.48571428571428,0.4851428571428573,0.10542857142857144,0.1925714285714286,0.2522857142857142,95.15714285714287,105.75714285714287,99.61428571428571,-350.0,-8.0,1.0
