Team,Location,Game Number,Team Points,Opp Points,Result,Date,Opponent,EFG%,TOV%,ORB%,FTR,Pace,OEff,DEff,Opp TSP,Opp TOV,Opp ORB,Opp FTR,Opp Poss,Opp OEff,Opp DEff,Rolling3EFG,Rolling3TOV,Rolling3ORB,Rolling3FTR,Rolling3Pace,Rolling3OEff,Rolling3DEff,Opp R3EFG,Opp R3TOV,Opp R3ORB,Opp R3FTR,Opp R3Pace,Opp R3 OEff,Opp R3 DEff,Rolling5EFG,Rolling5TOV,Rolling5ORB,Rolling5FTR,Rolling5Pace,Rolling5OEff,Rolling5DEff,Opp R5EFG,Opp R5TOV,Opp R5ORB,Opp R5FTR,Opp R5Pace,Opp R5 OEff,Opp R5 DEff,Rolling7EFG,Rolling7TOV,Rolling7ORB,Rolling7FTR,Rolling7Pace,Rolling7OEff,Rolling7DEff,Opp R7EFG,Opp R7TOV,Opp R7ORB,Opp R7FTR,Opp R7Pace,Opp R7 OEff,Opp R7 DEff,Odds,Line,Cover
PHI,0,77,105,113,0,20170402,TOR,0.519,0.17300000000000001,0.325,0.275,94.5,111.1,119.6,0.5760000000000001,0.138,0.294,0.17600000000000002,94.5,119.6,111.1,0.5053333333333326,0.14266666666666675,0.2323333333333336,0.15733333333333333,96.5,104.56666666666672,111.33333333333331,0.570666666666667,0.12666666666666654,0.31266666666666665,0.2620000000000002,95.1333333333334,121.66666666666664,113.03333333333326,0.5189999999999999,0.14380000000000007,0.2362,0.15819999999999998,97.17999999999998,105.67999999999998,110.4,0.5459999999999999,0.13500000000000004,0.30699999999999983,0.2375999999999998,93.44,115.95999999999997,105.36,0.4988571428571432,0.13285714285714273,0.2235714285714283,0.1684285714285716,97.60000000000002,103.85714285714279,111.37142857142858,0.546714285714286,0.13499999999999998,0.32157142857142873,0.2218571428571429,93.6857142857143,117.1428571428571,105.51428571428568,525.0,11.0,1.0
PHI,1,78,118,141,0,20170404,BRK,0.505,0.092,0.28600000000000003,0.206,103.1,114.4,136.7,0.747,0.16,0.043,0.387,103.1,136.7,114.4,0.5169999999999993,0.1543333333333334,0.25900000000000023,0.183,94.0,106.96666666666674,118.19999999999996,0.4866666666666668,0.12699999999999995,0.18900000000000008,0.14766666666666664,99.13333333333333,101.10000000000008,95.09999999999998,0.5024,0.14600000000000007,0.2384,0.17219999999999994,96.29999999999998,104.23999999999998,112.68,0.4778000000000001,0.1276,0.2162,0.18079999999999974,100.28000000000013,101.43999999999994,95.88,0.5121428571428576,0.13985714285714276,0.2355714285714283,0.17685714285714302,96.51428571428572,105.91428571428568,114.25714285714287,0.4895714285714289,0.12828571428571425,0.2219999999999999,0.21042857142857144,101.85714285714286,104.01428571428568,99.35714285714286,-113.0,-1.5,-1.0
PHI,1,79,90,102,0,20170406,CHI,0.401,0.114,0.175,0.187,102.3,88.0,99.7,0.473,0.14,0.2,0.17600000000000002,102.3,99.7,88.0,0.5263333333333325,0.14100000000000004,0.25800000000000023,0.2173333333333333,98.46666666666668,110.9333333333334,126.99999999999996,0.5043333333333332,0.1143333333333334,0.1943333333333337,0.188,96.30000000000014,108.46666666666664,108.66666666666669,0.508,0.13860000000000006,0.2616,0.1906,97.42,107.84,118.06,0.5204000000000002,0.11739999999999992,0.2338,0.15360000000000007,94.61999999999998,110.26,105.80000000000004,0.5170000000000003,0.14057142857142846,0.2559999999999997,0.18171428571428588,97.64285714285715,107.69999999999996,115.47142857142856,0.5314285714285715,0.11657142857142858,0.2384285714285715,0.1672857142857143,94.75714285714285,112.51428571428572,107.32857142857141,195.0,5.5,-1.0
PHI,1,80,82,90,0,20170408,MIL,0.403,0.163,0.213,0.26,93.6,87.6,96.1,0.481,0.146,0.14,0.177,93.6,96.1,87.6,0.4749999999999992,0.12633333333333338,0.26200000000000023,0.22266666666666665,99.96666666666668,104.50000000000006,118.66666666666664,0.5009999999999991,0.15100000000000005,0.16100000000000006,0.19533333333333314,91.66666666666669,99.39999999999976,117.43333333333334,0.4914,0.13380000000000006,0.2476,0.1884,97.47999999999998,104.66,118.2,0.5159999999999998,0.1404,0.1738000000000002,0.20780000000000004,91.64,103.48000000000006,113.06000000000002,0.4882857142857146,0.1337142857142856,0.2361428571428569,0.1791428571428573,98.12857142857143,103.37142857142857,114.25714285714285,0.5397142857142863,0.134142857142857,0.1657142857142858,0.1937142857142856,91.3,107.41428571428571,115.02857142857141,210.0,5.5,-1.0
PHI,1,81,111,120,0,20170410,IND,0.5529999999999999,0.16899999999999998,0.25,0.373,93.8,118.4,128.0,0.606,0.129,0.37799999999999995,0.2,93.8,128.0,118.4,0.4363333333333325,0.12300000000000005,0.22466666666666688,0.21766666666666665,99.66666666666669,96.6666666666667,110.8333333333333,0.5626666666666668,0.12933333333333344,0.2380000000000001,0.20499999999999985,95.33333333333331,118.33333333333329,101.5,0.4766,0.14000000000000007,0.2324,0.2198,98.25999999999998,101.68,115.36,0.5395999999999995,0.11599999999999999,0.2370000000000001,0.1962000000000001,93.69999999999996,116.58,109.75999999999996,0.4777142857142861,0.13857142857142846,0.24228571428571405,0.20000000000000007,97.57142857142858,102.11428571428569,112.3,0.5310000000000005,0.11757142857142855,0.2514285714285716,0.2131428571428571,93.38571428571429,115.78571428571428,113.1,305.0,7.5,-1.0
PHI,0,82,113,114,0,20170412,NYK,0.532,0.105,0.381,0.151,94.5,119.5,120.6,0.5479999999999999,0.16399999999999998,0.436,0.277,94.5,120.6,119.5,0.4523333333333325,0.14866666666666672,0.21266666666666686,0.2733333333333333,96.56666666666668,98.00000000000004,107.9333333333333,0.4766666666666661,0.08833333333333339,0.2896666666666668,0.13566666666666674,87.86666666666679,109.2000000000001,120.29999999999993,0.4762,0.14220000000000005,0.2498,0.2602,97.45999999999998,103.9,116.02,0.4729999999999999,0.09900000000000002,0.28640000000000004,0.15320000000000022,90.24000000000004,106.92000000000004,115.01999999999998,0.4875714285714289,0.14299999999999985,0.2429999999999997,0.2250000000000001,96.4,104.18571428571428,116.44285714285715,0.4681428571428571,0.10828571428571424,0.28428571428571425,0.16528571428571434,90.61428571428571,105.38571428571431,113.21428571428572,-155.0,-3.0,-1.0
PHO,1,1,94,113,0,20161026,SAC,0.494,0.168,0.244,0.234,96.8,97.1,116.8,0.547,0.11800000000000001,0.244,0.221,96.8,116.8,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-150.0,-3.0,-1.0
PHO,0,2,110,113,0,20161028,OKC,0.473,0.122,0.14,0.223,104.5,95.3,97.9,0.443,0.163,0.275,0.292,104.5,97.9,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,9.5,1.0
PHO,1,3,100,106,0,20161030,GSW,0.456,0.098,0.23399999999999999,0.2,100.6,99.4,105.4,0.47,0.133,0.152,0.337,100.6,105.4,99.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.0,11.5,1.0
PHO,0,4,98,116,0,20161031,LAC,0.446,0.17,0.204,0.274,105.7,92.7,109.7,0.5379999999999999,0.142,0.128,0.375,105.7,109.7,92.7,0.4743333333333333,0.12933333333333333,0.20600000000000002,0.21899999999999997,100.63333333333333,97.26666666666664,106.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,10.0,-1.0
PHO,1,5,118,115,1,20161102,POR,0.451,0.094,0.24600000000000002,0.243,101.2,105.6,102.9,0.475,0.113,0.182,0.188,101.2,102.9,105.6,0.4583333333333333,0.13,0.19266666666666665,0.2323333333333333,103.59999999999998,95.8,104.33333333333331,0.5013333333333333,0.13533333333333333,0.15,0.207,103.33333333333336,101.43333333333334,110.73333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,3.5,1.0
PHO,0,6,112,111,1,20161104,NOP,0.473,0.125,0.245,0.258,96.2,105.5,104.6,0.511,0.07,0.113,0.16,96.2,104.6,105.5,0.4510000000000001,0.12066666666666664,0.228,0.239,102.5,99.23333333333332,106.0,0.4423333333333333,0.1323333333333334,0.14733333333333334,0.222,96.03333333333332,92.13333333333333,102.16666666666669,0.46399999999999997,0.13040000000000002,0.2136,0.2348,101.76,98.01999999999998,106.54,0.4502,0.1198,0.1538,0.2132,100.58,95.5,103.92,,,,,,,,,,,,,,,135.0,3.0,1.0
PHO,0,7,108,119,0,20161106,LAL,0.473,0.141,0.22399999999999998,0.242,106.0,101.9,112.2,0.511,0.153,0.341,0.3,106.0,112.2,101.9,0.4566666666666667,0.12966666666666668,0.23166666666666666,0.25833333333333336,101.0333333333333,101.26666666666664,105.73333333333336,0.5273333333333334,0.14166666666666666,0.29500000000000004,0.21566666666666667,102.33333333333331,113.39999999999998,106.86666666666667,0.4597999999999999,0.1218,0.21380000000000005,0.2396,101.64,99.69999999999996,104.10000000000002,0.4920000000000001,0.1466,0.27359999999999995,0.211,101.0,105.5,106.3,,,,,,,,,,,,,,,135.0,3.0,-1.0
PHO,0,8,121,124,0,20161108,POR,0.541,0.13699999999999998,0.349,0.326,101.6,119.1,122.1,0.642,0.17600000000000002,0.212,0.247,101.6,122.1,119.1,0.4656666666666667,0.12,0.2383333333333333,0.2476666666666667,101.13333333333333,104.33333333333331,106.56666666666668,0.5163333333333333,0.133,0.1586666666666667,0.2536666666666666,96.16666666666669,107.26666666666668,102.5,0.4597999999999999,0.1256,0.2306,0.2434,101.94,101.01999999999997,106.96000000000004,0.5142,0.13620000000000002,0.1424,0.22000000000000008,99.54000000000002,104.18,105.32,0.4665714285714285,0.13114285714285714,0.21957142857142856,0.2391428571428572,101.57142857142857,99.64285714285714,107.07142857142858,0.5228571428571428,0.13271428571428573,0.15614285714285714,0.2392857142857143,98.42857142857143,107.27142857142857,107.8,280.0,7.5,1.0
PHO,1,9,107,100,1,20161109,DET,0.5,0.149,0.23800000000000002,0.274,101.3,105.6,98.7,0.41,0.096,0.188,0.303,101.3,98.7,105.6,0.4956666666666667,0.13433333333333333,0.2726666666666667,0.2753333333333334,101.26666666666664,108.8333333333333,112.9666666666667,0.46,0.115,0.20666666666666664,0.205,95.43333333333334,99.73333333333332,108.13333333333333,0.4767999999999999,0.13340000000000002,0.2536,0.2686,102.14,104.95999999999997,110.30000000000004,0.4716000000000001,0.1142,0.238,0.184,94.84,102.4,101.46,0.4732857142857143,0.1267142857142857,0.2345714285714286,0.2522857142857143,102.25714285714287,102.78571428571426,107.82857142857144,0.4771428571428572,0.11457142857142855,0.22842857142857145,0.16785714285714287,94.95714285714287,102.98571428571428,101.12857142857142,125.0,3.0,1.0
PHO,1,10,104,122,0,20161112,BRK,0.411,0.094,0.258,0.15,107.8,96.5,113.2,0.5710000000000001,0.149,0.136,0.31,107.8,113.2,96.5,0.5046666666666667,0.14233333333333334,0.27033333333333337,0.2806666666666667,102.96666666666664,108.86666666666665,111.00000000000004,0.5243333333333333,0.16200000000000006,0.15,0.2426666666666665,102.0,101.33333333333331,104.30000000000004,0.4875999999999999,0.1292,0.2604,0.2686,101.26,107.53999999999996,108.10000000000004,0.5136000000000001,0.15920000000000006,0.17279999999999998,0.2177999999999999,100.9,100.59999999999997,106.66,0.4771428571428572,0.13057142857142853,0.2485714285714286,0.25957142857142856,101.8,104.25714285714285,107.9428571428572,0.5097142857142857,0.1565714285714286,0.19328571428571426,0.22257142857142856,100.85714285714286,101.77142857142857,105.07142857142858,-200.0,-4.5,-1.0
PHO,0,11,120,133,0,20161113,GSW,0.556,0.114,0.18600000000000005,0.222,105.3,114.0,126.3,0.609,0.13699999999999998,0.21100000000000002,0.31,105.3,126.3,114.0,0.4840000000000002,0.12666666666666668,0.2816666666666667,0.2500000000000001,103.56666666666663,107.06666666666663,111.33333333333336,0.6363333333333335,0.142,0.2116666666666667,0.1703333333333333,95.73333333333336,124.39999999999998,105.16666666666669,0.4795999999999999,0.1292,0.26280000000000003,0.25,102.58,105.71999999999996,110.16000000000004,0.5976000000000001,0.1466,0.2378000000000001,0.1708,97.32000000000002,118.78000000000002,105.76000000000002,0.4707142857142857,0.12999999999999998,0.2520000000000001,0.2524285714285714,102.82857142857141,103.84285714285713,109.0571428571429,0.5822857142857144,0.1435714285714286,0.2218571428571429,0.19742857142857145,98.92857142857143,117.12857142857143,103.85714285714286,2100.0,16.5,1.0
PHO,0,12,104,120,0,20161116,DEN,0.544,0.14800000000000002,0.16699999999999998,0.228,99.5,104.6,120.6,0.527,0.11900000000000001,0.33299999999999996,0.237,99.5,120.6,104.6,0.4890000000000002,0.11900000000000001,0.2273333333333334,0.21533333333333327,104.8,105.36666666666665,112.73333333333339,0.4703333333333333,0.14633333333333334,0.34166666666666673,0.17900000000000002,96.66666666666669,103.9,118.36666666666667,0.4961999999999999,0.127,0.251,0.2428,104.39999999999998,107.41999999999996,114.50000000000004,0.5141999999999999,0.15860000000000005,0.2936,0.2418,97.75999999999998,108.60000000000002,114.30000000000004,0.4864285714285714,0.12199999999999996,0.2494285714285715,0.245,102.77142857142857,106.88571428571429,111.42857142857146,0.4938571428571429,0.15814285714285714,0.2797142857142857,0.23028571428571434,97.97142857142856,104.7857142857143,110.95714285714287,160.0,4.5,-1.0
PHO,0,13,116,96,1,20161118,IND,0.521,0.095,0.419,0.155,93.3,124.3,102.8,0.48,0.16899999999999998,0.263,0.303,93.3,102.8,124.3,0.5036666666666668,0.11866666666666666,0.20366666666666675,0.20000000000000004,104.2,105.0333333333333,120.0333333333334,0.4813333333333329,0.10100000000000002,0.16899999999999996,0.14533333333333331,94.59999999999998,102.13333333333333,94.06666666666668,0.5104,0.1284,0.2396,0.24,103.09999999999998,107.95999999999997,116.18000000000004,0.5019999999999999,0.11179999999999997,0.15420000000000006,0.17060000000000006,95.08,104.14,98.76000000000003,0.4997142857142857,0.1297142857142857,0.2381428571428572,0.24285714285714285,102.52857142857141,106.74285714285713,113.95714285714293,0.5125714285714287,0.11700000000000002,0.1758571428571429,0.15014285714285716,95.84285714285716,105.48571428571428,101.97142857142859,290.0,7.5,1.0
PHO,0,14,105,120,0,20161119,PHI,0.457,0.12300000000000001,0.24,0.228,106.0,99.0,113.2,0.622,0.16,0.158,0.151,106.0,113.2,99.0,0.5403333333333334,0.11900000000000001,0.2573333333333334,0.2016666666666667,99.36666666666666,114.29999999999997,116.56666666666672,0.4813333333333332,0.1383333333333333,0.2093333333333333,0.18100000000000005,94.93333333333337,99.19999999999996,115.03333333333332,0.5064,0.12,0.2536,0.2058,101.43999999999996,108.99999999999996,112.32000000000002,0.4854,0.1492,0.22120000000000006,0.2004,95.73999999999998,99.72,112.68000000000002,0.5065714285714286,0.12542857142857142,0.263,0.2281428571428571,102.11428571428569,109.42857142857142,113.70000000000003,0.4904285714285716,0.1512857142857143,0.21828571428571428,0.1845714285714286,95.55714285714286,99.42857142857143,113.44285714285715,-145.0,-2.5,-1.0
PHO,0,15,101,106,0,20161121,WAS,0.489,0.177,0.295,0.132,100.9,100.1,105.0,0.462,0.094,0.264,0.242,100.9,105.0,100.1,0.5073333333333334,0.122,0.2753333333333334,0.2036666666666667,99.59999999999998,109.29999999999997,112.20000000000006,0.5439999999999999,0.11366666666666665,0.2493333333333333,0.1920000000000001,95.56666666666672,115.93333333333337,116.90000000000002,0.4977999999999999,0.1148,0.254,0.1966,102.37999999999997,107.67999999999996,115.22000000000004,0.5052000000000001,0.11699999999999999,0.24700000000000005,0.1826,96.23999999999998,108.42,113.54,0.5042857142857143,0.12285714285714285,0.26528571428571435,0.2261428571428571,102.11428571428569,109.01428571428568,113.84285714285716,0.5068571428571429,0.11357142857142855,0.2881428571428572,0.18257142857142847,95.45714285714287,111.74285714285713,112.65714285714284,-380.0,8.0,1.0
PHO,0,16,92,87,1,20161123,ORL,0.514,0.171,0.154,0.233,94.7,97.1,91.8,0.401,0.098,0.22399999999999998,0.154,94.7,91.8,97.1,0.4890000000000001,0.13166666666666665,0.3180000000000001,0.17166666666666672,100.06666666666663,107.79999999999997,107.00000000000007,0.4636666666666667,0.16799999999999995,0.25199999999999995,0.20100000000000004,95.93333333333332,94.89999999999998,90.9333333333333,0.5133999999999999,0.1314,0.2614,0.19299999999999995,100.99999999999996,108.39999999999996,113.58,0.4682000000000001,0.1452,0.2286,0.18160000000000007,95.54,96.4,97.66,0.4968571428571429,0.12857142857142856,0.2575714285714287,0.1984285714285714,102.01428571428566,106.29999999999998,111.40000000000002,0.46,0.13314285714285715,0.2235714285714285,0.19399999999999998,94.10000000000004,97.32857142857144,102.8142857142857,160.0,4.5,1.0
PHO,1,17,85,98,0,20161125,MIN,0.443,0.221,0.3,0.19,98.3,86.5,99.7,0.441,0.15,0.23399999999999999,0.271,98.3,99.7,86.5,0.4866666666666666,0.157,0.2296666666666667,0.19766666666666668,100.5333333333333,98.73333333333328,103.3333333333334,0.4293333333333337,0.15233333333333335,0.2073333333333333,0.24366666666666656,94.46666666666664,91.60000000000002,109.06666666666668,0.5049999999999999,0.14279999999999998,0.255,0.1952,98.87999999999997,105.01999999999997,106.68000000000002,0.4694000000000001,0.14700000000000005,0.2521999999999999,0.2272,94.32,101.40000000000002,107.97999999999998,0.4988571428571428,0.1317142857142857,0.24557142857142866,0.19257142857142856,101.07142857142854,105.08571428571429,110.41428571428571,0.4924285714285716,0.13485714285714284,0.2547142857142858,0.2395714285714285,94.62857142857143,106.84285714285716,109.82857142857141,100.0,1.0,-1.0
PHO,1,18,114,120,0,20161127,DEN,0.466,0.095,0.188,0.348,103.1,110.6,116.4,0.511,0.10400000000000001,0.213,0.326,103.1,116.4,110.6,0.48200000000000004,0.18966666666666665,0.2496666666666667,0.18500000000000005,97.96666666666664,94.56666666666662,98.8333333333334,0.4613333333333334,0.09966666666666668,0.2740000000000001,0.18433333333333327,98.93333333333337,104.29999999999997,112.63333333333335,0.4847999999999999,0.15739999999999998,0.2816,0.1876,98.63999999999996,101.39999999999996,102.50000000000004,0.4825999999999998,0.10660000000000004,0.2536,0.21060000000000006,97.59999999999998,105.69999999999996,108.02000000000002,0.5034285714285714,0.14985714285714286,0.2515714285714287,0.19828571428571426,99.71428571428568,103.65714285714284,108.48571428571432,0.4851428571428573,0.11428571428571432,0.2784285714285714,0.21885714285714286,98.44285714285715,107.5,107.85714285714286,-120.0,-1.5,-1.0
PHO,1,19,109,107,1,20161130,ATL,0.506,0.13,0.28300000000000003,0.213,101.4,107.5,105.5,0.556,0.17600000000000002,0.2,0.09,101.4,105.5,107.5,0.4743333333333333,0.1623333333333333,0.21400000000000005,0.2570000000000001,98.69999999999996,98.0666666666666,102.6333333333334,0.4456666666666669,0.13566666666666666,0.18266666666666675,0.12933333333333327,96.36666666666667,90.40000000000003,106.9,0.4738,0.15739999999999998,0.2354,0.2261999999999999,100.59999999999997,98.65999999999997,105.22000000000004,0.4615999999999999,0.14659999999999998,0.2112,0.13660000000000014,96.44000000000004,93.57999999999993,105.00000000000004,0.4905714285714286,0.1471428571428571,0.2518571428571429,0.21628571428571425,99.39999999999998,103.17142857142856,107.07142857142858,0.4641428571428574,0.14271428571428574,0.21457142857142847,0.14985714285714286,96.82857142857144,94.59999999999994,104.82857142857141,185.0,5.5,1.0
PHO,0,20,109,138,0,20161203,GSW,0.511,0.12300000000000001,0.304,0.17600000000000002,99.5,109.5,138.6,0.718,0.155,0.214,0.333,99.5,138.6,109.5,0.4716666666666667,0.14866666666666664,0.2570000000000001,0.2503333333333333,100.9333333333333,101.53333333333326,107.20000000000006,0.5333333333333335,0.14033333333333328,0.2443333333333333,0.2253333333333333,98.5,110.2333333333333,105.36666666666666,0.4836,0.1588,0.244,0.22319999999999995,99.67999999999998,100.35999999999994,103.68000000000002,0.5822,0.13379999999999995,0.20280000000000006,0.22000000000000008,100.28,116.16,100.26,0.4851428571428572,0.14457142857142852,0.26842857142857146,0.2141428571428572,99.67142857142856,103.58571428571429,104.91428571428571,0.5634285714285717,0.12442857142857144,0.23457142857142865,0.2391428571428572,100.22857142857143,117.79999999999998,100.78571428571428,1500.0,16.5,-1.0
PHO,0,21,105,112,0,20161206,UTA,0.5,0.152,0.293,0.25,95.5,110.0,117.3,0.575,0.147,0.171,0.384,95.5,117.3,110.0,0.4943333333333334,0.116,0.25833333333333336,0.2456666666666667,101.3333333333333,109.19999999999992,120.16666666666671,0.5753333333333331,0.10866666666666668,0.20900000000000007,0.2453333333333333,88.76666666666668,121.1333333333334,116.73333333333328,0.4880000000000001,0.14800000000000002,0.2458,0.232,99.39999999999998,102.23999999999994,110.40000000000002,0.5826000000000001,0.10479999999999998,0.2198,0.2802,89.40000000000002,124.14,115.21999999999998,0.4837142857142858,0.14857142857142852,0.2520000000000001,0.2171428571428571,100.55714285714285,101.47142857142856,110.02857142857144,0.5652857142857142,0.11557142857142855,0.2015714285714285,0.2667142857142857,91.31428571428572,118.79999999999998,104.69999999999996,270.0,7.0,0.0
PHO,1,22,94,109,0,20161207,IND,0.453,0.17,0.196,0.2,100.0,94.0,109.0,0.494,0.158,0.27899999999999997,0.41,100.0,109.0,94.0,0.5056666666666667,0.135,0.2933333333333334,0.21300000000000005,98.79999999999997,108.99999999999993,120.46666666666674,0.4986666666666666,0.1183333333333334,0.1496666666666666,0.391,98.43333333333332,110.7333333333333,126.86666666666672,0.4852,0.1442,0.2736,0.2353999999999999,99.55999999999996,104.81999999999994,115.50000000000004,0.5146,0.12100000000000002,0.19260000000000008,0.2728000000000001,97.29999999999998,110.08,110.94,0.4898571428571429,0.15271428571428566,0.2595714285714286,0.22028571428571425,99.05714285714285,103.04285714285713,110.61428571428571,0.4812857142857144,0.12328571428571428,0.19328571428571426,0.2271428571428572,97.85714285714286,102.81428571428567,110.27142857142859,165.0,4.5,-1.0
PHO,0,23,119,115,1,20161209,LAL,0.542,0.063,0.188,0.168,102.4,116.2,112.3,0.511,0.128,0.222,0.299,102.4,112.3,116.2,0.488,0.14833333333333334,0.26433333333333336,0.20866666666666675,98.3333333333333,104.49999999999993,121.6333333333334,0.4573333333333334,0.156,0.3166666666666667,0.2480000000000001,96.2,103.39999999999996,118.86666666666667,0.4872,0.134,0.2528,0.2373999999999999,99.9,106.31999999999994,117.36,0.4335999999999999,0.15860000000000002,0.32980000000000004,0.2396000000000001,96.34000000000003,98.42,113.71999999999994,0.4847142857142858,0.15171428571428566,0.2454285714285715,0.23,98.92857142857142,102.17142857142856,111.1857142857143,0.4437142857142857,0.1407142857142857,0.3078571428571429,0.2114285714285715,95.84285714285716,100.05714285714286,111.29999999999997,103.0,2.0,1.0
PHO,1,24,119,120,0,20161211,NOP,0.531,0.13,0.28600000000000003,0.177,96.5,111.7,112.7,0.474,0.08900000000000001,0.24600000000000002,0.289,96.5,112.7,111.7,0.4983333333333334,0.12833333333333333,0.2256666666666667,0.20600000000000007,99.29999999999997,106.73333333333322,112.86666666666677,0.4696666666666664,0.11700000000000005,0.185,0.19533333333333333,94.43333333333328,99.53333333333336,113.60000000000002,0.5024,0.12760000000000002,0.2528,0.20139999999999994,99.76,107.43999999999994,116.54,0.4590000000000001,0.11000000000000004,0.19540000000000005,0.17640000000000008,95.68000000000002,98.44000000000004,112.56,0.4887142857142858,0.13628571428571418,0.25028571428571433,0.22071428571428567,100.02857142857141,104.9,114.11428571428571,0.4562857142857143,0.10828571428571424,0.20771428571428568,0.18985714285714286,94.04285714285713,99.75714285714287,108.94285714285715,-190.0,-4.5,-1.0
PHO,1,25,113,111,1,20161213,NYK,0.457,0.13699999999999998,0.33299999999999996,0.301,98.0,104.4,102.6,0.428,0.10300000000000001,0.196,0.289,98.0,102.6,104.4,0.5086666666666667,0.121,0.22333333333333336,0.18166666666666675,99.63333333333328,107.29999999999993,111.3333333333334,0.5006666666666664,0.12766666666666673,0.2440000000000003,0.2363333333333333,96.6666666666667,108.46666666666664,116.76666666666664,0.5074,0.12760000000000002,0.2534,0.1942,98.78,108.27999999999994,117.98000000000002,0.5067999999999999,0.1248,0.281,0.20280000000000006,96.68000000000002,110.68000000000004,111.72,0.5012857142857143,0.12328571428571418,0.2482857142857143,0.21885714285714286,99.77142857142857,108.5,115.97142857142859,0.5147142857142855,0.12471428571428572,0.2808571428571429,0.2020000000000001,96.61428571428571,112.21428571428578,112.07142857142857,145.0,3.5,1.0
PHO,1,26,92,107,0,20161215,SAS,0.459,0.12300000000000001,0.212,0.165,93.9,98.0,113.9,0.561,0.19,0.273,0.324,93.9,113.9,98.0,0.5100000000000001,0.11,0.2690000000000001,0.21533333333333327,98.96666666666664,110.76666666666658,109.20000000000007,0.5513333333333333,0.11800000000000001,0.1846666666666668,0.1203333333333335,98.3,111.33333333333336,100.76666666666661,0.4965999999999999,0.13040000000000002,0.2592,0.2192,98.48,107.25999999999996,110.78000000000002,0.5456000000000001,0.1192,0.17900000000000008,0.1348,96.17999999999998,110.31999999999996,100.68000000000002,0.5,0.12928571428571414,0.26899999999999996,0.2121428571428572,99.04285714285713,107.61428571428571,114.0,0.5439999999999999,0.12171428571428575,0.1928571428571428,0.16799999999999987,94.42857142857142,110.68571428571428,102.31428571428572,275.0,7.5,-1.0
PHO,0,27,101,114,0,20161217,OKC,0.478,0.139,0.33299999999999996,0.16699999999999998,95.9,105.3,118.8,0.5489999999999999,0.11900000000000001,0.27,0.309,95.9,118.8,105.3,0.4823333333333335,0.12999999999999998,0.2770000000000001,0.21433333333333326,96.13333333333328,104.69999999999992,109.73333333333339,0.4463333333333333,0.12466666666666652,0.3273333333333335,0.2300000000000001,91.79999999999997,102.86666666666667,115.96666666666674,0.4884,0.12460000000000004,0.243,0.2022,98.16,104.85999999999994,110.10000000000002,0.4654,0.1394,0.2796,0.24220000000000005,95.23999999999998,101.76,109.61999999999996,0.4932857142857143,0.12828571428571414,0.2588571428571429,0.20528571428571427,97.97142857142856,106.25714285714285,115.20000000000002,0.4811428571428571,0.1334285714285714,0.2591428571428573,0.2270000000000001,96.78571428571436,103.29999999999998,106.19999999999996,260.0,8.0,-1.0
PHO,0,28,108,115,0,20161219,MIN,0.506,0.149,0.21100000000000002,0.305,101.9,106.0,112.8,0.529,0.16399999999999998,0.297,0.279,101.9,112.8,106.0,0.4646666666666667,0.13299999999999998,0.2926666666666667,0.21100000000000002,95.93333333333328,102.5666666666666,111.76666666666678,0.4870000000000002,0.14066666666666672,0.30866666666666664,0.2493333333333333,94.6,107.90000000000003,109.50000000000004,0.4934,0.11840000000000002,0.2704,0.1956,97.34,107.11999999999992,112.06000000000002,0.5036000000000002,0.13280000000000006,0.2981999999999999,0.2079999999999999,92.58,109.38,119.51999999999994,0.4885714285714286,0.13057142857142842,0.2630000000000001,0.204,97.45714285714287,105.65714285714284,112.37142857142858,0.5000000000000001,0.1267142857142857,0.28885714285714303,0.1949999999999999,93.10000000000002,108.94285714285715,117.72857142857141,180.0,5.0,-1.0
PHO,1,29,111,125,0,20161221,HOU,0.522,0.073,0.33299999999999996,0.151,94.5,117.4,132.2,0.64,0.10099999999999999,0.231,0.174,94.5,132.2,117.4,0.481,0.13699999999999998,0.2520000000000001,0.21233333333333326,97.23333333333328,103.09999999999992,115.16666666666674,0.494,0.12833333333333338,0.28199999999999986,0.1923333333333332,98.56666666666668,108.9333333333334,101.80000000000004,0.4862,0.13560000000000005,0.275,0.223,97.23999999999998,105.07999999999993,112.16,0.5510000000000002,0.12979999999999994,0.2614,0.1852000000000001,100.16,115.04,103.12,0.4894285714285714,0.130142857142857,0.2512857142857144,0.21185714285714285,98.37142857142857,105.08571428571429,111.72857142857143,0.5477142857142854,0.13228571428571426,0.2695714285714285,0.19271428571428573,98.31428571428572,114.6,102.04285714285713,220.0,5.5,-1.0
