Team,Location,Game Number,Team Points,Opp Points,Result,Date,Opponent,EFG%,TOV%,ORB%,FTR,Pace,OEff,DEff,Opp TSP,Opp TOV,Opp ORB,Opp FTR,Opp Poss,Opp OEff,Opp DEff,Rolling3EFG,Rolling3TOV,Rolling3ORB,Rolling3FTR,Rolling3Pace,Rolling3OEff,Rolling3DEff,Opp R3EFG,Opp R3TOV,Opp R3ORB,Opp R3FTR,Opp R3Pace,Opp R3 OEff,Opp R3 DEff,Rolling5EFG,Rolling5TOV,Rolling5ORB,Rolling5FTR,Rolling5Pace,Rolling5OEff,Rolling5DEff,Opp R5EFG,Opp R5TOV,Opp R5ORB,Opp R5FTR,Opp R5Pace,Opp R5 OEff,Opp R5 DEff,Rolling7EFG,Rolling7TOV,Rolling7ORB,Rolling7FTR,Rolling7Pace,Rolling7OEff,Rolling7DEff,Opp R7EFG,Opp R7TOV,Opp R7ORB,Opp R7FTR,Opp R7Pace,Opp R7 OEff,Opp R7 DEff,Odds,Line,Cover
CLE,0,1,95,97,0,20151027,CHI,0.452,0.09,0.21600000000000005,0.106,99.5,95.5,97.5,0.466,0.11800000000000001,0.152,0.184,99.5,97.5,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,1.5,-1.0
CLE,0,2,106,76,1,20151028,MEM,0.565,0.172,0.293,0.131,95.7,110.8,79.4,0.366,0.149,0.20800000000000002,0.195,95.7,79.4,110.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,4.0,1.0
CLE,1,3,102,92,1,20151030,MIA,0.488,0.10400000000000001,0.304,0.209,91.0,112.1,101.1,0.468,0.13,0.146,0.26,91.0,101.1,112.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-260.0,-6.5,1.0
CLE,0,4,107,100,1,20151102,PHI,0.568,0.151,0.2,0.185,96.9,110.4,103.2,0.488,0.12,0.2,0.2,96.9,103.2,110.4,0.5016666666666666,0.122,0.271,0.14866666666666664,95.4,106.13333333333333,92.66666666666669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1250.0,-12.5,-1.0
CLE,1,5,96,86,1,20151104,NYK,0.44,0.102,0.225,0.277,93.3,102.9,92.2,0.44,0.11699999999999999,0.188,0.14300000000000002,93.3,92.2,102.9,0.5403333333333333,0.14233333333333334,0.2656666666666666,0.17500000000000002,94.53333333333336,111.09999999999998,94.56666666666666,0.4506666666666668,0.138,0.2893333333333333,0.22866666666666666,98.93333333333334,101.33333333333336,106.4666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-500.0,-9.0,1.0
CLE,1,6,108,102,1,20151106,PHI,0.568,0.154,0.262,0.091,95.9,112.6,106.4,0.5820000000000001,0.157,0.171,0.127,95.9,106.4,112.6,0.4986666666666666,0.119,0.243,0.22366666666666668,93.73333333333336,108.46666666666664,98.83333333333331,0.43133333333333335,0.15833333333333335,0.2246666666666667,0.263,92.23333333333332,92.90000000000002,107.33333333333331,0.5025999999999999,0.1238,0.2476,0.1816,95.28,106.34,94.68,,,,,,,,,,,,,,,,,,,,,,,,0.0
CLE,1,7,101,97,1,20151108,IND,0.506,0.096,0.239,0.205,91.4,110.6,106.2,0.467,0.066,0.245,0.14400000000000002,91.4,106.2,110.6,0.5253333333333333,0.13566666666666669,0.22899999999999995,0.18433333333333327,95.36666666666667,108.63333333333328,100.59999999999998,0.4606666666666667,0.12500000000000006,0.2916666666666667,0.17666666666666672,92.53333333333336,102.23333333333336,96.16666666666669,0.5258,0.1366,0.25680000000000003,0.1786,94.56000000000002,109.76,96.46,0.4724,0.15819999999999998,0.26080000000000003,0.1954,93.4,99.08,101.8,,,,,,,,,,,,,,,-295.0,-7.5,-1.0
CLE,1,8,118,114,1,20151110,UTA,0.574,0.147,0.314,0.446,94.1,125.4,121.2,0.5489999999999999,0.145,0.35100000000000003,0.293,94.1,121.2,125.4,0.5046666666666666,0.11733333333333333,0.2419999999999999,0.191,93.53333333333336,108.69999999999996,101.59999999999998,0.4676666666666667,0.12766666666666668,0.26666666666666666,0.19033333333333327,91.3333333333333,101.26666666666668,98.8,0.514,0.1214,0.24600000000000005,0.1934,93.70000000000002,109.72,101.82,0.4658000000000001,0.12,0.29040000000000005,0.18920000000000006,91.2,103.9,91.58,0.5124285714285713,0.12414285714285715,0.24842857142857144,0.172,94.81428571428572,107.84285714285713,98.0,,,,,,,,-235.0,-5.5,-1.0
CLE,0,9,90,84,1,20151113,NYK,0.462,0.11599999999999999,0.25,0.231,90.2,99.8,93.1,0.424,0.13699999999999998,0.213,0.215,90.2,93.1,99.8,0.5493333333333332,0.13233333333333333,0.2716666666666666,0.2473333333333333,93.8,116.19999999999996,111.26666666666664,0.4860000000000002,0.10566666666666663,0.2650000000000001,0.17066666666666666,94.13333333333334,107.23333333333336,105.86666666666667,0.5311999999999999,0.13,0.24800000000000005,0.2408,94.32,112.38,105.84,0.4660000000000001,0.1144,0.2632,0.1854,93.08000000000004,103.28000000000002,106.16,0.5298571428571428,0.13228571428571428,0.2624285714285714,0.22057142857142856,94.04285714285713,112.11428571428571,101.38571428571429,0.4630000000000001,0.11657142857142855,0.26442857142857146,0.2012857142857143,94.35714285714285,103.0,105.71428571428572,-235.0,-6.0,0.0
CLE,0,10,105,108,0,20151114,MIL,0.484,0.163,0.28,0.187,87.4,99.4,102.3,0.451,0.09699999999999999,0.273,0.157,87.4,102.3,99.4,0.5139999999999999,0.11966666666666664,0.26766666666666666,0.294,91.90000000000002,111.93333333333332,106.83333333333331,0.5156666666666666,0.1586666666666667,0.23800000000000002,0.15999999999999998,89.36666666666666,104.13333333333334,107.53333333333336,0.51,0.123,0.2580000000000001,0.25,92.98000000000002,110.26,103.82,0.4902000000000001,0.1372,0.2388,0.1904,89.89999999999998,104.38,104.00000000000004,0.5151428571428571,0.1242857142857143,0.2562857142857143,0.23485714285714285,93.25714285714287,110.54285714285713,103.34285714285716,0.4985714285714286,0.1447142857142857,0.2337142857142857,0.221,89.89999999999998,104.72857142857143,106.41428571428571,-220.0,-5.5,-1.0
CLE,0,11,99,104,0,20151117,DET,0.544,0.136,0.075,0.15,98.1,100.9,106.0,0.47,0.11699999999999999,0.22899999999999998,0.298,98.1,106.0,100.9,0.5066666666666666,0.14200000000000002,0.2813333333333333,0.28800000000000003,90.56666666666668,108.19999999999996,105.53333333333336,0.4423333333333335,0.12466666666666665,0.25366666666666665,0.18766666666666665,94.86666666666667,96.1666666666667,105.2,0.5187999999999999,0.1352,0.269,0.23200000000000004,91.8,109.56,105.84,0.4760000000000002,0.1262,0.28280000000000005,0.165,95.5,102.26000000000003,107.06,0.5145714285714286,0.13271428571428573,0.25285714285714284,0.2317142857142857,92.74285714285715,108.72857142857141,103.51428571428572,0.4781428571428572,0.1387142857142857,0.2782857142857143,0.17085714285714287,95.71428571428572,100.0,104.11428571428571,-190.0,-5.0,-1.0
CLE,1,12,115,100,1,20151119,MIL,0.6409999999999999,0.168,0.44799999999999995,0.338,86.6,132.7,115.4,0.541,0.115,0.16699999999999998,0.28800000000000003,86.6,115.4,132.7,0.4966666666666668,0.13833333333333336,0.20166666666666666,0.18933333333333333,91.90000000000002,100.0333333333333,100.46666666666668,0.5153333333333333,0.1486666666666667,0.2276666666666667,0.15066666666666662,89.43333333333332,103.63333333333334,113.40000000000002,0.514,0.1316,0.2316000000000001,0.2438,92.24,107.21999999999998,105.76,0.4996000000000002,0.152,0.2260000000000001,0.16619999999999996,89.75999999999998,101.37999999999998,109.06000000000002,0.5111428571428571,0.1305714285714286,0.235,0.2267142857142857,92.91428571428571,107.37142857142857,103.91428571428571,0.486,0.13857142857142854,0.23,0.18614285714285714,90.02857142857141,102.34285714285713,106.1,-485.0,-9.5,1.0
CLE,1,13,109,97,1,20151121,ATL,0.547,0.13,0.297,0.188,93.6,116.4,103.6,0.436,0.11,0.231,0.256,93.6,103.6,116.4,0.5563333333333335,0.1556666666666667,0.26766666666666666,0.225,90.70000000000003,110.99999999999996,107.90000000000002,0.5100000000000001,0.149,0.2106666666666667,0.17266666666666666,92.70000000000007,103.23333333333336,102.30000000000004,0.541,0.14600000000000002,0.2734,0.27040000000000003,91.28000000000002,111.64,107.59999999999998,0.518,0.14400000000000002,0.19280000000000008,0.17099999999999996,93.88,103.51999999999998,104.06,0.5398571428571428,0.14,0.26685714285714285,0.2354285714285714,91.95714285714287,111.62857142857142,107.22857142857141,0.5307142857142856,0.14342857142857146,0.1868571428571429,0.1554285714285714,95.52857142857144,105.62857142857142,105.29999999999998,-220.0,,0.0
CLE,1,14,117,103,1,20151123,ORL,0.642,0.099,0.21100000000000002,0.16,90.6,129.1,113.7,0.556,0.1,0.214,0.16,90.6,113.7,129.1,0.5773333333333334,0.1446666666666667,0.2733333333333333,0.2253333333333333,92.7666666666667,116.66666666666664,108.33333333333336,0.4453333333333333,0.11033333333333327,0.2386666666666668,0.13366666666666666,95.69999999999996,99.0333333333333,103.10000000000002,0.5356000000000001,0.1426,0.27,0.2188,91.18000000000002,109.84,104.07999999999996,0.4576000000000001,0.11679999999999995,0.2723999999999999,0.16979999999999998,94.82,102.89999999999996,103.06000000000002,0.5368571428571428,0.1365714285714286,0.27185714285714285,0.2492857142857143,91.62857142857143,112.17142857142856,106.82857142857141,0.4651428571428573,0.12899999999999998,0.25542857142857145,0.1794285714285714,95.1,101.75714285714285,102.55714285714285,-525.0,-9.5,1.0
CLE,0,15,99,103,0,20151125,TOR,0.524,0.10099999999999999,0.209,0.159,89.2,110.9,115.4,0.5760000000000001,0.092,0.154,0.152,89.2,115.4,110.9,0.61,0.13233333333333333,0.31866666666666665,0.22866666666666666,90.2666666666667,126.06666666666663,110.90000000000002,0.4616666666666666,0.12966666666666662,0.2666666666666668,0.2720000000000002,88.56666666666666,106.26666666666664,99.33333333333331,0.5716,0.13920000000000002,0.2622,0.2046,91.26000000000002,115.7,108.19999999999996,0.4828,0.13720000000000002,0.25980000000000003,0.2622,92.42000000000004,106.70000000000002,104.8,0.5562857142857142,0.13700000000000004,0.26785714285714285,0.24285714285714285,91.51428571428578,114.8142857142857,107.9,0.4892857142857143,0.12885714285714284,0.2872857142857144,0.2750000000000001,91.97142857142859,110.61428571428574,103.75714285714287,-125.0,-1.5,-1.0
CLE,0,16,95,90,1,20151127,CHO,0.469,0.14800000000000002,0.27899999999999997,0.235,93.1,102.1,96.7,0.444,0.10800000000000001,0.156,0.238,93.1,96.7,102.1,0.5710000000000001,0.11,0.239,0.16899999999999998,91.13333333333335,118.79999999999997,110.90000000000002,0.5439999999999999,0.1436666666666667,0.1789999999999999,0.2146666666666667,99.90000000000002,109.96666666666664,94.93333333333332,0.5796,0.1268,0.248,0.19899999999999998,91.62000000000003,118.0,110.81999999999998,0.5316000000000001,0.12720000000000006,0.1886,0.2378000000000001,98.68,109.24,100.98,0.549142857142857,0.13042857142857148,0.25285714285714284,0.2018571428571428,90.81428571428577,112.74285714285713,107.07142857142857,0.5234285714285715,0.11414285714285714,0.18471428571428566,0.2107142857142857,97.24285714285715,109.05714285714286,102.02857142857144,-175.0,-4.0,1.0
CLE,1,17,90,88,1,20151128,BRK,0.454,0.16699999999999998,0.24,0.126,98.5,91.4,89.4,0.4320000000000001,0.149,0.17800000000000002,0.222,98.5,89.4,91.4,0.5449999999999999,0.116,0.233,0.18466666666666667,90.9666666666667,114.0333333333333,108.60000000000002,0.4829999999999999,0.1453333333333334,0.2916666666666666,0.20866666666666664,98.76666666666664,103.3,111.63333333333333,0.5646,0.1292,0.2888,0.21600000000000005,90.62000000000003,118.24,108.96,0.4908,0.1254,0.2372,0.1814,97.88000000000002,103.52,109.05999999999996,0.550142857142857,0.13500000000000004,0.257,0.20242857142857126,91.22857142857148,113.07142857142857,107.58571428571429,0.4857142857142857,0.12314285714285712,0.2301428571428572,0.17871428571428574,97.71428571428578,103.05714285714285,108.41428571428568,-600.0,-10.0,-1.0
CLE,1,18,85,97,0,20151201,WAS,0.392,0.162,0.213,0.241,98.3,86.4,98.6,0.512,0.11800000000000001,0.051,0.145,98.3,98.6,86.4,0.4823333333333332,0.13866666666666666,0.2426666666666667,0.17333333333333334,93.60000000000002,101.46666666666664,100.5,0.3790000000000001,0.14966666666666664,0.21666666666666667,0.21800000000000008,96.4333333333333,85.43333333333331,102.09999999999998,0.5272,0.12899999999999998,0.2472,0.17359999999999998,93.00000000000004,109.98000000000002,103.76,0.441,0.1488,0.22160000000000007,0.2076,96.17999999999998,93.72000000000004,106.59999999999998,0.5458571428571428,0.13557142857142862,0.2512857142857142,0.19371428571428567,92.81428571428577,111.92857142857143,105.74285714285713,0.4801428571428573,0.13828571428571432,0.20514285714285715,0.23842857142857146,96.25714285714285,100.04285714285713,103.51428571428568,-550.0,-9.5,-1.0
CLE,0,19,108,114,0,20151204,NOP,0.494,0.12300000000000001,0.255,0.225,90.2,108.4,114.4,0.547,0.132,0.262,0.247,90.2,114.4,108.4,0.4383333333333332,0.159,0.244,0.20066666666666666,96.63333333333335,93.29999999999997,94.90000000000002,0.4646666666666665,0.14300000000000002,0.2083333333333333,0.3023333333333333,95.5333333333333,102.03333333333332,112.63333333333328,0.4962,0.1354,0.2304,0.1842,93.94,103.98000000000002,102.76,0.4723999999999999,0.13179999999999994,0.2022000000000001,0.28180000000000005,97.88000000000002,102.59999999999997,111.98000000000003,0.5241428571428571,0.13928571428571432,0.271,0.20671428571428568,92.84285714285716,109.85714285714286,104.68571428571428,0.4837142857142856,0.12357142857142855,0.19842857142857145,0.2827142857142857,98.37142857142858,105.67142857142856,109.42857142857143,,,0.0
CLE,0,20,84,99,0,20151205,MIA,0.4,0.128,0.22399999999999998,0.188,93.3,90.0,106.1,0.596,0.157,0.107,0.265,93.3,106.1,90.0,0.4466666666666665,0.15066666666666664,0.236,0.19733333333333333,95.6666666666667,95.39999999999992,100.8,0.5016666666666666,0.12766666666666668,0.20933333333333345,0.243,91.5,105.3,101.26666666666678,0.4666,0.1402,0.2392,0.1972,93.86,99.84,102.89999999999998,0.4724000000000002,0.11979999999999995,0.233,0.24280000000000004,89.92000000000004,103.35999999999996,102.38,0.5031428571428572,0.1328571428571429,0.24342857142857136,0.19057142857142856,93.35714285714286,106.38571428571429,104.54285714285713,0.4777142857142857,0.11642857142857142,0.23514285714285715,0.27771428571428564,91.74285714285715,105.24285714285715,102.77142857142857,120.0,2.5,-1.0
