Team, Location,Game Number,Team Points,Opp Points,Result,Date,Opponent,EFG%,TOV%,ORB%,FTR,Pace,OEff,DEff,Opp TSP,Opp TOV,Opp ORB,Opp FTR,Opp Poss,Opp OEff,Opp DEff,Rolling3EFG,Rolling3TOV,Rolling3ORB,Rolling3FTR,Rolling3Pace,Rolling3OEff,Rolling3DEff,Opp R3EFG,Opp R3TOV,Opp R3ORB,Opp R3FTR,Opp R3Pace,Opp R3 OEff,Opp R3 DEff,Rolling5EFG,Rolling5TOV,Rolling5ORB,Rolling5FTR,Rolling5Pace,Rolling5OEff,Rolling5DEff,Opp R5EFG,Opp R5TOV,Opp R5ORB,Opp R5FTR,Opp R5Pace,Opp R5 OEff,Opp R5 DEff,Rolling7EFG,Rolling7TOV,Rolling7ORB,Rolling7FTR,Rolling7Pace,Rolling7OEff,Rolling7DEff,Opp R7EFG,Opp R7TOV,Opp R7ORB,Opp R7FTR,Opp R7Pace,Opp R7 OEff,Opp R7 DEff
CLE,1,11,124,119,1,20171107,MIL,0.555,0.108,0.3,0.402,96.3,128.7,123.6,0.645,0.151,0.229,0.145,96.3,123.6,128.7,0.555,0.12733333333333327,0.2403333333333333,0.233,100.63333333333333,116.59999999999998,120.30000000000004,0.5343333333333334,0.13133333333333333,0.162,0.15399999999999994,95.33333333333336,107.40000000000002,119.03333333333336,0.5293999999999999,0.13820000000000002,0.1978,0.2402,100.24,109.30000000000004,119.76,0.5504000000000001,0.1378,0.1374,0.1528,96.08,106.73999999999998,112.96,0.5452857142857144,0.13785714285714284,0.2052857142857143,0.23085714285714287,99.25714285714287,111.60000000000001,118.68571428571428,0.5492857142857144,0.13485714285714287,0.14242857142857146,0.17200000000000001,96.35714285714285,108.05714285714285,110.72857142857143
CLE,0,12,113,117,0,20171109,HOU,0.63,0.171,0.125,0.136,97.0,116.5,120.6,0.5710000000000001,0.192,0.436,0.377,97.0,120.6,116.5,0.5596666666666668,0.11533333333333325,0.2783333333333334,0.31266666666666665,99.56666666666663,123.66666666666664,119.9666666666667,0.6273333333333331,0.13833333333333336,0.18899999999999997,0.20566666666666664,102.10000000000002,122.46666666666664,101.59999999999998,0.5327999999999999,0.1258,0.234,0.27699999999999997,99.44,114.9,119.93999999999998,0.5652,0.14220000000000005,0.18899999999999997,0.23500000000000004,100.02000000000002,113.83999999999996,105.94,0.536857142857143,0.14057142857142857,0.21885714285714286,0.259,99.85714285714286,111.51428571428573,118.95714285714284,0.5660000000000001,0.14785714285714285,0.18628571428571422,0.22628571428571428,99.18571428571428,112.81428571428569,104.65714285714286
CLE,0,13,111,104,1,20171111,DAL,0.506,0.15,0.233,0.358,100.6,110.4,103.4,0.478,0.09,0.173,0.174,100.6,103.4,110.4,0.5583333333333335,0.12933333333333327,0.24600000000000002,0.2523333333333333,98.5,119.2333333333333,119.5666666666667,0.4959999999999997,0.124,0.18666666666666665,0.1573333333333334,98.83333333333336,103.30000000000004,104.73333333333332,0.57,0.1322,0.2292,0.2474000000000001,99.04,119.0,121.01999999999998,0.495,0.1452,0.1946,0.154,97.93999999999998,100.65999999999997,108.95999999999997,0.5474285714285715,0.13857142857142857,0.202,0.24842857142857147,99.21428571428571,113.10000000000002,120.42857142857143,0.5015714285714284,0.14528571428571427,0.19828571428571426,0.16485714285714287,96.8142857142857,102.4428571428571,109.42857142857142
CLE,0,14,104,101,1,20171113,NYK,0.489,0.17,0.28,0.205,100.0,104.0,101.0,0.47700000000000004,0.14800000000000002,0.277,0.193,100.0,101.0,104.0,0.5636666666666666,0.14299999999999993,0.21933333333333332,0.2986666666666666,97.96666666666664,118.5333333333333,115.86666666666672,0.6083333333333333,0.15800000000000006,0.25166666666666665,0.157,93.56666666666672,119.36666666666667,112.66666666666664,0.563,0.13340000000000002,0.2386,0.28640000000000004,99.26000000000002,119.58,116.77999999999996,0.5843999999999999,0.13880000000000006,0.2582,0.17659999999999992,94.56000000000002,119.06,110.9,0.542857142857143,0.1357142857142857,0.21828571428571433,0.2684285714285715,99.25714285714287,114.4857142857143,117.67142857142856,0.5684285714285713,0.1504285714285714,0.2507142857142857,0.18014285714285713,96.32857142857144,115.35714285714286,111.68571428571428
CLE,0,15,115,107,1,20171115,CHO,0.511,0.111,0.327,0.18899999999999997,99.4,115.7,107.7,0.512,0.117,0.18600000000000005,0.221,99.4,107.7,115.7,0.5416666666666666,0.16366666666666665,0.2126666666666667,0.2329999999999999,99.19999999999996,110.29999999999997,108.33333333333336,0.4783333333333332,0.11566666666666665,0.237,0.17199999999999996,95.83333333333331,102.6666666666667,111.63333333333328,0.534,0.1416,0.25020000000000003,0.2640000000000001,99.22,114.42,112.61999999999998,0.5034,0.11159999999999996,0.22379999999999994,0.22320000000000007,97.26,107.24000000000004,113.04,0.5492857142857145,0.14014285714285712,0.23700000000000004,0.25714285714285723,99.4,115.62857142857145,115.64285714285712,0.5069999999999998,0.1137142857142857,0.2311428571428571,0.208,99.22857142857143,107.30000000000003,109.8
CLE,1,16,118,113,1,20171117,LAC,0.528,0.127,0.16,0.256,98.6,108.3,103.8,0.495,0.121,0.232,0.107,98.6,103.8,108.3,0.5020000000000001,0.1436666666666666,0.28,0.2506666666666665,99.99999999999996,110.0333333333333,104.03333333333336,0.5043333333333332,0.13066666666666668,0.2310000000000001,0.2576666666666667,99.03333333333332,107.50000000000004,114.63333333333333,0.5382,0.14200000000000002,0.253,0.2580000000000001,98.66000000000004,115.06,111.26,0.5069999999999999,0.13640000000000002,0.27120000000000005,0.23899999999999996,96.88,108.92,116.62,0.5450000000000003,0.1354285714285714,0.2571428571428572,0.26085714285714295,99.38571428571429,116.80000000000003,113.22857142857141,0.518,0.13585714285714287,0.26899999999999996,0.25600000000000006,96.64285714285712,110.92857142857143,114.78571428571429
CLE,0,17,116,88,1,20171120,DET,0.625,0.112,0.206,0.2,89.0,130.4,98.9,0.526,0.145,0.16699999999999998,0.091,89.0,98.9,130.4,0.5093333333333334,0.13599999999999993,0.25566666666666665,0.21666666666666654,99.3333333333333,109.3333333333333,104.1666666666667,0.4846666666666668,0.1386666666666667,0.27566666666666656,0.16333333333333325,93.56666666666668,105.2,108.16666666666669,0.5327999999999999,0.1458,0.225,0.22880000000000006,99.12000000000002,110.97999999999998,107.29999999999998,0.5046000000000002,0.1358,0.2906,0.17740000000000006,94.76000000000003,109.31999999999998,107.78000000000002,0.5298571428571431,0.1351428571428571,0.2482857142857143,0.2521428571428573,99.15714285714286,113.72857142857144,110.65714285714284,0.5288571428571428,0.13614285714285712,0.26771428571428585,0.18142857142857147,95.47142857142855,110.7142857142857,105.82857142857144
CLE,1,18,119,109,1,20171122,BRK,0.61,0.096,0.105,0.23199999999999998,97.9,121.6,111.3,0.605,0.17800000000000002,0.21600000000000005,0.136,97.9,111.3,121.6,0.5546666666666669,0.1166666666666666,0.231,0.21499999999999989,95.66666666666664,118.13333333333328,103.4666666666667,0.5260000000000001,0.11566666666666665,0.16933333333333336,0.19233333333333327,101.69999999999992,108.8,109.46666666666668,0.5317999999999999,0.134,0.2412,0.24160000000000004,97.52000000000002,113.75999999999996,102.95999999999997,0.5160000000000001,0.1184,0.19320000000000004,0.21600000000000005,99.78,107.99999999999996,109.18,0.5491428571428573,0.13557142857142854,0.23300000000000004,0.24942857142857155,97.27142857142857,116.2857142857143,108.42857142857142,0.5024285714285713,0.13314285714285715,0.19485714285714284,0.21442857142857147,101.7,104.25714285714288,105.27142857142857
CLE,1,19,100,99,1,20171124,CHO,0.536,0.118,0.07,0.133,97.6,102.5,101.5,0.441,0.078,0.263,0.17,97.6,101.5,102.5,0.5876666666666668,0.11166666666666658,0.15699999999999995,0.22933333333333325,95.16666666666664,120.09999999999997,104.6666666666667,0.5133333333333332,0.10466666666666667,0.25066666666666665,0.2993333333333333,97.46666666666664,115.20000000000003,103.09999999999997,0.5526,0.1232,0.2156,0.21640000000000006,96.98000000000002,115.99999999999996,104.53999999999996,0.5264,0.10839999999999997,0.21539999999999995,0.2880000000000001,98.70000000000002,114.26000000000003,109.18,0.5570000000000002,0.13385714285714284,0.20514285714285715,0.22514285714285728,97.5,115.27142857142859,106.67142857142855,0.5144285714285711,0.11257142857142856,0.22799999999999998,0.2617142857142857,97.64285714285715,111.84285714285717,109.41428571428571
CLE,0,20,113,91,1,20171127,PHI,0.564,0.104,0.262,0.18600000000000005,91.8,123.1,99.1,0.391,0.103,0.386,0.16699999999999998,91.8,99.1,123.1,0.5903333333333335,0.10866666666666658,0.12699999999999995,0.18833333333333324,94.8333333333333,118.16666666666664,103.90000000000003,0.5413333333333336,0.1396666666666666,0.2409999999999999,0.16599999999999995,101.40000000000002,111.2,91.46666666666671,0.562,0.11279999999999997,0.17359999999999998,0.20200000000000004,96.50000000000004,115.69999999999996,104.63999999999996,0.5378000000000001,0.13079999999999994,0.2276,0.1802,101.96,111.68000000000002,100.28,0.5435714285714288,0.12628571428571428,0.19728571428571431,0.22471428571428584,97.58571428571429,113.27142857142859,103.94285714285711,0.5371428571428573,0.14114285714285715,0.2421428571428572,0.19828571428571432,102.52857142857142,110.42857142857146,104.5
CLE,1,21,108,97,1,20171128,MIA,0.562,0.125,0.128,0.21,98.1,110.1,98.9,0.5,0.139,0.16699999999999998,0.155,98.1,98.9,110.1,0.5700000000000002,0.10599999999999993,0.14566666666666664,0.18366666666666656,95.76666666666664,115.7333333333333,103.9666666666667,0.5633333333333335,0.13599999999999987,0.14600000000000013,0.20033333333333328,94.66666666666669,110.5,101.56666666666663,0.5726,0.1114,0.1606,0.2014,94.98000000000002,117.17999999999998,102.91999999999996,0.532,0.13720000000000004,0.17500000000000004,0.18060000000000007,93.82,106.51999999999998,106.04000000000003,0.551857142857143,0.11971428571428569,0.20142857142857146,0.20014285714285723,96.32857142857142,115.0857142857143,103.32857142857141,0.5228571428571429,0.13357142857142848,0.18685714285714286,0.1772857142857143,93.50000000000004,106.28571428571426,108.71428571428574
CLE,0,22,121,114,1,20171130,ATL,0.633,0.173,0.364,0.266,95.3,127.0,119.6,0.595,0.16,0.222,0.253,95.3,119.6,127.0,0.5540000000000002,0.11566666666666656,0.15333333333333332,0.17633333333333326,95.8333333333333,111.89999999999998,99.83333333333336,0.4896666666666667,0.13233333333333328,0.2333333333333333,0.17166666666666666,93.96666666666674,105.10000000000002,117.93333333333328,0.5793999999999999,0.111,0.15419999999999998,0.1922,94.88000000000002,117.54,101.93999999999996,0.4966000000000001,0.1344,0.20980000000000004,0.15100000000000008,93.56,102.63999999999996,115.08,0.5622857142857145,0.11328571428571425,0.17971428571428574,0.20085714285714293,96.05714285714285,115.95714285714288,103.0285714285714,0.5391428571428573,0.14214285714285718,0.23228571428571426,0.1391428571428572,93.70000000000002,108.37142857142854,110.45714285714288
CLE,1,23,116,111,1,20171202,MEM,0.633,0.105,0.032,0.28,93.7,123.8,118.5,0.589,0.117,0.16699999999999998,0.14300000000000002,93.7,118.5,123.8,0.5863333333333335,0.13399999999999992,0.2513333333333333,0.22066666666666654,95.06666666666663,120.06666666666663,105.86666666666667,0.4716666666666667,0.15599999999999994,0.2443333333333333,0.19033333333333333,87.26666666666661,100.13333333333333,113.5,0.581,0.1232,0.1858,0.20540000000000005,96.14,116.86,106.07999999999996,0.4940000000000002,0.16300000000000006,0.1909999999999999,0.17639999999999995,90.82000000000004,98.78,109.57999999999996,0.579714285714286,0.12214285714285711,0.18500000000000005,0.21185714285714294,95.47142857142856,117.57142857142858,104.7285714285714,0.4715714285714285,0.1435714285714285,0.19271428571428567,0.17914285714285713,91.38571428571429,97.47142857142858,109.85714285714285
CLE,0,24,113,91,1,20171204,CHI,0.599,0.073,0.132,0.198,89.7,125.9,101.4,0.47,0.109,0.196,0.171,89.7,101.4,125.9,0.6093333333333334,0.13433333333333328,0.17466666666666664,0.2519999999999999,95.69999999999996,120.3,112.33333333333331,0.5396666666666665,0.08966666666666673,0.17000000000000012,0.111,95.13333333333334,110.40000000000002,112.83333333333331,0.5856,0.125,0.17119999999999996,0.215,95.30000000000004,117.29999999999998,107.51999999999997,0.4974,0.10239999999999994,0.17579999999999998,0.11800000000000005,97.34,103.43999999999996,115.79999999999998,0.594714285714286,0.11899999999999997,0.1667142857142858,0.21528571428571436,94.77142857142857,119.7857142857143,106.82857142857141,0.47600000000000003,0.11285714285714288,0.18928571428571425,0.13214285714285717,96.7,99.98571428571428,114.78571428571426
