Team, Location,Game Number,Team Points,Opp Points,Result,Date,Opponent,EFG%,TOV%,ORB%,FTR,Pace,OEff,DEff,Opp TSP,Opp TOV,Opp ORB,Opp FTR,Opp Poss,Opp OEff,Opp DEff,Rolling3EFG,Rolling3TOV,Rolling3ORB,Rolling3FTR,Rolling3Pace,Rolling3OEff,Rolling3DEff,Opp R3EFG,Opp R3TOV,Opp R3ORB,Opp R3FTR,Opp R3Pace,Opp R3 OEff,Opp R3 DEff,Rolling5EFG,Rolling5TOV,Rolling5ORB,Rolling5FTR,Rolling5Pace,Rolling5OEff,Rolling5DEff,Opp R5EFG,Opp R5TOV,Opp R5ORB,Opp R5FTR,Opp R5Pace,Opp R5 OEff,Opp R5 DEff,Rolling7EFG,Rolling7TOV,Rolling7ORB,Rolling7FTR,Rolling7Pace,Rolling7OEff,Rolling7DEff,Opp R7EFG,Opp R7TOV,Opp R7ORB,Opp R7FTR,Opp R7Pace,Opp R7 OEff,Opp R7 DEff
BOS,0,33,112,111,1,20171218,IND,0.6579999999999999,0.182,0.171,0.10099999999999999,96.8,115.8,114.7,0.513,0.111,0.22,0.38,96.8,114.7,115.8,0.566333333333333,0.1206666666666667,0.16666666666666688,0.18400000000000014,93.10000000000008,115.09999999999998,113.66666666666664,0.5276666666666664,0.1306666666666666,0.2553333333333334,0.15333333333333332,92.0,109.50000000000004,109.0,0.5288000000000004,0.1272,0.1877999999999999,0.16740000000000013,91.56000000000002,108.49999999999996,110.48000000000002,0.5385999999999997,0.1132,0.2606,0.16559999999999994,91.82000000000008,113.79999999999998,110.63999999999996,0.5215714285714285,0.12485714285714278,0.19757142857142845,0.1667142857142858,91.78571428571426,108.32857142857141,109.15714285714283,0.5441428571428572,0.11971428571428573,0.2385714285714285,0.15142857142857147,93.21428571428574,112.7,107.54285714285712
BOS,1,34,89,90,0,20171220,MIA,0.456,0.101,0.111,0.2,91.7,97.0,98.1,0.507,0.122,0.133,0.187,91.7,98.1,97.0,0.5639999999999997,0.139,0.18200000000000024,0.13733333333333345,93.30000000000008,110.7,110.99999999999996,0.5073333333333333,0.13666666666666652,0.18800000000000008,0.2343333333333333,94.0,105.60000000000002,103.66666666666664,0.5630000000000004,0.1376,0.18099999999999994,0.1522000000000001,93.22,111.09999999999998,115.12000000000003,0.5504,0.14180000000000004,0.18020000000000008,0.23700000000000004,91.11999999999992,109.86,104.66,0.5465714285714285,0.13599999999999993,0.19514285714285703,0.15985714285714292,92.07142857142856,110.25714285714284,111.98571428571427,0.5614285714285714,0.1352857142857142,0.18385714285714286,0.20142857142857146,90.82857142857145,111.14285714285712,107.47142857142858
BOS,0,35,93,102,0,20171221,NYK,0.45899999999999996,0.096,0.191,0.163,92.7,100.3,110.0,0.506,0.158,0.297,0.278,92.7,110.0,100.3,0.5629999999999997,0.14666666666666667,0.2050000000000002,0.1420000000000001,91.60000000000008,110.33333333333331,106.86666666666665,0.5350000000000003,0.1356666666666667,0.2276666666666666,0.2343333333333332,94.06666666666672,111.63333333333333,109.53333333333336,0.5626000000000003,0.129,0.15639999999999996,0.1706000000000001,93.56000000000002,111.61999999999998,110.76000000000003,0.5287999999999999,0.12720000000000006,0.23459999999999984,0.2264,94.22000000000004,112.14000000000004,109.28,0.5368571428571427,0.1312857142857142,0.17442857142857132,0.16257142857142862,92.32857142857142,107.89999999999998,109.3142857142857,0.5350000000000004,0.13328571428571434,0.2394285714285715,0.21857142857142856,93.54285714285713,111.45714285714288,107.88571428571429
BOS,1,36,117,92,1,20171223,CHI,0.5429999999999999,0.047,0.17,0.185,97.2,120.4,94.7,0.436,0.134,0.24,0.198,97.2,94.7,120.4,0.5243333333333331,0.12633333333333333,0.1576666666666669,0.15466666666666676,93.73333333333339,104.36666666666667,107.59999999999997,0.5806666666666663,0.11833333333333346,0.16833333333333345,0.13133333333333333,99.63333333333334,114.39999999999998,108.59999999999998,0.5214000000000003,0.1228,0.16959999999999995,0.15500000000000008,92.86000000000004,105.87999999999997,108.22000000000004,0.5509999999999999,0.10839999999999994,0.19399999999999995,0.16240000000000004,99.68,112.43999999999996,107.14,0.5328571428571427,0.12642857142857136,0.17242857142857132,0.16057142857142861,92.92857142857143,107.54285714285712,111.95714285714284,0.5522857142857143,0.10771428571428573,0.1988571428571428,0.17042857142857146,97.98571428571427,112.6857142857143,104.95714285714284
BOS,1,37,103,111,0,20171225,WAS,0.568,0.153,0.195,0.136,96.3,107.0,115.3,0.495,0.071,0.275,0.204,96.3,115.3,107.0,0.4859999999999998,0.08133333333333333,0.15733333333333355,0.18266666666666675,93.86666666666672,105.9,100.9333333333333,0.5359999999999997,0.1163333333333334,0.2356666666666667,0.15333333333333335,98.86666666666667,111.03333333333326,110.7,0.5382000000000002,0.1166,0.1952,0.15480000000000008,92.94000000000004,110.33999999999996,105.06000000000004,0.5172000000000001,0.1208,0.2401999999999999,0.1458,98.96000000000008,106.88,106.44,0.5449999999999998,0.1125714285714285,0.16328571428571417,0.17157142857142862,93.95714285714287,111.25714285714284,108.35714285714286,0.5047142857142858,0.11957142857142856,0.22214285714285711,0.15342857142857125,98.48571428571431,104.4,103.88571428571427
BOS,0,38,102,91,1,20171227,CHO,0.5710000000000001,0.152,0.154,0.16699999999999998,90.5,112.7,100.5,0.408,0.099,0.339,0.23,90.5,100.5,112.7,0.5233333333333331,0.09866666666666668,0.1853333333333336,0.1613333333333334,95.40000000000003,109.23333333333332,106.66666666666664,0.5193333333333329,0.11399999999999998,0.2113333333333333,0.29,97.10000000000008,111.93333333333334,117.86666666666665,0.5368000000000002,0.1158,0.16759999999999994,0.15700000000000008,94.94000000000004,108.09999999999997,106.56000000000004,0.4955999999999999,0.11219999999999997,0.2355999999999999,0.2434000000000001,97.84000000000003,107.58,107.9,0.5311428571428569,0.11628571428571421,0.17328571428571418,0.15657142857142858,93.97142857142856,108.11428571428569,107.29999999999998,0.48357142857142826,0.11614285714285714,0.23599999999999996,0.24114285714285716,97.62857142857142,105.37142857142855,108.25714285714287
BOS,1,39,99,98,1,20171228,HOU,0.5,0.147,0.217,0.207,98.2,100.8,99.8,0.46299999999999997,0.146,0.171,0.3,98.2,99.8,100.8,0.5606666666666665,0.11733333333333335,0.17300000000000024,0.16266666666666674,94.66666666666671,113.36666666666666,103.49999999999996,0.5276666666666664,0.13133333333333333,0.2536666666666668,0.3196666666666666,98.0666666666666,115.93333333333332,123.0333333333333,0.5194000000000003,0.10980000000000004,0.16419999999999996,0.17020000000000007,93.68,107.47999999999998,103.72000000000004,0.5492,0.13340000000000005,0.2359999999999999,0.341,97.56000000000007,118.28,117.19999999999996,0.5471428571428568,0.1268571428571428,0.18928571428571414,0.15385714285714286,93.07142857142857,110.19999999999997,105.87142857142855,0.5509999999999999,0.12485714285714287,0.22971428571428582,0.2961428571428572,98.04285714285717,117.8714285714286,113.2
BOS,1,40,108,105,1,20171231,BRK,0.5820000000000001,0.159,0.19,0.203,98.5,109.6,106.6,0.46799999999999997,0.08,0.208,0.168,98.5,106.6,109.6,0.5463333333333332,0.1506666666666667,0.1886666666666669,0.17000000000000007,95.00000000000006,106.83333333333331,105.19999999999996,0.5360000000000001,0.13999999999999993,0.2193333333333333,0.16199999999999984,98.26666666666664,108.8,109.86666666666667,0.5282000000000002,0.11900000000000005,0.18539999999999995,0.1716000000000001,94.98,108.23999999999997,104.06000000000002,0.5395999999999999,0.126,0.2642,0.1746,96.10000000000002,114.07999999999996,108.3,0.5364285714285711,0.12542857142857136,0.1727142857142856,0.16557142857142856,94.77142857142859,107.71428571428568,104.72857142857141,0.524857142857143,0.11699999999999998,0.25228571428571434,0.18957142857142859,93.9,113.18571428571428,111.78571428571429
BOS,1,41,102,88,1,20180103,CLE,0.511,0.134,0.188,0.087,100.3,101.7,87.7,0.39299999999999996,0.126,0.173,0.20199999999999999,100.3,87.7,101.7,0.5509999999999998,0.1526666666666667,0.1870000000000002,0.19233333333333344,95.73333333333339,107.7,102.29999999999997,0.5346666666666667,0.11566666666666656,0.19233333333333336,0.2843333333333332,94.3,113.89999999999998,114.43333333333328,0.5528000000000003,0.13160000000000005,0.18519999999999995,0.17960000000000012,96.14,110.09999999999998,103.38000000000002,0.5184000000000001,0.1174,0.221,0.2648,93.71999999999998,112.87999999999997,114.09999999999997,0.5255714285714282,0.12214285714285708,0.1754285714285713,0.18014285714285716,95.01428571428573,106.82857142857141,103.57142857142856,0.5348571428571429,0.11442857142857135,0.1970000000000001,0.24128571428571438,94.25714285714284,113.80000000000003,114.04285714285713
BOS,1,42,91,84,1,20180105,MIN,0.436,0.091,0.333,0.096,89.4,101.8,94.0,0.414,0.12,0.188,0.276,89.4,94.0,101.8,0.5309999999999998,0.1466666666666667,0.1983333333333335,0.16566666666666674,99.00000000000006,104.03333333333336,98.0333333333333,0.4976666666666669,0.09966666666666668,0.22433333333333336,0.2923333333333333,94.30000000000008,112.4666666666667,100.63333333333335,0.5464000000000004,0.14900000000000005,0.1887999999999999,0.1600000000000001,96.76000000000002,106.36,101.98000000000003,0.5248000000000003,0.10340000000000003,0.20060000000000006,0.2778000000000001,92.79999999999998,114.29999999999998,107.92,0.5334285714285711,0.1268571428571428,0.1864285714285713,0.164,96.24285714285715,107.49999999999999,102.08571428571427,0.5441428571428572,0.11228571428571432,0.222,0.2614285714285714,93.87142857142855,116.54285714285712,108.14285714285715
BOS,0,43,87,85,1,20180106,BRK,0.40299999999999997,0.037000000000000005,0.218,0.08199999999999999,95.9,90.7,88.7,0.363,0.13699999999999998,0.273,0.209,95.9,88.7,90.7,0.5096666666666665,0.128,0.2370000000000002,0.1286666666666668,96.06666666666672,104.36666666666667,96.09999999999997,0.5243333333333334,0.13399999999999992,0.193,0.1713333333333332,94.93333333333334,105.7,105.3,0.5200000000000004,0.13660000000000005,0.21639999999999995,0.15200000000000008,95.38000000000002,105.31999999999998,97.72,0.5393999999999999,0.1408,0.1994,0.185,96.74000000000004,108.47999999999996,106.38,0.5301428571428569,0.12614285714285708,0.20671428571428557,0.15442857142857144,95.77142857142857,107.7142857142857,99.79999999999998,0.5272857142857144,0.1294285714285714,0.22614285714285715,0.1705714285714286,95.52857142857144,109.2,110.07142857142857
BOS,0,44,114,103,1,20180111,PHI,0.556,0.156,0.244,0.16899999999999998,103.5,110.1,99.5,0.53,0.174,0.079,0.195,103.5,99.5,110.1,0.4499999999999998,0.08733333333333332,0.2463333333333335,0.08833333333333343,95.20000000000007,98.06666666666668,90.13333333333328,0.5613333333333337,0.1376666666666667,0.3119999999999998,0.29899999999999993,96.50000000000004,120.60000000000002,101.1333333333334,0.4864000000000003,0.11360000000000005,0.22919999999999996,0.1350000000000001,96.46000000000004,100.92,95.36,0.5572000000000001,0.1306,0.24120000000000005,0.22179999999999994,98.23999999999998,115.4,103.54,0.5101428571428569,0.12471428571428565,0.21357142857142844,0.13971428571428574,95.58571428571427,103.47142857142856,98.94285714285714,0.5328571428571431,0.14114285714285715,0.2395714285714286,0.22528571428571434,98.3,110.31428571428572,102.99999999999997
BOS,1,45,113,116,0,20180116,NOP,0.49,0.14300000000000002,0.222,0.139,100.4,101.9,104.6,0.485,0.119,0.241,0.19,100.4,104.6,101.9,0.4649999999999999,0.09466666666666668,0.2650000000000002,0.11566666666666675,96.26666666666678,100.86666666666667,94.06666666666662,0.5416666666666673,0.1416666666666666,0.242,0.2733333333333333,98.49999999999994,112.46666666666674,110.09999999999998,0.4976000000000004,0.11540000000000004,0.2345999999999999,0.12740000000000012,97.52000000000004,102.78,95.3,0.5370000000000001,0.14320000000000002,0.22940000000000005,0.2648,97.52000000000004,111.16,112.96,0.5084285714285711,0.12514285714285706,0.22057142857142842,0.14442857142857143,96.61428571428571,103.91428571428571,96.68571428571428,0.5368571428571433,0.14228571428571418,0.20328571428571426,0.24571428571428572,97.88571428571433,109.90000000000002,110.02857142857142
BOS,1,46,80,89,0,20180118,PHI,0.45299999999999996,0.189,0.083,0.17600000000000002,94.2,84.9,94.5,0.507,0.215,0.222,0.205,94.2,94.5,84.9,0.4829999999999999,0.11200000000000004,0.2280000000000002,0.13000000000000012,99.93333333333344,100.90000000000003,97.59999999999997,0.5426666666666671,0.15399999999999994,0.21133333333333315,0.237,100.66666666666671,111.16666666666669,99.73333333333342,0.4792000000000004,0.11220000000000004,0.24099999999999994,0.11460000000000012,97.90000000000003,101.23999999999998,94.9,0.5490000000000002,0.1528,0.25060000000000004,0.295,100.01999999999998,114.12,103.44000000000004,0.4968571428571425,0.12385714285714278,0.23028571428571415,0.14042857142857143,98.02857142857142,102.37142857142855,97.27142857142857,0.5495714285714288,0.14342857142857143,0.21757142857142858,0.24100000000000008,100.25714285714287,112.25714285714287,104.49999999999999
BOS,1,47,95,103,0,20180121,ORL,0.48200000000000004,0.141,0.262,0.153,92.9,102.3,110.9,0.5,0.092,0.28300000000000003,0.12,92.9,110.9,102.3,0.4996666666666666,0.1626666666666667,0.1830000000000002,0.16133333333333347,99.36666666666677,98.96666666666671,99.53333333333329,0.5293333333333333,0.13466666666666668,0.298,0.228,97.16666666666669,113.33333333333331,113.63333333333335,0.4676000000000003,0.12320000000000003,0.21999999999999992,0.13240000000000013,96.68000000000004,97.87999999999998,96.26,0.5182,0.12159999999999994,0.258,0.2152,95.36000000000004,111.62000000000003,116.59999999999994,0.49014285714285677,0.12985714285714275,0.211142857142857,0.136,97.45714285714284,100.1,96.51428571428572,0.5114285714285715,0.12328571428571426,0.25385714285714284,0.2101428571428571,98.32857142857142,110.02857142857144,116.62857142857142
BOS,0,48,107,108,0,20180123,LAL,0.55,0.104,0.159,0.08900000000000001,98.3,108.8,109.8,0.478,0.086,0.28600000000000003,0.231,98.3,109.8,108.8,0.4749999999999999,0.1576666666666667,0.1890000000000002,0.15600000000000014,95.8333333333334,96.36666666666672,103.3333333333333,0.5839999999999997,0.1193333333333334,0.20933333333333345,0.07966666666666666,93.13333333333333,113.10000000000002,110.10000000000002,0.4768000000000002,0.13320000000000004,0.20579999999999996,0.14380000000000015,97.38000000000008,97.98,99.64,0.5410000000000001,0.11679999999999993,0.21780000000000005,0.1294,96.12000000000003,109.73999999999992,108.48000000000003,0.47585714285714253,0.1272857142857142,0.22142857142857128,0.12885714285714284,96.65714285714284,99.05714285714284,97.12857142857142,0.5359999999999999,0.1354285714285714,0.22042857142857128,0.1297142857142857,96.70000000000003,106.34285714285713,101.81428571428572
BOS,0,49,113,102,1,20180124,LAC,0.495,0.112,0.25,0.226,102.0,110.8,100.0,0.475,0.165,0.213,0.342,102.0,100.0,110.8,0.4949999999999999,0.1446666666666667,0.16800000000000026,0.1393333333333335,95.1333333333334,98.6666666666667,105.06666666666663,0.5453333333333333,0.14800000000000002,0.2280000000000001,0.2543333333333335,102.19999999999996,110.93333333333332,115.76666666666664,0.5062000000000002,0.1466,0.19399999999999995,0.14520000000000016,97.86000000000006,101.6,103.86,0.578,0.15040000000000006,0.1966,0.2442000000000001,101.06000000000004,114.64,111.11999999999998,0.48142857142857104,0.1229999999999999,0.21728571428571414,0.12914285714285714,96.37142857142855,100.07142857142854,100.28571428571426,0.575285714285714,0.14528571428571427,0.2068571428571428,0.24528571428571436,101.5142857142857,116.12857142857142,110.12857142857142
BOS,0,50,105,109,0,20180127,GSW,0.518,0.128,0.25,0.2,95.0,110.5,114.8,0.512,0.103,0.227,0.27399999999999997,95.0,114.8,110.5,0.5089999999999999,0.11900000000000001,0.2236666666666669,0.15600000000000014,97.73333333333339,107.30000000000004,106.89999999999998,0.6270000000000001,0.14300000000000002,0.15300000000000002,0.15066666666666664,99.80000000000008,119.26666666666664,113.86666666666662,0.4940000000000002,0.1378,0.1952,0.15660000000000016,97.56000000000006,101.73999999999998,103.96,0.6022,0.14099999999999996,0.17580000000000007,0.1992000000000002,101.15999999999997,117.50000000000004,110.96,0.4898571428571425,0.12599999999999992,0.2054285714285713,0.1477142857142857,98.17142857142856,101.35714285714282,101.14285714285712,0.6051428571428572,0.1252857142857145,0.17942857142857152,0.21171428571428572,98.77142857142859,120.0428571428571,112.82857142857142
BOS,0,51,111,110,1,20180129,DEN,0.5660000000000001,0.086,0.238,0.08800000000000001,92.5,120.0,118.9,0.505,0.08900000000000001,0.333,0.172,92.5,118.9,120.0,0.521,0.1146666666666667,0.2196666666666669,0.17166666666666675,98.4333333333334,110.03333333333336,108.19999999999996,0.5506666666666672,0.1323333333333333,0.18866666666666665,0.233,95.13333333333333,113.43333333333334,107.60000000000002,0.4996000000000002,0.1348,0.20079999999999995,0.16880000000000014,96.48000000000006,103.46,105.99999999999996,0.5297999999999997,0.141,0.22660000000000005,0.21180000000000004,96.34,109.64,108.81999999999996,0.5062857142857139,0.1389999999999999,0.20999999999999988,0.16457142857142854,98.04285714285713,104.18571428571424,104.87142857142854,0.5075714285714285,0.1432857142857142,0.24214285714285708,0.20542857142857146,96.02857142857144,105.9857142857143,109.87142857142854
BOS,1,52,103,73,1,20180131,NYK,0.5479999999999999,0.08900000000000001,0.125,0.145,96.5,106.8,75.7,0.33899999999999997,0.127,0.17,0.161,96.5,75.7,106.8,0.5263333333333333,0.10866666666666668,0.24600000000000025,0.17133333333333345,96.50000000000006,113.7666666666667,111.23333333333328,0.5480000000000002,0.11400000000000005,0.1936666666666665,0.21899999999999986,98.13333333333344,114.09999999999997,105.1666666666667,0.5222000000000002,0.1142,0.23179999999999995,0.15120000000000014,96.14000000000007,110.48,110.87999999999997,0.5666,0.12660000000000007,0.18819999999999987,0.18960000000000007,97.12,114.28000000000002,115.48,0.5077142857142853,0.1289999999999999,0.20914285714285702,0.15299999999999997,96.47142857142856,105.59999999999995,107.64285714285711,0.5512857142857148,0.12471428571428582,0.199,0.20257142857142857,97.0285714285714,113.45714285714284,114.97142857142858
BOS,1,53,119,110,1,20180202,ATL,0.5670000000000001,0.101,0.179,0.20199999999999999,100.1,118.9,109.9,0.494,0.112,0.103,0.38799999999999996,100.1,109.9,118.9,0.5439999999999999,0.10100000000000003,0.2043333333333336,0.14433333333333345,94.66666666666671,112.43333333333337,103.13333333333328,0.5533333333333335,0.13333333333333328,0.2006666666666667,0.2063333333333333,93.6333333333334,113.66666666666674,125.59999999999997,0.5354000000000003,0.1038,0.2044,0.14960000000000012,96.86000000000006,111.38,103.84,0.5308000000000002,0.14359999999999998,0.1982,0.20260000000000006,96.76000000000002,108.23999999999998,120.52,0.5159999999999997,0.12128571428571418,0.19528571428571415,0.15385714285714283,95.91428571428571,106.29999999999995,103.51428571428569,0.5211428571428571,0.14171428571428576,0.19985714285714293,0.1902857142857144,97.20000000000003,106.6,115.5
BOS,1,54,97,96,1,20180204,POR,0.5,0.106,0.2,0.141,92.7,104.6,103.6,0.467,0.076,0.192,0.121,92.7,103.6,104.6,0.5603333333333332,0.09200000000000004,0.1806666666666669,0.1450000000000001,96.36666666666672,115.23333333333336,101.49999999999994,0.5470000000000002,0.12033333333333325,0.20499999999999985,0.2433333333333333,97.09999999999997,114.26666666666661,115.2666666666667,0.5388000000000004,0.1032,0.2084,0.17220000000000013,97.22000000000006,113.4,103.86,0.5700000000000002,0.11919999999999994,0.20939999999999995,0.2332000000000001,95.22000000000004,118.34,113.93999999999996,0.5322857142857139,0.10871428571428561,0.20899999999999988,0.15757142857142853,96.75714285714285,111.15714285714282,105.71428571428568,0.5641428571428572,0.11885714285714286,0.22042857142857147,0.21685714285714291,94.64285714285715,118.0,113.89999999999999
BOS,0,55,91,111,0,20180206,TOR,0.45799999999999996,0.156,0.205,0.18100000000000002,96.3,94.5,115.3,0.606,0.146,0.147,0.175,96.3,115.3,94.5,0.5383333333333333,0.09866666666666672,0.16800000000000026,0.16266666666666674,96.43333333333338,110.10000000000002,96.39999999999992,0.5523333333333337,0.10566666666666667,0.2616666666666664,0.18900000000000008,95.20000000000007,122.69999999999996,109.36666666666662,0.5398000000000003,0.102,0.1984,0.15520000000000014,95.36000000000006,112.16,104.58,0.5518000000000001,0.1034,0.259,0.20919999999999975,95.88,121.56000000000002,110.14,0.5348571428571425,0.1037142857142856,0.200142857142857,0.15585714285714283,96.72857142857143,111.48571428571425,104.67142857142855,0.528857142857143,0.10842857142857151,0.2645714285714285,0.19314285714285712,96.74285714285713,115.81428571428572,106.17142857142858
BOS,0,56,110,104,1,20180208,WAS,0.518,0.154,0.16699999999999998,0.27399999999999997,95.9,103.9,98.2,0.46299999999999997,0.162,0.309,0.168,95.9,98.2,103.9,0.5083333333333333,0.12100000000000005,0.19466666666666688,0.17466666666666675,96.36666666666672,106.0,109.59999999999997,0.550333333333333,0.12133333333333335,0.28566666666666674,0.16633333333333336,93.63333333333335,116.73333333333328,112.23333333333336,0.5278000000000004,0.1076,0.1894,0.15140000000000015,95.62000000000003,108.96,104.68,0.5296000000000001,0.1222,0.2691999999999999,0.2168000000000001,96.28000000000004,114.76,110.26000000000002,0.5217142857142854,0.11114285714285703,0.2067142857142856,0.16899999999999998,96.44285714285715,109.44285714285711,105.45714285714283,0.5587142857142859,0.13214285714285717,0.27199999999999996,0.19671428571428556,96.3714285714286,117.72857142857141,112.0
BOS,1,57,91,97,0,20180209,IND,0.42100000000000004,0.093,0.231,0.18,90.9,100.1,106.7,0.47600000000000003,0.123,0.333,0.217,90.9,106.7,100.1,0.4920000000000001,0.13866666666666672,0.19066666666666685,0.1986666666666668,94.9666666666667,101.00000000000004,105.69999999999992,0.5376666666666666,0.1253333333333333,0.17033333333333348,0.2550000000000001,97.36666666666672,112.13333333333344,114.83333333333336,0.5182000000000004,0.12120000000000003,0.17519999999999994,0.18860000000000016,96.30000000000004,105.74,100.54,0.5581999999999999,0.12780000000000002,0.1822,0.2346000000000001,94.88000000000008,113.37999999999997,112.17999999999998,0.5249999999999996,0.11714285714285703,0.19485714285714276,0.17585714285714285,95.57142857142857,108.45714285714283,105.19999999999997,0.5577142857142857,0.124,0.19185714285714275,0.20628571428571438,95.35714285714288,113.94285714285715,113.77142857142853
BOS,1,58,99,121,0,20180211,CLE,0.461,0.124,0.265,0.191,96.9,102.2,124.9,0.631,0.106,0.14300000000000002,0.179,96.9,124.9,102.2,0.4656666666666667,0.1343333333333334,0.20100000000000007,0.21166666666666675,94.36666666666667,99.50000000000004,106.73333333333328,0.6106666666666667,0.1163333333333332,0.17266666666666666,0.1743333333333332,96.2,120.59999999999998,120.66666666666657,0.4928000000000004,0.12200000000000005,0.1964,0.19560000000000016,95.18000000000004,104.40000000000002,106.74,0.5314,0.1192,0.14919999999999994,0.2048,98.59999999999992,107.4,113.46,0.5111428571428568,0.11214285714285703,0.19214285714285703,0.173,94.98571428571428,106.97142857142855,104.04285714285713,0.5404285714285716,0.1178571428571428,0.14257142857142865,0.22671428571428587,99.44285714285714,109.84285714285717,113.19999999999997
BOS,1,59,119,129,0,20180214,LAC,0.51,0.07,0.234,0.20600000000000002,100.0,119.0,129.0,0.563,0.064,0.16699999999999998,0.341,100.0,129.0,119.0,0.4666666666666667,0.1236666666666667,0.2210000000000001,0.21500000000000008,94.5666666666667,102.0666666666667,109.93333333333328,0.531,0.12166666666666665,0.2490000000000001,0.15133333333333351,96.76666666666664,110.63333333333333,105.96666666666668,0.4716000000000003,0.12660000000000002,0.2136,0.19340000000000016,94.54000000000003,101.06000000000004,109.74,0.5278,0.1206,0.2216,0.16840000000000005,98.02000000000008,109.79999999999997,104.43999999999998,0.4961428571428569,0.11757142857142847,0.19599999999999992,0.1877142857142857,95.61428571428571,104.42857142857142,104.89999999999999,0.5145714285714281,0.11799999999999998,0.21485714285714283,0.17314285714285724,98.8142857142857,107.88571428571426,103.95714285714284
BOS,0,60,110,98,1,20180223,DET,0.5820000000000001,0.106,0.233,0.129,92.3,119.1,106.2,0.494,0.121,0.273,0.165,92.3,106.2,119.1,0.464,0.09566666666666672,0.2433333333333335,0.19233333333333336,95.93333333333337,107.10000000000002,120.19999999999992,0.4840000000000002,0.13066666666666665,0.249,0.2729999999999999,100.83333333333336,106.60000000000002,110.33333333333331,0.4736000000000002,0.11940000000000002,0.2204,0.2064000000000002,96.00000000000004,103.94000000000004,114.82,0.489,0.10839999999999994,0.2093999999999998,0.2326,99.64000000000013,106.76,110.06000000000002,0.4907142857142854,0.11485714285714277,0.2115714285714285,0.1964285714285714,96.11428571428571,106.17142857142856,112.5142857142857,0.5152857142857145,0.11842857142857142,0.23114285714285718,0.20300000000000004,98.41428571428573,109.54285714285713,108.2857142857143
BOS,0,61,121,112,1,20180224,NYK,0.522,0.095,0.234,0.258,102.7,117.9,109.1,0.5,0.118,0.277,0.16699999999999998,102.7,109.1,117.9,0.5176666666666667,0.10000000000000003,0.2440000000000001,0.17533333333333342,96.40000000000002,113.43333333333337,120.03333333333326,0.4866666666666671,0.10933333333333337,0.2429999999999999,0.20666666666666653,98.70000000000013,109.66666666666657,114.46666666666674,0.4984000000000002,0.1094,0.226,0.19600000000000015,95.20000000000003,108.86000000000004,113.00000000000004,0.4778,0.11320000000000005,0.2145999999999999,0.20760000000000006,98.98,106.22000000000004,115.76,0.4928571428571425,0.11557142857142848,0.21928571428571422,0.18599999999999997,94.99999999999999,106.2,111.98571428571428,0.4708571428571434,0.12100000000000007,0.23600000000000002,0.17799999999999996,98.34285714285714,103.21428571428574,112.51428571428573
BOS,1,62,109,98,1,20180226,MEM,0.523,0.076,0.205,0.221,94.7,115.1,103.5,0.46799999999999997,0.098,0.125,0.321,94.7,103.5,115.1,0.5379999999999999,0.09033333333333338,0.2336666666666668,0.19766666666666674,98.33333333333331,118.66666666666669,114.76666666666661,0.5026666666666664,0.15966666666666665,0.16033333333333336,0.16066666666666665,98.86666666666656,98.89999999999992,117.73333333333328,0.4992000000000002,0.0976,0.2394,0.19280000000000014,96.56000000000004,111.66000000000004,115.18000000000002,0.4808000000000001,0.156,0.19659999999999994,0.17959999999999993,96.12000000000003,98.48,114.53999999999996,0.49599999999999966,0.11399999999999991,0.22414285714285706,0.20271428571428568,96.42857142857142,108.1,112.77142857142857,0.46671428571428536,0.16871428571428565,0.21471428571428577,0.18171428571428566,95.7857142857143,95.64285714285718,113.25714285714284
BOS,1,63,134,106,1,20180228,CHO,0.69,0.097,0.14300000000000002,0.161,97.8,137.0,108.3,0.511,0.065,0.173,0.14300000000000002,97.8,108.3,137.0,0.5423333333333333,0.09233333333333338,0.2240000000000001,0.2026666666666667,96.56666666666666,117.36666666666667,106.26666666666661,0.5929999999999994,0.12100000000000005,0.24633333333333346,0.1769999999999999,96.76666666666672,122.19999999999996,105.59999999999985,0.5196000000000003,0.09419999999999998,0.2342,0.2010000000000002,97.32000000000004,114.66000000000004,114.54,0.5662,0.12039999999999992,0.2421999999999999,0.17700000000000005,97.06000000000004,117.52000000000004,103.97999999999998,0.505285714285714,0.10257142857142847,0.22414285714285706,0.2084285714285714,96.2,111.04285714285713,111.08571428571429,0.5398571428571428,0.11257142857142856,0.22300000000000003,0.17885714285714288,96.60000000000001,113.41428571428571,108.5142857142857
BOS,0,64,120,123,0,20180303,HOU,0.555,0.115,0.25,0.209,97.7,122.9,126.0,0.557,0.091,0.263,0.299,97.7,126.0,122.9,0.5783333333333334,0.08933333333333338,0.19400000000000006,0.21333333333333332,98.4,123.33333333333331,106.96666666666664,0.5303333333333329,0.1343333333333333,0.2520000000000002,0.27133333333333337,95.3666666666666,111.73333333333339,101.53333333333336,0.5654000000000003,0.08879999999999999,0.2098,0.1950000000000002,97.50000000000004,121.62000000000003,111.22,0.5278000000000003,0.12400000000000007,0.2498,0.27359999999999995,94.86000000000007,114.0,102.06,0.5298571428571427,0.09442857142857132,0.22071428571428564,0.19228571428571425,96.47142857142856,115.77142857142857,112.52857142857142,0.5407142857142858,0.1097142857142857,0.2174285714285715,0.27542857142857147,94.75714285714288,116.42857142857143,104.02857142857145
