Date,LeagueORB,LeagueEFG,LeagueTOV,LeagueFTR,LeagueEff
20181016,,,,,
20181017,0.24975,0.45174999999999993,0.136,0.17675000000000002,96.85000000000001
20181018,0.2383977272727273,0.48053409090909094,0.12688636363636363,0.19292045454545453,102.7681818181818
20181019,0.2343207070707071,0.488189393939394,0.12392424242424242,0.21205808080808083,105.15656565656565
20181020,0.23725441919191922,0.5002392676767677,0.12462373737373736,0.21451578282828285,107.09520202020201
20181021,0.23966353535353538,0.5073514141414142,0.12333898989898988,0.21558262626262628,108.63716161616162
20181022,0.24101127946127945,0.5106261784511785,0.12332415824915822,0.21286052188552188,109.08513468013469
20181023,0.2387874458874459,0.5102510101010101,0.12269848484848482,0.2083645743145743,108.92059163059164
20181024,0.23816818181818183,0.5137821338383839,0.11998617424242422,0.20715233585858583,109.72010101010102
20181025,0.23604848484848487,0.513180078563412,0.12025033670033669,0.2061606621773288,109.4835241301908
20181026,0.2378061363636364,0.5150245707070708,0.12061280303030301,0.20554459595959593,109.71392171717173
20181027,0.23720038370720192,0.5174314279155189,0.12098566509248326,0.20302755476846385,110.00226649613015
20181028,0.23385035173160176,0.5164602904040404,0.12161648929773929,0.20436785113035114,109.6687442881193
20181029,0.2336599400599401,0.5179152680652681,0.12253060550560549,0.20496455488955487,109.82307165057166
20181030,0.23373978561121422,0.5180324314574315,0.12256810193774478,0.20374883271490413,109.83293161203876
20181031,0.2324946332371333,0.5187261026936028,0.1241385618085618,0.20712391053391052,109.74990283790285
20181101,0.23368246865981246,0.5200512569895382,0.1250674016955267,0.2069018804112554,109.85214105339107
20181102,0.23419624501315683,0.5202639281470164,0.12494088787029964,0.20920176979882862,110.05838765809355
20181103,0.23370617584575923,0.5220305154721822,0.12448583854417189,0.2079475048100048,110.25792167708836
20181104,0.23162953501177191,0.521469698868383,0.12530237335763653,0.20868382034632033,109.96967579934687
20181105,0.23252662968975474,0.520939071067821,0.12558368326118327,0.21052820075757578,109.95369200937952
20181106,0.232287266371195,0.521201231704803,0.12577282003710577,0.21075701659451662,109.97891302480589
20181107,0.23133670880886797,0.5212204939000393,0.12631723730814642,0.2082510158402204,109.80600788731472
20181108,0.23115685190413457,0.5196109072087333,0.12689474872953135,0.20779227602108039,109.464007544388
20181109,0.2314367747414623,0.518731286075036,0.1263783008658009,0.20722801452020204,109.42227806337183
20181110,0.23126216089466095,0.5193934632034631,0.12614888311688316,0.20899317965367967,109.57681551226553
20181111,0.2325713085525586,0.5190725607725608,0.12632392607392612,0.20865690351315352,109.54059183871686
20181112,0.23258409959382187,0.5192828362995029,0.12644464486131154,0.20698133918550585,109.51779214098661
20181113,0.23228942937023297,0.5194473381776953,0.12656765357658217,0.20748200564316635,109.54156146928472
20181114,0.23283692031148934,0.5200411081255909,0.12682394138428624,0.20625848820719508,109.58208233815995
20181115,0.2320938714526215,0.5203427681577681,0.12749496151996154,0.20533926587301587,109.46828565416068
20181116,0.23344030570683802,0.5193370874645068,0.12679082297630687,0.20636057987711212,109.53866353628455
20181117,0.23298123365349932,0.5194007722312409,0.12691064100829727,0.2059704055059524,109.47124436327564
20181118,0.2324424083912721,0.5192977185272639,0.1271042579474398,0.20621221139971138,109.41908544317639
20181119,0.23264410226211701,0.5189183738646973,0.12679825036075038,0.206350087535014,109.42528881249473
20181120,0.23294792156256447,0.5191810235003091,0.12654210987425274,0.2057480215419501,109.50075675118535
20181121,0.2331299237413821,0.5188044672919672,0.12629441237774575,0.20506404872134035,109.47052739698576
20181123,0.23299543515793522,0.5193253444753443,0.12602658002658004,0.205434459046959,109.60833019083022
20181124,0.2325622846086662,0.5189840760117075,0.12591873769505352,0.20500949207955782,109.53715232866551
20181125,0.23297460698133776,0.5192701986048138,0.12570104112411806,0.20504038422403803,109.62685904551293
20181126,0.23317680430680432,0.5195962561396935,0.1251944525960151,0.20508624961843708,109.7550938193751
20181127,0.232613258557161,0.520191469404579,0.12521235793339452,0.20465034805979923,109.821868534582
20181128,0.2327367524010381,0.5203916725139939,0.12522634941117086,0.20554676834408975,109.87468118852051
20181129,0.2327545023452,0.520220935943901,0.12542108547137618,0.20514800628957602,109.81073511436888
20181130,0.23334341517068788,0.5206780358845698,0.1252713638318752,0.20532646069208563,109.95708204358776
20181201,0.23329739988406656,0.5207508472083471,0.1251713941305608,0.20502627671711,109.97773274564946
20181202,0.23233286013503404,0.520948810157234,0.12534779239480326,0.20528191666425358,109.94793731329062
20181203,0.2315066290683312,0.5210669205794205,0.1254237258899493,0.2052298191465744,109.91872588109295
20181204,0.23165083620083618,0.5210833835435397,0.12550269588628962,0.20487830505721125,109.90375242523685
20181205,0.23172939056408443,0.5212816818385695,0.1258822327049368,0.20430731923971712,109.868369722681
